ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3,ax4,ay4,az4,gx4,gy4,gz4
24238,21766,-2340,11,-51,2,22544,6172,5004,-51,24,6,0,0,0,0,0,0,0,0,0,0,0,0
24194,21666,-2316,-5,-62,-8,22554,5998,4988,-70,28,3,0,0,0,0,0,0,0,0,0,0,0,0
24290,21618,-2378,-19,-67,-11,22568,5954,4974,-64,28,-6,0,0,0,0,0,0,0,0,0,0,0,0
24332,21444,-2380,10,-57,8,22538,5948,5010,-37,26,2,0,0,0,0,0,0,0,0,0,0,0,0
24322,21456,-2354,23,-64,6,22546,6010,5142,-8,27,14,0,0,0,0,0,0,0,0,0,0,0,0
24350,21710,-2364,10,-75,5,22470,6026,5068,-1,24,13,0,0,0,0,0,0,0,0,0,0,0,0
24310,21718,-2380,5,-66,15,22520,6024,5078,-12,13,4,0,0,0,0,0,0,0,0,0,0,0,0
24322,21548,-2452,-10,-66,0,22536,6038,5048,-24,11,2,0,0,0,0,0,0,0,0,0,0,0,0
24294,21388,-2468,-14,-64,-11,22534,6042,4982,-24,18,3,0,0,0,0,0,0,0,0,0,0,0,0
24334,21320,-2484,1,-62,-7,22558,6040,4840,-28,27,6,0,0,0,0,0,0,0,0,0,0,0,0
24384,21286,-2478,21,-63,-10,22594,6006,5020,-33,28,-6,0,0,0,0,0,0,0,0,0,0,0,0
24448,21270,-2552,51,-61,-6,22572,6098,5058,-20,20,-3,0,0,0,0,0,0,0,0,0,0,0,0
24490,21342,-2588,74,-50,-3,22542,6122,5060,-20,22,6,0,0,0,0,0,0,0,0,0,0,0,0
24366,21654,-2478,53,-30,-2,22480,6036,4960,-33,25,5,0,0,0,0,0,0,0,0,0,0,0,0
24282,21630,-2498,29,-19,-3,22484,5976,4902,-38,28,-1,0,0,0,0,0,0,0,0,0,0,0,0
24212,21540,-2324,8,-25,-26,22512,5998,4932,-23,23,-2,0,0,0,0,0,0,0,0,0,0,0,0
24320,21458,-2418,7,-37,-28,22434,6036,5004,-2,16,-1,0,0,0,0,0,0,0,0,0,0,0,0
24428,21480,-2390,1,-40,-24,22564,6094,5036,11,15,4,0,0,0,0,0,0,0,0,0,0,0,0
24382,21550,-2452,9,-31,-20,22476,6162,5006,6,22,9,0,0,0,0,0,0,0,0,0,0,0,0
24264,21560,-2366,33,-21,-13,22486,6178,4970,-4,21,8,0,0,0,0,0,0,0,0,0,0,0,0
24234,21600,-2216,38,-25,-8,22446,6204,4932,-20,24,8,0,0,0,0,0,0,0,0,0,0,0,0
24240,21692,-2298,40,-30,-2,22546,6164,4974,-40,23,8,0,0,0,0,0,0,0,0,0,0,0,0
24302,21628,-2296,34,-38,-8,22584,6164,4984,-51,23,9,0,0,0,0,0,0,0,0,0,0,0,0
24296,21670,-2202,27,-43,-2,22520,6076,5014,-52,25,7,0,0,0,0,0,0,0,0,0,0,0,0
24364,21646,-2350,18,-43,4,22494,6060,5034,-45,26,10,0,0,0,0,0,0,0,0,0,0,0,0
24288,21606,-2314,12,-41,3,22526,5996,4992,-38,23,14,0,0,0,0,0,0,0,0,0,0,0,0
24220,21570,-2304,10,-41,1,22532,5958,4986,-29,19,13,0,0,0,0,0,0,0,0,0,0,0,0
24226,21520,-2328,3,-42,1,22610,5902,4966,-20,20,10,0,0,0,0,0,0,0,0,0,0,0,0
24264,21466,-2288,8,-45,4,22586,5988,5136,-3,27,6,0,0,0,0,0,0,0,0,0,0,0,0
24336,21420,-2312,14,-50,4,22498,6054,5164,18,28,10,0,0,0,0,0,0,0,0,0,0,0,0
24318,21504,-2306,14,-46,-5,22420,6176,4946,13,19,15,0,0,0,0,0,0,0,0,0,0,0,0
24354,21566,-2276,19,-40,-5,22522,6140,4942,-13,12,10,0,0,0,0,0,0,0,0,0,0,0,0
24266,21446,-2328,17,-42,-11,22580,6078,5018,-32,9,4,0,0,0,0,0,0,0,0,0,0,0,0
24264,21376,-2384,21,-44,-12,22648,6116,4964,-30,12,1,0,0,0,0,0,0,0,0,0,0,0,0
24382,21414,-2456,36,-42,-6,22566,6084,5002,-28,28,9,0,0,0,0,0,0,0,0,0,0,0,0
24448,21524,-2442,33,-31,-8,22526,6080,5032,-29,32,9,0,0,0,0,0,0,0,0,0,0,0,0
24338,21612,-2358,23,-18,-2,22462,6070,5122,-36,23,9,0,0,0,0,0,0,0,0,0,0,0,0
24244,21546,-2274,16,-12,-7,22502,6040,4996,-38,11,7,0,0,0,0,0,0,0,0,0,0,0,0
24212,21548,-2204,14,-24,-14,22566,6004,4884,-29,12,6,0,0,0,0,0,0,0,0,0,0,0,0
24264,21486,-2192,13,-31,-8,22616,6028,5012,-19,23,5,0,0,0,0,0,0,0,0,0,0,0,0
24324,21550,-2234,26,-34,-4,22486,6134,5070,-13,29,2,0,0,0,0,0,0,0,0,0,0,0,0
24350,21608,-2278,36,-33,-5,22458,6238,5012,-14,19,10,0,0,0,0,0,0,0,0,0,0,0,0
24278,21626,-2150,25,-28,-2,22542,6192,4972,-29,12,15,0,0,0,0,0,0,0,0,0,0,0,0
24158,21578,-2036,12,-27,0,22622,6044,4920,-42,17,8,0,0,0,0,0,0,0,0,0,0,0,0
24184,21536,-2108,11,-39,-2,22638,6002,4922,-47,27,0,0,0,0,0,0,0,0,0,0,0,0,0
24232,21472,-2120,18,-48,-3,22534,5970,4870,-35,36,5,0,0,0,0,0,0,0,0,0,0,0,0
24316,21492,-2196,25,-52,-3,22504,5998,5022,-17,35,9,0,0,0,0,0,0,0,0,0,0,0,0
24324,21590,-2148,27,-44,-4,22488,6028,5018,-5,29,5,0,0,0,0,0,0,0,0,0,0,0,0
24190,21620,-2076,8,-51,-3,22502,6120,5106,-7,22,0,0,0,0,0,0,0,0,0,0,0,0,0
24164,21544,-2124,-11,-59,-8,22584,6146,5058,-15,19,1,0,0,0,0,0,0,0,0,0,0,0,0
24214,21504,-2084,-12,-71,-10,22544,6102,4994,-12,19,6,0,0,0,0,0,0,0,0,0,0,0,0
24246,21470,-2188,-14,-81,-12,22558,6088,5006,-8,23,5,0,0,0,0,0,0,0,0,0,0,0,0
24362,21404,-2252,-5,-79,-15,22494,6182,4986,-10,25,3,0,0,0,0,0,0,0,0,0,0,0,0
24330,21460,-2180,10,-79,-8,22542,6216,5060,-23,20,2,0,0,0,0,0,0,0,0,0,0,0,0
24270,21474,-2178,20,-78,-4,22584,6124,5014,-34,17,3,0,0,0,0,0,0,0,0,0,0,0,0
24236,21534,-2198,14,-81,-12,22588,6122,5036,-39,20,6,0,0,0,0,0,0,0,0,0,0,0,0
24318,21596,-2284,23,-83,-9,22526,6048,5028,-41,22,3,0,0,0,0,0,0,0,0,0,0,0,0
24380,21578,-2338,22,-72,-13,22540,6076,5046,-38,19,3,0,0,0,0,0,0,0,0,0,0,0,0
24354,21484,-2304,17,-66,-14,22538,6050,5010,-37,15,6,0,0,0,0,0,0,0,0,0,0,0,0
24352,21520,-2388,16,-64,-8,22502,6088,5060,-29,8,3,0,0,0,0,0,0,0,0,0,0,0,0
24364,21568,-2344,20,-55,-4,22602,6112,5046,-24,7,6,0,0,0,0,0,0,0,0,0,0,0,0
24328,21592,-2292,22,-52,-2,22626,6102,5078,-26,10,9,0,0,0,0,0,0,0,0,0,0,0,0
24274,21562,-2324,21,-48,2,22594,6108,4958,-30,16,4,0,0,0,0,0,0,0,0,0,0,0,0
24356,21578,-2274,25,-41,12,22560,6064,5036,-41,20,3,0,0,0,0,0,0,0,0,0,0,0,0
24350,21530,-2242,24,-34,7,22646,6054,5084,-39,19,2,0,0,0,0,0,0,0,0,0,0,0,0
24290,21498,-2352,15,-33,-1,22602,6032,5116,-28,16,3,0,0,0,0,0,0,0,0,0,0,0,0
24280,21556,-2324,11,-30,3,22590,6076,5018,-24,13,7,0,0,0,0,0,0,0,0,0,0,0,0
24298,21484,-2306,11,-32,0,22600,5966,5072,-37,10,1,0,0,0,0,0,0,0,0,0,0,0,0
24340,21482,-2318,10,-35,-7,22584,5934,4968,-29,13,-5,0,0,0,0,0,0,0,0,0,0,0,0
24398,21504,-2442,14,-23,0,22538,5946,5050,-12,13,-1,0,0,0,0,0,0,0,0,0,0,0,0
24368,21422,-2382,27,-11,5,22480,6000,5042,8,12,7,0,0,0,0,0,0,0,0,0,0,0,0
24282,21486,-2288,19,-7,-4,22518,6018,4982,22,8,6,0,0,0,0,0,0,0,0,0,0,0,0
24432,21484,-2332,20,-2,2,22562,6154,4984,23,4,2,0,0,0,0,0,0,0,0,0,0,0,0
24434,21460,-2316,22,11,4,22624,6150,4944,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0
24476,21554,-2366,18,29,1,22682,6162,4914,-6,11,9,0,0,0,0,0,0,0,0,0,0,0,0
24500,21508,-2478,23,59,5,22710,6092,4860,-17,17,6,0,0,0,0,0,0,0,0,0,0,0,0
24484,21510,-2532,35,91,8,22696,6080,4832,-28,27,3,0,0,0,0,0,0,0,0,0,0,0,0
24434,21494,-2522,51,118,11,22656,5994,4848,-29,37,5,0,0,0,0,0,0,0,0,0,0,0,0
24502,21518,-2464,58,149,15,22636,5986,4844,-20,44,6,0,0,0,0,0,0,0,0,0,0,0,0
24520,21598,-2388,59,180,19,22568,6022,4936,-7,47,4,0,0,0,0,0,0,0,0,0,0,0,0
24414,21634,-2266,49,215,18,22576,6084,5392,14,44,4,0,0,0,0,0,0,0,0,0,0,0,0
24460,21656,-2336,47,245,27,22506,6422,5720,42,45,-10,0,0,0,0,0,0,0,0,0,0,0,0
24402,21624,-2190,42,288,35,22386,6778,5362,50,30,-14,0,0,0,0,0,0,0,0,0,0,0,0
24396,21574,-2082,33,317,43,22484,6622,4834,-53,-12,14,0,0,0,0,0,0,0,0,0,0,0,0
24412,21546,-1978,40,350,55,22702,6298,4898,-119,-8,7,0,0,0,0,0,0,0,0,0,0,0,0
24376,21392,-1788,61,386,65,22802,6180,4924,-142,14,-3,0,0,0,0,0,0,0,0,0,0,0,0
24342,21320,-1682,84,416,64,22728,5968,5126,-138,19,15,0,0,0,0,0,0,0,0,0,0,0,0
24430,21474,-1674,77,440,72,22664,5936,5236,-109,18,26,0,0,0,0,0,0,0,0,0,0,0,0
24384,21526,-1462,78,501,84,22538,5926,5240,-87,22,15,0,0,0,0,0,0,0,0,0,0,0,0
24308,21572,-1268,80,545,71,22552,5894,5176,-88,14,-4,0,0,0,0,0,0,0,0,0,0,0,0
24182,21492,-1146,75,579,71,22508,5866,5026,-97,-16,-10,0,0,0,0,0,0,0,0,0,0,0,0
24020,21320,-840,66,609,74,22680,5760,4828,-95,-49,1,0,0,0,0,0,0,0,0,0,0,0,0
23932,21218,-690,38,616,65,22756,5692,4942,-65,-53,10,0,0,0,0,0,0,0,0,0,0,0,0
24098,21328,-640,18,627,72,22540,5658,5284,11,-73,26,0,0,0,0,0,0,0,0,0,0,0,0
24228,21370,-528,21,666,99,22482,5618,5224,121,-125,48,0,0,0,0,0,0,0,0,0,0,0,0
23992,21308,-118,14,708,113,22618,5376,4946,135,-159,30,0,0,0,0,0,0,0,0,0,0,0,0
23670,21162,208,6,722,110,22974,5394,4948,103,-150,-28,0,0,0,0,0,0,0,0,0,0,0,0
23620,21034,442,11,741,113,23274,5714,5172,153,-117,-52,0,0,0,0,0,0,0,0,0,0,0,0
23620,21026,804,23,803,102,23260,6184,5258,251,-77,-36,0,0,0,0,0,0,0,0,0,0,0,0
23502,21064,1264,31,826,88,23138,6474,5200,304,-59,-7,0,0,0,0,0,0,0,0,0,0,0,0
23418,21180,1394,8,807,96,22962,6656,4788,299,-46,7,0,0,0,0,0,0,0,0,0,0,0,0
23318,20982,1812,-4,791,141,22984,6906,4608,218,-30,-12,0,0,0,0,0,0,0,0,0,0,0,0
22970,20532,2082,56,757,163,22952,7048,4606,98,3,-19,0,0,0,0,0,0,0,0,0,0,0,0
22750,20480,2286,119,694,134,22840,6992,4772,-17,30,-17,0,0,0,0,0,0,0,0,0,0,0,0
22808,20766,2352,168,625,128,22712,6822,5066,-92,28,-15,0,0,0,0,0,0,0,0,0,0,0,0
23022,21088,2600,165,577,136,22800,6706,5862,-114,26,-13,0,0,0,0,0,0,0,0,0,0,0,0
23072,21230,2588,107,577,128,22874,6786,5552,-70,28,-13,0,0,0,0,0,0,0,0,0,0,0,0
22812,21196,2636,49,592,123,22808,6640,5024,-70,16,3,0,0,0,0,0,0,0,0,0,0,0,0
22720,20980,2830,11,586,102,22866,6050,4658,-149,-7,4,0,0,0,0,0,0,0,0,0,0,0,0
22746,20682,2846,8,585,86,22908,5888,4774,-141,-18,-22,0,0,0,0,0,0,0,0,0,0,0,0
22902,20478,2798,16,615,81,23008,5902,5218,-72,-24,-31,0,0,0,0,0,0,0,0,0,0,0,0
22840,20530,2958,45,662,91,23010,6068,5636,46,-14,-12,0,0,0,0,0,0,0,0,0,0,0,0
22864,20694,3204,54,682,111,22952,6254,5380,146,-8,0,0,0,0,0,0,0,0,0,0,0,0,0
22558,20868,3368,59,720,129,22814,6396,5022,144,-23,0,0,0,0,0,0,0,0,0,0,0,0,0
22260,20818,3702,58,751,119,22856,6384,4606,78,-59,-11,0,0,0,0,0,0,0,0,0,0,0,0
22146,20638,3896,61,766,125,22866,6428,4794,38,-99,-23,0,0,0,0,0,0,0,0,0,0,0,0
21954,20420,4088,82,790,131,23196,6452,5328,67,-124,-3,0,0,0,0,0,0,0,0,0,0,0,0
22000,20500,4298,92,795,126,23442,6562,5566,134,-88,2,0,0,0,0,0,0,0,0,0,0,0,0
22094,20716,4502,86,796,126,23384,6674,5194,158,-37,-16,0,0,0,0,0,0,0,0,0,0,0,0
21926,20816,4800,64,818,132,23208,6764,4676,101,-11,-21,0,0,0,0,0,0,0,0,0,0,0,0
21600,20680,5140,65,874,145,23024,6704,4698,36,-25,-16,0,0,0,0,0,0,0,0,0,0,0,0
20984,20376,5532,102,895,148,23046,6748,4874,31,-53,-15,0,0,0,0,0,0,0,0,0,0,0,0
20710,20186,5890,119,853,139,23250,6974,5098,68,-55,-14,0,0,0,0,0,0,0,0,0,0,0,0
20948,20232,6066,118,776,123,23366,7044,5142,77,-23,0,0,0,0,0,0,0,0,0,0,0,0,0
21164,20518,6188,126,739,117,23224,6994,5094,45,21,17,0,0,0,0,0,0,0,0,0,0,0,0
20830,20646,6466,140,741,141,23024,6926,4922,18,20,13,0,0,0,0,0,0,0,0,0,0,0,0
20284,20578,6730,169,721,167,22968,6904,4862,-28,2,1,0,0,0,0,0,0,0,0,0,0,0,0
19936,20454,6962,189,681,147,23082,6864,4976,-77,-17,-5,0,0,0,0,0,0,0,0,0,0,0,0
19920,20504,7012,167,613,102,23222,6796,5138,-80,-18,6,0,0,0,0,0,0,0,0,0,0,0,0
20270,20618,7040,132,575,95,23302,6730,5108,-49,3,17,0,0,0,0,0,0,0,0,0,0,0,0
20422,20730,7162,88,577,92,23292,6858,4816,-35,16,22,0,0,0,0,0,0,0,0,0,0,0,0
20098,20710,7166,26,578,84,23240,6706,4934,-66,4,17,0,0,0,0,0,0,0,0,0,0,0,0
19774,20406,7224,17,574,84,23272,6574,4988,-106,-13,1,0,0,0,0,0,0,0,0,0,0,0,0
19766,20206,7212,42,562,87,23264,6468,5116,-99,-10,-2,0,0,0,0,0,0,0,0,0,0,0,0
19772,20086,7398,92,556,85,23306,6506,5346,-51,3,7,0,0,0,0,0,0,0,0,0,0,0,0
19792,20248,7290,117,553,77,23282,6644,5350,5,-3,9,0,0,0,0,0,0,0,0,0,0,0,0
19826,20376,7276,111,572,84,23354,6746,5166,22,-23,8,0,0,0,0,0,0,0,0,0,0,0,0
19662,20400,7436,103,598,89,23416,6792,4862,-1,-27,0,0,0,0,0,0,0,0,0,0,0,0,0
19424,20408,7554,85,625,83,23474,6786,4940,-41,-24,-4,0,0,0,0,0,0,0,0,0,0,0,0
19304,20342,7590,78,651,84,23478,6784,5174,-41,-21,1,0,0,0,0,0,0,0,0,0,0,0,0
19286,20442,7626,63,679,75,23636,6766,5316,-53,-6,6,0,0,0,0,0,0,0,0,0,0,0,0
19356,20544,7718,41,726,60,23696,6732,5098,-72,15,-5,0,0,0,0,0,0,0,0,0,0,0,0
19022,20822,7822,-20,771,59,23518,6628,4850,-105,49,-16,0,0,0,0,0,0,0,0,0,0,0,0
18908,20636,7986,-64,815,71,23368,6554,4982,-132,55,-12,0,0,0,0,0,0,0,0,0,0,0,0
18458,20184,8572,-50,870,68,23246,6498,5004,-120,33,-6,0,0,0,0,0,0,0,0,0,0,0,0
18018,19820,8956,-58,856,41,23308,6514,5124,-98,15,-8,0,0,0,0,0,0,0,0,0,0,0,0
17930,19828,9028,-61,809,32,23366,6552,5010,-90,16,-5,0,0,0,0,0,0,0,0,0,0,0,0
17806,20074,9108,1,807,75,23352,6478,5046,-86,23,-7,0,0,0,0,0,0,0,0,0,0,0,0
17656,20222,9156,45,832,101,23486,6508,5080,-65,35,-13,0,0,0,0,0,0,0,0,0,0,0,0
17192,20138,9442,82,836,92,23498,6600,4944,-55,47,-9,0,0,0,0,0,0,0,0,0,0,0,0
16920,20168,9832,77,814,76,23320,6654,4730,-84,48,-9,0,0,0,0,0,0,0,0,0,0,0,0
16808,20242,10220,58,791,74,23200,6566,4952,-104,35,0,0,0,0,0,0,0,0,0,0,0,0,0
16586,20302,10290,36,767,77,23236,6414,5110,-91,35,11,0,0,0,0,0,0,0,0,0,0,0,0
16318,20366,10244,-13,739,73,23298,6350,5172,-82,40,6,0,0,0,0,0,0,0,0,0,0,0,0
16106,20210,10406,3,711,74,23400,6352,4978,-67,50,3,0,0,0,0,0,0,0,0,0,0,0,0
16092,20236,10616,15,683,65,23368,6500,5018,-34,65,7,0,0,0,0,0,0,0,0,0,0,0,0
15806,20166,10696,17,668,75,23350,6516,5100,-45,65,14,0,0,0,0,0,0,0,0,0,0,0,0
15560,20088,10804,32,651,89,23232,6478,5096,-34,62,19,0,0,0,0,0,0,0,0,0,0,0,0
15422,19934,10930,59,623,85,23162,6406,4964,-38,61,26,0,0,0,0,0,0,0,0,0,0,0,0
15306,19982,11136,93,583,87,23080,6266,4932,-62,46,23,0,0,0,0,0,0,0,0,0,0,0,0
15280,20090,11080,100,555,85,23044,6170,4902,-80,29,15,0,0,0,0,0,0,0,0,0,0,0,0
15128,20108,11212,102,532,79,23082,6112,5006,-68,12,3,0,0,0,0,0,0,0,0,0,0,0,0
14954,20048,11324,112,503,73,23226,6238,5064,-21,9,5,0,0,0,0,0,0,0,0,0,0,0,0
14846,20118,11456,68,458,40,23228,6352,5062,7,14,16,0,0,0,0,0,0,0,0,0,0,0,0
14608,20162,11446,43,434,30,23232,6406,5070,-1,7,15,0,0,0,0,0,0,0,0,0,0,0,0
14438,20036,11176,7,412,27,23344,6464,5134,-7,-2,4,0,0,0,0,0,0,0,0,0,0,0,0
14488,19862,11122,11,401,27,23360,6428,5172,-16,-1,6,0,0,0,0,0,0,0,0,0,0,0,0
14550,19668,11066,66,398,19,23376,6342,4978,-36,2,9,0,0,0,0,0,0,0,0,0,0,0,0
14538,19780,11182,114,403,8,23416,6214,5050,-40,3,4,0,0,0,0,0,0,0,0,0,0,0,0
14570,19960,11186,153,414,17,23474,6324,5190,-15,3,-1,0,0,0,0,0,0,0,0,0,0,0,0
14382,19990,11114,195,430,28,23580,6516,5240,1,19,7,0,0,0,0,0,0,0,0,0,0,0,0
14304,20182,10790,221,455,23,23674,6694,5182,-11,52,16,0,0,0,0,0,0,0,0,0,0,0,0
14250,20254,10742,240,492,21,23548,6790,5202,-47,94,17,0,0,0,0,0,0,0,0,0,0,0,0
14234,20356,10856,259,528,32,23348,6648,4936,-120,103,9,0,0,0,0,0,0,0,0,0,0,0,0
14108,20492,11042,273,575,41,23286,6432,5024,-145,86,8,0,0,0,0,0,0,0,0,0,0,0,0
13816,20648,11148,275,614,51,23286,6256,5184,-141,72,11,0,0,0,0,0,0,0,0,0,0,0,0
13680,20794,11010,243,650,53,23266,6244,5282,-134,68,13,0,0,0,0,0,0,0,0,0,0,0,0
13494,20886,11042,209,698,48,23372,6248,5248,-99,85,27,0,0,0,0,0,0,0,0,0,0,0,0
13264,21004,11256,198,735,49,23370,6326,5138,-81,107,37,0,0,0,0,0,0,0,0,0,0,0,0
12904,20982,11566,179,778,68,23314,6312,4768,-110,113,40,0,0,0,0,0,0,0,0,0,0,0,0
12656,20858,11694,163,796,75,23184,6134,4710,-155,106,33,0,0,0,0,0,0,0,0,0,0,0,0
12396,20796,11684,159,823,66,23016,5960,4992,-159,95,16,0,0,0,0,0,0,0,0,0,0,0,0
12184,20886,11780,154,850,72,23076,6030,5344,-149,108,18,0,0,0,0,0,0,0,0,0,0,0,0
11872,20900,11974,148,871,78,23118,6238,5182,-141,142,47,0,0,0,0,0,0,0,0,0,0,0,0
11484,21046,12216,122,873,74,22870,6120,4672,-152,166,37,0,0,0,0,0,0,0,0,0,0,0,0
11036,21008,12316,73,860,73,22430,6070,4644,-168,122,-5,0,0,0,0,0,0,0,0,0,0,0,0
10636,20804,12452,62,840,80,22460,6076,4912,-191,52,-22,0,0,0,0,0,0,0,0,0,0,0,0
10288,20560,12770,83,809,73,22818,5834,4990,-233,24,-21,0,0,0,0,0,0,0,0,0,0,0,0
9972,20700,12852,138,758,73,22954,5688,4988,-211,34,-18,0,0,0,0,0,0,0,0,0,0,0,0
9800,20898,12828,151,714,88,22924,5736,4934,-78,34,8,0,0,0,0,0,0,0,0,0,0,0,0
9742,20982,12694,156,679,79,22880,5956,5048,-32,21,24,0,0,0,0,0,0,0,0,0,0,0,0
9516,21220,12672,148,653,77,22830,5940,5002,-63,6,24,0,0,0,0,0,0,0,0,0,0,0,0
9366,21458,12790,142,624,94,22952,5846,5024,-94,-1,14,0,0,0,0,0,0,0,0,0,0,0,0
9328,21530,12770,160,615,108,23116,5906,5096,-82,7,15,0,0,0,0,0,0,0,0,0,0,0,0
9246,21456,12640,167,598,123,23208,6034,4986,-53,28,19,0,0,0,0,0,0,0,0,0,0,0,0
9090,21486,12632,123,586,115,23160,6072,5054,-80,39,11,0,0,0,0,0,0,0,0,0,0,0,0
8846,21516,12632,79,572,114,23088,5992,5106,-117,42,9,0,0,0,0,0,0,0,0,0,0,0,0
8824,21568,12610,51,560,131,23178,5926,5076,-106,50,18,0,0,0,0,0,0,0,0,0,0,0,0
8736,21524,12556,-1,560,128,23106,5650,5046,-174,53,0,0,0,0,0,0,0,0,0,0,0,0,0
8642,21394,12574,-38,570,116,22958,5442,5048,-225,41,-23,0,0,0,0,0,0,0,0,0,0,0,0
8408,21132,12598,-34,584,129,22884,5434,5034,-197,23,-23,0,0,0,0,0,0,0,0,0,0,0,0
8270,20722,12766,40,584,147,22848,5378,5026,-163,9,-11,0,0,0,0,0,0,0,0,0,0,0,0
8108,20490,12742,73,565,139,22974,5184,5084,-136,-3,-16,0,0,0,0,0,0,0,0,0,0,0,0
7988,20824,12744,102,552,139,23076,5166,5076,-80,16,-31,0,0,0,0,0,0,0,0,0,0,0,0
7890,21230,12406,150,559,173,23046,5310,5104,-72,48,-34,0,0,0,0,0,0,0,0,0,0,0,0
7676,21202,12366,128,583,166,22966,5470,4980,-64,61,-25,0,0,0,0,0,0,0,0,0,0,0,0
7186,20938,12556,101,589,121,22874,5600,4972,-44,46,-22,0,0,0,0,0,0,0,0,0,0,0,0
6648,21024,12688,22,582,58,22920,5716,5106,-56,24,-17,0,0,0,0,0,0,0,0,0,0,0,0
6666,20988,12588,-1,534,60,22996,5776,5114,-96,22,-12,0,0,0,0,0,0,0,0,0,0,0,0
7064,20930,12446,13,522,71,23046,5640,5120,-143,38,-18,0,0,0,0,0,0,0,0,0,0,0,0
6954,21054,12626,43,551,60,23010,5528,5150,-155,55,-18,0,0,0,0,0,0,0,0,0,0,0,0
6576,21216,12842,128,558,107,22896,5374,4986,-152,53,-2,0,0,0,0,0,0,0,0,0,0,0,0
6110,21238,13090,178,528,108,22698,5298,4970,-138,44,8,0,0,0,0,0,0,0,0,0,0,0,0
5876,21656,12924,177,470,82,22640,5232,5020,-107,12,8,0,0,0,0,0,0,0,0,0,0,0,0
5958,21748,12978,156,440,88,22790,5132,5168,-91,-19,1,0,0,0,0,0,0,0,0,0,0,0,0
5792,21928,13046,120,422,81,22926,5166,4994,-69,-11,2,0,0,0,0,0,0,0,0,0,0,0,0
5490,21948,13066,99,390,99,22858,5214,4972,-62,-8,4,0,0,0,0,0,0,0,0,0,0,0,0
5254,21892,13164,67,346,88,22802,5190,5068,-66,-13,1,0,0,0,0,0,0,0,0,0,0,0,0
5156,21740,13202,-21,290,52,22830,5222,5158,-83,-26,-3,0,0,0,0,0,0,0,0,0,0,0,0
5198,21568,13004,-81,240,52,23030,5160,5100,-83,-17,-7,0,0,0,0,0,0,0,0,0,0,0,0
5212,21356,12992,-94,208,41,23120,5260,5074,-66,28,-4,0,0,0,0,0,0,0,0,0,0,0,0
5228,21046,12680,-82,171,28,22924,5214,4950,-89,50,-10,0,0,0,0,0,0,0,0,0,0,0,0
5222,20940,12626,-27,154,30,22702,5218,5042,-132,13,-22,0,0,0,0,0,0,0,0,0,0,0,0
5270,20922,12488,28,142,23,22940,5084,5246,-126,-18,-18,0,0,0,0,0,0,0,0,0,0,0,0
5250,21108,12328,40,149,19,23396,5052,5322,-72,6,-10,0,0,0,0,0,0,0,0,0,0,0,0
5104,21256,12570,34,148,13,23296,5168,5238,-47,64,-1,0,0,0,0,0,0,0,0,0,0,0,0
5094,21420,12496,31,134,5,22896,5054,5286,-83,72,5,0,0,0,0,0,0,0,0,0,0,0,0
5146,21510,12442,24,131,0,22666,4868,5442,-104,44,1,0,0,0,0,0,0,0,0,0,0,0,0
5178,21380,12312,24,134,6,22818,5156,5380,-133,46,-1,0,0,0,0,0,0,0,0,0,0,0,0
5074,21222,12632,61,142,14,23100,4866,4672,-201,97,-49,0,0,0,0,0,0,0,0,0,0,0,0
5120,21272,12290,58,141,10,23224,4536,4166,-83,129,-38,0,0,0,0,0,0,0,0,0,0,0,0
5294,21442,11526,60,185,12,22962,4674,4946,-30,110,-2,0,0,0,0,0,0,0,0,0,0,0,0
5374,21278,11000,115,276,37,22744,4996,5398,-27,60,-22,0,0,0,0,0,0,0,0,0,0,0,0
5250,20972,11168,188,364,43,22812,5250,5234,-10,1,-35,0,0,0,0,0,0,0,0,0,0,0,0
4856,20740,11594,193,421,49,23038,5194,5106,-35,7,-35,0,0,0,0,0,0,0,0,0,0,0,0
4468,20692,12012,222,428,53,22816,5044,4958,-45,41,-9,0,0,0,0,0,0,0,0,0,0,0,0
4298,21256,12736,323,378,45,22490,4940,4960,-29,36,8,0,0,0,0,0,0,0,0,0,0,0,0
4204,22058,13072,377,326,30,22408,4978,4898,-16,-15,-4,0,0,0,0,0,0,0,0,0,0,0,0
3654,22654,13598,332,282,42,22702,5100,4994,29,-74,3,0,0,0,0,0,0,0,0,0,0,0,0
3180,22802,13980,295,185,42,22952,5236,5086,49,-61,18,0,0,0,0,0,0,0,0,0,0,0,0
2850,22882,14058,213,77,26,22966,5196,5048,0,-42,20,0,0,0,0,0,0,0,0,0,0,0,0
2990,22736,13512,92,-45,-2,22908,5220,4944,-64,-44,12,0,0,0,0,0,0,0,0,0,0,0,0
3450,22640,12590,4,-134,-20,23000,5158,4882,-107,-61,17,0,0,0,0,0,0,0,0,0,0,0,0
4072,22444,11878,-36,-153,-19,23134,4982,4924,-143,-73,14,0,0,0,0,0,0,0,0,0,0,0,0
4270,22330,11662,-51,-130,-30,23408,4978,4938,-162,-68,4,0,0,0,0,0,0,0,0,0,0,0,0
4362,22328,11348,-61,-97,-19,23320,4974,5032,-165,-52,3,0,0,0,0,0,0,0,0,0,0,0,0
