ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3,ax4,ay4,az4,gx4,gy4,gz4
23888,20874,-76,35,-44,-8,22620,6420,4998,-30,22,13,0,0,0,0,0,0,0,0,0,0,0,0
23936,20788,-126,42,-48,-4,22586,6348,5014,-38,27,14,0,0,0,0,0,0,0,0,0,0,0,0
24084,20816,-198,61,-39,-3,22514,6240,5052,-34,27,13,0,0,0,0,0,0,0,0,0,0,0,0
24090,20894,-168,70,-21,-12,22584,6266,5072,-20,26,5,0,0,0,0,0,0,0,0,0,0,0,0
23958,20978,-34,74,-9,-13,22582,6334,5016,-5,10,1,0,0,0,0,0,0,0,0,0,0,0,0
23794,21020,48,42,-25,-24,22690,6394,5014,-5,7,3,0,0,0,0,0,0,0,0,0,0,0,0
23882,21042,16,6,-37,-33,22774,6380,4902,-13,16,3,0,0,0,0,0,0,0,0,0,0,0,0
23938,20916,-44,-7,-39,-31,22744,6434,4974,-15,31,3,0,0,0,0,0,0,0,0,0,0,0,0
23988,20884,50,-2,-34,-31,22548,6424,5054,-9,38,8,0,0,0,0,0,0,0,0,0,0,0,0
23908,20938,68,6,-38,-34,22484,6426,5060,-10,32,6,0,0,0,0,0,0,0,0,0,0,0,0
23902,20952,-10,18,-36,-30,22572,6358,4996,-19,20,3,0,0,0,0,0,0,0,0,0,0,0,0
23828,20974,70,39,-38,-21,22676,6408,5064,-24,17,-2,0,0,0,0,0,0,0,0,0,0,0,0
23870,20960,46,52,-52,-22,22682,6400,4960,-27,23,-2,0,0,0,0,0,0,0,0,0,0,0,0
23940,21038,74,47,-58,-28,22666,6436,4894,-25,35,4,0,0,0,0,0,0,0,0,0,0,0,0
24026,21156,-22,42,-54,-21,22562,6456,5082,-23,44,7,0,0,0,0,0,0,0,0,0,0,0,0
23902,21218,52,23,-47,-25,22498,6426,5070,-24,44,3,0,0,0,0,0,0,0,0,0,0,0,0
23856,21212,88,0,-55,-20,22510,6372,4930,-29,35,1,0,0,0,0,0,0,0,0,0,0,0,0
23820,21118,74,-8,-58,-15,22560,6290,4980,-31,24,0,0,0,0,0,0,0,0,0,0,0,0,0
23888,21028,38,-7,-59,-19,22592,6302,4928,-14,17,-3,0,0,0,0,0,0,0,0,0,0,0,0
23962,20996,22,-1,-65,-24,22656,6438,4976,-2,21,2,0,0,0,0,0,0,0,0,0,0,0,0
23958,20962,90,12,-59,-16,22724,6460,5024,2,30,7,0,0,0,0,0,0,0,0,0,0,0,0
23912,20994,-12,28,-53,-6,22604,6544,4996,-10,28,10,0,0,0,0,0,0,0,0,0,0,0,0
23952,20986,6,59,-52,4,22606,6456,4934,-43,24,9,0,0,0,0,0,0,0,0,0,0,0,0
23844,20994,48,88,-56,10,22676,6384,4908,-67,28,3,0,0,0,0,0,0,0,0,0,0,0,0
23920,21066,4,98,-64,12,22688,6390,5030,-67,33,-2,0,0,0,0,0,0,0,0,0,0,0,0
23984,21166,-16,97,-64,9,22652,6396,4990,-46,37,3,0,0,0,0,0,0,0,0,0,0,0,0
23950,21296,-104,68,-60,4,22572,6374,4998,-27,33,14,0,0,0,0,0,0,0,0,0,0,0,0
23918,21352,-18,15,-53,5,22614,6306,5014,-29,27,12,0,0,0,0,0,0,0,0,0,0,0,0
23846,21332,14,-23,-46,15,22590,6270,4988,-31,23,-3,0,0,0,0,0,0,0,0,0,0,0,0
23838,21048,20,-38,-58,4,22648,6340,4988,-22,26,-5,0,0,0,0,0,0,0,0,0,0,0,0
24002,20824,-176,-50,-73,-15,22578,6378,5034,-9,24,4,0,0,0,0,0,0,0,0,0,0,0,0
24116,20768,-182,-34,-63,-8,22556,6356,5064,1,16,5,0,0,0,0,0,0,0,0,0,0,0,0
24036,20814,-130,-3,-47,-5,22574,6422,4920,-4,14,2,0,0,0,0,0,0,0,0,0,0,0,0
23974,20808,-48,22,-36,0,22660,6452,4982,-14,18,0,0,0,0,0,0,0,0,0,0,0,0,0
23916,20910,-54,38,-36,6,22604,6452,4938,-20,24,0,0,0,0,0,0,0,0,0,0,0,0,0
23922,20986,-44,50,-35,6,22526,6412,4962,-26,23,-1,0,0,0,0,0,0,0,0,0,0,0,0
23980,20962,-36,46,-39,-3,22620,6394,4898,-33,20,-3,0,0,0,0,0,0,0,0,0,0,0,0
23952,21042,76,38,-33,-5,22610,6394,4956,-32,28,0,0,0,0,0,0,0,0,0,0,0,0,0
23930,21004,66,29,-31,-5,22636,6382,4950,-21,32,5,0,0,0,0,0,0,0,0,0,0,0,0
23932,21058,84,7,-29,-10,22572,6350,4924,-20,32,5,0,0,0,0,0,0,0,0,0,0,0,0
23868,21064,114,1,-27,-7,22534,6378,4876,-20,35,5,0,0,0,0,0,0,0,0,0,0,0,0
23860,21040,250,6,-37,-8,22522,6402,5032,-10,29,3,0,0,0,0,0,0,0,0,0,0,0,0
23850,20986,134,7,-43,-19,22582,6394,5000,-7,23,5,0,0,0,0,0,0,0,0,0,0,0,0
23822,20960,126,21,-49,-10,22626,6464,5020,-16,24,5,0,0,0,0,0,0,0,0,0,0,0,0
23900,20968,118,46,-52,2,22626,6462,4952,-26,27,1,0,0,0,0,0,0,0,0,0,0,0,0
23818,20990,152,62,-57,3,22642,6448,4998,-38,31,2,0,0,0,0,0,0,0,0,0,0,0,0
23882,21026,198,69,-67,3,22578,6494,4988,-49,32,3,0,0,0,0,0,0,0,0,0,0,0,0
23830,21224,140,55,-70,9,22568,6492,5020,-53,31,4,0,0,0,0,0,0,0,0,0,0,0,0
23902,21292,108,32,-71,16,22534,6412,5094,-56,25,15,0,0,0,0,0,0,0,0,0,0,0,0
23860,21236,96,-5,-74,2,22558,6236,5010,-55,16,17,0,0,0,0,0,0,0,0,0,0,0,0
23838,21190,6,-29,-82,-3,22664,6222,5058,-41,13,7,0,0,0,0,0,0,0,0,0,0,0,0
23988,21018,-138,-34,-80,6,22688,6306,5032,-28,12,5,0,0,0,0,0,0,0,0,0,0,0,0
24064,20922,-238,-24,-67,7,22638,6402,5022,-22,11,6,0,0,0,0,0,0,0,0,0,0,0,0
24046,20896,-170,-12,-54,3,22684,6438,4952,-34,19,10,0,0,0,0,0,0,0,0,0,0,0,0
24006,20918,-134,-7,-42,9,22654,6390,5016,-52,32,3,0,0,0,0,0,0,0,0,0,0,0,0
24036,20970,-200,10,-24,20,22642,6322,5046,-60,44,-5,0,0,0,0,0,0,0,0,0,0,0,0
24024,20898,-174,23,-13,19,22608,6242,5014,-59,45,-3,0,0,0,0,0,0,0,0,0,0,0,0
23988,20844,-200,22,-6,13,22568,6196,4944,-50,45,2,0,0,0,0,0,0,0,0,0,0,0,0
24042,20852,-182,12,10,10,22548,6130,4962,-39,46,0,0,0,0,0,0,0,0,0,0,0,0,0
24038,20878,-160,20,27,14,22542,6250,5040,-21,49,-5,0,0,0,0,0,0,0,0,0,0,0,0
23978,20902,-68,11,34,8,22542,6326,5068,-5,46,-5,0,0,0,0,0,0,0,0,0,0,0,0
23958,20940,10,3,47,5,22516,6396,4998,-1,34,3,0,0,0,0,0,0,0,0,0,0,0,0
23906,20850,68,12,56,5,22528,6332,4988,-7,26,8,0,0,0,0,0,0,0,0,0,0,0,0
23922,20746,56,27,58,1,22542,6306,4962,-10,24,5,0,0,0,0,0,0,0,0,0,0,0,0
24018,20788,140,57,65,-1,22542,6280,4906,-12,25,0,0,0,0,0,0,0,0,0,0,0,0,0
24044,20816,90,79,79,1,22492,6332,5048,-7,26,-2,0,0,0,0,0,0,0,0,0,0,0,0
23990,20972,128,73,87,-6,22520,6474,5136,-5,23,2,0,0,0,0,0,0,0,0,0,0,0,0
23924,21070,120,53,103,-7,22514,6512,5090,-14,21,5,0,0,0,0,0,0,0,0,0,0,0,0
23798,21104,224,47,114,1,22552,6494,4988,-45,23,9,0,0,0,0,0,0,0,0,0,0,0,0
23800,21034,280,40,117,2,22638,6370,4998,-73,23,1,0,0,0,0,0,0,0,0,0,0,0,0
23894,21022,200,38,128,2,22610,6220,5084,-76,14,-3,0,0,0,0,0,0,0,0,0,0,0,0
23968,20946,256,44,143,12,22684,6326,5064,-48,16,2,0,0,0,0,0,0,0,0,0,0,0,0
23914,20996,264,17,178,1,22574,6342,5060,-35,18,10,0,0,0,0,0,0,0,0,0,0,0,0
23836,20990,426,8,193,4,22580,6328,5026,-37,18,13,0,0,0,0,0,0,0,0,0,0,0,0
23798,20994,476,14,204,23,22594,6324,5004,-49,14,11,0,0,0,0,0,0,0,0,0,0,0,0
23786,20860,552,25,217,30,22530,6232,5020,-65,12,4,0,0,0,0,0,0,0,0,0,0,0,0
23760,20752,604,51,229,25,22512,6114,5008,-66,6,3,0,0,0,0,0,0,0,0,0,0,0,0
23796,20782,658,58,244,22,22574,6074,4960,-44,4,3,0,0,0,0,0,0,0,0,0,0,0,0
23808,20826,778,58,251,27,22622,6220,5104,-10,5,-2,0,0,0,0,0,0,0,0,0,0,0,0
23716,20972,886,46,266,26,22566,6374,5118,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0
23598,20998,1082,12,283,19,22628,6424,4986,-8,-2,9,0,0,0,0,0,0,0,0,0,0,0,0
23494,20798,1188,8,291,30,22592,6332,4938,-47,-1,2,0,0,0,0,0,0,0,0,0,0,0,0
23436,20684,1282,22,292,26,22644,6212,4986,-67,4,-11,0,0,0,0,0,0,0,0,0,0,0,0
23620,20632,1354,51,290,18,22632,6140,5022,-58,3,-15,0,0,0,0,0,0,0,0,0,0,0,0
23604,20680,1400,71,303,25,22626,6216,4978,-21,3,-9,0,0,0,0,0,0,0,0,0,0,0,0
23478,20760,1540,73,316,22,22592,6278,5044,9,-1,3,0,0,0,0,0,0,0,0,0,0,0,0
23372,20836,1724,68,318,19,22632,6302,5030,-9,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
23226,20850,1758,73,315,26,22690,6280,4922,-33,3,-16,0,0,0,0,0,0,0,0,0,0,0,0
23246,20834,1828,82,322,24,22652,6254,4930,-41,11,-17,0,0,0,0,0,0,0,0,0,0,0,0
23298,20790,1938,91,323,20,22634,6134,5044,-26,14,-10,0,0,0,0,0,0,0,0,0,0,0,0
23286,20864,2038,79,327,16,22676,6212,5250,4,22,-7,0,0,0,0,0,0,0,0,0,0,0,0
23188,20926,2300,64,335,16,22686,6352,5392,48,34,-9,0,0,0,0,0,0,0,0,0,0,0,0
23112,20912,2334,58,337,20,22578,6520,5292,49,25,-1,0,0,0,0,0,0,0,0,0,0,0,0
23084,20910,2374,44,341,20,22566,6478,4896,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0
22986,20802,2478,45,349,23,22614,6282,4804,-35,11,-1,0,0,0,0,0,0,0,0,0,0,0,0
23028,20694,2604,66,349,29,22680,6114,4798,-47,17,-13,0,0,0,0,0,0,0,0,0,0,0,0
23050,20814,2718,66,347,23,22732,6088,4902,-27,25,-20,0,0,0,0,0,0,0,0,0,0,0,0
23068,21016,2926,36,346,7,22740,6142,4888,14,30,-16,0,0,0,0,0,0,0,0,0,0,0,0
22832,21160,3070,-11,348,-6,22686,6272,4968,48,34,-7,0,0,0,0,0,0,0,0,0,0,0,0
22646,21184,3088,-71,345,-14,22554,6412,4966,57,34,-2,0,0,0,0,0,0,0,0,0,0,0,0
22532,21058,3254,-123,340,-11,22464,6508,4902,40,25,-4,0,0,0,0,0,0,0,0,0,0,0,0
22508,20842,3408,-147,329,-15,22482,6450,4842,12,11,-6,0,0,0,0,0,0,0,0,0,0,0,0
22610,20558,3430,-129,318,-9,22618,6234,4880,-7,-3,-9,0,0,0,0,0,0,0,0,0,0,0,0
22674,20384,3514,-79,313,0,22634,6198,4902,4,-8,-13,0,0,0,0,0,0,0,0,0,0,0,0
22712,20350,3582,-27,309,1,22694,6408,5138,44,1,-14,0,0,0,0,0,0,0,0,0,0,0,0
22614,20594,3690,30,318,3,22694,6630,5218,70,15,-7,0,0,0,0,0,0,0,0,0,0,0,0
22392,20780,3762,55,320,30,22580,6722,5114,68,21,5,0,0,0,0,0,0,0,0,0,0,0,0
22296,20684,3738,80,323,38,22558,6606,4916,21,15,9,0,0,0,0,0,0,0,0,0,0,0,0
22348,20624,3672,117,327,33,22588,6386,4968,-32,1,-3,0,0,0,0,0,0,0,0,0,0,0,0
22554,20656,3706,151,338,39,22728,6278,5230,-38,-9,-15,0,0,0,0,0,0,0,0,0,0,0,0
22624,20756,3718,155,364,41,22858,6498,5194,28,-7,-12,0,0,0,0,0,0,0,0,0,0,0,0
22536,21014,3836,126,398,35,22772,6614,5114,70,8,3,0,0,0,0,0,0,0,0,0,0,0,0
22334,21096,3960,75,428,37,22734,6574,4974,48,6,15,0,0,0,0,0,0,0,0,0,0,0,0
22124,20932,4092,42,449,45,22680,6470,4892,14,-10,3,0,0,0,0,0,0,0,0,0,0,0,0
22160,20694,4136,49,467,49,22700,6444,5074,-5,-24,-15,0,0,0,0,0,0,0,0,0,0,0,0
22146,20610,4200,58,494,45,22862,6386,4974,6,-29,-21,0,0,0,0,0,0,0,0,0,0,0,0
22204,20692,4448,59,527,45,22910,6574,4950,40,-15,-18,0,0,0,0,0,0,0,0,0,0,0,0
22080,20774,4628,37,558,39,22790,6614,5172,55,6,-9,0,0,0,0,0,0,0,0,0,0,0,0
21860,20924,4810,0,586,31,22624,6666,5248,43,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
21616,20898,4956,-42,601,33,22586,6774,5208,47,-18,0,0,0,0,0,0,0,0,0,0,0,0,0
21446,20710,5072,-61,611,40,22678,6784,4898,53,-31,-4,0,0,0,0,0,0,0,0,0,0,0,0
21348,20424,5316,-44,623,32,22818,6768,4782,27,-36,-4,0,0,0,0,0,0,0,0,0,0,0,0
21408,20188,5468,26,651,36,22836,6626,4874,-13,-40,0,0,0,0,0,0,0,0,0,0,0,0,0
21324,20230,5688,91,673,41,22986,6512,5112,-9,-23,-5,0,0,0,0,0,0,0,0,0,0,0,0
21186,20400,5894,131,685,37,22970,6684,5346,39,7,-11,0,0,0,0,0,0,0,0,0,0,0,0
20992,20742,6090,123,698,33,22844,6924,5184,98,23,3,0,0,0,0,0,0,0,0,0,0,0,0
20758,21056,6242,63,708,22,22838,7138,5136,119,34,24,0,0,0,0,0,0,0,0,0,0,0,0
20428,21084,6366,8,715,21,22760,7044,4864,35,37,24,0,0,0,0,0,0,0,0,0,0,0,0
20268,20636,6488,-1,724,16,22780,6836,4708,-67,17,4,0,0,0,0,0,0,0,0,0,0,0,0
20248,20280,6790,41,726,10,22898,6664,4700,-108,0,-4,0,0,0,0,0,0,0,0,0,0,0,0
20352,20302,7222,124,714,5,22950,6582,4830,-83,3,5,0,0,0,0,0,0,0,0,0,0,0,0
20158,20702,7304,136,718,6,22964,6540,4932,-36,19,15,0,0,0,0,0,0,0,0,0,0,0,0
19860,21148,7660,94,716,8,22860,6574,4934,1,27,24,0,0,0,0,0,0,0,0,0,0,0,0
19502,21272,7664,7,705,0,22752,6652,5048,7,23,28,0,0,0,0,0,0,0,0,0,0,0,0
19226,21028,7670,-54,693,-2,22686,6688,5056,-9,5,24,0,0,0,0,0,0,0,0,0,0,0,0
19078,20544,7812,-46,676,-5,22776,6710,4946,-14,-23,14,0,0,0,0,0,0,0,0,0,0,0,0
19180,20280,7984,6,655,-8,22912,6726,4840,-10,-23,13,0,0,0,0,0,0,0,0,0,0,0,0
19236,20340,8208,69,635,5,22928,6712,4870,0,-6,7,0,0,0,0,0,0,0,0,0,0,0,0
19072,20578,8294,119,638,38,22838,6822,4976,-3,3,5,0,0,0,0,0,0,0,0,0,0,0,0
18810,20680,8312,134,634,45,22858,6800,5126,-11,-2,16,0,0,0,0,0,0,0,0,0,0,0,0
18508,20840,8442,123,621,46,22774,6796,4996,-7,-2,27,0,0,0,0,0,0,0,0,0,0,0,0
18446,20944,8578,99,614,49,22832,6794,4968,-9,-4,25,0,0,0,0,0,0,0,0,0,0,0,0
18354,20834,8652,79,611,44,22890,6760,5136,-13,-3,15,0,0,0,0,0,0,0,0,0,0,0,0
18348,20758,8664,58,614,39,23028,6874,5040,-3,8,8,0,0,0,0,0,0,0,0,0,0,0,0
18280,20658,8844,64,622,45,23084,6992,4916,-22,16,13,0,0,0,0,0,0,0,0,0,0,0,0
18150,20656,8894,69,630,49,23050,6850,5064,-60,19,26,0,0,0,0,0,0,0,0,0,0,0,0
17978,20770,8978,74,641,48,23072,6868,5300,-66,36,24,0,0,0,0,0,0,0,0,0,0,0,0
17778,20720,9044,75,665,55,23048,6948,5066,-51,47,14,0,0,0,0,0,0,0,0,0,0,0,0
17644,20718,9316,73,677,51,22956,6878,4742,-50,47,9,0,0,0,0,0,0,0,0,0,0,0,0
17516,20830,9404,60,673,40,22838,6724,4740,-102,39,10,0,0,0,0,0,0,0,0,0,0,0,0
17292,20832,9562,31,674,45,22820,6522,4958,-144,26,8,0,0,0,0,0,0,0,0,0,0,0,0
17142,20754,9706,2,685,49,22956,6574,5224,-92,19,13,0,0,0,0,0,0,0,0,0,0,0,0
16902,20726,9904,0,681,43,22988,6542,5066,-57,27,28,0,0,0,0,0,0,0,0,0,0,0,0
16812,20780,9982,-24,668,31,22944,6416,4744,-43,28,23,0,0,0,0,0,0,0,0,0,0,0,0
16694,20664,10092,-46,672,29,22848,6490,4800,-41,8,7,0,0,0,0,0,0,0,0,0,0,0,0
16334,20370,10164,-22,673,34,22856,6544,4862,-21,-14,5,0,0,0,0,0,0,0,0,0,0,0,0
16106,20216,10292,28,671,41,22960,6560,5108,1,-13,13,0,0,0,0,0,0,0,0,0,0,0,0
15960,20312,10614,85,654,40,23088,6640,5146,12,29,21,0,0,0,0,0,0,0,0,0,0,0,0
15966,20596,10782,88,629,33,23020,6764,5056,14,66,29,0,0,0,0,0,0,0,0,0,0,0,0
15834,20810,10818,62,624,31,22748,6880,4890,-15,54,19,0,0,0,0,0,0,0,0,0,0,0,0
15454,20646,10772,53,621,43,22670,6746,4820,-58,22,8,0,0,0,0,0,0,0,0,0,0,0,0
15144,20410,10840,63,613,35,22768,6612,4972,-90,-4,-2,0,0,0,0,0,0,0,0,0,0,0,0
14992,20318,11020,103,593,21,22912,6594,4946,-81,-12,-7,0,0,0,0,0,0,0,0,0,0,0,0
15070,20558,11202,129,557,32,23140,6652,4956,-46,8,-2,0,0,0,0,0,0,0,0,0,0,0,0
15024,20760,11152,111,549,33,23138,6760,5086,-23,45,12,0,0,0,0,0,0,0,0,0,0,0,0
14820,20880,11140,91,551,29,22920,6808,5104,-46,67,20,0,0,0,0,0,0,0,0,0,0,0,0
14582,20800,11088,75,552,25,22816,6782,4968,-61,50,12,0,0,0,0,0,0,0,0,0,0,0,0
14306,20660,11138,107,550,32,22852,6724,4884,-74,27,5,0,0,0,0,0,0,0,0,0,0,0,0
14328,20590,11302,140,538,37,22902,6526,5104,-75,22,11,0,0,0,0,0,0,0,0,0,0,0,0
14302,20684,11368,155,532,33,22990,6578,5050,-61,32,13,0,0,0,0,0,0,0,0,0,0,0,0
14178,20816,11496,172,536,42,22956,6598,5046,-57,45,16,0,0,0,0,0,0,0,0,0,0,0,0
14006,21092,11420,180,539,42,22860,6562,4946,-56,42,12,0,0,0,0,0,0,0,0,0,0,0,0
13794,21166,11462,175,545,40,22876,6484,4862,-69,21,6,0,0,0,0,0,0,0,0,0,0,0,0
13618,21118,11552,155,546,42,22920,6512,4972,-75,4,1,0,0,0,0,0,0,0,0,0,0,0,0
13490,21078,11570,131,545,33,23060,6690,5204,-44,16,-1,0,0,0,0,0,0,0,0,0,0,0,0
13336,21038,11688,122,548,32,23080,6790,5058,-46,43,9,0,0,0,0,0,0,0,0,0,0,0,0
13116,21128,11804,121,540,46,22910,6662,4856,-85,47,21,0,0,0,0,0,0,0,0,0,0,0,0
13030,21214,11812,97,530,52,22710,6536,4958,-110,20,9,0,0,0,0,0,0,0,0,0,0,0,0
12910,21228,11708,90,535,59,22842,6522,5064,-107,0,2,0,0,0,0,0,0,0,0,0,0,0,0
12678,21064,11808,110,536,67,23020,6434,5100,-91,12,7,0,0,0,0,0,0,0,0,0,0,0,0
12606,21150,12018,111,526,57,23030,6388,5084,-91,40,7,0,0,0,0,0,0,0,0,0,0,0,0
12428,21336,11994,109,522,66,22946,6382,4974,-100,48,3,0,0,0,0,0,0,0,0,0,0,0,0
12336,21350,11854,79,535,70,22848,6372,4942,-83,36,3,0,0,0,0,0,0,0,0,0,0,0,0
12250,21288,11752,69,551,69,22786,6430,5032,-58,14,10,0,0,0,0,0,0,0,0,0,0,0,0
11956,21226,11910,60,577,64,22994,6512,5248,-64,16,14,0,0,0,0,0,0,0,0,0,0,0,0
11692,21244,12108,41,575,70,23088,6574,5042,-110,38,15,0,0,0,0,0,0,0,0,0,0,0,0
11604,21212,12140,33,577,80,22964,6536,4816,-142,60,13,0,0,0,0,0,0,0,0,0,0,0,0
11548,21170,11894,38,587,84,22828,6448,4920,-159,66,8,0,0,0,0,0,0,0,0,0,0,0,0
11432,21056,11874,68,615,89,22786,6384,5056,-172,66,3,0,0,0,0,0,0,0,0,0,0,0,0
11046,21082,12206,84,641,89,22860,6328,4946,-180,69,1,0,0,0,0,0,0,0,0,0,0,0,0
10738,21296,12360,85,638,98,22910,6252,4944,-195,74,2,0,0,0,0,0,0,0,0,0,0,0,0
10546,21370,12462,55,628,99,22910,6200,5104,-191,81,10,0,0,0,0,0,0,0,0,0,0,0,0
10448,21360,12368,27,631,94,22866,6200,5020,-228,95,0,0,0,0,0,0,0,0,0,0,0,0,0
10280,21300,12342,5,639,88,22678,6076,4990,-237,84,0,0,0,0,0,0,0,0,0,0,0,0,0
10084,21124,12508,8,638,91,22636,6000,4960,-190,68,15,0,0,0,0,0,0,0,0,0,0,0,0
9848,21148,12714,20,623,96,22598,5918,5044,-168,58,23,0,0,0,0,0,0,0,0,0,0,0,0
9512,21342,12842,-13,590,105,22794,5804,5216,-200,55,15,0,0,0,0,0,0,0,0,0,0,0,0
9340,21382,12896,-25,560,114,23274,6222,5304,-195,123,38,0,0,0,0,0,0,0,0,0,0,0,0
9240,21368,12856,-18,539,113,23178,6440,4826,-227,235,57,0,0,0,0,0,0,0,0,0,0,0,0
9118,21232,12898,-37,517,106,22312,6294,4494,-354,269,6,0,0,0,0,0,0,0,0,0,0,0,0
8952,21100,12960,-45,491,106,21542,5786,4804,-508,130,-50,0,0,0,0,0,0,0,0,0,0,0,0
8718,20990,12916,-64,466,100,21776,5318,5044,-544,24,-65,0,0,0,0,0,0,0,0,0,0,0,0
8306,20948,13178,-88,431,105,22360,4746,5060,-494,-27,-65,0,0,0,0,0,0,0,0,0,0,0,0
8096,20966,13356,-135,373,102,22730,4200,4980,-381,-25,-50,0,0,0,0,0,0,0,0,0,0,0,0
8248,21098,13424,-206,300,34,22796,4036,5038,-233,2,-33,0,0,0,0,0,0,0,0,0,0,0,0
8152,20744,13512,-252,250,20,22604,4194,5088,-56,5,-22,0,0,0,0,0,0,0,0,0,0,0,0
8136,20188,13248,-217,198,36,22500,4578,5194,86,-25,-10,0,0,0,0,0,0,0,0,0,0,0,0
8152,20062,13078,-173,160,8,22680,4950,5206,178,-51,8,0,0,0,0,0,0,0,0,0,0,0,0
8228,20030,12722,-92,136,5,22936,5442,5076,206,-44,9,0,0,0,0,0,0,0,0,0,0,0,0
8274,20122,12732,-9,127,18,23004,5628,5012,174,-13,0,0,0,0,0,0,0,0,0,0,0,0,0
8378,20286,12570,39,123,16,22898,5872,5040,113,4,-1,0,0,0,0,0,0,0,0,0,0,0,0
8574,20500,12242,99,141,24,22754,5878,5048,38,5,-4,0,0,0,0,0,0,0,0,0,0,0,0
8576,20616,12110,125,172,33,22764,5772,5046,-41,5,-8,0,0,0,0,0,0,0,0,0,0,0,0
8612,20790,12140,133,222,33,22838,5674,4978,-105,16,-10,0,0,0,0,0,0,0,0,0,0,0,0
8460,20772,12164,132,260,40,22818,5544,5136,-141,31,-10,0,0,0,0,0,0,0,0,0,0,0,0
8334,20806,12084,155,299,54,22658,5350,5078,-154,34,-4,0,0,0,0,0,0,0,0,0,0,0,0
8340,20878,11850,211,340,69,22602,5126,5102,-149,19,-1,0,0,0,0,0,0,0,0,0,0,0,0
8138,21126,12002,235,391,81,22704,5042,5110,-121,17,7,0,0,0,0,0,0,0,0,0,0,0,0
7876,21046,12406,267,432,111,22836,5196,5088,-66,54,21,0,0,0,0,0,0,0,0,0,0,0,0
7640,21196,12334,290,452,135,22652,5270,4986,-67,84,18,0,0,0,0,0,0,0,0,0,0,0,0
7594,21358,12080,249,473,130,22372,5324,4968,-81,81,4,0,0,0,0,0,0,0,0,0,0,0,0
7198,21460,12310,265,537,125,22304,5278,4944,-97,45,-6,0,0,0,0,0,0,0,0,0,0,0,0
6676,21450,12516,204,555,105,22400,5138,4994,-115,6,-3,0,0,0,0,0,0,0,0,0,0,0,0
6416,21508,12830,160,534,113,22636,5020,5008,-101,-6,2,0,0,0,0,0,0,0,0,0,0,0,0
6370,21480,12850,113,509,101,22750,5000,5066,-78,16,1,0,0,0,0,0,0,0,0,0,0,0,0
6218,21470,12994,59,494,72,22548,5090,4976,-34,42,9,0,0,0,0,0,0,0,0,0,0,0,0
6022,21382,13140,51,458,86,22430,5002,4912,-44,28,0,0,0,0,0,0,0,0,0,0,0,0,0
5818,21224,13152,99,419,91,22400,4978,4942,-50,-5,-7,0,0,0,0,0,0,0,0,0,0,0,0
5720,21272,13076,128,376,79,22598,4976,4956,-17,-29,-5,0,0,0,0,0,0,0,0,0,0,0,0
5530,21388,13200,142,316,74,22694,5046,5068,4,-30,1,0,0,0,0,0,0,0,0,0,0,0,0
5400,21488,13236,115,262,56,22678,5130,5096,1,-17,-2,0,0,0,0,0,0,0,0,0,0,0,0
5412,21502,13282,95,210,45,22628,5202,4968,13,-5,1,0,0,0,0,0,0,0,0,0,0,0,0
5448,21532,13076,85,159,38,22564,5170,5040,15,-16,1,0,0,0,0,0,0,0,0,0,0,0,0
5498,21558,12882,72,120,29,22588,5066,5070,-1,-43,-12,0,0,0,0,0,0,0,0,0,0,0,0
5590,21644,12572,63,102,19,22816,5092,5040,5,-51,-7,0,0,0,0,0,0,0,0,0,0,0,0
5582,21728,12544,54,96,17,22946,5288,5208,4,-29,2,0,0,0,0,0,0,0,0,0,0,0,0
5450,21716,12696,26,93,15,23016,5436,5100,-14,20,4,0,0,0,0,0,0,0,0,0,0,0,0
5436,21562,12654,9,77,13,22838,5530,4864,-40,52,4,0,0,0,0,0,0,0,0,0,0,0,0
5606,21512,12258,18,75,13,22632,5492,4952,-90,43,-6,0,0,0,0,0,0,0,0,0,0,0,0
5684,21550,12124,41,86,14,22658,5216,5116,-163,10,-18,0,0,0,0,0,0,0,0,0,0,0,0
5680,21662,11990,42,117,23,22788,4946,5132,-169,-4,-24,0,0,0,0,0,0,0,0,0,0,0,0
5648,21686,11966,26,153,24,22944,4828,5074,-109,18,-11,0,0,0,0,0,0,0,0,0,0,0,0
5406,21650,12228,23,171,30,22814,4848,4980,-80,28,-7,0,0,0,0,0,0,0,0,0,0,0,0
5414,21686,12366,1,180,9,22764,5002,5072,-51,13,10,0,0,0,0,0,0,0,0,0,0,0,0
5284,21678,12228,-27,192,12,22782,5004,5122,-64,-1,18,0,0,0,0,0,0,0,0,0,0,0,0
5190,21452,12262,3,198,31,23002,4950,5168,-67,6,26,0,0,0,0,0,0,0,0,0,0,0,0
5148,21532,12234,23,211,23,23032,4856,5078,-29,41,34,0,0,0,0,0,0,0,0,0,0,0,0
5076,21650,12370,78,215,44,22800,5024,4932,22,63,31,0,0,0,0,0,0,0,0,0,0,0,0
5036,21684,12562,88,217,36,22606,5230,4996,29,50,31,0,0,0,0,0,0,0,0,0,0,0,0
