left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle
82.93884345697019,82.97672629345524,85.30126348293295,76.47055534785952,43.39292362029337,87.42899961316004
82.93884345697019,82.97672629345524,85.30126348293295,76.61420466142798,43.39292362029337,87.42899961316004
82.42683331479802,82.36630997266151,85.73109814889757,73.78045588511179,43.4553982027226,87.78670781885285
82.42683331479802,82.36630997266151,85.73109814889757,73.78045588511179,43.4553982027226,87.78670781885285
82.42683331479802,82.36630997266151,85.16069655720248,73.5317570069055,43.37200113576486,87.84020857785964
82.47432305797274,82.26928101973996,85.17596904056023,74.25714112903677,42.892476523262864,87.84020857785964
82.47432305797274,82.26928101973996,85.10527529325238,73.99539165359376,43.14722064527128,87.99537115440394
82.61201516012837,83.27518529591113,84.89750451283561,73.51125140137513,43.40468941508332,87.98359364788463
82.61201516012837,83.27518529591113,85.57951608014768,74.02710673502162,43.0304322986056,87.98359364788463
82.95783794086523,84.1092206968512,84.88372871208318,71.42436843825939,43.59070210971877,87.61142091262263
83.2928327259023,84.1092206968512,84.88372871208318,71.42436843825939,43.59070210971877,87.61142091262263
82.96172897520871,83.60588845788293,85.7343497948042,71.33217023714406,44.19091900196376,88.03493086273495
83.25383128907109,83.60588845788293,85.7343497948042,71.33217023714406,44.19091900196376,88.03493086273495
83.25383128907109,82.56337666817602,85.38118515650221,74.98895902622938,43.62757613225113,87.98626733947064
82.65511567876167,82.403880642393,85.38118515650221,74.98895902622938,43.62757613225113,87.98626733947064
82.65511567876167,82.403880642393,84.93160894503794,73.98615598942943,43.2237539023941,87.61532527921905
83.00131205620613,82.58564926520405,85.11984582920407,75.23757380682063,42.69250173139436,87.74711674743206
83.00131205620613,82.58564926520405,85.10206695580091,75.23757380682063,42.69250173139436,87.74711674743206
82.25490897921497,82.47643830633473,85.0107920074339,71.03481776042189,43.33505669931653,87.74726881893902
82.25490897921497,82.47643830633473,85.0107920074339,71.03481776042189,43.33505669931653,87.74726881893902
82.76620965727983,83.12825798012055,85.19870382254943,71.06937402479141,43.97297674056093,88.02846712742453
82.65098732116468,83.12825798012055,85.19870382254943,71.06937402479141,43.97297674056093,88.02846712742453
82.65098732116468,83.12825798012055,85.58713491320793,71.29611356820546,43.86882594728293,87.94518378116487
82.75760640927695,83.45169013712497,85.50049675693154,68.70109359795858,43.74652627917367,87.91203665305719
82.75760640927695,83.45169013712497,84.99491053719755,68.46136317604795,43.61813525973742,87.93996635795398
82.4594829585766,82.61244188219608,85.40056313756794,69.55049084838035,43.25521571707611,87.93996635795398
82.4594829585766,82.61244188219608,84.97141923325954,69.55049084838035,43.199320743939886,87.93996635795398
82.58748969381854,82.24090309911473,85.13356107404496,74.9646175445562,43.32298575859873,87.99423951519094
82.58748969381854,82.24090309911473,85.13356107404496,74.9646175445562,43.32298575859873,87.99423951519094
82.58748969381854,82.24090309911473,85.43814858943435,73.09093848521054,43.36873612455288,87.92083780687308
82.45092479880226,82.31327858614728,85.26732843877873,73.09093848521054,43.22440247062711,87.92083780687308
82.45092479880226,82.31327858614728,85.17979413153489,73.19932008251429,43.2911359455131,88.45516795852532
82.78374470513604,82.41611842706659,85.25196756086103,71.09354731551149,43.44592002378183,88.47053623601373
82.78374470513604,82.41611842706659,85.18713671816457,71.06605402956616,43.4993789701466,88.71356613872297
82.26896825676727,82.00123842886426,85.28424393299983,71.88030992064611,43.70822795237844,88.63159269404849
82.26896825676727,82.00123842886426,85.22458587104322,71.82279437605554,43.82406363845835,88.71239992994491
82.68833267381383,82.32909911804438,85.05128453719193,67.95416439786833,43.58332851034421,88.66413262727774
82.68021375866108,82.32909911804438,84.99390099290264,67.95688441412459,43.36373885514809,88.66413262727774
82.68021375866108,82.32909911804438,84.99390099290264,67.95688441412459,43.25771120377673,88.55032393404473
82.55767854749837,82.80572252510541,84.92696232349306,70.6854733246837,43.25771120377673,88.55032393404473
82.55767854749837,82.80572252510541,85.34367985728989,70.83830873278102,43.20502656565564,88.55039730753823
82.08287733445275,83.24045525313807,84.89451106801452,72.79494645609263,43.62861413985508,88.55039730753823
82.08287733445275,83.24045525313807,85.64157006231132,73.33994974346018,43.67122003161659,88.28101286092792
83.03439382107085,83.95930820352875,85.39895792633958,68.41780090685506,44.046001219345406,88.28101286092792
83.03439382107085,83.95930820352875,85.38067280523599,68.41780090685506,44.046001219345406,88.28101286092792
82.45454692376461,83.12003626563798,85.80207571823043,71.9466234081521,44.018491788336384,88.36874769616914
82.94745785419265,83.12003626563798,85.80207571823043,71.9466234081521,44.018491788336384,88.36874769616914
82.53122919490816,82.33178067625269,85.2704621911619,71.42524011582401,43.13423910898302,88.43233606527286
82.79045548996156,82.33178067625269,85.2704621911619,76.90575204965043,43.13423910898302,88.43233606527286
82.79045548996156,82.33178067625269,85.20942331544315,76.37022919642963,43.083057504091826,88.10311222833137
82.951836315633,82.5335626319532,85.17901532032808,72.34476613710244,43.2200538661031,88.18645052422937
82.951836315633,82.5335626319532,85.44100898443372,72.76387273098494,43.273352264962554,88.21382042692413
82.05516345901478,82.46626872784424,85.2235982653055,70.67806277971519,43.56200124150295,88.15967303909642
82.05516345901478,82.46626872784424,85.70956452898429,71.1340412853066,43.56200124150295,88.15967303909642
82.43836453910333,83.12854454372359,85.32381821732713,70.07793697995712,44.00354639651835,88.58033436684045
82.42081608528699,83.12854454372359,85.32381821732713,70.12703118497065,44.00354639651835,88.58033436684045
82.42081608528699,83.12854454372359,85.47515754793406,70.12703118497065,43.86167868266723,88.58401059056992
82.13809664979613,82.93900923226703,85.33695641905557,67.92242963119219,43.58444754507492,88.6332645574306
82.13809664979613,82.93900923226703,85.01337651494508,67.8503069301322,43.68826653316099,88.67336825308355
82.58402632357816,83.1550431062452,85.31527116395651,67.31634482103794,43.54059623527219,88.71223345272952
82.58402632357816,83.1550431062452,85.30791420044852,67.25616179065486,43.511500730568834,88.61205940706172
83.0325964634455,83.07080727162008,85.29134056887301,70.39920450388387,43.57054640904165,88.64019577976966
83.0325964634455,83.07080727162008,85.27777158148788,70.31694715305042,43.561476648237246,88.68998162995636
83.0325964634455,83.07080727162008,85.27777158148788,70.31694715305042,43.561476648237246,88.68998162995636
83.57226033540279,83.53838626568697,85.37745046247335,70.29221352879166,43.4308557808133,88.72979493902825
83.57226033540279,83.53838626568697,85.02233071132137,70.38524269931041,43.45916862480353,88.81238043437594
82.53216829491427,82.39352898054995,85.0923290444947,68.55189282628807,43.508691694988244,88.79891316930616
82.53216829491427,82.39352898054995,85.0923290444947,68.55189282628807,43.508691694988244,88.79891316930616
82.94959604824341,82.90051635935355,85.05095660153081,69.97461872771629,43.63402069456838,88.98131229269839
82.94959604824341,82.90051635935355,85.05095660153081,69.97461872771629,43.63402069456838,88.98131229269839
82.94959604824341,82.90051635935355,85.05095660153081,69.97461872771629,43.63402069456838,88.98131229269839
82.94959604824341,82.90051635935355,85.05095660153081,69.97461872771629,43.63402069456838,88.98131229269839
82.81109644760087,82.6839418189964,85.52212498786317,69.51163503984726,43.69178895303718,89.0985594712369
82.81109644760087,82.6839418189964,85.52212498786317,69.51163503984726,43.69178895303718,89.0985594712369
82.81109644760087,82.6839418189964,85.52212498786317,69.51163503984726,43.69178895303718,89.0985594712369
82.81109644760087,82.6839418189964,85.24488242847622,69.52670836145762,43.66545745763705,89.0210233218623
82.64115758176844,83.16685678123604,85.40394165599875,68.0407008610004,43.37600587193496,89.10324245873228
82.64115758176844,83.16685678123604,85.52622937794195,68.48613063886161,43.43827333045255,89.23302397240647
82.65002311815566,83.39865436558897,85.40638143492986,66.0597336869432,43.70557795169654,89.1762401931674
82.65002311815566,83.39865436558897,85.57900608396282,66.0761430848807,43.70557795169654,88.60987126354209
82.65002311815566,83.39865436558897,85.57900608396282,66.0761430848807,43.70557795169654,88.60987126354209
82.65002311815566,83.39865436558897,85.57900608396282,66.0761430848807,43.70557795169654,88.60987126354209
82.21163581543847,82.75291941653649,85.2435612866445,71.42240814912374,43.44287444799721,88.73663494992573
82.21163581543847,82.75291941653649,85.2435612866445,71.42240814912374,43.44287444799721,88.73663494992573
82.21163581543847,82.75291941653649,85.2435612866445,71.42240814912374,43.44287444799721,88.73663494992573
82.93437982756843,82.63359304114526,85.30441264043591,74.26276903893718,43.16655638872139,88.54786588308309
82.93437982756843,82.63359304114526,85.30441264043591,74.26276903893718,43.16655638872139,88.54786588308309
,,,,,
,,,,,
