ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
5336,32767,2740,-3,-58,-6,23578,18828,-2330,-32,19,1
5404,32767,2704,0,-67,-6,23530,18896,-2280,-12,32,6
5470,32767,2616,15,-60,-7,23390,18924,-2244,-17,34,8
5504,32767,2628,34,-53,-6,23414,18914,-2294,-18,26,6
5440,32767,2674,30,-49,-8,23470,18944,-2242,-15,15,7
5344,32767,2698,13,-51,-11,23554,19030,-2296,-21,13,8
5330,32767,2658,9,-57,-6,23504,18988,-2340,-31,24,3
5400,32767,2644,5,-55,-11,23470,18950,-2214,-41,32,2
5404,32767,2702,8,-54,-5,23414,18882,-2206,-42,29,3
5394,32767,2732,16,-56,-1,23478,18912,-2276,-31,19,4
5406,32767,2650,10,-56,-9,23470,18860,-2288,-19,14,6
5414,32767,2746,17,-61,-7,23518,18882,-2322,-13,15,9
5448,32767,2656,21,-56,-7,23512,18928,-2380,-4,19,12
5404,32767,2716,22,-52,-8,23518,18994,-2396,6,17,15
5420,32767,2526,17,-50,-5,23482,19066,-2324,4,16,15
5416,32767,2510,9,-44,-14,23410,19072,-2260,-24,17,10
5412,32767,2632,29,-46,-8,23430,18984,-2232,-52,15,4
5410,32767,2670,13,-42,-11,23508,18942,-2322,-54,7,2
5258,32767,2796,10,-49,-6,23588,18962,-2324,-46,13,7
5298,32767,2726,-5,-59,-3,23622,18978,-2276,-49,20,6
5396,32767,2708,-13,-66,-11,23486,18986,-2324,-43,27,3
5482,32767,2652,3,-59,-10,23428,18886,-2300,-41,30,4
5454,32767,2632,22,-50,-4,23420,18850,-2228,-49,21,5
5324,32767,2640,49,-57,-1,23500,18856,-2288,-39,16,5
5386,32767,2702,41,-61,-3,23502,18912,-2284,-22,19,10
5402,32767,2646,17,-61,-8,23464,18948,-2232,-27,20,10
5448,32767,2612,-2,-57,-10,23442,18894,-2214,-40,21,8
5348,32767,2652,0,-48,-7,23472,18956,-2260,-35,20,6
5300,32767,2732,12,-56,-4,23526,18946,-2268,-16,22,7
5312,32767,2730,6,-60,-8,23510,18996,-2304,-9,26,7
5384,32767,2750,-8,-61,-10,23528,18918,-2318,-16,35,7
5418,32767,2680,-12,-56,-9,23488,18916,-2374,-13,38,9
5450,32767,2568,-9,-50,-15,23502,18986,-2260,-19,27,7
5412,32767,2682,8,-51,-17,23558,18978,-2252,-29,24,6
5354,32767,2674,5,-54,-12,23586,18886,-2256,-19,38,5
5406,32767,2708,-21,-55,-16,23518,18960,-2276,-13,51,6
5346,32767,2808,-30,-69,-13,23420,18886,-2336,-15,49,12
5428,32767,2748,-45,-70,-12,23346,18954,-2228,-15,35,5
5366,32767,2756,-46,-63,-17,23374,18916,-2172,-18,29,0
5354,32767,2874,-15,-64,-10,23448,18922,-2186,-27,36,6
5350,32767,2854,9,-68,-13,23486,18814,-2260,-25,41,9
5298,32767,2774,24,-70,-11,23466,18826,-2260,-8,41,10
5392,32767,2764,36,-71,-4,23418,18930,-2220,0,35,15
5350,32767,2712,16,-68,-6,23404,18932,-2148,-18,26,15
5424,32767,2722,-12,-67,-11,23376,18900,-2230,-43,24,12
5328,32767,2898,-1,-69,-6,23450,18856,-2334,-44,23,9
5378,32767,2832,-2,-74,-3,23438,18772,-2400,-15,19,14
5406,32767,2686,-3,-69,-5,23486,18760,-2370,26,15,20
5424,32767,2718,7,-63,-4,23540,18972,-2264,48,12,22
5426,32767,2628,1,-49,-5,23594,19084,-2328,50,11,20
5348,32767,2700,9,-43,-4,23666,19214,-2372,21,28,14
5316,32767,2788,9,-46,-2,23556,19198,-2298,-17,47,7
5396,32767,2790,-24,-56,-5,23408,18992,-2278,-62,53,2
5452,32767,2832,-43,-57,-5,23310,18798,-2364,-87,46,-5
5412,32767,2954,-34,-50,-10,23398,18738,-2394,-48,26,-5
5312,32767,2926,-17,-54,-12,23492,18778,-2376,15,15,5
5282,32767,3028,28,-59,-7,23510,18842,-2282,37,17,12
5310,32767,2972,54,-69,0,23532,18982,-2328,36,26,13
5382,32767,2834,63,-69,1,23506,19196,-2390,44,35,10
5320,32767,2816,76,-65,2,23566,19270,-2418,36,41,7
5380,32767,2772,54,-73,0,23500,19206,-2360,-8,51,4
5478,32767,2696,38,-70,-3,23446,19078,-2408,-60,58,0
5466,32767,2850,39,-63,1,23414,18958,-2316,-87,54,-5
5418,32767,2826,24,-70,2,23452,18904,-2326,-78,36,-4
5364,32767,2802,2,-77,-2,23610,18968,-2304,-53,23,-1
5422,32767,2744,1,-81,-6,23680,19126,-2358,-57,51,0
5376,32767,2774,2,-83,0,23360,19124,-2386,-105,97,-7
5526,32767,2694,-5,-78,3,23222,19066,-2332,-104,90,-1
5416,32767,2776,-42,-74,-8,23290,18984,-2378,-83,60,0
5256,32767,2910,-88,-98,-12,23508,18926,-2424,-60,53,-9
5348,32767,3028,-127,-112,-7,23614,18924,-2494,-45,80,-11
5348,32767,3002,-107,-113,19,23460,18854,-2418,-55,106,-5
5452,32767,2878,-103,-119,13,23282,18842,-2294,-57,106,-1
5398,32767,2912,-112,-124,10,23100,18732,-2190,-28,85,3
5436,32767,2964,-55,-113,22,23220,18722,-2182,15,58,6
5298,32767,3464,8,-135,27,23328,18762,-2332,38,53,2
5204,32767,3630,34,-173,52,23350,18756,-2426,23,62,-1
5210,32767,3852,52,-234,79,23300,18804,-2356,37,60,4
5296,32767,3662,21,-278,91,23254,18836,-2288,73,50,1
5242,32767,3646,6,-320,102,23282,18920,-2272,78,38,-8
5328,32767,3746,18,-362,113,23348,18930,-2328,75,41,-12
5410,32767,3806,36,-407,125,23316,18912,-2330,77,49,-10
5428,32767,3770,70,-454,140,23238,18870,-2328,80,47,-13
5592,32767,3670,110,-500,151,23270,18926,-2476,97,44,-21
5752,32767,3592,141,-530,161,23238,19066,-2506,102,35,-21
5802,32767,3416,156,-567,170,23292,19078,-2506,107,29,-9
5938,32767,3428,143,-602,180,23306,19122,-2700,125,33,-3
6008,32767,3364,125,-632,192,23312,19236,-2738,127,36,-6
6198,32767,3322,91,-667,200,23338,19248,-2680,115,42,-4
6306,32767,3248,53,-689,213,23240,19198,-2650,97,49,-8
6384,32767,3092,23,-712,238,23152,19140,-2592,73,52,-9
6564,32767,3030,3,-744,231,23190,19056,-2692,59,41,-15
6812,32767,2912,24,-755,225,23310,19122,-2800,85,39,-13
7020,32767,3054,43,-758,220,23298,19304,-2946,127,38,-3
7182,32767,3110,64,-768,228,23338,19448,-3068,125,32,7
7386,32767,3040,70,-760,249,23304,19460,-3008,96,39,11
7454,32767,2820,75,-754,251,23274,19284,-2848,57,52,8
7528,32767,2680,73,-756,245,23152,19154,-2788,36,55,4
7738,32767,2536,81,-755,226,23114,19110,-2868,67,51,8
7916,32767,2672,126,-748,216,23096,19276,-2954,138,39,15
8114,32767,2632,163,-738,213,23110,19450,-3042,162,33,15
8260,32767,2682,211,-715,224,23248,19560,-3080,128,34,5
8436,32767,2502,254,-679,245,23340,19656,-3130,76,51,-3
8384,32767,2574,238,-657,244,23336,19574,-3082,58,70,1
8356,32767,2646,193,-663,231,23224,19598,-3012,43,76,2
8550,32767,2492,123,-675,224,23170,19618,-3086,20,81,-4
8786,32767,2468,68,-677,209,23124,19530,-3172,1,87,-5
8888,32767,2394,34,-673,197,23046,19466,-3122,-21,75,7
8868,32767,2640,35,-674,203,23114,19280,-3196,-26,61,10
8990,32767,2680,52,-685,218,23128,19272,-3196,-9,58,-2
9182,32767,2594,82,-695,239,23098,19288,-3126,7,57,-7
9308,32767,2426,77,-705,246,23148,19362,-3204,28,51,3
9354,32767,2538,60,-722,252,23138,19440,-3142,45,49,12
9418,32767,2770,40,-748,264,23126,19448,-3296,45,50,17
9570,32767,2776,-8,-770,279,23092,19486,-3234,42,50,18
9768,32767,2602,-51,-790,292,23122,19468,-3226,47,43,14
9892,32767,2542,-75,-810,299,23076,19414,-3146,33,44,6
9974,32767,2518,-84,-829,299,23050,19390,-3188,25,50,4
10198,32767,2482,-96,-855,292,23104,19478,-3314,50,52,14
10370,32767,2574,-115,-877,301,23116,19662,-3376,80,48,23
10518,32767,2662,-117,-900,327,23164,19756,-3458,68,43,25
10758,32767,2546,-106,-908,354,23190,19666,-3336,8,40,14
10912,32767,2344,-86,-908,372,23158,19588,-3304,-39,46,4
11040,32767,2248,-88,-920,367,23116,19422,-3254,-43,56,4
11134,32767,2206,-128,-937,355,23058,19512,-3226,17,62,19
11430,32767,2252,-157,-963,351,23040,19682,-3376,48,63,26
11738,32767,2258,-193,-974,364,22944,19678,-3364,14,48,25
11976,32767,2256,-220,-949,390,23072,19546,-3450,-53,31,20
12100,32767,2184,-205,-944,394,23162,19398,-3374,-70,34,6
12228,32767,2026,-215,-940,381,23186,19476,-3246,-16,45,-2
12442,32767,1944,-225,-944,368,23134,19526,-3226,19,55,7
12764,32767,1938,-221,-941,363,23230,19652,-3308,41,73,21
12936,32767,2150,-203,-927,370,23130,19666,-3350,48,89,19
13032,32767,2136,-183,-924,370,23134,19732,-3420,63,92,13
13124,32767,2268,-164,-914,372,23104,19740,-3480,29,93,7
13382,32767,2080,-112,-919,371,22990,19512,-3342,-39,86,-3
13538,32767,2052,-106,-931,353,22978,19356,-3198,-75,86,-12
13692,32767,2088,-93,-935,356,22896,19292,-3222,-60,73,-16
13810,32767,2142,-95,-940,342,22900,19294,-3256,-39,37,-6
13956,32767,2204,-88,-963,328,22984,19244,-3376,9,8,3
14118,32767,2106,-87,-983,335,23130,19202,-3464,54,2,-8
14392,32767,1876,-113,-978,350,23164,19316,-3386,70,13,-19
14548,32767,1652,-124,-971,340,23084,19412,-3474,86,25,-12
14644,32767,1400,-132,-1002,291,22980,19624,-3570,115,32,4
14874,32767,1578,-142,-1016,275,22934,19800,-3644,137,25,16
15074,32767,1572,-119,-1026,299,22928,19832,-3696,115,15,5
15190,32767,1346,-119,-1012,324,22928,19758,-3530,51,4,-15
15132,32767,1082,-91,-1004,318,23056,19702,-3574,15,5,-21
15252,32767,918,-69,-1019,290,23142,19770,-3646,57,15,-6
15500,32767,884,-81,-1042,272,23226,19848,-3708,70,22,9
15932,32767,684,-91,-1042,275,23258,19946,-3872,34,43,2
16044,32767,524,-96,-996,294,23094,19838,-3778,-43,59,-23
15978,32767,448,-105,-982,283,22956,19602,-3664,-97,55,-23
15930,32767,454,-113,-993,271,22892,19494,-3588,-83,48,-10
16146,32767,410,-105,-1020,283,22856,19524,-3798,0,52,-5
16364,32767,354,-133,-1034,284,22830,19576,-3814,26,52,-2
16636,32767,218,-160,-1027,285,22834,19546,-3668,-12,38,-11
16746,32767,118,-162,-1010,301,22914,19622,-3600,-22,40,-18
16824,32767,-132,-172,-993,305,22870,19708,-3642,-2,37,-11
16870,32767,-242,-191,-1002,297,22966,19910,-3754,28,37,12
17142,32767,-534,-216,-1001,302,23004,20004,-3776,55,43,34
17292,32767,-462,-245,-986,304,22994,20138,-4014,40,49,32
17352,32767,-590,-266,-956,303,22950,20070,-4052,-62,54,9
17446,32767,-864,-232,-925,314,22978,19842,-3958,-165,63,-6
17586,32767,-1016,-188,-900,316,22932,19624,-3734,-180,64,19
17704,32767,-1174,-167,-898,296,22996,19578,-3620,-120,71,27
17862,32767,-1038,-163,-889,263,23002,19688,-3824,-69,89,6
17954,32767,-854,-150,-880,269,22934,19778,-3752,-102,100,-14
18070,32767,-1118,-157,-842,292,22802,19806,-3340,-135,94,-8
18150,32767,-1274,-132,-833,280,22806,19744,-3064,-118,75,29
18094,32767,-1520,-135,-837,265,22588,19488,-2810,-105,53,55
18108,32767,-1894,-226,-788,239,22568,19470,-2898,6,-8,71
18766,32767,-1404,-180,-798,217,22796,19608,-3586,105,-81,97
19344,32767,-1626,-106,-846,218,23186,19212,-4060,56,-67,75
19538,32767,-1962,-202,-765,228,23336,19272,-3764,146,0,34
19058,32767,-1986,-212,-645,228,23276,19686,-3628,213,40,24
18500,32678,-1730,-159,-637,199,23104,20036,-3726,149,46,30
19018,32767,-1980,-142,-703,156,23048,20086,-3838,13,30,21
19516,32767,-2178,-141,-689,147,23070,19914,-3872,-88,15,4
19420,32767,-2196,-201,-617,151,23164,19878,-3796,-89,18,-5
19078,32708,-2128,-213,-555,147,23074,19778,-3722,-73,35,1
18696,32558,-1894,-143,-562,140,23022,19598,-3470,-114,53,-11
18794,32472,-2006,-76,-609,125,22962,19458,-3590,-120,34,-12
19322,32496,-2528,-63,-626,106,23006,19296,-3746,-106,20,-6
19778,32682,-2894,-84,-579,93,23070,19364,-3782,-19,25,-6
19578,32767,-2320,-36,-512,106,23042,19528,-3704,27,45,-13
19124,32767,-2012,-22,-526,120,22970,19684,-3834,-11,61,-23
18954,32767,-2122,-42,-547,117,22828,19696,-3676,-61,68,-32
19036,32767,-2382,-55,-567,113,22812,19734,-3480,-78,56,-34
19390,32767,-2696,-77,-586,129,22968,19858,-3584,4,25,-11
19764,32767,-3132,-135,-584,107,23080,19924,-3732,-12,26,0
19824,32766,-3152,-183,-528,61,23140,19922,-3824,-67,56,-20
19540,32680,-2770,-144,-498,71,23016,19786,-3716,-126,88,-37
19338,32600,-2792,-91,-512,129,22742,19690,-3368,-124,104,-31
19428,32520,-2900,-62,-516,132,22674,19692,-3318,-56,60,1
19560,32654,-3080,-29,-529,109,22708,19592,-3344,-41,5,21
19834,32767,-3262,-57,-529,98,22932,19392,-3556,-44,-25,25
20068,32767,-3536,-133,-497,85,23278,19380,-3824,-26,25,-25
19754,32767,-3304,-198,-450,79,23128,19684,-3706,38,78,-45
19452,32682,-3114,-216,-458,91,22864,20014,-3678,61,89,-5
19394,32476,-3118,-194,-480,94,22724,19812,-3518,-31,63,18
19682,32292,-3408,-146,-510,88,22724,19648,-3516,-118,46,-17
19864,32130,-3492,-112,-506,93,22774,19520,-3590,-133,51,-43
19874,32128,-3526,-78,-498,103,22820,19352,-3604,-127,55,-39
19824,32294,-3376,-40,-491,109,22846,19362,-3616,-93,66,-34
19830,32512,-3436,-10,-502,110,22808,19476,-3494,-13,85,-33
19830,32722,-3560,-26,-506,116,22616,19682,-3340,51,68,-7
19768,32582,-3560,-70,-498,120,22584,19670,-3550,33,29,11
19794,32356,-3760,-112,-509,102,22630,19472,-3522,-39,17,-13
20004,32294,-4132,-135,-521,76,22666,19664,-3602,-20,25,-31
20286,32206,-4348,-145,-506,60,22732,19830,-3778,26,26,-9
20348,32310,-4338,-139,-464,68,22842,19830,-3740,6,34,6
20138,32318,-4248,-127,-427,76,22846,19746,-3556,-20,46,-3
19982,32228,-4240,-113,-403,75,22816,19834,-3664,-43,49,-9
19894,32170,-4260,-117,-392,71,22792,19764,-3766,-130,55,-13
20032,32088,-4362,-76,-397,68,22704,19506,-3558,-167,75,-23
20210,32228,-4660,-56,-380,57,22474,19662,-3338,-41,65,5
20228,32312,-4650,-45,-336,63,22540,19896,-3420,61,21,54
20210,32134,-4606,-7,-311,70,22676,19786,-3468,16,-15,55
20260,32126,-4728,-4,-298,56,22884,19554,-3602,-95,-11,13
20264,32118,-4764,-23,-266,48,23028,19328,-3712,-175,22,-23
20194,32220,-4656,-61,-236,39,22948,19216,-3724,-176,51,-31
20186,32364,-4506,-70,-238,26,22768,19384,-3348,-3,85,-11
20220,32552,-4702,-85,-239,34,22608,20016,-3532,156,68,28
20204,32216,-4746,-87,-214,52,22630,20124,-3514,92,39,38
20106,31846,-4644,-81,-195,44,22778,19886,-3648,-95,27,8
20172,31752,-4724,-30,-203,40,22894,19510,-3632,-209,42,-28
20194,31790,-4756,-6,-194,29,22854,19220,-3624,-228,69,-36
20312,32016,-4636,-14,-190,-12,22784,18954,-3486,-192,95,-35
20290,32190,-4692,-2,-198,-39,22664,18966,-3384,-108,105,-38
20268,32250,-4762,-50,-177,-49,22490,19320,-3254,-2,79,-23
20084,31956,-4728,-102,-145,-63,22386,19478,-3162,45,42,-8
19990,31644,-4748,-61,-139,-56,22506,19564,-3208,57,7,1
20122,31494,-4872,-1,-146,-56,22564,19596,-3254,44,-8,-3
20426,31728,-5024,30,-137,-75,22612,19714,-3344,50,-15,3
20664,32084,-4958,80,-87,-65,22656,19860,-3494,55,-21,13
20498,32226,-4924,75,-46,-53,22694,19858,-3692,43,-22,23
20176,32208,-4970,68,-17,-47,22728,19892,-3640,21,-11,24
19938,32174,-4816,79,-2,-42,22710,19836,-3646,-39,6,23
19966,32266,-4892,70,-10,-42,22700,19640,-3604,-77,12,12
20182,32340,-4926,79,-10,-46,22642,19528,-3498,-80,11,8
20204,32506,-4848,65,15,-55,22630,19486,-3438,-39,10,24
20090,32586,-4602,34,44,-57,22608,19476,-3558,-8,0,50
19810,32494,-4460,20,37,-46,22746,19428,-3478,-25,4,38
19772,32338,-4568,12,22,-53,22736,19366,-3496,-49,17,7
19796,32276,-4510,18,3,-54,22752,19370,-3456,-56,25,-5
20030,32370,-4574,22,-13,-46,22676,19430,-3572,-45,26,-3
20132,32492,-4472,26,-4,-43,22636,19460,-3420,-27,34,1
19934,32532,-4200,38,-2,-28,22596,19628,-3412,14,30,6
19798,32450,-4202,18,-6,-5,22696,19780,-3396,19,19,10
19822,32316,-4368,6,-26,9,22772,19748,-3408,-16,9,11
19950,32224,-4620,2,-58,-15,22794,19634,-3568,-55,13,5
20104,32310,-4568,3,-63,-20,22816,19574,-3642,-80,30,-1
20132,32298,-4526,10,-51,-4,22752,19496,-3592,-74,45,-5
20026,32300,-4524,29,-42,4,22620,19550,-3366,-20,49,9
19896,32360,-4452,32,-39,5,22612,19622,-3304,3,34,16
19870,32278,-4556,32,-49,6,22580,19638,-3394,-22,17,14
19920,32220,-4580,11,-49,-17,22668,19590,-3486,-61,8,9
20054,32358,-4688,-16,-54,-40,22748,19486,-3630,-77,12,6
20102,32278,-4548,19,-45,-25,22714,19502,-3640,-67,29,7
20016,32134,-4454,37,-43,-25,22636,19494,-3586,-52,37,7
19930,32116,-4490,72,-39,-27,22650,19466,-3444,-51,35,8
19904,32054,-4578,106,-36,-27,22674,19504,-3364,-52,25,6
20014,32146,-4624,93,-33,-49,22830,19448,-3194,-40,14,-2
20086,32288,-4704,68,-27,-70,22858,19446,-3298,-11,15,1
20014,32378,-4690,69,-14,-78,22692,19466,-3380,5,31,14
19818,32370,-4492,52,-22,-90,22538,19450,-3396,-6,46,14
19838,32386,-4672,44,-42,-83,22416,19552,-3372,-17,38,3
20092,32512,-4788,38,-46,-69,22454,19730,-3348,-6,13,7
20126,32508,-4624,44,-30,-58,22594,19898,-3398,13,-16,27
20054,32542,-4534,75,-18,-31,22976,19958,-3526,-10,-27,37
20020,32586,-4702,72,-2,-14,23082,19662,-3582,-92,6,21
19792,32590,-4736,50,25,-16,22928,19494,-3454,-124,47,15
19708,32572,-4738,47,22,-14,22702,19312,-3490,-99,62,17
19744,32518,-4744,36,9,-20,22500,19268,-3358,-62,51,17
19900,32536,-4608,41,-1,-26,22470,19292,-3210,-45,27,11
19882,32632,-4430,25,6,-24,22514,19364,-3242,-40,1,7
19860,32592,-4406,6,14,-12,22684,19530,-3322,-21,-16,10
19838,32426,-4464,9,10,-4,22774,19664,-3450,8,-16,22
19982,32412,-4594,0,8,-4,22888,19610,-3514,-25,3,20
20038,32422,-4568,5,16,3,22738,19480,-3464,-66,19,9
19970,32348,-4508,5,23,6,22674,19480,-3508,-88,20,1
19834,32368,-4210,-9,21,-10,22600,19432,-3374,-80,11,4
19666,32490,-4116,11,-3,-5,22660,19518,-3322,-31,2,10
19776,32374,-4414,23,-27,7,22750,19692,-3380,7,-4,21
19928,32264,-4422,41,-24,5,22852,19668,-3310,-28,3,20
19970,32254,-4502,37,-13,-9,22872,19452,-3254,-80,9,2
19832,32352,-4312,30,-11,-22,22814,19268,-3282,-76,14,-13
19788,32460,-4224,31,-24,-34,22798,19266,-3344,-18,17,7
19748,32436,-4174,25,-51,-48,22658,19328,-3340,23,19,21
19854,32394,-4338,28,-71,-41,22592,19468,-3280,32,11,14
19900,32330,-4552,6,-67,-40,22708,19538,-3264,12,-8,5
19998,32284,-4604,-7,-59,-56,22804,19588,-3328,-6,-13,1
19978,32380,-4416,21,-46,-58,22856,19570,-3414,-13,1,-2
19880,32422,-4248,42,-50,-46,22784,19584,-3484,-11,15,7
19750,32452,-4304,46,-47,-38,22748,19576,-3340,-10,13,23
19722,32488,-4576,64,-45,-30,22638,19610,-3350,-2,4,21
19794,32522,-4512,77,-59,-22,22684,19658,-3384,-17,5,14
20058,32594,-4636,77,-58,-25,22732,19642,-3422,-46,4,11
20026,32767,-4580,66,-31,-23,22784,19568,-3508,-61,0,21
19782,32767,-4406,15,-9,-16,22836,19484,-3478,-60,4,27
19544,32767,-4228,-13,-10,-14,22922,19462,-3408,-52,23,21
19616,32616,-4400,1,-46,-3,22854,19432,-3340,-46,50,12
19762,32516,-4498,-7,-44,-2,22782,19442,-3222,-58,57,7
19792,32414,-4496,-5,-33,-13,22704,19432,-3218,-72,22,11
19862,32564,-4338,-17,-28,-25,22788,19380,-3326,-49,8,20
19882,32716,-4216,-11,-24,-11,22854,19462,-3468,-15,19,24
19696,32680,-4096,14,-37,19,22876,19454,-3368,-9,36,18
19518,32582,-4104,28,-67,36,22858,19490,-3236,-19,41,2
19808,32360,-4494,-13,-89,15,22786,19466,-3188,-40,33,-3
20002,32404,-4540,-32,-82,-7,22748,19400,-3242,-56,20,5
20008,32472,-4308,-37,-70,-11,22700,19324,-3276,-35,18,11
19866,32452,-4140,-23,-72,-6,22686,19490,-3442,28,26,6
19760,32420,-4198,-13,-82,7,22766,19588,-3368,19,25,7
19638,32306,-4392,-3,-87,6,22876,19538,-3114,-13,9,6
19786,32212,-4422,5,-93,-8,22898,19462,-3284,-25,3,5
19974,32230,-4538,9,-100,-26,22884,19404,-3394,-21,13,4
20050,32384,-4408,32,-93,-29,22734,19454,-3528,0,24,3
19990,32582,-4432,33,-67,-26,22744,19642,-3472,23,27,9
19728,32672,-4466,30,-48,-17,22828,19714,-3328,18,20,15
19624,32520,-4546,45,-61,-1,22866,19644,-3370,-16,14,16
19644,32418,-4426,24,-69,-18,22868,19498,-3442,-36,21,16
19884,32474,-4492,28,-78,-22,22834,19440,-3396,-41,34,7
19972,32626,-4588,42,-71,-13,22828,19474,-3386,-32,37,8
19982,32690,-4534,29,-47,-19,22820,19510,-3382,-20,34,28
19774,32708,-4444,19,-29,-14,22768,19624,-3480,-27,32,43
19610,32728,-4262,11,-41,1,22748,19492,-3450,-57,33,26
19688,32588,-4338,8,-57,12,22752,19420,-3398,-81,34,-6
19776,32552,-4358,-1,-65,-2,22700,19314,-3278,-66,33,-8
19916,32660,-4362,-32,-61,-26,22730,19320,-3316,-14,24,7
19780,32624,-4214,-27,-53,-16,22786,19480,-3338,27,18,10
19688,32510,-4180,-25,-62,-3,22874,19588,-3400,16,17,10
19624,32330,-4126,-10,-77,8,22868,19628,-3380,-18,23,6
19706,32304,-4344,24,-101,16,22868,19518,-3306,-38,28,1
19902,32346,-4490,45,-102,6,22818,19464,-3314,-39,28,0
19952,32578,-4518,35,-102,-3,22776,19460,-3330,-28,19,0
19944,32648,-4430,21,-89,-4,22708,19568,-3394,5,16,9
19812,32576,-4364,3,-90,1,22770,19594,-3462,14,21,12
19774,32502,-4442,-9,-87,2,22872,19626,-3386,1,20,6
19738,32406,-4470,0,-94,3,22880,19590,-3358,-26,15,0
19822,32360,-4622,-7,-99,-5,22950,19512,-3348,-33,15,3
19998,32412,-4656,-15,-84,-25,22864,19482,-3460,-14,22,10
20046,32446,-4666,-3,-68,-17,22770,19470,-3454,-3,31,7
19790,32380,-4484,13,-48,-15,22736,19550,-3388,5,33,2
19714,32394,-4382,13,-52,-29,22862,19614,-3370,-6,21,11
19712,32376,-4510,21,-57,-28,22902,19494,-3358,-28,8,5
19786,32308,-4538,29,-69,-28,23022,19412,-3506,-33,12,-2
19912,32328,-4578,31,-74,-44,22894,19386,-3460,-10,31,-2
19948,32528,-4648,24,-60,-60,22746,19508,-3478,23,54,0
19862,32652,-4464,41,-41,-47,22602,19570,-3338,26,54,0
19638,32590,-4224,49,-45,-43,22610,19608,-3298,7,27,3
19536,32470,-4312,29,-74,-52,22714,19606,-3394,-10,3,-3
19724,32422,-4574,34,-92,-38,22844,19526,-3454,-19,-7,-4
20038,32500,-4716,37,-90,-48,22938,19486,-3612,-12,15,-3
20128,32767,-4582,41,-62,-50,22814,19484,-3620,1,42,-2
19810,32767,-4402,41,-39,-22,22672,19592,-3490,13,46,2
19548,32688,-4328,21,-37,-19,22562,19644,-3476,17,30,9
19430,32556,-4436,10,-60,-34,22626,19728,-3458,20,6,14
19642,32530,-4718,4,-81,-40,22782,19722,-3454,0,-13,17
19998,32628,-4668,5,-50,-43,22934,19682,-3540,-13,-13,15
19974,32767,-4582,9,-21,-40,22974,19588,-3580,-25,7,6
19760,32734,-4578,-4,4,-46,22878,19558,-3546,-35,40,-1
19448,32592,-4448,-8,0,-57,22636,19572,-3506,-28,39,6
19368,32472,-4326,3,-21,-57,22608,19548,-3400,-16,8,20
19570,32346,-4512,32,-42,-53,22862,19554,-3550,-2,-18,17
19996,32436,-4730,68,-35,-46,23018,19576,-3536,-1,-9,2
20106,32744,-4754,90,2,-43,23036,19582,-3524,-11,21,-1
19670,32767,-4554,88,37,-34,22844,19576,-3564,-9,39,4
19260,32767,-4352,52,36,-36,22754,19570,-3496,-3,39,5
19292,32716,-4416,23,2,-48,22792,19610,-3468,-4,19,-1
19720,32650,-4586,18,-21,-58,22788,19588,-3514,-12,10,-8
19954,32578,-4802,19,-8,-62,22820,19514,-3524,-17,14,-14
19956,32406,-4650,50,21,-51,22768,19524,-3500,0,27,-8
19778,32554,-4484,63,47,-50,22750,19588,-3588,22,32,5
19556,32688,-4440,77,55,-39,22732,19620,-3632,28,35,4
19664,32688,-4582,103,47,-28,22788,19664,-3494,9,39,-8
19832,32668,-4810,68,61,-48,22816,19794,-3516,3,39,-5
19846,32767,-4722,28,102,-77,22648,19736,-3608,-5,28,23
19668,32756,-4500,24,130,-83,22630,19672,-3604,-8,17,29
19528,32688,-4532,22,138,-90,22568,19612,-3664,-9,7,20
19656,32570,-4696,28,148,-103,22584,19586,-3646,2,1,22
19794,32710,-4760,33,175,-107,22634,19658,-3554,24,-15,35
19870,32714,-4610,46,220,-104,22816,19836,-3598,32,-37,43
19810,32700,-4444,58,260,-114,23024,19920,-3618,11,-42,40
19614,32760,-4602,61,316,-136,23216,19898,-3668,-30,-21,29
19504,32708,-4490,66,352,-141,23180,19800,-3642,-76,22,26
19426,32750,-4600,84,379,-146,22988,19700,-3660,-63,42,46
19478,32767,-4458,130,399,-149,22852,19642,-3552,-53,44,54
19524,32767,-4270,156,420,-135,22722,19658,-3522,-46,33,43
19398,32767,-4080,147,454,-120,22786,19520,-3560,-67,13,25
19152,32767,-3918,108,486,-140,22942,19412,-3508,-101,-5,9
19132,32767,-3810,75,474,-155,23158,19376,-3600,-79,-6,1
19472,32767,-3922,40,483,-160,23198,19438,-3512,-15,21,12
19344,32767,-3648,6,520,-165,22982,19574,-3564,37,50,28
19148,32767,-3334,28,534,-140,22686,19666,-3610,7,52,31
19080,32767,-3354,49,527,-122,22578,19748,-3556,-53,36,22
19160,32767,-3274,73,535,-125,22582,19600,-3626,-98,16,13
19092,32767,-3118,117,544,-118,22534,19486,-3656,-111,-13,10
19096,32767,-2982,144,557,-109,22628,19334,-3606,-77,-38,17
19032,32767,-2992,137,569,-112,22842,19384,-3616,1,-53,27
19068,32767,-3030,104,597,-133,22992,19560,-3606,70,-45,28
18930,32767,-2876,88,626,-152,23108,19862,-3676,110,-18,16
18860,32767,-2812,93,646,-157,23078,20144,-3636,55,-2,33
18708,32767,-2792,101,678,-172,23090,20196,-3534,-16,-12,71
18760,32767,-2808,136,706,-172,23162,20084,-3554,-77,-17,75
