ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
18746,32767,-4512,-17,-87,-23,22890,20052,-4288,-6,-1,5
18778,32767,-4636,-5,-101,-27,23116,19996,-4306,-10,-4,2
18894,32767,-4808,12,-91,-17,23154,19948,-4406,-25,21,5
18992,32767,-4942,34,-66,-15,22946,19854,-4380,-16,53,5
18882,32767,-4850,26,-52,-26,22642,19926,-4240,1,59,2
18644,32767,-4756,29,-57,-29,22470,20060,-4274,16,28,8
18594,32767,-4652,17,-82,-38,22662,20196,-4336,24,-12,20
18740,32767,-4790,6,-99,-36,22998,20164,-4472,16,-27,23
19020,32767,-5022,17,-89,-33,23166,20076,-4520,-20,16,13
19036,32767,-5050,27,-54,-29,22984,19976,-4420,-43,60,0
18804,32767,-4850,36,-22,-32,22712,20012,-4264,-48,67,2
18476,32767,-4642,49,-27,-34,22556,20018,-4282,-36,32,18
18624,32767,-4716,50,-47,-31,22744,19964,-4416,-27,-2,27
18766,32767,-4826,45,-54,-21,22946,19986,-4366,-30,-5,10
18856,32767,-4728,34,-39,-15,23046,19936,-4402,-35,16,-3
18678,32767,-4696,10,-30,-23,22972,19956,-4428,-31,35,4
18632,32767,-4674,-9,-32,-29,22828,19976,-4390,-11,34,19
18642,32767,-4728,-24,-44,-30,22800,19986,-4428,-13,25,12
18772,32767,-4734,-27,-52,-16,22826,20100,-4440,-12,21,0
18806,32767,-4688,-10,-45,-3,22914,20100,-4360,-17,19,6
18732,32767,-4702,-3,-36,-4,22970,20026,-4320,-35,19,7
18638,32767,-4752,11,-33,-3,22928,19996,-4358,-48,28,-1
18666,32767,-4742,16,-47,-13,22850,20022,-4352,-45,33,-1
18756,32767,-4870,-5,-45,-25,22818,20028,-4480,-43,22,1
18872,32767,-4892,17,-36,-14,22886,20060,-4446,-52,16,4
18908,32767,-4934,23,-13,-15,22934,19960,-4364,-70,28,-7
18948,32767,-5012,32,11,-22,22836,19914,-4308,-63,37,-15
18814,32767,-5016,45,27,-23,22826,20094,-4234,-27,31,-2
18906,32767,-5130,18,52,-38,22798,20158,-4286,-4,17,26
18944,32767,-5058,29,77,-39,22892,20260,-4320,-5,3,33
19008,32767,-5158,26,109,-39,22948,20302,-4424,-15,-11,42
19028,32767,-5194,22,159,-37,23018,20126,-4344,-63,-10,32
18930,32767,-5202,38,205,-33,23084,20042,-4330,-92,0,24
18744,32767,-5058,31,238,-65,22870,19896,-4238,-80,7,52
18638,32767,-4838,46,249,-70,22716,19896,-4132,-53,-5,69
18672,32767,-4736,77,256,-50,22662,19914,-4090,-18,-39,90
18768,32767,-4536,94,275,-48,22802,19748,-4326,-12,-74,100
18772,32767,-4596,82,302,-42,23010,19618,-4446,-47,-75,59
18654,32767,-4396,81,327,-31,23206,19634,-4514,-84,-35,10
18392,32767,-3936,82,342,-50,23126,19684,-4392,-96,6,-5
18244,32767,-3520,104,315,-73,23004,19750,-4310,-57,18,5
18442,32767,-3612,90,262,-58,22850,19840,-4156,43,-6,35
18712,32767,-3914,18,244,-36,22822,20062,-4236,82,-25,49
18784,32767,-4070,-13,256,-24,22842,20150,-4132,51,-36,44
18534,32767,-3848,14,248,-23,22960,20244,-4270,22,-41,36
18478,32767,-3908,60,226,-29,23126,20342,-4380,-5,-37,20
18742,32767,-4234,54,230,-37,23368,20456,-4472,-28,-19,5
18992,32767,-4478,63,267,-46,23420,20420,-4398,-74,13,-5
18974,32767,-4266,82,317,-50,23282,20374,-4258,-107,50,7
18626,32767,-4122,84,349,-64,23024,20112,-4222,-121,46,34
18534,32767,-4062,94,364,-77,22972,19992,-4222,-135,22,25
18540,32767,-4066,105,375,-87,23012,19862,-4226,-145,1,18
18672,32767,-4110,83,409,-99,23170,19688,-4196,-139,-2,14
18666,32767,-4054,94,467,-99,23110,19612,-4156,-101,3,13
18484,32767,-3838,114,492,-114,23044,19630,-3978,-36,-13,22
18318,32767,-3506,102,497,-134,23058,19690,-4036,-12,-40,26
18382,32767,-3354,83,499,-127,23106,19662,-4132,-23,-55,20
18408,32767,-3076,91,519,-114,23136,19818,-4144,13,-44,7
18332,32767,-3126,103,532,-123,23240,20008,-4196,45,-28,7
18272,32767,-3108,126,528,-132,23176,20042,-4208,24,-21,9
18190,32767,-2770,155,508,-116,23172,20134,-4140,-5,-26,8
18162,32767,-2456,133,469,-90,23238,20198,-4192,-10,-26,12
18010,32767,-2206,117,453,-68,23198,20262,-4358,-16,-22,17
17870,32767,-2282,97,423,-46,23274,20240,-4356,-45,-13,17
17760,32767,-2358,72,390,-45,23236,20040,-4306,-101,14,6
17872,32767,-2622,38,366,-81,22992,19802,-4158,-155,44,-13
17938,32767,-2494,-9,350,-114,22850,19644,-4090,-135,37,-11
18010,32767,-2214,17,332,-102,22866,19600,-4156,-85,11,-10
18062,32767,-2048,65,317,-86,23012,19664,-4140,-44,-14,-14
17958,32767,-2206,81,316,-78,23294,19872,-4136,9,-19,-4
18136,32767,-2674,90,348,-64,23408,20090,-4134,19,-11,7
18230,32767,-2894,99,369,-69,23390,20144,-4208,-33,10,4
18130,32767,-2690,89,408,-81,23322,20036,-4200,-88,38,-5
17932,32767,-2418,96,441,-71,23158,20014,-4044,-116,54,-9
17828,32767,-2374,90,451,-62,23080,20110,-3976,-94,37,-3
18000,32767,-2510,95,456,-59,23156,20126,-3860,-71,8,9
18126,32767,-2692,92,502,-60,23320,20130,-3944,-109,-20,18
18108,32767,-2668,48,554,-69,23450,20024,-4040,-172,-16,19
17922,32767,-2504,41,615,-66,23418,19872,-4220,-217,19,11
17688,32767,-2126,51,652,-65,23210,19684,-3962,-222,62,3
17486,32767,-1830,74,673,-57,22956,19550,-3720,-179,69,4
17490,32767,-1664,109,672,-51,22900,19582,-3702,-119,40,7
17600,32767,-1520,103,684,-62,23070,19624,-3730,-97,-7,-1
17742,32767,-1434,108,710,-62,23130,19688,-3852,-112,-7,-12
17602,32767,-1368,130,743,-45,23162,19732,-3648,-95,12,-5
17332,32767,-1104,118,773,-42,23132,19828,-3730,-34,20,15
16986,32767,-698,96,748,-51,23190,19860,-3814,-10,14,26
17196,32767,-794,71,709,-60,23288,19940,-3838,-64,14,14
17406,32767,-1076,25,719,-88,23280,20002,-3712,-128,23,-2
17384,32767,-928,17,753,-101,23222,19872,-3644,-154,25,4
17156,32767,-620,48,765,-111,23068,19634,-3626,-169,17,14
17026,32767,-364,93,758,-118,23058,19536,-3552,-157,18,4
16988,32767,-282,132,763,-112,23124,19616,-3520,-123,24,-7
16970,32767,-452,116,784,-134,23154,19814,-3650,-72,17,8
16948,32767,-518,109,802,-174,23240,19832,-3652,-81,1,13
16818,32767,-420,123,824,-169,23310,19786,-3462,-118,-3,4
16740,32767,-210,119,858,-175,23338,19772,-3430,-119,8,14
16480,32767,-96,116,888,-207,23342,19654,-3598,-105,14,24
16350,32767,114,92,897,-245,23308,19590,-3606,-119,28,3
16336,32767,152,101,906,-250,23220,19568,-3520,-150,43,-16
16152,32767,188,128,937,-237,23080,19418,-3370,-177,41,-12
15870,32767,198,145,962,-256,23160,19392,-3374,-125,29,1
15784,32767,520,183,965,-272,23234,19650,-3594,-5,27,15
15862,32767,836,207,961,-239,23360,19986,-3632,24,36,22
15718,32767,706,134,1005,-236,23414,20134,-3426,-42,52,18
15284,32767,630,50,1038,-261,23368,19990,-3234,-126,78,17
14700,32767,1012,25,1036,-270,23106,19684,-3196,-219,84,6
14518,32767,1504,5,999,-273,23052,19320,-3288,-264,71,-11
14712,32767,1684,-8,964,-289,23026,19116,-3292,-266,53,-18
14876,32767,1596,-7,976,-297,23116,19046,-3304,-207,42,-6
14690,32767,1666,-5,1001,-288,23164,19058,-3136,-101,41,8
14266,32767,1980,22,995,-282,23194,19210,-3018,-29,37,16
13966,32767,2186,19,975,-301,23006,19206,-2762,-59,34,8
13808,32767,2606,48,949,-301,22952,19124,-2872,-95,27,-5
13634,32767,2840,71,918,-314,22898,19024,-3122,-90,-4,-14
13536,32767,2946,32,883,-345,22970,19082,-3136,-46,-32,-19
13546,32767,2918,13,869,-346,23136,19140,-3080,6,-52,-27
13374,32767,2846,25,860,-334,23300,19420,-3134,54,-52,-19
13136,32767,2780,46,845,-336,23458,19592,-3226,76,-29,-2
12794,32767,3120,96,821,-346,23440,19844,-3260,54,-2,4
12678,32767,3102,124,793,-327,23250,19870,-3356,-5,22,1
12612,32767,2952,141,777,-307,23022,19748,-3256,-58,37,3
12360,32767,2900,152,761,-310,22828,19476,-2970,-94,31,1
12184,32767,2872,145,751,-315,22816,19278,-3140,-90,11,-10
11944,32767,3056,148,728,-317,22918,19294,-3304,-74,-10,-27
11774,32767,2996,119,705,-334,23126,19286,-3246,-56,-34,-17
11796,32767,2880,102,711,-342,23172,19322,-3100,-55,-27,5
11678,32767,2872,134,720,-317,23140,19304,-2974,-59,4,20
11426,32767,2762,85,717,-301,23062,19518,-3068,-23,26,34
11238,32767,2952,91,702,-297,23042,19692,-3232,-6,18,35
11092,32767,3152,108,697,-278,23148,19670,-3358,-51,1,18
11010,32767,2994,54,707,-258,23294,19608,-3188,-112,19,14
10986,32767,2756,18,718,-255,23256,19546,-3008,-113,43,33
10678,32767,2834,-40,715,-256,23168,19386,-3052,-84,55,41
10446,32767,3210,-53,714,-272,23102,19366,-3008,-78,62,26
10348,32767,3442,-73,699,-274,23056,19328,-3022,-125,58,9
10348,32767,3164,-90,700,-266,23066,19188,-3100,-160,41,11
10132,32767,3090,-77,702,-276,23158,19190,-2978,-129,17,24
9946,32767,3358,-54,703,-284,23290,19170,-2902,-79,-1,23
9850,32767,3476,-3,702,-285,23412,19196,-2860,-40,15,6
9756,32767,3700,34,694,-275,23340,19290,-2976,-48,34,1
9602,32767,3800,8,674,-268,23268,19418,-2982,-59,55,5
9434,32767,3540,-12,670,-267,23074,19534,-3030,-58,66,16
9316,32767,3330,-12,673,-264,23112,19568,-3068,-54,57,18
9080,32767,3500,5,651,-261,23088,19572,-3040,-81,42,3
8916,32767,3728,25,655,-249,23176,19468,-3022,-125,48,-1
8642,32767,3718,39,650,-233,23194,19306,-2908,-144,69,0
8376,32767,3754,31,611,-236,23044,19268,-2764,-173,70,-8
8338,32767,3772,32,575,-227,23056,19146,-2896,-196,66,-4
8354,32767,3616,38,550,-213,23110,19208,-2946,-144,68,14
8238,32767,3822,-3,534,-221,23178,19274,-2938,-94,55,31
7990,32767,4108,-53,513,-207,23238,19274,-3086,-93,67,33
7864,32767,4140,-95,472,-170,23200,19158,-2812,-101,93,26
7766,32767,3854,-87,440,-144,22914,19020,-2554,-126,96,11
7732,32767,3510,-93,407,-154,22652,18888,-2386,-151,74,4
7724,32767,3602,-47,389,-150,22708,18686,-2434,-105,14,12
7572,32767,4180,-15,380,-136,22958,18728,-2768,-53,-18,17
7304,32767,4698,-28,353,-137,23148,18950,-2924,-15,-21,26
7270,32767,4488,-34,307,-127,23220,19076,-2784,5,-10,37
7418,32767,3978,-50,286,-105,22966,19166,-2314,-2,-7,35
7458,32767,3810,-7,285,-97,22838,19022,-2290,-26,-24,19
7324,32767,3750,62,284,-107,22920,18926,-2416,-29,-41,3
7182,32767,3952,101,280,-119,23220,18964,-2702,32,-39,2
7166,32767,3952,136,267,-131,23466,19226,-2858,75,-35,12
7282,32767,3752,157,269,-145,23460,19520,-2960,63,0,37
7414,32767,3450,200,296,-143,23334,19512,-2862,21,19,34
7302,32767,3182,241,330,-135,23230,19504,-2696,-22,27,10
7130,32767,3144,283,349,-118,23134,19398,-2598,-57,34,5
6984,32767,3170,273,363,-130,23162,19256,-2738,-104,22,9
6716,32767,3096,176,345,-171,23308,19166,-2926,-114,23,7
6762,32767,3150,149,343,-163,23282,19234,-2696,-90,28,17
6730,32767,3196,152,347,-150,23204,19140,-2642,-88,38,18
6674,32767,3088,115,344,-149,23130,19020,-2544,-97,40,10
6372,32767,3200,118,344,-131,23106,18996,-2648,-95,24,14
6286,32767,3266,85,323,-135,23136,18952,-2668,-83,14,19
6228,32767,3208,13,308,-142,23080,19014,-2594,-55,4,23
6162,32767,3394,-10,291,-134,23106,18938,-2480,-46,-8,16
6080,32767,3516,31,265,-107,23148,18914,-2430,-52,-16,8
5920,32767,3646,31,249,-91,23258,18972,-2606,-35,-13,7
5884,32767,3462,19,222,-100,23238,19138,-2706,4,-8,19
5898,32767,3334,-36,194,-115,23236,19284,-2574,-11,-3,25
5934,32767,3454,-8,171,-96,23052,19232,-2464,-59,9,9
5934,32767,3276,25,177,-76,22986,19082,-2362,-109,2,-10
5750,32767,3274,52,164,-75,23136,18866,-2442,-111,-22,-14
5512,32767,3476,64,137,-71,23338,18848,-2638,-68,-40,-6
5486,32767,3562,30,106,-81,23466,19038,-2808,-32,-38,7
5764,32767,3186,-12,82,-95,23442,19242,-2658,-30,-20,20
5902,32767,3016,-2,91,-82,23324,19320,-2484,-51,3,15
5820,32767,2916,23,98,-61,23174,19180,-2398,-69,10,4
5624,32767,3006,39,99,-53,23288,19008,-2364,-57,1,-4
5486,32767,3178,10,81,-64,23458,18924,-2582,-59,-6,-3
5502,32767,3168,-8,47,-63,23524,18964,-2776,-67,16,3
5836,32767,2850,-7,56,-65,23372,19054,-2490,-50,30,13
5906,32767,2672,10,79,-77,23118,19088,-2262,-43,15,9
5742,32767,2780,68,103,-55,23034,19012,-2190,-63,-7,-4
5512,32767,3196,94,123,-50,23352,18886,-2434,-91,-26,-3
5210,32767,3412,77,90,-53,23536,18912,-2864,-55,-9,7
5234,32767,3226,27,54,-57,23456,19262,-2874,0,19,26
5638,32767,2864,-24,42,-62,23168,19420,-2702,-8,35,39
5702,32767,2640,-12,58,-59,23006,19358,-2286,-75,23,23
5380,32767,2978,59,63,-9,23042,19074,-2044,-144,-5,-3
4924,32767,3468,16,8,11,23150,18646,-2020,-173,-23,-21
4900,32767,3518,-46,-74,5,23346,18290,-2198,-139,-28,-25
5036,32767,3722,-79,-104,-16,23354,18250,-2314,-52,-31,-9
5236,32767,3598,-126,-134,-17,23342,18714,-2504,66,-42,14
5466,32767,3328,-95,-131,-2,23378,19128,-2506,91,-61,34
5612,32767,2906,13,-104,-2,23446,19396,-2486,63,-70,43
5734,32767,2576,127,-66,-2,23408,19466,-2422,5,-58,32
5786,32767,2378,214,-23,3,23426,19478,-2324,-47,-32,15
5622,32767,2640,264,5,8,23420,19414,-2460,-108,-12,7
5426,32767,2794,217,9,5,23366,19192,-2476,-168,-5,6
5266,32767,2842,38,-12,-7,23450,18956,-2398,-187,-11,0
5296,32767,2774,-59,-16,-20,23470,18688,-2200,-166,-18,-5
5278,32767,2922,-95,-27,-19,23512,18552,-2118,-110,-12,-2
5310,32767,3096,-102,-40,-20,23484,18574,-2134,-65,-1,3
5372,32767,3162,-90,-51,-16,23350,18652,-2206,-17,9,7
5518,32767,3100,-36,-57,-9,23316,18896,-2214,26,2,9
5502,32767,3014,26,-47,-3,23368,18998,-2288,38,-11,13
5438,32767,3016,96,-37,-3,23420,19088,-2306,27,-15,17
5346,32767,2994,147,-41,3,23448,19100,-2348,5,-10,14
5366,32767,2870,142,-38,1,23472,19092,-2370,-25,-1,9
5368,32767,2838,135,-40,4,23482,19032,-2240,-63,10,7
5364,32767,2842,89,-43,3,23476,19070,-2198,-69,14,1
5344,32767,2798,22,-53,0,23466,19030,-2228,-78,22,1
5388,32767,2750,13,-58,1,23422,18850,-2238,-90,25,1
5440,32767,2796,7,-53,-7,23468,18726,-2264,-85,17,1
5436,32767,2766,7,-48,-7,23514,18692,-2288,-45,8,4
5382,32767,2884,64,-43,0,23496,18824,-2340,-4,8,8
5450,32767,2824,64,-40,-4,23490,18912,-2304,9,13,13
5452,32767,2814,51,-40,-4,23350,18990,-2172,-1,16,9
5398,32767,2798,52,-45,-2,23400,18936,-2238,-10,13,5
5392,32767,2780,49,-49,5,23478,18922,-2236,-19,8,3
5296,32767,2870,44,-54,-2,23506,18936,-2252,-24,17,3
5328,32767,2788,35,-57,-7,23416,18936,-2232,-31,23,2
5376,32767,2718,34,-60,-6,23426,18900,-2232,-36,19,5
5376,32767,2858,57,-63,-1,23418,18930,-2364,-31,15,6
5368,32767,2824,56,-67,1,23478,18878,-2260,-19,13,4
5368,32767,2682,50,-67,0,23488,18914,-2254,-11,16,6
5420,32767,2674,61,-67,-1,23444,18954,-2300,-14,20,10
5406,32767,2708,63,-68,1,23466,18938,-2252,-18,22,11
5432,32767,2632,69,-61,1,23512,18954,-2294,-3,24,9
5420,32767,2580,57,-53,-4,23566,19076,-2224,4,24,9
5408,32767,2624,64,-52,0,23490,19036,-2250,-22,30,8
5396,32767,2682,61,-52,2,23442,18930,-2298,-51,38,4
5428,32767,2658,12,-62,-2,23396,18852,-2330,-57,39,3
5468,32767,2640,-6,-53,-8,23408,18900,-2230,-36,18,2
5404,32767,2688,-6,-56,-11,23494,18848,-2222,-25,5,3
5376,32767,2664,7,-57,-5,23540,18844,-2234,-10,14,5
5368,32767,2652,28,-60,-3,23536,18892,-2294,4,27,9
5448,32767,2736,36,-66,-9,23394,18990,-2256,4,30,11
5558,32767,2586,38,-63,-6,23398,19086,-2316,-9,26,10
5440,32767,2548,48,-51,-4,23448,19024,-2404,-30,15,11
5370,32767,2622,37,-45,-8,23480,18990,-2270,-41,16,5
5430,32767,2518,0,-53,-13,23498,18988,-2298,-42,22,5
5452,32767,2662,-8,-53,-8,23456,18848,-2192,-54,22,2
5440,32767,2698,-20,-58,-10,23492,18782,-2340,-58,23,-2
5438,32767,2700,-14,-52,-10,23514,18818,-2298,-41,21,6
5426,32767,2700,-3,-54,-12,23470,18874,-2354,-14,17,11
5408,32767,2686,2,-60,-14,23374,18936,-2262,-3,18,13
5414,32767,2560,20,-55,-11,23390,18940,-2178,-8,19,12
5442,32767,2628,43,-55,-8,23408,18978,-2296,-10,14,10
5384,32767,2608,42,-54,-5,23488,18986,-2340,-18,11,6
5338,32767,2694,31,-59,-3,23542,18956,-2326,-29,21,8
5424,32767,2616,4,-62,-7,23466,18988,-2230,-32,25,10
5436,32767,2578,-5,-59,-11,23464,19000,-2280,-46,26,8
5448,32767,2544,0,-53,-12,23390,18908,-2142,-64,24,5
5420,32767,2604,2,-51,-10,23464,18802,-2216,-58,15,4
5380,32767,2666,-3,-50,-13,23496,18754,-2240,-37,15,3
5334,32767,2894,17,-60,-9,23472,18798,-2286,-15,22,5
5384,32767,2754,-1,-66,-6,23424,18888,-2326,1,25,12
5444,32767,2704,-9,-68,-10,23462,18972,-2298,15,17,19
5414,32767,2612,14,-62,-5,23508,19106,-2146,-6,20,15
5484,32767,2490,25,-56,-6,23462,19032,-2116,-36,20,11
5494,32767,2532,55,-44,-7,23446,18986,-2288,-58,27,6
5430,32767,2698,61,-49,-4,23456,18926,-2272,-73,29,6
5362,32767,2680,18,-58,-5,23482,18822,-2248,-67,23,3
5412,32767,2716,-42,-56,-13,23558,18762,-2286,-37,21,1
5378,32767,2714,-47,-52,-10,23580,18806,-2268,-17,26,7
5372,32767,2778,-7,-63,-4,23454,18842,-2198,-7,34,7
5488,32767,2674,3,-61,-13,23396,18882,-2204,6,25,9
5498,32767,2610,21,-49,-14,23422,18948,-2318,9,17,11
5388,32767,2780,59,-50,0,23472,19010,-2298,7,19,16
5368,32767,2750,54,-53,-5,23490,19004,-2254,-5,22,16
5450,32767,2602,31,-59,-10,23498,18966,-2202,-21,27,12
5380,32767,2588,31,-59,-3,23524,19004,-2192,-38,28,11
5370,32767,2618,12,-53,-3,23472,19002,-2270,-52,27,8
5368,32767,2710,-3,-57,-11,23436,18916,-2414,-50,30,7
5384,32767,2748,-1,-61,-6,23446,18918,-2310,-46,30,7
5488,32767,2734,2,-57,-6,23436,18830,-2298,-37,24,7
5358,32767,2772,10,-56,-7,23480,18832,-2198,-18,18,9
5352,32767,2664,23,-59,-5,23496,18830,-2182,-5,18,11
5380,32767,2668,35,-55,-3,23468,18874,-2290,5,19,14
5402,32767,2738,37,-62,-2,23486,18934,-2290,10,21,12
5380,32767,2744,26,-63,-5,23454,19044,-2234,9,20,13
5482,32767,2624,17,-63,-5,23512,19154,-2262,-10,22,12
5444,32767,2642,31,-58,-1,23464,19064,-2266,-47,28,9
5464,32767,2584,25,-52,-5,23496,19018,-2266,-65,24,6
5352,32767,2718,23,-52,-5,23504,18856,-2336,-66,24,1
5406,32767,2770,23,-54,-5,23452,18874,-2312,-62,28,3
5382,32767,2712,6,-52,-6,23458,18828,-2264,-47,22,10
5460,32767,2548,-19,-56,-11,23454,18852,-2240,-20,13,10
5418,32767,2628,-29,-57,-16,23492,18940,-2196,-1,9,11
5410,32767,2694,3,-52,-8,23540,18890,-2196,-11,11,11
5368,32767,2742,22,-53,-8,23530,18930,-2274,-22,26,4
5364,32767,2794,30,-59,-2,23452,18948,-2290,-12,28,10
5436,32767,2756,11,-67,-4,23442,18988,-2296,-9,16,12
5446,32767,2556,-9,-60,-14,23492,19038,-2328,-27,6,10
5456,32767,2588,5,-57,-9,23540,18988,-2282,-52,15,9
5408,32767,2670,32,-52,-3,23526,18924,-2168,-58,25,7
5422,32767,2616,37,-54,-10,23494,18884,-2238,-48,26,5
5386,32767,2724,27,-54,-6,23444,18788,-2250,-40,21,5
5386,32767,2714,9,-60,-2,23482,18792,-2288,-32,21,9
5404,32767,2808,-27,-58,-13,23444,18886,-2230,-17,19,13
5434,32767,2682,-27,-62,-12,23466,18974,-2234,-8,11,10
5432,32767,2642,-20,-54,-13,23548,18996,-2266,-13,8,8
5360,32767,2736,26,-45,-7,23586,19010,-2282,-17,21,10
5370,32767,2796,45,-50,-4,23552,19020,-2360,-22,29,9
5366,32767,2774,31,-58,-6,23420,18930,-2282,-31,31,10
5428,32767,2644,29,-65,-1,23428,18880,-2184,-37,25,8
5446,32767,2698,-2,-50,-7,23496,18832,-2228,-29,13,9
5352,32767,2696,3,-55,-8,23552,18858,-2260,-20,13,8
5344,32767,2650,6,-58,-4,23632,18922,-2324,-13,19,7
5370,32767,2740,7,-58,-9,23548,18926,-2272,-18,26,10
5458,32767,2820,18,-58,-5,23430,18946,-2304,-26,28,10
5486,32767,2732,7,-53,-7,23444,18922,-2254,-29,22,9
5408,32767,2718,14,-51,-8,23540,18880,-2178,-30,15,9
5308,32767,2714,26,-57,-7,23490,18872,-2226,-30,17,6
5416,32767,2732,32,-62,-4,23446,18944,-2300,-26,25,12
5406,32767,2762,25,-60,-8,23494,19040,-2300,-20,20,11
5438,32767,2650,11,-61,-6,23566,19002,-2252,-19,15,9
5388,32767,2606,3,-53,-5,23584,18952,-2298,-31,22,8
5314,32767,2644,14,-51,-4,23526,18892,-2270,-44,32,8
5372,32767,2746,22,-50,-5,23440,18834,-2282,-39,28,7
5382,32767,2734,22,-58,-7,23442,18862,-2308,-21,19,4
5446,32767,2776,11,-58,-5,23468,18970,-2210,-5,7,8
5406,32767,2708,1,-55,-8,23606,18918,-2308,-20,9,9
5380,32767,2654,3,-52,-6,23578,18974,-2180,-29,25,9
5336,32767,2698,21,-59,-6,23484,18938,-2230,-28,40,5
5438,32767,2636,38,-61,-7,23424,18954,-2264,-25,36,10
5420,32767,2700,35,-58,-5,23412,18924,-2276,-24,24,14
5462,32767,2746,22,-57,-5,23484,18900,-2296,-25,14,10
5372,32767,2660,4,-55,-5,23526,18962,-2312,-24,13,8
5348,32767,2636,8,-60,-3,23562,18962,-2248,-28,20,9
5374,32767,2720,15,-62,-5,23590,18940,-2314,-33,26,9
5432,32767,2662,25,-58,-5,23526,18944,-2270,-27,23,11
5430,32767,2666,24,-55,-6,23528,18924,-2266,-26,24,10
5384,32767,2716,24,-55,-4,23482,18920,-2238,-34,23,12
5446,32767,2670,24,-57,-5,23538,18972,-2282,-30,20,7
5418,32767,2676,2,-59,-8,23566,18946,-2292,-26,19,7
5446,32767,2696,-11,-58,-7,23530,18936,-2334,-35,20,10
5380,32767,2666,-2,-56,-5,23484,18826,-2172,-40,22,8
5470,32767,2606,-5,-58,-10,23514,18930,-2206,-28,23,4
5466,32767,2666,17,-50,-7,23502,18930,-2290,-20,21,7
5370,32767,2762,34,-57,-3,23514,18896,-2388,-24,20,8
5462,32767,2706,17,-63,-4,23524,18940,-2230,-18,20,8
5412,32767,2606,4,-57,-9,23492,18916,-2138,-10,17,8
5416,32767,2644,14,-58,-9,23556,18978,-2154,-17,18,5
5392,32767,2694,23,-55,-2,23594,18996,-2306,-29,21,6
5356,32767,2742,20,-54,-8,23568,18942,-2322,-36,23,3
5428,32767,2686,3,-62,-11,23534,18940,-2348,-34,21,3
5446,32767,2736,3,-56,-11,23534,18846,-2314,-34,26,2
5430,32767,2732,26,-54,-6,23496,18868,-2246,-22,25,4
5440,32767,2684,36,-55,0,23466,18866,-2266,-13,23,7
5462,32767,2700,24,-57,-5,23476,18962,-2198,-15,19,5
5418,32767,2640,10,-59,-11,23584,18944,-2254,-22,16,7
5448,32767,2658,16,-59,-8,23650,18992,-2326,-32,19,7
5352,32767,2682,31,-56,-8,23566,18912,-2238,-31,28,4
5416,32767,2606,23,-58,-9,23520,18956,-2180,-29,34,5
5442,32767,2608,18,-55,-5,23468,18898,-2310,-46,26,2
5372,32767,2806,5,-55,-9,23484,18856,-2300,-44,19,3
5366,32767,2726,-14,-57,-12,23586,18818,-2228,-23,21,2
5370,32767,2748,3,-57,-9,23552,18868,-2212,-3,27,6
5418,32767,2648,21,-58,-3,23494,18928,-2234,1,29,8
5392,32767,2746,26,-55,-6,23476,18964,-2300,-4,24,8
5400,32767,2706,32,-59,-6,23536,18988,-2296,-13,19,6
5400,32767,2604,33,-56,-5,23550,18996,-2244,-27,19,4
5474,32767,2646,28,-56,-8,23544,18934,-2336,-37,31,1
5406,32767,2814,27,-57,-3,23512,18928,-2240,-37,37,3
5412,32767,2706,21,-58,-6,23446,18930,-2284,-35,32,2
5460,32767,2626,9,-54,-9,23440,18860,-2262,-31,24,5
5392,32767,2680,22,-55,-7,23516,18876,-2256,-27,21,3
5364,32767,2740,28,-55,-3,23514,18860,-2292,-18,23,4
5360,32767,2676,24,-56,-8,23558,18934,-2204,-3,23,5
5394,32767,2678,22,-58,-8,23536,18978,-2258,-4,23,5
5404,32767,2758,15,-57,-4,23528,19024,-2274,-17,29,5
5352,32767,2688,22,-57,-6,23544,18964,-2266,-24,31,4
5398,32767,2610,21,-60,-5,23522,18936,-2288,-30,28,2
5476,32767,2538,20,-58,-9,23580,18964,-2354,-33,27,3
5460,32767,2602,35,-50,-4,23496,18928,-2280,-33,28,6
5382,32767,2726,33,-51,-5,23506,18916,-2264,-32,29,3
5468,32767,2656,20,-51,-7,23486,18900,-2226,-27,24,1
5426,32767,2692,14,-53,-5,23432,18906,-2212,-24,22,4
5398,32767,2694,3,-54,-6,23482,18916,-2274,-28,24,7
5398,32767,2672,-5,-59,-10,23508,18894,-2258,-17,24,8
5408,32767,2664,12,-60,-9,23488,19002,-2286,-3,30,8
5456,32767,2596,21,-54,-11,23436,19026,-2230,-17,31,10
5362,32767,2598,32,-54,-8,23494,18958,-2226,-42,28,8
5382,32767,2676,29,-54,-4,23494,18918,-2208,-51,27,4
5408,32767,2734,8,-53,-9,23496,18880,-2302,-47,29,4
5344,32767,2744,-4,-55,-8,23440,18874,-2260,-34,28,4
5322,32767,2686,-6,-58,-8,23514,18876,-2334,-25,21,5
5382,32767,2710,-5,-65,-8,23532,18906,-2246,-9,16,7
5388,32767,2662,17,-60,-8,23600,18958,-2298,-9,22,8
5396,32767,2636,32,-57,-5,23550,18976,-2348,-11,28,10
5430,32767,2704,42,-56,-5,23458,19062,-2308,-20,30,10
5456,32767,2606,28,-57,-7,23442,19002,-2156,-32,29,4
5452,32767,2654,12,-54,-7,23470,18908,-2236,-40,24,1
5390,32767,2720,8,-55,-7,23548,18890,-2372,-41,16,1
