ax,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
8678,32767,-6618,85,-61,26,23386,21610,-10620,-9,26,9
8748,32767,-6668,35,-60,8,23260,21670,-10584,-19,39,2
8758,32767,-6744,-16,-55,-6,23090,21628,-10568,-27,33,4
8690,32767,-6860,-48,-59,-19,23144,21576,-10610,-29,17,7
8746,32767,-6652,-39,-58,-23,23302,21584,-10620,-27,13,11
8712,32767,-6612,-2,-61,-18,23310,21552,-10616,-25,23,-1
8842,32767,-6598,29,-55,-5,23226,21632,-10514,-29,39,-8
8812,32767,-6704,50,-40,0,23094,21696,-10468,-23,47,4
8686,32767,-6598,50,-41,-2,23030,21712,-10660,-27,34,16
8558,32767,-6602,27,-58,0,23166,21580,-10686,-53,16,13
8666,32767,-6666,-6,-60,-6,23326,21420,-10622,-74,10,4
8738,32767,-6574,-8,-53,-9,23306,21382,-10628,-61,18,-4
8658,32767,-6392,-2,-53,-5,23212,21482,-10560,-23,29,-1
8610,32767,-6454,5,-66,8,23084,21570,-10526,2,29,15
8722,32767,-6482,24,-78,24,23006,21600,-10426,-2,8,24
8684,32767,-6478,21,-89,27,23180,21626,-10558,-10,-7,16
8782,32767,-6586,-9,-86,22,23326,21632,-10736,-13,-1,19
8700,32767,-6632,-20,-78,14,23354,21626,-10684,-23,18,18
8764,32767,-6556,-13,-84,10,23266,21602,-10590,-42,26,13
8784,32767,-6538,11,-87,13,23178,21546,-10448,-46,22,12
8848,32767,-6616,36,-93,12,23254,21526,-10534,-33,5,8
8910,32767,-6720,23,-79,5,23388,21496,-10630,-9,2,7
8776,32767,-6708,25,-73,-3,23378,21514,-10546,8,28,10
8720,32767,-6714,3,-69,-12,23016,21654,-10450,-1,48,12
8788,32767,-6848,-6,-60,-16,22948,21726,-10482,-27,19,6
8782,32767,-6718,17,-59,-21,23188,21742,-10644,-45,-8,4
8790,32767,-6702,58,-75,-14,23386,21634,-10648,-49,0,15
8942,32767,-6672,75,-69,-6,23426,21534,-10670,-37,27,16
8960,32767,-6740,57,-51,-14,23238,21502,-10702,-25,36,8
8864,32767,-6682,31,-29,-13,23198,21536,-10652,-28,35,3
8718,32767,-6618,6,-14,-19,23124,21592,-10574,-30,27,3
8642,32767,-6620,-15,-20,-25,23142,21504,-10550,-23,20,15
8494,32767,-6602,-28,-33,-21,23230,21522,-10582,-22,15,14
8544,32767,-6520,-8,-56,-13,23302,21604,-10488,-2,13,2
8668,32767,-6566,4,-58,-13,23268,21704,-10546,3,18,6
8800,32767,-6576,40,-50,-1,23234,21646,-10612,-9,23,15
8826,32767,-6580,39,-54,-5,23330,21516,-10652,-19,24,10
8834,32767,-6544,55,-54,4,23292,21474,-10590,-22,28,0
8764,32767,-6620,62,-66,5,23164,21582,-10580,-14,30,-1
8748,32767,-6656,30,-58,0,23136,21656,-10622,-10,20,9
8678,32767,-6674,-2,-60,-14,23210,21574,-10648,-14,11,14
8686,32767,-6594,-47,-79,-27,23320,21572,-10612,-30,13,13
8854,32767,-6752,-44,-78,-19,23382,21676,-10544,-25,32,-2
8886,32767,-6692,14,-56,-9,23358,21822,-10452,-11,63,-10
8788,32767,-6738,42,-40,-8,23132,21952,-10606,-34,70,-2
8700,32767,-6702,66,-45,0,23066,21760,-10576,-91,57,7
8676,32767,-6576,59,-50,-2,23150,21544,-10588,-123,43,1
8726,32767,-6686,33,-46,-13,23236,21298,-10548,-103,26,-5
8782,32767,-6664,7,-35,-20,23258,21232,-10586,-64,17,0
8790,32767,-6642,10,-39,-19,23152,21222,-10572,-10,16,2
8824,32767,-6576,6,-56,-20,23060,21442,-10614,45,3,10
8894,32767,-6448,-1,-57,-8,23114,21632,-10660,67,-5,23
8864,32767,-6590,-1,-50,11,23210,21692,-10790,44,-1,26
8662,32767,-6604,17,-58,23,23308,21730,-10802,9,3,16
8594,32767,-6652,29,-70,17,23336,21826,-10694,-8,7,-4
8622,32767,-6626,36,-77,17,23346,21836,-10642,-48,25,-1
8630,32767,-6636,26,-87,22,23210,21592,-10560,-82,34,4
8638,32767,-6730,8,-82,15,23086,21454,-10440,-74,36,0
8658,32767,-6736,0,-79,5,23074,21360,-10522,-49,19,11
8704,32767,-6714,-20,-73,-8,23174,21356,-10592,-22,8,12
8780,32767,-6660,-5,-83,-5,23246,21482,-10512,2,5,8
8860,32767,-6766,2,-73,-8,23320,21586,-10582,23,8,6
8938,32767,-6688,22,-59,-11,23226,21706,-10562,22,14,8
8870,32767,-6708,41,-66,-3,23218,21690,-10588,3,19,11
8926,32767,-6750,37,-60,-7,23210,21704,-10604,-26,21,0
8892,32767,-6720,46,-45,-9,23304,21688,-10722,-37,19,-2
8852,32767,-6660,39,-43,-9,23216,21624,-10650,-51,30,2
8762,32767,-6698,10,-35,-14,23128,21504,-10568,-68,33,2
8592,32767,-6538,10,-44,-16,23090,21462,-10584,-56,17,-2
8648,32767,-6530,24,-61,-2,23248,21474,-10700,-16,0,-2
8840,32767,-6660,45,-69,10,23338,21568,-10740,18,6,6
9014,32767,-6786,43,-63,1,23292,21564,-10660,11,28,3
8932,32767,-6612,27,-46,-11,23160,21596,-10604,-22,29,-8
8652,32767,-6536,34,-50,1,23090,21618,-10622,-20,22,-1
8584,32767,-6564,40,-62,-1,23116,21650,-10698,3,17,12
8596,32767,-6728,47,-80,-18,23254,21732,-10760,7,15,12
8876,32767,-6902,31,-77,-18,23348,21610,-10700,-22,18,2
8912,32767,-6806,58,-58,-10,23294,21550,-10632,-43,31,-5
8858,32767,-6742,60,-38,-21,23120,21534,-10622,-30,36,-1
8660,32767,-6668,41,-28,-26,23060,21578,-10522,-4,31,8
8576,32767,-6758,8,-40,-25,23130,21644,-10684,-7,16,9
8620,32767,-6782,-16,-57,-29,23208,21670,-10732,-27,16,4
8816,32767,-6818,-15,-63,-35,23248,21600,-10772,-36,24,5
8972,32767,-6824,-6,-50,-30,23204,21542,-10702,-40,23,9
8834,32767,-6730,17,-28,-16,23214,21406,-10712,-33,23,3
8626,32767,-6596,42,-34,-4,23248,21476,-10640,-8,27,-3
8626,32767,-6604,37,-45,-1,23128,21618,-10656,15,24,-1
8722,32767,-6796,10,-54,-10,23146,21690,-10708,7,20,4
8740,32767,-6834,-19,-48,-18,23108,21574,-10690,-26,12,-1
8644,32767,-6658,-13,-50,-18,23076,21476,-10636,-29,11,2
8568,32767,-6592,-11,-62,-14,23168,21524,-10742,4,11,9
8618,32767,-6524,15,-79,-2,23206,21634,-10680,24,12,12
8824,32767,-6708,34,-86,-2,23280,21774,-10650,5,16,11
8938,32767,-6906,25,-74,-6,23252,21714,-10794,-39,27,7
8768,32767,-6770,36,-56,3,23134,21666,-10726,-72,34,2
8624,32767,-6786,56,-51,5,23042,21538,-10750,-69,33,5
8638,32767,-6760,58,-52,5,23120,21470,-10632,-36,12,16
8682,32767,-6692,34,-59,2,23222,21528,-10740,-17,6,13
8678,32767,-6644,9,-53,-3,23322,21568,-10656,-18,20,9
8834,32767,-6762,-27,-53,-11,23196,21632,-10740,-26,38,9
8844,32767,-6908,-64,-43,-21,23084,21656,-10642,-39,38,7
8708,32767,-6758,-40,-34,-18,23038,21584,-10678,-39,20,9
8598,32767,-6676,5,-37,-10,23130,21538,-10702,-26,7,15
8690,32767,-6598,54,-55,5,23258,21488,-10722,-11,4,11
8806,32767,-6636,67,-63,8,23352,21554,-10710,0,14,8
8936,32767,-6786,52,-48,0,23232,21574,-10638,-19,28,5
8828,32767,-6928,19,-35,-16,23162,21562,-10586,-24,28,-1
8642,32767,-6674,-12,-34,-34,23136,21620,-10644,-3,22,0
8578,32767,-6668,-15,-46,-44,23078,21664,-10700,-5,20,8
8720,32767,-6812,5,-53,-46,23244,21570,-10640,-23,11,7
8760,32767,-6868,60,-54,-42,23300,21566,-10652,-24,17,3
8832,32767,-7036,110,-45,-35,23246,21594,-10636,-11,31,4
8804,32767,-6992,174,-26,-19,23216,21714,-10652,-13,35,16
8838,32767,-7060,204,-28,-14,23130,21624,-10778,-46,24,16
8936,32767,-7076,162,-9,-21,23204,21526,-10784,-61,26,4
8912,32767,-6952,101,17,-32,23208,21486,-10676,-53,34,10
8784,32767,-7046,15,40,-47,23090,21458,-10684,-35,37,22
8630,32767,-7094,-46,45,-56,23040,21520,-10636,-28,32,23
8604,32767,-7094,-54,37,-60,23156,21574,-10700,-22,20,15
8642,32767,-6990,-36,32,-58,23284,21610,-10750,-24,16,13
8842,32767,-6970,-5,42,-45,23448,21548,-10724,-22,38,11
8864,32767,-6864,37,69,-28,23224,21588,-10776,-43,69,17
8798,32767,-7096,61,93,-24,23050,21552,-10838,-70,64,22
8696,32767,-7254,62,113,-25,23086,21486,-10812,-77,49,14
8574,32767,-7292,83,110,-13,23142,21468,-10740,-61,45,17
8648,32767,-7256,93,106,-4,23200,21468,-10514,-17,47,27
8852,32767,-7096,76,126,7,23204,21620,-10558,10,37,39
9044,32767,-7474,36,166,3,23304,21722,-10678,-9,37,49
9186,32767,-7870,-9,227,-5,23326,21782,-10620,-31,52,38
9126,32767,-7882,2,279,-6,23302,22246,-10564,-50,104,5
9024,32767,-7780,45,329,0,23236,22372,-10526,-121,135,5
9018,32767,-7860,92,371,13,23102,21992,-10638,-221,119,36
9174,32767,-7898,97,422,11,23240,21428,-10636,-253,79,56
9280,32767,-7968,60,488,-11,23390,21166,-10716,-232,76,41
9268,32767,-7940,1,566,-52,23526,21254,-10686,-192,108,-3
9188,32767,-7862,-43,648,-94,23382,21594,-10526,-172,129,-24
9084,32767,-7816,-73,700,-118,23300,21826,-10516,-195,116,-2
9004,32767,-7662,-83,747,-131,23090,21494,-10240,-220,105,59
8870,32767,-7432,-61,780,-134,22972,21226,-10208,-150,100,74
8770,32767,-7334,-4,802,-126,22918,21336,-10220,-63,76,46
8840,32767,-7498,62,827,-113,23002,21484,-10218,-60,31,26
8994,32767,-7326,119,857,-119,23282,21624,-10228,-81,-8,36
9070,32767,-7252,148,868,-140,23536,21622,-10140,-96,4,51
8968,32767,-7200,84,910,-139,23468,21632,-10204,-67,42,53
8744,32767,-7056,48,950,-147,23244,21618,-10208,-95,35,50
8816,32767,-7318,25,969,-188,23120,21248,-10230,-150,-16,62
9006,32767,-7512,5,994,-230,23084,21134,-9804,-123,-37,61
9042,32767,-7220,18,1004,-239,23202,21376,-9658,-2,-39,57
9118,32767,-7330,21,1021,-224,23316,21862,-10056,85,-19,63
9190,32767,-7672,31,1086,-218,23514,22048,-10536,-12,-28,84
9174,32767,-7888,111,1157,-217,23668,21832,-10732,-139,-48,78
9118,32767,-8150,235,1262,-220,23868,21738,-10574,-162,-37,56
8826,32767,-8072,284,1320,-210,23818,21768,-10286,-96,35,65
8596,32767,-8160,270,1358,-198,23526,21920,-10096,-79,86,92
8314,32767,-8020,194,1403,-224,23286,21694,-10188,-197,52,110
8280,32767,-8026,132,1423,-267,23396,21690,-10214,-276,28,91
8380,32767,-7836,77,1452,-294,23384,21734,-10052,-342,22,57
8256,32767,-7588,8,1487,-306,23356,21398,-9486,-291,10,69
8112,32767,-7576,-63,1507,-291,23366,21214,-9382,-144,-21,97
7900,32767,-7162,-28,1507,-260,23590,21260,-9762,-104,-41,101
8228,32767,-7244,-56,1474,-275,23950,21370,-10110,-177,-38,59
8676,32767,-6858,-78,1490,-265,24032,21824,-10082,-243,3,19
8784,32767,-6722,-105,1503,-275,23658,21818,-9314,-271,43,61
8422,32767,-6810,-231,1525,-286,23428,21454,-9030,-157,20,116
7900,32767,-6768,-279,1516,-255,23488,21432,-9372,-122,-27,107
7706,32767,-6382,-195,1470,-232,23662,21442,-9760,-281,-46,34
8126,32767,-6308,-127,1420,-256,23718,21394,-9580,-422,-20,-9
8590,32767,-6198,-113,1413,-285,23660,21260,-8918,-338,-11,26
8508,32767,-6474,-166,1429,-248,23432,21446,-8442,-84,-49,112
8174,32767,-6452,-202,1420,-212,23312,21376,-8418,70,-80,176
8140,32767,-6128,-190,1398,-216,23712,21130,-9284,-43,-118,95
8510,32767,-6084,-178,1403,-255,24188,21322,-10100,-184,-102,14
9010,32767,-6310,-220,1463,-300,24448,21522,-10042,-234,-64,4
9044,32767,-6322,-299,1530,-343,24480,21788,-9546,-86,-21,64
8362,32767,-6298,-311,1557,-383,24424,22240,-9294,53,37,126
7852,32767,-6692,-324,1540,-387,24272,22882,-9362,-83,99,117
7770,32767,-6496,-169,1547,-297,23980,22900,-9200,-461,151,80
7916,32767,-6040,42,1566,-251,23658,22026,-8756,-667,150,58
7672,32767,-5798,138,1585,-239,23714,21194,-8794,-617,112,23
7276,32767,-6004,46,1542,-211,24000,21406,-9010,-617,108,12
7374,32767,-5870,-123,1479,-161,24056,21496,-8744,-717,124,40
7682,32767,-5106,-295,1444,-166,23856,21226,-8316,-722,113,76
7726,32767,-4936,-577,1424,-174,23930,21174,-7970,-664,84,86
7602,32767,-4780,-871,1396,-155,23966,20904,-7822,-657,74,76
7448,32767,-4604,-1080,1316,-158,24016,20826,-7738,-620,109,53
7560,32767,-3918,-1166,1235,-136,23930,20926,-7506,-519,131,52
7690,32767,-3704,-1169,1183,-113,23744,20982,-7212,-462,101,76
7950,32767,-3528,-1103,1139,-84,23904,20878,-6996,-450,48,77
8072,32767,-3352,-951,1115,-70,24334,20754,-7098,-452,21,73
8000,32767,-2914,-810,1107,-75,24646,20670,-7320,-436,39,86
7990,32767,-2728,-712,1087,-67,24710,20712,-7268,-372,81,114
8122,32767,-2572,-657,1065,-54,24386,20994,-6796,-289,106,137
8280,32767,-2626,-655,1052,-85,24252,21102,-6538,-249,101,147
8184,32767,-2190,-723,1053,-135,24310,21388,-6928,-250,143,118
7944,32767,-1898,-574,1056,-113,24262,21870,-6894,-348,189,71
7828,32767,-1728,-446,1032,-116,23748,21704,-6294,-569,160,65
7732,32767,-1518,-336,998,-111,23792,20916,-6204,-641,107,50
7396,32767,-1442,-199,966,-76,24008,20418,-6258,-627,78,28
7148,32767,-1212,-148,929,-73,24174,19910,-6156,-552,74,14
7082,32767,-756,-183,868,-85,24098,19796,-5970,-433,64,27
6954,32767,-590,-362,807,-90,24038,20026,-5716,-319,54,65
7066,32767,-826,-702,663,-100,23918,20332,-5726,-235,45,100
7120,32767,-784,-828,601,-132,24084,20636,-5940,-198,12,86
7216,32767,-604,-862,558,-140,24394,21082,-5876,-190,-1,60
7296,32767,-436,-838,538,-147,24256,20940,-5434,-265,11,65
7348,32767,-394,-732,528,-141,24194,20668,-5418,-308,40,49
7304,32767,-382,-568,527,-114,24132,20618,-5712,-304,47,26
7164,32767,-174,-422,509,-108,24310,20610,-5868,-323,38,17
7116,32767,-86,-324,496,-129,24430,20824,-5702,-320,24,24
7022,32767,192,-243,503,-114,24324,20824,-5154,-309,17,40
6904,32767,-152,-256,473,-130,24100,20438,-4674,-331,16,30
6854,32767,0,-270,441,-137,24162,19962,-4740,-346,0,-6
6734,32767,524,-254,408,-131,24342,19882,-5060,-279,-7,-5
6630,32767,916,-291,373,-135,24356,20080,-5282,-173,1,20
6684,32767,754,-364,340,-133,24250,20072,-5122,-100,5,38
6900,32767,398,-364,329,-134,24184,20246,-4832,-55,-20,41
6898,32767,480,-287,345,-131,24250,20422,-4980,-74,-24,32
6610,32767,828,-204,356,-124,24402,20616,-5192,-120,12,13
6290,32767,796,-196,316,-136,24346,20850,-5078,-133,31,17
6382,32767,614,-170,268,-146,24126,20674,-4822,-156,31,19
6550,32767,650,-171,266,-166,24086,20494,-4752,-215,16,4
6366,32767,628,-134,258,-145,24188,20186,-4876,-248,2,3
6212,32767,802,-49,255,-133,24354,19856,-4860,-176,-16,12
5988,32767,1140,-6,238,-105,24418,19802,-4736,-80,-21,13
6054,32767,768,-4,207,-76,24376,19948,-4698,-50,-12,19
6054,32767,778,-97,187,-93,24298,20150,-4570,-41,-4,30
5900,32767,1362,-103,127,-77,24196,20264,-4628,-32,-14,20
6042,32767,998,-164,74,-95,24456,20508,-4862,-2,-42,13
6116,32767,996,-162,63,-90,24632,20688,-4920,-34,-42,15
6146,32767,878,-86,55,-66,24526,20556,-4696,-107,-16,1
6234,32767,698,-49,71,-63,24294,20316,-4510,-144,0,-21
6276,32767,654,25,81,-64,24304,20016,-4570,-112,-13,-25
6088,32767,894,99,66,-67,24490,19972,-4900,-45,-16,-13
6048,32767,926,98,54,-72,24658,20344,-5066,-1,26,2
6124,32767,582,52,68,-84,24304,20680,-4810,-10,55,16
6162,32767,396,80,76,-81,24030,20614,-4424,-54,25,6
6048,32767,394,133,81,-77,24406,20438,-4676,-88,-30,-22
5808,32767,614,140,80,-85,24726,20302,-4826,-113,-5,-14
5752,32767,836,119,68,-82,24584,20064,-4738,-138,40,0
5754,32767,810,61,43,-63,24194,19966,-4530,-134,49,1
5848,32767,684,-23,14,-56,24066,20040,-4524,-83,17,7
5946,32767,260,-27,11,-57,24312,20348,-4636,-47,-17,13
5960,32767,356,-7,20,-59,24470,20546,-4656,-89,-30,9
5796,32767,510,-36,21,-50,24564,20486,-4396,-173,-17,-10
5718,32767,502,-59,19,-56,24480,20212,-4356,-243,20,-22
5726,32767,444,-73,5,-80,24350,20088,-4512,-235,27,-9
5876,32767,442,-70,-4,-93,24336,20004,-4472,-198,20,-1
6038,32767,452,-28,16,-89,24188,19946,-4286,-136,0,1
5898,32767,524,76,51,-69,24354,19934,-4192,-84,-27,-2
5666,32767,620,133,57,-60,24580,20034,-4364,-77,-33,-3
5474,32767,566,108,49,-61,24634,20114,-4442,-94,-2,7
5606,32767,550,33,35,-72,24404,20238,-4374,-109,32,15
5750,32767,536,-47,31,-94,24024,20240,-4036,-96,5,18
5770,32767,444,-50,17,-84,24186,19996,-3962,-66,-56,10
5616,32767,566,7,32,-63,24532,19882,-4020,-48,-89,1
5398,32767,804,32,40,-45,24770,19740,-4230,-64,-53,-7
5278,32767,924,60,26,-37,24724,19916,-4548,-93,17,-10
5410,32767,784,50,3,-38,24346,19966,-4622,-93,63,1
5608,32767,504,17,1,-50,24012,20050,-4522,-27,49,21
5700,32767,330,25,27,-65,23994,20278,-4372,41,-7,32
5426,32767,642,107,34,-36,24362,20370,-4186,-4,-48,7
5144,32767,666,176,7,2,24532,20112,-3902,-76,-40,-15
5170,32767,422,193,-24,13,24554,19776,-3798,-74,-27,-21
5156,32767,486,181,-45,-8,24658,19426,-4202,0,-13,-11
5358,32767,448,142,-69,-14,24748,19610,-4666,109,5,14
5474,32767,408,148,-77,-15,24652,20126,-4652,161,31,33
5574,32767,356,237,-65,11,24436,20680,-4460,108,43,32
5692,32767,124,275,-48,31,24236,20858,-4310,15,33,19
5668,32767,-296,208,-62,23,24414,20594,-4444,-73,26,4
5728,32767,-332,119,-63,8,24472,20308,-4468,-111,29,-6
5630,32767,-258,36,-53,-10,24514,20094,-4308,-131,47,-4
5596,32767,-164,12,-42,-8,24474,19878,-4036,-140,57,-3
5394,32767,-50,14,-32,-3,24340,19700,-4136,-115,51,-5
5334,32767,4,-41,-54,-21,24344,19626,-4144,-57,32,2
5476,32767,96,-83,-71,-21,24468,19790,-4342,8,27,11
5600,32767,52,-73,-63,-25,24442,20064,-4208,41,29,16
5506,32767,202,-43,-47,-15,24200,20148,-4022,41,14,16
5506,32767,184,-5,-48,-4,24334,20124,-4242,39,-9,9
5338,32767,352,22,-44,-2,24640,20122,-4612,27,-9,9
5304,32767,228,47,-64,-1,24606,20254,-4540,-1,23,10
5506,32767,136,64,-61,4,24348,20372,-4202,-28,34,19
5562,32767,102,85,-53,7,24244,20254,-4162,-43,10,19
5554,32767,16,93,-57,13,24464,20186,-4426,-37,-23,15
5494,32767,-128,79,-64,9,24690,20176,-4522,-45,-13,10
5608,32767,-154,51,-65,0,24656,20128,-4404,-50,26,5
5688,32767,-66,30,-51,-6,24412,20184,-4202,-56,42,4
5566,32767,-78,11,-48,-1,24346,19994,-3988,-58,25,6
5506,32767,-130,-11,-49,-13,24434,19926,-4156,-25,6,3
5564,32767,42,-25,-57,-16,24476,19972,-4240,-1,17,-5
5504,32767,12,-24,-62,-11,24330,19964,-4252,9,38,-7
5642,32767,114,-10,-58,-20,24224,20102,-4252,16,40,1
5490,32767,130,23,-49,-12,24186,20142,-4364,11,27,10
5370,32767,132,48,-49,-2,24284,20144,-4396,9,6,9
5352,32767,-80,42,-55,-8,24556,20092,-4376,1,-15,10
5374,32767,-70,55,-55,-1,24716,20148,-4314,0,-2,13
5348,32767,94,63,-55,5,24578,20190,-4236,-29,23,10
5386,32767,84,51,-69,8,24430,20134,-4194,-51,36,10
5602,32767,2,56,-79,10,24414,20050,-4396,-49,26,14
5700,32767,-98,66,-76,8,24394,19966,-4320,-21,16,14
5664,32767,-248,46,-64,2,24402,20006,-4208,9,7,14
5612,32767,-120,43,-45,1,24560,20166,-4418,7,12,12
5488,32767,-46,31,-47,2,24536,20346,-4404,-1,47,10
5514,32767,-142,24,-53,-1,24368,20286,-4246,-12,56,5
5632,32767,-94,13,-51,-4,24242,20110,-4190,-39,33,-4
5554,32767,-118,5,-52,-3,24266,19886,-4324,-40,15,-2
5508,32767,-52,34,-63,-3,24490,19820,-4486,-11,18,4
5570,32767,-76,36,-64,-2,24440,19994,-4450,41,27,9
5528,32767,-38,30,-56,-5,24392,20228,-4358,58,23,8
5502,32767,4,41,-46,1,24462,20304,-4392,41,7,8
5432,32767,-116,81,-50,10,24562,20178,-4362,3,19,5
5450,32767,-94,88,-62,8,24592,20144,-4472,-1,34,2
5650,32767,-124,73,-63,6,24452,20220,-4474,3,45,2
5628,32767,-174,70,-54,9,24426,20312,-4462,1,39,5
5550,32767,-150,75,-47,9,24430,20282,-4348,-16,26,3
5506,32767,-180,71,-59,9,24496,20168,-4368,-31,19,-4
5564,32767,-262,61,-66,5,24478,20032,-4444,-28,27,1
5618,32767,-188,61,-63,2,24388,19982,-4466,1,45,2
5626,32767,-180,63,-57,5,24316,20210,-4428,40,34,0
5674,32767,-206,55,-50,0,24490,20338,-4622,35,16,6
5570,32767,-202,65,-44,8,24528,20326,-4508,13,27,5
5464,32767,-216,72,-43,4,24372,20190,-4494,-2,44,5
5572,32767,-326,70,-55,6,24310,20096,-4510,3,43,0
5668,32767,-402,67,-59,2,24290,20144,-4528,7,34,-3
5642,32767,-306,64,-49,-2,24294,20300,-4510,11,29,6
5556,32767,-230,60,-44,3,24332,20298,-4406,-13,27,11
5574,32767,-270,43,-47,0,24460,20200,-4474,-22,15,7
5506,32767,-296,49,-56,7,24620,20224,-4626,1,11,3
5428,32767,-320,79,-56,12,24522,20176,-4534,8,31,-1
5536,32767,-316,85,-59,6,24350,20174,-4482,11,42,4
5702,32767,-368,75,-64,5,24244,20222,-4574,3,34,8
5704,32767,-474,76,-63,8,24340,20122,-4698,21,10,9
5700,32767,-436,64,-55,6,24470,20172,-4828,45,2,12
5656,32767,-488,55,-46,0,24500,20402,-4820,38,18,11
5522,32767,-428,84,-39,5,24386,20512,-4686,9,29,13
5660,32767,-496,86,-59,9,24292,20454,-4502,-47,22,6
5734,32767,-562,56,-50,4,24334,20248,-4484,-70,11,-2
5598,32767,-558,43,-53,3,24458,20106,-4686,-58,18,-1
5562,32767,-556,32,-58,2,24506,20002,-4710,-23,26,5
5546,32767,-420,24,-61,-5,24394,20168,-4610,-5,33,13
5592,32767,-476,25,-61,-2,24208,20316,-4388,-1,29,14
5640,32767,-524,42,-60,0,24178,20244,-4428,-10,8,8
5690,32767,-636,28,-62,-5,24430,20222,-4564,-9,-12,0
5640,32767,-490,29,-61,-1,24620,20252,-4776,-3,4,14
5598,32767,-458,42,-58,1,24584,20304,-4716,0,32,18
5614,32767,-532,36,-52,1,24350,20390,-4424,-20,43,15
5596,32767,-614,41,-56,3,24190,20390,-4426,-46,25,9
5638,32767,-520,53,-62,2,24376,20316,-4600,-57,4,-1
5688,32767,-570,39,-71,-6,24538,20176,-4832,-53,9,-4
5658,32767,-636,21,-75,-2,24598,20070,-4806,-29,32,5
5720,32767,-640,10,-62,-5,24438,20202,-4788,1,46,17
5648,32767,-630,4,-50,-8,24272,20394,-4376,-23,30,16
5700,32767,-600,24,-50,-3,24320,20394,-4362,-49,13,11
5684,32767,-668,28,-57,-10,24496,20306,-4640,-63,9,2
5632,32767,-604,7,-67,-9,24612,20278,-4850,-56,18,2
5714,32767,-582,-22,-68,-13,24502,20168,-4782,-47,36,7
5714,32767,-546,-48,-47,-17,24310,20160,-4444,-44,45,9
5632,32767,-492,-31,-39,-9,24224,20036,-4438,-36,29,7
5638,32767,-572,-2,-48,-9,24380,20172,-4538,-8,1,9
5666,32767,-510,9,-53,-15,24506,20208,-4500,11,4,5
5596,32767,-430,5,-51,-15,24436,20190,-4506,6,9,5
5528,32767,-326,17,-59,-6,24416,20156,-4670,3,11,9
5584,32767,-430,37,-69,0,24462,20220,-4768,33,12,15
5734,32767,-512,51,-59,-2,24470,20458,-4720,40,17,14
5724,32767,-548,55,-51,1,24372,20564,-4542,-1,24,9
5640,32767,-632,66,-47,0,24282,20430,-4556,-55,16,4
5594,32767,-648,76,-59,6,24382,20120,-4546,-71,5,2
5622,32767,-740,49,-62,-2,24464,20060,-4706,-39,2,0
5690,32767,-534,18,-55,-9,24502,20172,-4656,-7,24,5
5564,32767,-524,28,-49,1,24402,20182,-4614,7,27,12
5576,32767,-560,33,-46,0,24338,20248,-4700,18,10,15
5650,32767,-562,45,-54,-2,24402,20286,-4590,20,2,10
5592,32767,-622,70,-65,5,24472,20306,-4510,9,5,7
5706,32767,-594,77,-64,1,24492,20308,-4796,-4,9,4
5664,32767,-520,69,-59,4,24580,20386,-4916,-5,20,9
5640,32767,-576,62,-52,7,24474,20448,-4718,-7,27,10
5624,32767,-636,59,-54,5,24348,20310,-4608,-23,22,3
5648,32767,-688,61,-59,3,24436,20322,-4728,-43,17,4
5650,32767,-784,85,-69,0,24466,20258,-4778,-52,25,6
5732,32767,-828,69,-69,-1,24372,20218,-4702,-36,33,8
5842,32767,-820,36,-61,-5,24328,20306,-4758,-25,29,5
5696,32767,-730,2,-43,-10,24384,20344,-4698,-33,18,11
5642,32767,-740,-2,-46,-9,24432,20342,-4542,-39,14,14
5594,32767,-800,-6,-54,-12,24460,20192,-4556,-34,6,5
5586,32767,-740,-6,-61,-10,24574,20134,-4744,-16,19,7
5616,32767,-770,20,-66,-6,24490,20162,-4850,-9,39,9
5718,32767,-558,19,-62,-10,24320,20336,-4828,3,39,14
5738,32767,-536,18,-54,-3,24274,20490,-4630,2,24,16
5736,32767,-754,21,-49,-2,24332,20458,-4608,-19,2,14
5662,32767,-852,15,-48,-9,24468,20362,-4686,-49,3,6
5600,32767,-794,24,-59,-4,24656,20218,-4940,-67,20,1
5644,32767,-674,31,-60,-4,24518,20204,-4822,-43,42,6
5674,32767,-660,23,-53,-7,24310,20352,-4680,-28,42,15
5684,32767,-786,3,-45,-1,24284,20352,-4420,-41,18,12
5696,32767,-900,-8,-52,-8,24404,20272,-4530,-27,-6,3
5656,32767,-806,4,-62,-8,24586,20146,-4796,-20,2,1
5700,32767,-752,4,-64,-8,24590,20110,-4862,-24,27,3
5718,32767,-550,9,-54,-14,24460,20186,-4876,-7,41,12
5646,32767,-560,21,-50,-3,24246,20490,-4702,13,38,18
5666,32767,-688,26,-52,1,24200,20522,-4458,-3,16,15
5760,32767,-828,21,-55,-9,24454,20344,-4600,-62,-5,0
5684,32767,-818,23,-55,-7,24632,20176,-4744,-81,12,-4
5570,32767,-698,41,-58,-5,24578,20092,-4788,-51,34,1
5622,32767,-612,18,-61,-11,24460,20168,-4846,-9,42,10
5676,32767,-636,5,-59,0,24312,20256,-4660,3,37,14
5712,32767,-798,7,-52,-3,24234,20360,-4660,-6,15,14
5738,32767,-888,-2,-55,-13,24420,20400,-4760,-32,8,8
5730,32767,-732,14,-58,-7,24528,20302,-4660,-39,18,8
