ax,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
8516,32767,-6166,-6,-85,-20,23108,21670,-11192,3,13,7
8582,32767,-6206,-23,-67,-13,23234,21600,-11058,-23,20,10
8530,32767,-6206,-11,-60,-6,23056,21564,-11190,-31,38,2
8434,32767,-6248,7,-60,-6,22972,21564,-11110,-22,38,5
8416,32767,-6340,38,-66,3,22972,21600,-11106,-27,24,6
8394,32767,-6332,55,-76,5,23030,21594,-11020,-31,16,3
8502,32767,-6198,44,-78,4,23108,21576,-11062,-29,16,6
8514,32767,-6178,31,-68,1,23156,21542,-11128,-30,26,16
8500,32767,-6222,0,-61,-6,23212,21562,-11172,-29,26,11
8590,32767,-6330,-31,-51,-10,23130,21572,-11216,-23,25,-4
8562,32767,-6336,-17,-44,-14,23108,21578,-11130,-16,25,3
8476,32767,-6288,-1,-41,-16,23032,21592,-11134,-19,26,11
8464,32767,-6210,24,-55,-2,23054,21568,-11108,-7,28,1
8458,32767,-6252,35,-65,-1,23076,21696,-11098,4,25,-3
8526,32767,-6348,24,-51,-9,23090,21658,-11186,-18,21,4
8472,32767,-6318,16,-47,-14,23134,21588,-11174,-38,24,2
8418,32767,-6324,7,-51,-20,23052,21554,-11124,-43,27,-5
8390,32767,-6184,6,-52,-17,23016,21538,-11018,-41,25,0
8498,32767,-6230,7,-58,-17,22986,21500,-11088,-12,23,4
8520,32767,-6234,9,-55,-18,23016,21626,-11126,0,24,3
8520,32767,-6254,4,-56,-17,23072,21642,-11156,-11,20,1
8464,32767,-6186,1,-46,-9,23112,21662,-11140,-26,15,2
8488,32767,-6244,24,-50,1,23108,21608,-11142,-40,20,4
8470,32767,-6308,31,-60,1,23034,21506,-11142,-41,34,11
8464,32767,-6224,14,-61,-3,22924,21546,-11150,-37,37,10
8528,32767,-6130,-6,-54,-5,22926,21594,-11124,-26,25,0
8466,32767,-6222,-17,-35,-12,23134,21650,-11156,-15,11,6
8366,32767,-6256,-21,-39,-18,23232,21594,-11146,-18,15,11
8456,32767,-6130,1,-49,-18,23222,21548,-11194,-28,31,7
8462,32767,-6204,38,-59,-10,23102,21512,-11192,-37,38,0
8612,32767,-6208,53,-51,-1,22900,21488,-11122,-31,34,1
8542,32767,-6234,44,-37,-8,22948,21578,-11102,-14,22,3
8356,32767,-6196,15,-30,-19,23048,21706,-11166,-7,12,3
8320,32767,-6190,-21,-48,-28,23206,21714,-11144,-13,16,0
8448,32767,-6270,-17,-64,-24,23244,21706,-11206,-21,33,-2
8596,32767,-6266,20,-63,-15,23066,21680,-11180,-61,53,7
8526,32767,-6198,31,-57,-9,22892,21564,-11130,-83,46,1
8458,32767,-6186,15,-51,-5,22976,21498,-11108,-79,25,-8
8360,32767,-6182,0,-48,-15,23082,21470,-11132,-43,16,-14
8334,32767,-6154,-9,-62,-28,23142,21482,-11092,-7,31,0
8400,32767,-6222,-20,-67,-36,22966,21492,-10988,-10,48,19
8448,32767,-6240,-9,-64,-26,22714,21542,-11006,-30,37,8
8356,32767,-6162,27,-66,-9,22888,21590,-11072,-25,5,-6
8488,32767,-6176,26,-64,-8,23278,21658,-11114,7,-1,6
8620,32767,-6316,21,-55,-14,23354,21676,-11264,-5,25,19
8754,32767,-6368,13,-46,-17,23116,21614,-11192,-39,48,14
8662,32767,-6494,-17,-19,-17,22892,21550,-11142,-53,48,8
8386,32767,-6336,6,-3,-8,22756,21612,-11216,-56,28,5
8354,32767,-6288,35,-10,-5,22930,21612,-11160,-39,10,6
8448,32767,-6474,30,-5,-12,23184,21576,-11126,-32,13,6
8544,32767,-6438,20,8,-22,23246,21558,-11062,-27,30,0
8476,32767,-6258,16,31,-26,23186,21592,-11098,-31,49,0
8472,32767,-6394,24,42,-27,23062,21594,-11120,-46,57,1
8504,32767,-6524,18,51,-36,22864,21542,-11104,-63,59,6
8440,32767,-6554,7,61,-39,22802,21514,-10996,-51,51,9
8438,32767,-6360,4,78,-45,22842,21500,-11018,-30,34,12
8476,32767,-6458,1,94,-54,22946,21430,-11124,-23,23,19
8632,32767,-6596,-13,103,-61,23034,21416,-11192,-23,20,22
8774,32767,-6592,-14,121,-70,23066,21444,-11060,-19,22,16
8652,32767,-6586,-12,169,-93,23224,21844,-11054,77,39,13
8566,32767,-6720,-24,205,-112,23290,22068,-11132,53,52,22
8688,32767,-6866,-12,250,-117,23330,22062,-11246,-21,72,29
8708,32767,-6992,46,294,-127,23150,22020,-11158,-114,103,29
8604,32767,-6992,103,332,-121,22814,21828,-10938,-202,124,38
8400,32767,-7052,153,366,-88,22552,21572,-10756,-193,108,44
8372,32767,-7324,157,409,-80,22642,21508,-10838,-120,67,50
8628,32767,-7292,138,466,-95,23108,21530,-11148,-88,35,56
9148,32767,-7410,54,561,-118,23754,21564,-11444,-126,40,53
9168,32767,-7398,-22,673,-128,23648,21802,-11310,-200,102,39
8626,32767,-7338,-86,775,-128,23234,21574,-10554,-234,159,52
8164,32767,-7354,-138,835,-122,22724,21368,-10146,-81,152,90
8014,32767,-7384,-146,861,-131,22568,21472,-10626,38,105,107
8400,32767,-7424,-159,893,-157,22878,21536,-11048,-21,50,74
8834,32767,-7310,-151,952,-172,23350,21496,-11120,-129,19,27
8880,32767,-6926,-98,1037,-193,23598,21460,-10768,-158,50,20
8488,32767,-6764,-78,1117,-209,23510,21710,-10492,-54,111,47
7844,32767,-7016,-137,1188,-248,23218,22038,-10844,-25,115,51
7912,32767,-6978,-127,1211,-292,23108,22148,-11080,-166,87,47
8130,32767,-6740,-23,1229,-301,23024,21596,-10812,-296,52,33
8148,32767,-6394,105,1272,-283,22962,21066,-10142,-201,42,30
7860,32767,-6290,198,1299,-270,22910,21088,-10206,-44,41,50
7536,32767,-6498,229,1308,-252,23098,21306,-10744,-14,17,61
7690,32767,-6986,200,1322,-254,23452,21482,-11398,-68,-27,59
8174,32767,-7140,162,1355,-293,23630,21664,-11276,-128,-41,35
7944,32767,-6626,124,1430,-320,23510,21700,-10476,-37,14,59
7254,32767,-6636,22,1459,-279,23342,21732,-10392,2,57,116
6798,32767,-6640,-33,1459,-243,23248,21800,-10948,-59,31,114
7088,32767,-6860,-31,1430,-260,23328,21802,-11214,-205,-14,73
7422,32767,-6724,8,1428,-268,23440,21580,-10828,-271,-27,47
7434,32767,-6406,62,1451,-220,23304,21436,-9984,-154,-4,54
6982,32767,-6338,70,1475,-179,23224,21550,-9550,-5,23,89
6494,32767,-6234,57,1450,-171,23356,21794,-10254,-19,24,90
7058,32767,-6314,67,1365,-170,23538,21816,-11134,-272,-9,36
7624,32767,-6082,76,1345,-190,23476,21442,-10614,-319,-54,30
7698,32767,-6168,34,1369,-217,23230,20932,-9794,-161,-104,56
7226,32767,-6172,-36,1381,-192,23308,20746,-9200,35,-118,92
6812,32767,-6036,-63,1324,-161,23584,21266,-10156,102,-88,108
7300,32767,-6256,-109,1235,-210,23746,21620,-10836,-47,-51,77
7970,32767,-6338,-172,1191,-256,23540,21598,-10550,-75,-61,57
8204,32767,-6288,-232,1246,-282,23506,21800,-10270,49,-89,67
7388,32767,-5694,-152,1314,-231,23640,22206,-10244,45,-61,119
6842,32767,-5346,88,1226,-53,23694,22422,-10688,-78,-12,116
7372,32767,-5584,79,1166,-6,23670,22250,-10410,-219,5,84
7580,32767,-5792,-19,1174,-2,23694,21874,-10142,-280,-17,54
7196,32767,-5956,-165,1193,19,23894,21636,-10268,-315,-7,29
6674,32767,-5912,-294,1170,15,24014,21692,-10572,-363,39,28
6950,32767,-6224,-449,1086,-43,24022,21718,-10764,-407,66,52
7690,32767,-6326,-610,1058,-79,23784,21460,-10212,-370,78,81
8084,32767,-5912,-589,1088,-35,23554,21408,-9570,-268,58,78
7668,32767,-5870,-500,1132,10,23636,21358,-9682,-279,51,56
7442,32767,-5940,-464,1131,13,23904,21542,-9956,-354,46,15
7616,32767,-5596,-370,1124,27,24014,21858,-10018,-422,61,10
8008,32767,-5554,-244,1140,40,23618,21726,-8918,-401,81,79
8074,32767,-5608,-258,1173,21,23044,21572,-7948,-269,44,157
7696,32767,-5402,-312,1166,39,23004,21458,-7956,-214,8,175
7758,32767,-5308,-394,1148,51,23388,21536,-8856,-375,-34,88
8358,32767,-5060,-406,1205,5,23852,21520,-9206,-563,-81,-3
8954,32767,-4602,-402,1338,-62,24106,21200,-8894,-434,-108,62
8952,32767,-4726,-519,1415,-31,24498,21312,-9422,-365,-105,121
8294,32767,-4632,-643,1457,35,24818,21736,-10054,-439,-14,107
8098,32767,-4342,-627,1496,70,24738,22366,-9986,-524,118,90
7966,32767,-3998,-645,1531,33,23978,22348,-9034,-595,171,132
7546,32767,-4174,-676,1509,77,23434,21386,-8152,-576,113,163
6938,32767,-4172,-720,1426,124,23562,20742,-8282,-568,66,114
6660,32767,-3678,-761,1329,121,24092,20924,-8618,-644,79,20
7160,32767,-3444,-794,1272,64,24082,21348,-7538,-656,88,13
7664,32767,-2578,-820,1251,11,23936,20924,-6764,-492,21,96
7516,32767,-2512,-869,1172,15,24266,20592,-6998,-389,-1,118
7508,32767,-2276,-907,1097,1,24694,20818,-7592,-436,56,50
7906,32767,-1414,-770,1071,-35,24548,21126,-7686,-511,129,12
8540,32767,-920,-643,1091,-61,24050,21032,-7152,-448,105,57
8324,32767,-1048,-646,1098,-52,23932,20760,-6980,-311,21,102
7826,32767,-1224,-535,1052,1,24052,20918,-7022,-308,-18,75
7642,32767,-812,-333,1016,7,24302,21030,-7016,-373,24,25
7730,32767,-538,-227,976,-33,24492,21348,-7124,-313,40,43
7698,32767,-680,-282,920,-32,24386,21602,-6982,-338,31,70
7678,32767,-802,-360,872,-42,24234,21358,-6494,-432,31,68
7552,32767,-680,-445,866,-76,24450,21088,-6530,-481,72,26
7312,32767,-490,-546,821,-97,24612,21310,-6862,-456,147,-12
7370,32767,-552,-604,751,-109,24448,21692,-6970,-505,200,-9
7682,32767,-612,-639,738,-135,23802,21634,-6130,-671,205,6
7666,32767,-412,-663,761,-129,23362,20642,-5194,-771,103,-1
6924,32767,168,-657,707,-117,23930,19800,-5488,-688,9,-41
6522,32767,630,-626,617,-141,24646,19480,-5976,-570,19,-71
6734,32767,1106,-587,571,-145,24718,19620,-5770,-483,106,-44
7244,32767,976,-533,559,-123,24024,19824,-5324,-366,142,34
7444,32767,738,-578,553,-115,23538,19828,-4922,-206,64,78
7140,32767,1014,-612,548,-125,23752,19968,-5146,-71,-48,48
6554,32767,1466,-585,543,-136,24498,20176,-5334,1,-78,6
6436,32767,1602,-513,502,-144,24646,20722,-5332,35,-8,25
6738,32767,1480,-374,451,-142,24138,20808,-5208,-50,51,50
7126,32767,1392,-151,432,-141,23702,20634,-5148,-88,29,49
6938,32767,1688,-15,409,-137,23884,20536,-5364,-88,-50,22
6368,32767,2054,96,378,-101,24432,20448,-5572,-75,-80,12
5982,32767,2042,156,337,-62,24694,20530,-5448,-78,-32,18
5958,32767,1790,114,275,-45,24364,20688,-5060,-117,18,28
6212,32767,1530,35,208,-42,23860,20418,-4884,-175,22,22
6520,32767,1226,-8,169,-50,24060,20102,-5380,-86,-27,2
6422,32767,1478,-46,140,-65,24334,20302,-5622,30,-31,-2
6268,32767,1686,-66,96,-72,24258,20410,-5452,52,-2,9
6296,32767,1722,-29,96,-42,24002,20694,-5194,54,13,13
6264,32767,1468,42,63,-20,23918,20692,-5138,47,-2,11
6160,32767,1324,122,19,-27,24098,20526,-5278,56,-21,1
6110,32767,1304,203,-30,-13,24262,20558,-5532,70,-4,-11
6158,32767,1156,217,-64,5,24118,20690,-5388,58,33,-11
6204,32767,1106,145,-68,1,23830,20764,-5170,8,19,2
6172,32767,1056,74,-89,-3,24120,20394,-5300,15,-53,-11
6212,32767,898,76,-113,4,24572,20260,-5696,75,-75,-22
6220,32767,686,116,-118,2,24744,20318,-5694,99,-38,-22
6562,32767,600,174,-105,-1,24488,20550,-5424,106,-1,-7
6664,32767,632,224,-78,9,24172,20808,-5334,112,-1,15
6690,32767,466,244,-80,7,24040,20990,-5408,98,-9,13
6712,32767,300,268,-71,-14,24186,21058,-5758,41,-13,-3
6770,32767,240,321,-68,-7,24328,21068,-6036,-30,4,-17
6794,32767,214,343,-50,18,24212,20982,-5954,-157,55,-27
6430,32767,100,192,-11,-7,24010,21246,-5714,-253,69,-17
6282,32767,10,63,-29,-18,23940,21272,-5260,-363,49,-19
6302,32767,-74,-44,-49,-47,24106,21006,-5204,-431,34,-38
6340,32767,-236,-99,-59,-72,24394,20552,-5232,-420,40,-54
6386,32767,-380,-77,-51,-85,24462,19752,-5018,-383,40,-56
6516,32767,-168,-10,-28,-105,24462,19286,-4968,-297,41,-37
6568,32767,-38,78,30,-110,24414,19642,-5078,-167,62,-3
6614,32767,194,160,76,-127,23988,20368,-5066,-15,70,30
6742,32767,146,209,86,-155,24028,20758,-5152,56,13,40
6678,32767,108,201,83,-102,24222,20822,-5072,44,-30,25
6386,32767,146,54,112,-101,24324,20694,-4834,-62,-13,4
6022,32767,314,-119,111,-92,24348,20486,-4920,-160,34,1
6070,32767,378,-244,83,-74,24144,20526,-4908,-200,57,-2
6276,32767,336,-289,73,-93,23928,20212,-4870,-176,28,-6
6308,32767,352,-251,64,-99,24050,19862,-4810,-102,-26,-18
6118,32767,460,-178,70,-85,24346,19954,-4948,-32,-27,-4
5988,32767,776,-76,82,-81,24272,20138,-5034,13,7,18
5936,32767,774,20,65,-62,24050,20426,-4928,49,20,13
6080,32767,402,72,65,-29,23874,20568,-4786,38,1,-2
6066,32767,368,132,81,-47,23942,20594,-4704,10,-30,-8
5760,32767,670,209,61,-60,24160,20406,-4816,-12,-50,-2
5564,32767,880,199,18,-35,24382,20296,-5124,-26,-46,-1
5518,32767,786,126,-23,-35,24456,20320,-5120,-42,-24,5
5712,32767,378,108,-40,-26,24128,20452,-4838,-53,4,3
5988,32767,118,114,-33,-18,23904,20458,-4706,-57,-3,-15
6076,32767,262,96,-4,-26,23856,20356,-4728,-71,-31,-17
5850,32767,570,91,-14,-17,24098,20168,-4830,-50,-50,-15
5644,32767,644,55,-34,-22,24430,20162,-5238,-2,-47,-5
5532,32767,496,43,-75,-17,24552,20282,-5402,55,-20,-1
5796,32767,70,93,-92,-10,24336,20562,-5216,96,17,-6
6052,32767,-234,166,-66,-7,24038,20766,-5050,89,24,0
6088,32767,-288,211,-46,-10,24070,20952,-4946,33,9,2
5920,32767,-40,215,-52,-14,24242,20648,-5074,-57,-1,-7
5866,32767,-186,151,-72,-23,24270,20282,-5108,-98,17,-12
5944,32767,-460,85,-77,-20,24230,20230,-5030,-98,31,-9
5930,32767,-390,89,-68,-19,24134,20314,-5046,-78,22,5
6046,32767,-420,72,-45,-31,24186,20498,-5038,-42,4,16
5946,32767,-302,64,-37,-22,24252,20548,-4978,-26,14,10
5956,32767,-458,50,-38,-23,24226,20620,-4870,-36,40,-2
6018,32767,-450,19,-23,-24,24116,20580,-4866,-96,52,4
5950,32767,-368,-35,-10,-30,24054,20156,-4886,-161,36,10
5794,32767,-286,-105,-9,-45,24124,19992,-4896,-107,14,12
5838,32767,-266,-133,-12,-56,24252,20216,-5004,-30,5,12
5860,32767,-68,-70,0,-60,24242,20422,-4962,2,12,23
5838,32767,94,-42,15,-53,24218,20376,-4784,-26,26,22
5742,32767,188,-29,25,-36,24164,20332,-4662,-68,17,13
5548,32767,320,17,3,-12,24172,20168,-4688,-73,-6,10
5486,32767,310,17,-40,-8,24298,20174,-4934,-34,-8,12
5710,32767,226,-19,-68,-8,24368,20456,-5082,4,22,12
5860,32767,102,-49,-69,-5,24170,20542,-4854,-23,26,14
6078,32767,-228,-70,-51,-16,24046,20552,-4650,-58,7,9
6026,32767,-302,-63,-22,-22,24182,20482,-4690,-85,-13,-3
5874,32767,-100,-9,-9,-26,24220,20324,-4786,-96,2,-11
5782,32767,98,38,-2,-38,24260,20254,-4876,-94,24,-9
5672,32767,424,42,-7,-36,24152,20268,-4996,-69,26,8
5570,32767,414,52,-31,-26,23960,20176,-4916,-34,21,13
5666,32767,36,20,-51,-19,23944,20278,-4814,-15,-1,2
5852,32767,-186,-7,-35,-16,24120,20526,-4926,-26,-19,8
5638,32767,54,5,-26,-12,24248,20486,-4854,-52,-14,8
5468,32767,242,-33,-46,-11,24266,20362,-4822,-64,-1,5
5576,32767,-2,-43,-61,-11,24284,20234,-4716,-60,2,5
5664,32767,-96,22,-60,-8,24254,20268,-4682,-46,4,3
5684,32767,52,62,-56,-11,24260,20306,-4722,-38,7,7
5722,32767,146,52,-49,-7,24280,20360,-4966,-49,13,4
5780,32767,-18,37,-50,-13,24228,20410,-4814,-45,21,0
5762,32767,64,36,-51,-16,24194,20452,-4794,-43,18,6
5758,32767,38,38,-49,-6,24198,20394,-4796,-68,19,6
5642,32767,56,27,-59,-11,24220,20286,-4768,-67,24,-4
5700,32767,-112,-4,-65,-11,24276,20272,-4856,-62,21,-6
5752,32767,-108,-23,-58,-16,24240,20188,-4778,-78,34,1
5692,32767,-26,-37,-53,-22,24078,20168,-4614,-82,31,6
5756,32767,12,-40,-54,-23,24014,20122,-4532,-58,10,6
5726,32767,20,-13,-60,-14,24228,20322,-4734,-30,-9,10
5694,32767,202,22,-56,-14,24352,20282,-4740,-33,0,9
5616,32767,68,32,-64,-17,24348,20252,-4682,-30,11,8
5658,32767,36,23,-58,-5,24226,20278,-4644,-49,23,7
5678,32767,4,12,-52,-13,24150,20208,-4608,-49,29,6
5742,32767,124,1,-54,-15,24144,20336,-4740,-23,17,10
5718,32767,140,-17,-63,-11,24222,20392,-4764,-24,7,4
5756,32767,26,-24,-61,-13,24246,20374,-4550,-39,7,-2
5700,32767,8,-8,-47,-11,24314,20210,-4638,-51,11,-1
5574,32767,166,32,-58,-1,24222,20004,-4760,-43,33,-1
5642,32767,82,56,-72,-5,24150,20092,-4678,-6,32,6
5784,32767,84,63,-66,-6,24082,20316,-4672,24,19,14
5798,32767,42,55,-56,2,24200,20478,-4666,11,6,13
5666,32767,-82,35,-51,-9,24294,20430,-4666,-26,7,8
5652,32767,74,32,-56,-8,24404,20338,-4760,-51,26,2
5652,32767,72,36,-66,1,24246,20262,-4716,-60,55,1
5712,32767,-6,36,-68,-4,24092,20206,-4622,-48,55,3
5814,32767,-180,23,-60,-6,24096,20306,-4518,-10,12,4
5762,32767,-112,19,-51,-8,24202,20250,-4574,-17,2,-1
5650,32767,104,24,-46,-9,24314,20170,-4740,-20,21,0
5592,32767,104,30,-59,-9,24168,20104,-4846,-18,40,3
5680,32767,54,36,-66,-5,24094,20162,-4830,1,41,4
5804,32767,12,39,-65,-4,24112,20378,-4714,19,18,10
5782,32767,-76,22,-53,-3,24224,20510,-4720,16,7,11
5616,32767,-16,18,-48,-5,24298,20468,-4654,-14,15,5
5680,32767,-84,23,-59,-5,24238,20372,-4704,-43,39,0
5632,32767,-140,49,-66,-1,24134,20262,-4648,-66,42,-5
5746,32767,-142,79,-66,0,24110,20238,-4658,-66,31,-3
5674,32767,58,70,-65,-1,24148,20142,-4606,-34,14,4
5648,32767,-14,37,-67,0,24248,20150,-4758,2,14,7
5672,32767,-100,6,-70,-9,24198,20214,-4792,13,29,5
5772,32767,-170,21,-68,-4,24144,20372,-4860,2,31,6
5872,32767,-170,31,-53,-8,24134,20482,-4756,-10,22,10
5756,32767,-48,30,-41,-10,24180,20462,-4676,-30,23,2
5636,32767,-94,19,-43,-8,24230,20384,-4640,-44,26,-1
5640,32767,-22,-1,-54,-10,24244,20158,-4782,-59,29,-1
5704,32767,-94,-8,-70,-12,24110,20096,-4678,-51,39,-5
5758,32767,-82,8,-53,-11,24008,20092,-4656,-18,28,1
5664,32767,44,32,-51,-8,24068,20274,-4796,14,3,11
5698,32767,10,41,-60,-8,24264,20394,-4850,23,-1,13
5686,32767,4,36,-57,-7,24264,20408,-4758,2,13,13
5678,32767,-86,37,-57,-1,24188,20376,-4752,-28,29,7
5714,32767,-248,40,-62,-1,24128,20346,-4812,-48,37,4
5724,32767,-196,45,-62,-5,24044,20316,-4874,-53,31,8
5774,32767,-130,39,-57,-5,24084,20314,-4718,-53,16,9
5736,32767,-174,-8,-56,-12,24180,20338,-4612,-45,5,12
5650,32767,-68,-4,-53,-8,24258,20306,-4710,-49,12,10
5596,32767,-38,15,-68,-3,24230,20206,-4768,-45,28,8
5732,32767,-116,17,-69,-4,24194,20112,-4878,-6,21,13
5770,32767,-76,21,-63,-5,24228,20190,-4884,25,14,17
5740,32767,-202,17,-53,-5,24148,20500,-4794,24,22,20
5744,32767,-124,23,-48,-5,24122,20658,-4596,-22,29,16
5786,32767,-226,26,-56,-1,24082,20576,-4478,-83,27,8
5746,32767,-238,0,-54,-15,24108,20204,-4648,-117,15,0
5708,32767,-134,-10,-55,-9,24182,19992,-4926,-82,4,-3
5574,32767,-36,-27,-50,-11,24298,19988,-4932,-29,7,6
5616,32767,84,-30,-49,-14,24176,20196,-4688,2,22,23
5708,32767,20,-27,-52,-8,23992,20400,-4434,5,23,24
5736,32767,-138,-12,-55,-9,24058,20388,-4602,-12,-5,8
5752,32767,-158,24,-51,-8,24260,20248,-4810,-29,-13,0
5624,32767,-10,41,-53,-4,24394,20180,-5032,-17,10,6
5636,32767,112,19,-52,-9,24274,20312,-4960,4,31,21
5618,32767,0,0,-63,-3,24070,20528,-4632,-1,34,26
5772,32767,-250,33,-64,3,24024,20622,-4374,-52,12,17
5738,32767,-278,42,-46,-4,24208,20424,-4392,-103,-11,2
5602,32767,-184,44,-55,-4,24488,20116,-4742,-105,-8,-8
5570,32767,10,22,-68,-6,24472,19950,-4810,-58,44,3
5632,32767,54,-12,-79,-11,24140,20100,-4682,-7,59,17
5814,32767,6,-45,-83,-7,23840,20238,-4370,16,37,22
5946,32767,-298,-46,-64,-6,23888,20326,-4498,8,-12,10
5764,32767,-168,6,-41,-14,24262,20346,-4844,-4,-31,5
5606,32767,140,44,-45,-9,24440,20318,-4882,-16,3,9
5558,32767,228,55,-57,-5,24252,20322,-4760,-21,43,16
5596,32767,76,31,-64,-1,24030,20300,-4694,-16,43,18
5750,32767,-168,31,-65,6,24126,20404,-4674,-26,3,14
5720,32767,-210,43,-55,7,24316,20326,-4704,-34,0,15
5696,32767,-154,63,-53,0,24352,20320,-4824,-42,14,18
5708,32767,-146,60,-63,2,24328,20238,-4778,-44,27,20
5810,32767,-360,39,-58,-2,24226,20312,-4708,-28,30,21
5784,32767,-202,12,-42,-6,24220,20318,-4544,-34,29,16
5704,32767,-138,-28,-46,-5,24202,20374,-4556,-49,17,9
5700,32767,-156,-41,-56,-12,24282,20274,-4708,-51,6,2
5744,32767,-68,-26,-64,-10,24386,20220,-4838,-33,21,6
5738,32767,-36,-12,-56,-7,24276,20206,-4740,-17,31,11
5706,32767,54,1,-55,-5,24190,20256,-4648,-1,26,12
5790,32767,-142,3,-54,-6,24136,20458,-4684,6,15,9
5732,32767,-162,46,-48,-3,24122,20510,-4640,-24,11,5
5688,32767,-66,53,-56,-2,24226,20428,-4744,-59,14,6
5654,32767,-52,46,-64,-5,24308,20258,-4764,-58,16,8
5688,32767,-94,30,-68,0,24254,20124,-4744,-44,26,7
5760,32767,-270,15,-62,-9,24148,20132,-4666,-38,33,16
5800,32767,-244,29,-50,-7,24058,20360,-4618,-14,8,17
5726,32767,-166,37,-47,-8,24250,20512,-4604,-25,-7,13
5576,32767,-112,4,-47,-12,24386,20396,-4666,-57,1,13
5530,32767,-78,-19,-59,-9,24416,20116,-4702,-71,19,8
5714,32767,-158,-28,-70,-7,24298,20038,-4656,-52,31,7
5800,32767,-190,-19,-59,-10,24152,20062,-4734,-21,28,12
5766,32767,-12,4,-52,-5,24106,20264,-4694,7,14,17
5722,32767,44,15,-56,-7,24192,20572,-4694,3,8,20
5728,32767,14,34,-64,0,24278,20532,-4538,-65,16,11
5700,32767,-212,34,-66,2,24282,20256,-4550,-88,17,3
5752,32767,-250,25,-60,-2,24362,19962,-4730,-82,22,4
5614,32767,-82,28,-59,-4,24296,19922,-4662,-41,25,9
5662,32767,0,18,-71,-4,24300,20074,-4668,17,20,12
5794,32767,-106,13,-71,-3,24278,20404,-4626,33,17,19
5812,32767,-102,11,-61,-3,24256,20500,-4702,6,12,17
5794,32767,-148,-2,-57,-4,24300,20430,-4740,-27,11,7
5740,32767,-194,6,-54,-4,24292,20268,-4616,-56,21,7
5690,32767,-82,34,-51,-2,24224,20262,-4512,-49,25,9
5776,32767,-80,27,-59,-9,24222,20228,-4474,-39,20,5
5726,32767,-70,13,-55,-6,24298,20224,-4542,-34,16,5
5654,32767,-118,8,-70,-5,24308,20164,-4686,-24,25,6
5716,32767,-88,16,-72,-5,24292,20198,-4814,-12,27,7
5806,32767,-170,21,-68,-5,24194,20224,-4726,9,25,13
5874,32767,-142,23,-51,-8,24216,20380,-4726,20,8,17
5768,32767,-72,26,-42,-7,24286,20442,-4572,-34,14,8
5698,32767,-160,23,-52,-5,24296,20368,-4626,-62,30,5
5784,32767,-128,13,-53,-10,24252,20252,-4694,-65,32,5
5670,32767,-70,-2,-62,-8,24224,20206,-4708,-61,28,5
5686,32767,-76,-1,-63,-7,24184,20132,-4616,-35,18,9
5756,32767,-170,-4,-53,-14,24272,20214,-4662,-9,9,14
5708,32767,-88,26,-57,-2,24320,20364,-4592,-13,8,13
5718,32767,-120,26,-55,-9,24320,20348,-4526,-25,21,9
5650,32767,-30,11,-58,-9,24260,20238,-4696,-23,29,5
5710,32767,-102,-2,-64,-2,24282,20252,-4704,-19,30,7
5752,32767,-120,-6,-64,-6,24218,20292,-4528,-24,26,9
5788,32767,-58,-1,-52,-7,24178,20248,-4434,-35,14,13
5724,32767,-114,4,-53,-6,24332,20160,-4590,-27,-6,6
5692,32767,-142,32,-55,-6,24490,20148,-4852,-1,2,4
5724,32767,18,50,-55,-7,24466,20246,-4800,14,32,11
5728,32767,46,42,-59,-1,24174,20364,-4648,19,46,17
5816,32767,-220,8,-57,-6,24068,20474,-4536,-2,29,16
5910,32767,-288,13,-46,-5,24298,20370,-4660,-37,-12,5
5748,32767,-188,29,-40,-6,24550,20288,-4924,-49,4,2
5606,32767,-248,28,-50,-10,24428,20170,-4850,-49,47,6
5732,32767,-126,31,-50,-12,24120,20224,-4712,-40,60,10
5808,32767,-96,32,-44,-5,24060,20336,-4602,-41,31,19
5758,32767,-154,39,-44,0,24230,20388,-4462,-58,-4,12
5650,32767,-206,18,-49,-8,24484,20264,-4624,-58,-10,7
5592,32767,-126,4,-59,-9,24620,20174,-4796,-49,18,3
5630,32767,-88,-1,-71,-10,24218,20122,-4676,-43,56,7
5778,32767,-94,-20,-67,-14,23988,20178,-4528,-15,34,9
5904,32767,-152,-23,-50,-9,24122,20308,-4634,9,-5,14
5748,32767,-66,-19,-43,-9,24338,20320,-4732,5,-15,15
5562,32767,42,2,-53,-8,24538,20358,-4790,7,7,13
5622,32767,-150,25,-72,-5,24392,20434,-4666,-4,38,10
5752,32767,-302,48,-62,-7,24132,20322,-4620,-38,46,13
5788,32767,-254,65,-50,0,24056,20300,-4644,-60,28,11
5736,32767,-126,47,-52,2,24278,20312,-4682,-52,5,6
5694,32767,-92,18,-55,-1,24394,20298,-4664,-51,6,7
5672,32767,-208,1,-60,-6,24428,20226,-4698,-49,16,10
5754,32767,-182,-15,-60,-9,24360,20160,-4666,-39,26,9
5696,32767,-104,-8,-55,-12,24252,20164,-4568,-26,23,7
5660,32767,24,8,-59,-10,24306,20192,-4648,-10,16,13
5708,32767,8,24,-65,0,24272,20300,-4708,7,7,18
5768,32767,-48,32,-66,0,24276,20404,-4730,6,8,19
5756,32767,-260,18,-65,1,24372,20496,-4684,-26,20,15
5800,32767,-318,15,-54,-2,24314,20370,-4588,-57,23,8
5762,32767,-190,39,-47,-2,24260,20294,-4622,-67,21,3
