elbow_0
Module: E0:5A:1B:76:00:58 (06)
t(us),ax,ay,az,gx,gy,gz,y,p,r
1484493,23776,4858,5158,-18,16,7,-0.171341,1.032486,0.323984
1500119,23802,4840,5066,-20,21,1,-0.174959,1.038505,0.328688
1515744,23782,4818,5068,-27,29,2,-0.176442,1.041396,0.331205
1531371,23702,4808,5136,-30,28,2,-0.179528,1.046993,0.335546
1546997,23760,4762,5110,-24,25,1,-0.182449,1.052454,0.340051
1562622,23748,4850,5114,-17,24,7,-0.183987,1.055113,0.342232
1578248,23726,4848,5080,-17,28,8,-0.187310,1.060460,0.346917
1593875,23748,4860,5124,-23,25,6,-0.189086,1.063035,0.348999
1609501,23784,4840,5134,-24,22,5,-0.192291,1.068230,0.353512
1625128,23764,4858,5098,-34,27,1,-0.193907,1.070773,0.355779
1640754,23754,4792,5114,-45,34,0,-0.196438,1.075604,0.360258
1656380,23724,4708,5088,-39,31,1,-0.197287,1.077873,0.362261
1672006,23694,4750,5194,-25,24,5,-0.199595,1.082535,0.366337
1687633,23732,4788,5130,-15,22,4,-0.202834,1.087120,0.370491
1703260,23740,4830,5058,-13,21,4,-0.204455,1.089485,0.372820
1718887,23808,4854,5148,-10,20,6,-0.207916,1.094034,0.377308
1734513,23842,4902,5122,-16,22,9,-0.209688,1.096267,0.379867
1750140,23814,4816,5176,-24,29,9,-0.212998,1.100668,0.384144
1765766,23778,4784,5108,-17,34,10,-0.214410,1.102684,0.386153
1781392,23696,4802,5226,-6,26,17,-0.217882,1.106842,0.390233
1797018,23766,4766,5036,5,22,14,-0.221644,1.110837,0.394349
1812644,23848,4852,5082,13,27,11,-0.223954,1.112910,0.396684
1828269,23766,4928,5144,10,35,6,-0.228555,1.116904,0.401506
1843895,23708,4874,5038,-9,41,-1,-0.230654,1.118654,0.403645
1859521,23582,4820,5160,-11,36,-1,-0.233977,1.122031,0.408523
1875147,23668,4804,5084,-12,23,0,-0.235410,1.123683,0.410692
1890773,23728,4886,5098,-16,28,-4,-0.238708,1.127357,0.415411
1906399,23700,4920,5096,-13,40,1,-0.240154,1.129090,0.417469
1922025,23606,4930,5176,-17,35,3,-0.243069,1.132179,0.421821
1937652,23632,4970,5114,-14,26,6,-0.246149,1.135321,0.426303
1953278,23718,4926,5132,-9,15,8,-0.247675,1.136956,0.428599
1968905,23798,4950,5062,-17,17,4,-0.251106,1.140401,0.433010
1984532,23762,4906,5094,-37,33,0,-0.252622,1.142022,0.435127
2000159,23674,4860,5096,-45,42,-1,-0.254274,1.144944,0.439078
2015786,23488,4806,4988,-48,30,-1,-0.255152,1.146339,0.440927
2031413,23538,4692,4982,-43,14,-1,-0.256522,1.149213,0.444416
2047039,23654,4780,5018,-15,-6,3,-0.258538,1.152620,0.448261
2062665,23896,4910,5104,-13,-8,1,-0.260297,1.154385,0.450655
2078291,23928,5086,5198,-28,6,1,-0.263777,1.157851,0.455655
2093918,23888,5162,5176,-44,22,2,-0.264854,1.159293,0.457701
2109545,23746,5042,5140,-63,20,2,-0.266081,1.161920,0.461655
2125172,23778,4860,5110,-71,6,7,-0.266378,1.163352,0.463569
2140798,23862,4786,5074,-66,9,7,-0.266816,1.166343,0.466797
2156425,23784,4738,5050,-56,29,3,-0.267076,1.167776,0.468270
2172050,23492,4722,5126,-54,33,-4,-0.267776,1.170294,0.471005
2187675,23528,4650,5178,-48,12,-1,-0.268180,1.172492,0.473925
2203301,23680,4644,5166,-46,6,-1,-0.268432,1.173731,0.475524
2218928,23784,4688,5160,-28,15,-1,-0.269743,1.176398,0.478622
2234555,23856,4758,5138,-2,20,2,-0.270726,1.177663,0.480681
2250182,23858,4806,5056,-4,26,-1,-0.273859,1.180016,0.484427
2265808,23740,4818,5118,-5,32,0,-0.275527,1.181127,0.486517
2281435,23646,4894,5108,-2,25,7,-0.278404,1.183154,0.490464
2297060,23632,4974,5080,-15,14,11,1.519897,-0.289913,-0.084460
2312685,23726,4976,4978,-32,7,12,-0.282727,1.186536,0.496033
2328311,23702,4942,5124,-59,3,7,-0.284334,1.188952,0.499692
2343938,23782,4764,5124,-81,6,0,-0.284456,1.190114,0.501106
2359564,23776,4644,5138,-72,10,0,-0.283567,1.192393,0.503951
2375190,23776,4580,5122,-56,12,-2,-0.283484,1.193494,0.505048
2390816,23804,4596,5232,-36,6,0,-0.283527,1.195655,0.507766
2406443,23906,4588,5174,-14,0,4,-0.284354,1.196850,0.509160
2422077,23978,4732,5180,18,14,4,-0.287109,1.199102,0.512833
2437704,23828,4916,5144,29,25,3,-0.291277,1.201051,0.516492
2453330,23600,4982,5046,21,22,9,-0.293485,1.201857,0.518825
2468956,23696,4976,5180,6,11,9,-0.297579,1.203634,0.522859
2484582,23866,4952,5106,-22,8,11,-0.299368,1.204530,0.524984
2500209,23928,4832,5102,-37,30,6,-0.300763,1.206302,0.528010
2515834,23756,4764,5084,-25,40,4,-0.301219,1.207091,0.528979
2531461,23790,4770,5200,-18,28,6,-0.302630,1.208465,0.531601
2547088,23820,4760,5194,-14,18,4,-0.303269,1.209216,0.532843
2562715,23848,4700,5088,1,27,1,-0.305365,1.210739,0.535800
2578342,23774,4702,4984,17,30,1,-0.308390,1.212265,0.538957
2593969,23662,4834,4998,28,23,5,-0.310284,1.212947,0.540668
2609595,23734,4926,5130,29,8,6,-0.314838,1.214547,0.544781
2625221,23850,5048,5124,16,2,5,-0.317008,1.215370,0.546991
2640848,23868,5124,5032,-6,16,10,-0.320426,1.216917,0.551152
2656474,23758,5190,5122,-36,29,9,-0.321771,1.217721,0.552667
2672100,23698,4952,5148,-67,24,10,-0.322034,1.218750,0.555371
2687727,23784,4768,5040,-74,17,6,-0.320724,1.220107,0.557096
2703353,23866,4630,5050,-62,18,3,-0.319808,1.220690,0.557937
2718979,23826,4640,5106,-35,22,6,-0.319233,1.222187,0.559458
2734605,23794,4748,5122,-7,20,8,-0.319527,1.222814,0.560310
2750231,23792,4842,5242,3,9,10,-0.321952,1.224282,0.562645
2765857,23852,4864,5096,-2,7,9,-0.323288,1.224890,0.564246
2781482,23932,4920,5052,-8,17,4,-0.325841,1.226333,0.567176
2797109,23816,4926,5096,-11,25,3,-0.326943,1.226986,0.569090
2812736,23764,4920,5122,-20,27,6,-0.328728,1.227996,0.571625
2828363,23760,4902,5090,-26,26,7,-0.329646,1.228882,0.573835
2843990,23790,4850,5194,-28,21,8,-0.329638,1.229372,0.574787
2859617,23796,4878,5214,-25,16,12,-0.330594,1.230456,0.576738
2875243,23832,4872,5076,-22,20,10,-0.331105,1.231037,0.577909
2890869,23890,4844,5094,-25,26,3,-0.332057,1.232018,0.580018
2906496,23840,4828,5042,-26,25,1,-0.332244,1.232465,0.581257
2922122,23798,4772,5114,-19,18,3,-0.333014,1.233485,0.583118
2937748,23850,4732,5140,-5,12,2,-0.334172,1.234421,0.585527
2953375,23854,4866,5080,5,15,4,-0.335392,1.235059,0.586947
2969002,23850,4970,5026,5,19,7,-0.337538,1.235995,0.589552
2984627,23838,5066,5114,2,21,7,-0.339219,1.236545,0.590946
3000254,23788,5006,5132,-15,20,5,-0.341070,1.237333,0.593888
3015880,23848,4902,5030,-24,16,7,-0.341728,1.237689,0.595124
3031507,23854,4852,5060,-21,21,5,-0.342253,1.238655,0.597240
3047133,23804,4904,5082,-16,22,7,-0.342762,1.239139,0.598346
3062758,23768,5002,5138,-19,22,6,-0.344020,1.239960,0.600389
3078385,23782,4962,5046,-43,25,2,-0.344198,1.240500,0.602136
3094011,23798,4876,5112,-51,23,1,-0.343883,1.240849,0.603219
3109637,23866,4774,5272,-37,17,8,-0.342716,1.241556,0.604396
3125263,23970,4792,5126,-16,18,5,-0.342580,1.241976,0.604713
3140889,23900,4866,5018,-1,28,5,-0.343436,1.242777,0.606382
3156515,23766,4952,5058,1,30,6,-0.345333,1.243377,0.608559
3172141,23746,5022,5146,-11,23,6,-0.346292,1.243669,0.609782
3187767,23814,5062,5128,-29,20,6,-0.346516,1.243915,0.610515
3203393,23834,5024,5116,-37,27,6,-0.346666,1.244549,0.612763
3219020,23730,4924,5112,-50,27,5,-0.345929,1.245064,0.614059
3234646,23866,4796,5064,-56,21,5,-0.344924,1.245247,0.614483
3250271,23882,4728,5054,-46,24,4,-0.343536,1.245991,0.615436
3265897,23888,4732,5144,-27,26,4,-0.343052,1.246278,0.615821
3281523,23854,4816,5152,-12,24,6,-0.342910,1.246882,0.616764
3297149,23852,4890,5174,3,19,8,-0.344213,1.247504,0.618301
3312775,23776,4922,5044,-14,26,5,-0.344989,1.247836,0.619277
3328401,23826,4904,5064,-25,28,5,-0.345954,1.248325,0.620868
3344028,23810,4962,5082,-18,23,7,-0.345445,1.248508,0.621390
3359654,23896,5032,5172,-12,13,11,-0.346455,1.249082,0.623128
3375284,23950,5078,5152,-30,19,9,-0.346726,1.249410,0.624026
3390911,23922,4948,5176,-66,38,4,-0.345932,1.249833,0.625224
3406537,23812,4740,5084,-73,58,2,-0.344142,1.249970,0.625163
3422164,23660,4654,5136,-52,53,11,-0.340384,1.249888,0.624074
3437791,23868,4644,5114,9,16,21,-0.339453,1.249975,0.623442
3453417,24066,4790,5030,35,6,14,-0.341288,1.250821,0.623907
3469043,24010,5000,5152,35,26,7,-0.345744,1.251736,0.626495
3484669,23796,5102,5184,20,47,7,-0.347530,1.251983,0.627524
3500296,23612,5182,5158,0,53,6,-0.349623,1.251865,0.628940
3515923,23630,5030,5102,-34,46,0,-0.349725,1.251729,0.629672
3531549,23762,4796,5002,-36,35,2,-0.347966,1.251541,0.630327
3547176,23844,4796,5008,-12,31,5,-0.347451,1.251722,0.630860
3562803,23766,4810,5108,10,30,7,-0.348478,1.252107,0.632011
3578430,23676,4952,5176,29,26,13,-0.351065,1.252498,0.633426
3594055,23632,5156,5012,13,21,9,-0.352625,1.252685,0.634312
3609681,23752,5130,4974,-39,30,5,-0.354561,1.253078,0.636584
3625308,23708,4992,5130,-68,43,3,-0.353698,1.253125,0.637164
3640934,23722,4772,5102,-55,38,6,-0.349760,1.253047,0.637006
3656560,23838,4722,5086,-19,18,11,-0.348785,1.253233,0.636855
3672186,23932,4754,5058,9,15,15,-0.349551,1.253885,0.637160
3687811,23880,4962,5114,22,29,17,-0.352585,1.254595,0.638573
3703437,23724,5088,5104,14,28,14,-0.353596,1.254694,0.639233
3719064,23814,5144,5054,-9,21,10,-0.355659,1.254977,0.640700
3734690,23828,5110,5082,-36,27,6,-0.356075,1.255085,0.641612
3750317,23692,5008,5154,-45,33,6,-0.354692,1.255309,0.642745
3765944,23672,4890,5136,-41,32,6,-0.353685,1.255390,0.642718
3781570,23678,4970,5070,-29,26,9,-0.352075,1.255480,0.642944
3797197,23706,4974,5118,-25,18,15,-0.351871,1.255706,0.643307
3812823,23788,5064,5122,-18,12,13,-0.351912,1.256169,0.644462
3828449,23848,5078,5110,-28,15,14,-0.352235,1.256773,0.645925
3844077,23850,5018,5164,-43,20,4,-0.351670,1.256866,0.646329
3859703,23820,4942,5060,-37,13,10,-0.350408,1.257266,0.647164
3875330,23774,5024,5086,-30,24,11,-0.349908,1.257547,0.647601
3890957,23746,4950,5118,-50,30,4,-0.348888,1.257807,0.648221
3906584,23742,4818,5074,-55,21,-1,-0.347525,1.257859,0.648115
3922210,23760,4802,5090,-35,16,-1,-0.345106,1.258067,0.648749
3937836,23778,4870,5222,-22,14,3,-0.344808,1.258301,0.649465
3953462,23868,5046,5248,6,11,6,-0.344230,1.258571,0.650520
3969088,23860,5116,5104,-1,21,3,-0.345943,1.258809,0.652545
3984714,23838,5040,5112,-26,32,1,-0.346484,1.258988,0.653282
4000339,23728,4958,5196,-37,38,-7,-0.345113,1.258803,0.654374
4015966,23672,4960,5178,-29,34,-6,-0.344250,1.258752,0.654473
4031592,23716,4932,5084,-20,27,-7,-0.342678,1.258594,0.655558
4047218,23746,4882,5038,-13,16,-8,-0.342270,1.258553,0.656089
4062845,23838,4904,5066,-8,12,-6,-0.342624,1.258820,0.658284
4078472,23878,4964,5148,-8,19,-3,-0.343084,1.259181,0.660024
4094099,23874,4972,5090,-6,27,-2,-0.343262,1.259225,0.660797
4109724,23846,5022,5026,-15,31,-2,-0.343660,1.259222,0.661844
4125349,23718,4948,5068,-31,30,-4,-0.343294,1.259264,0.662530
4140976,23692,4868,5164,-34,23,-2,-0.342056,1.259255,0.663315
4156602,23758,4854,5096,-15,19,5,-0.341468,1.259345,0.663729
4172227,23798,4860,5072,-11,21,3,-0.341752,1.259660,0.664704
4187854,23768,4978,5114,-13,29,6,-0.341468,1.259694,0.665045
4203481,23748,4976,5110,-19,24,8,-0.341445,1.259889,0.665437
4219106,23702,5008,5210,-19,17,11,-0.341119,1.260014,0.666282
4234733,23796,4980,5078,-22,24,11,-0.341181,1.260202,0.666328
4250358,23746,4960,5108,-20,25,14,-0.340409,1.260422,0.666629
4265984,23812,5012,5090,-19,23,16,-0.340693,1.260562,0.666948
4281611,23788,4980,5086,-31,24,16,-0.340024,1.260880,0.666791
4297237,23806,4964,5194,-28,17,14,-0.339757,1.261018,0.667023
4312864,23834,4986,5154,-27,25,13,-0.338798,1.261369,0.667211
4328491,23784,5016,5164,-27,35,13,-0.338245,1.261368,0.667123
4344116,23728,4878,5082,-25,23,9,-0.336913,1.261413,0.666676
4359742,23834,4882,5030,-11,18,11,-0.336699,1.261739,0.666956
4375367,23832,4984,5170,-1,23,11,-0.337026,1.261962,0.667435
4390993,23848,5022,5080,-4,24,9,-0.337866,1.262104,0.667844
4406620,23792,5046,5110,-8,22,12,-0.338046,1.262146,0.668626
4422246,23816,5066,5156,-12,25,11,-0.338374,1.262368,0.669106
4437873,23728,5082,5092,-23,30,8,-0.338285,1.262375,0.669457
4453500,23712,5072,5106,-29,31,9,-0.337440,1.262407,0.669715
4469125,23762,4996,5112,-26,21,7,-0.336264,1.262389,0.670159
4484751,23812,5026,5066,-34,21,5,-0.335990,1.262527,0.670395
4500378,23712,5008,5154,-33,31,3,-0.334264,1.262612,0.670643
4516004,23674,4928,5186,-22,25,3,-0.333371,1.262561,0.670743
4531631,23788,4972,5080,-16,14,6,-0.332656,1.262551,0.671625
4547258,23812,5006,4998,-13,15,10,-0.332983,1.262773,0.672109
4562885,23800,5048,5104,-18,22,5,-0.332698,1.263083,0.673019
4578511,23792,5108,5204,-29,24,2,-0.332648,1.263172,0.673530
4594138,23856,5064,5168,-37,16,4,-0.331365,1.263159,0.674328
4609763,23808,4994,5148,-39,15,5,-0.329328,1.263276,0.674925
4625388,23836,4958,5060,-50,21,2,-0.328709,1.263363,0.675351
4641015,23804,4984,4996,-48,31,4,-0.325579,1.263388,0.675262
4656640,23740,4928,5132,-39,28,3,-0.324441,1.263385,0.675088
4672265,23702,4954,5100,-28,15,3,-0.322674,1.263469,0.675340
4687892,23812,4976,5136,-24,5,3,-0.322045,1.263556,0.675766
4703518,23890,4978,5062,-28,13,2,-0.321209,1.263946,0.676759
4719145,23790,5002,5082,-32,30,2,-0.319663,1.263981,0.677285
4734772,23752,5056,5140,-33,28,2,-0.318793,1.264011,0.677546
4750399,23742,5030,5168,-37,17,1,-0.317197,1.263963,0.677910
4766025,23782,4984,5070,-38,13,2,-0.316324,1.263994,0.678171
4781652,23834,4994,5148,-37,14,3,-0.314464,1.264165,0.678942
4797278,23820,4898,5086,-40,25,-1,-0.313350,1.264245,0.678930
4812904,23802,4852,5112,-40,27,-1,-0.310970,1.264221,0.679203
4828530,23752,4912,5166,-30,19,0,-0.310039,1.264274,0.679197
4844156,23804,4920,5148,-31,14,-2,-0.308506,1.264391,0.679888
4859783,23848,4936,5150,-28,22,-4,-0.306925,1.264425,0.680417
4875408,23808,4940,5076,-33,24,-6,-0.306040,1.264454,0.680678
4891035,23804,4960,5116,-37,26,-4,-0.303835,1.264299,0.681059
4906662,23792,4954,5086,-33,20,0,-0.302904,1.264247,0.681157
4922289,23898,4906,5060,-26,18,2,-0.301112,1.264412,0.681578
4937914,23778,4962,5074,-32,26,0,-0.300795,1.264548,0.681824
4953539,23758,4992,5132,-38,33,-4,-0.298923,1.264444,0.682019
4969166,23798,5062,5200,-22,36,0,-0.297639,1.264340,0.682301
4984793,23980,5020,5336,7,77,-1,-0.296085,1.264099,0.682250
5000419,24186,5122,5484,34,151,-11,-0.295443,1.262823,0.680496
5016045,24128,5374,5562,97,229,-25,-0.295910,1.261571,0.678668
5031672,23692,5540,5280,103,268,-29,-0.298062,1.257428,0.674566
5047298,23270,5416,4724,-38,253,-36,-0.298491,1.255018,0.672499
5062924,23112,5042,4630,-181,184,-31,-0.289730,1.251050,0.666998
5078550,23282,4676,5070,-172,119,-23,-0.281607,1.249793,0.663994
5094175,23652,4724,5328,-64,126,-13,-0.269881,1.248338,0.659092
5109801,23660,4848,5072,-58,184,-3,-0.263539,1.246586,0.654491
5125428,23322,4910,4868,-80,205,5,-0.260615,1.245473,0.651305
5141055,23002,4948,4912,-94,162,13,-0.253320,1.243018,0.644703
5156681,23018,4808,5032,-121,86,14,-0.249804,1.242365,0.642028
5172307,23428,4506,5108,-119,49,5,-0.241785,1.242010,0.638251
5187934,23674,4430,5200,-93,81,-8,-0.238348,1.242040,0.637140
5203560,23574,4634,5162,-63,140,5,-0.232201,1.241556,0.633750
5219186,23316,4852,4996,-40,180,17,-0.230151,1.240862,0.630957
5234812,22870,4942,4898,-102,151,-9,-0.226203,1.238987,0.625472
5250438,22934,4722,5074,-144,87,-20,-0.218084,1.237426,0.622101
5266064,23184,4504,5020,-129,67,-20,-0.213129,1.237037,0.621270
5281690,23344,4342,5154,-93,85,-17,-0.204852,1.236770,0.618901
5297316,23246,4366,5110,-29,103,-3,-0.201959,1.236439,0.617586
5312943,23106,4652,5102,70,103,11,-0.201596,1.235921,0.615712
5328569,22966,4802,5038,79,85,13,-0.204724,1.235699,0.615818
5344195,22934,4920,5134,41,62,7,-0.210292,1.235437,0.616535
5359821,23034,4986,5136,35,52,14,-0.213945,1.235451,0.618036
5375447,23088,5032,4982,23,62,12,-0.215762,1.235511,0.618441
5391076,22984,4994,4880,-14,69,2,-0.217748,1.235520,0.619679
5406703,22954,4872,4984,-56,61,-9,-0.217610,1.235342,0.619975
5422330,22928,4700,5082,-68,52,-9,-0.214456,1.235282,0.620283
5437956,22934,4598,5018,-51,44,-8,-0.212464,1.235231,0.620194
5453582,23028,4522,5014,-27,38,-11,-0.210146,1.235407,0.620438
5469209,23024,4574,5034,12,32,-8,-0.209974,1.235692,0.620914
5484835,23044,4736,5026,44,31,4,-0.212208,1.236202,0.622738
5500461,23024,4784,5108,61,36,3,-0.216955,1.236744,0.625064
5516087,22938,4864,5026,65,36,1,-0.219652,1.236931,0.626100
5531713,22952,4874,5056,55,36,-1,-0.225457,1.237194,0.629017
5547340,22946,4886,4952,32,40,-3,-0.227661,1.237342,0.630547
5562967,22906,4924,5042,25,35,-5,-0.230858,1.237586,0.632714
5578593,22968,4958,5048,36,28,-3,-0.232076,1.237637,0.633610
5594219,23004,4964,5082,34,31,-5,-0.235944,1.237928,0.636590
5609845,23020,4950,4926,17,45,-8,1.554414,-0.293565,-0.085331
5625471,22900,4934,5032,8,51,-12,-0.239720,1.238123,0.640007
5641096,22828,4934,5062,9,39,-6,-0.240742,1.237982,0.641770
5656723,22884,4910,5030,31,25,-1,-0.241912,1.238134,0.642557
5672349,22964,4874,4998,51,17,-4,-0.245575,1.238467,0.645287
5687975,23026,4940,5030,58,23,-5,-0.247841,1.238695,0.646972
5703602,22966,5006,5046,71,29,-1,-0.253399,1.239170,0.650267
5719229,22810,5088,5090,74,24,0,-0.256467,1.239277,0.651581
5734856,22890,5118,5094,56,4,-5,-0.262488,1.239655,0.655404
5750482,22992,5074,5020,60,3,-9,-0.267650,1.240166,0.659358
5766109,23118,5118,4952,67,11,-10,-0.270575,1.240349,0.661728
5781735,23058,5088,4986,58,9,-6,-0.276313,1.240857,0.665784
5797361,22998,5048,4982,46,2,-1,-0.279026,1.241084,0.667902
5812988,22984,5002,5094,68,-4,-3,-0.283839,1.241766,0.671519
5828614,23010,5184,5098,106,-5,4,-0.287464,1.242230,0.673608
5844241,23022,5260,5118,136,2,11,-0.296790,1.242875,0.678531
5859868,23094,5404,5018,142,6,13,-0.302356,1.243205,0.680673
5875494,23066,5356,4922,112,-3,12,-0.313754,1.243686,0.685658
5891121,23022,5286,5030,109,-17,12,-0.323659,1.244511,0.690755
5906747,23098,5388,5132,134,-13,11,-0.328400,1.244972,0.693052
5922372,23062,5594,5116,144,6,9,-0.339551,1.245663,0.698454
5937998,23072,5622,5056,115,19,11,-0.345133,1.245754,0.701151
5953625,23058,5580,4970,86,15,13,-0.353442,1.245890,0.705366
5969251,23106,5512,4994,70,4,9,-0.357277,1.246022,0.707214
5984878,23230,5470,5098,67,-13,9,-0.363427,1.246548,0.711207
6000505,23268,5564,5140,91,-1,7,-0.369900,1.247123,0.715041
6016130,23250,5616,5158,102,25,5,-0.373769,1.247357,0.716805
6031756,23198,5586,4940,112,44,10,-0.381141,1.247159,0.720221
