ax,ay,az,gx,gy,gz,ax,ay,az,gx,gy,gz,ax,ay,az,gx,gy,gz
32767,32116,1034,-1,-131,32,22808,23112,-1002,-11,-34,46,9420,9394,-6902,-17,84,-49
32767,31966,1092,-38,-130,34,22680,23096,-828,-25,-47,42,9456,9268,-6942,3,66,-50
32767,32004,1152,-50,-151,34,23142,22966,-784,-37,-77,37,9580,9246,-6918,28,65,-52
32767,32046,1092,-53,-183,34,23416,22872,-960,-37,-70,32,9492,9370,-6914,59,81,-48
32767,32028,1172,-63,-201,30,23286,22762,-990,-32,-49,26,9224,9536,-6924,90,97,-43
32767,31902,1456,-63,-187,42,23038,22820,-1216,-22,-50,24,9064,9650,-6952,107,87,-41
32767,31954,1556,-57,-192,37,23130,22872,-1380,-9,-51,22,9114,9734,-6934,97,62,-44
32767,31904,2126,-56,-185,34,23230,22904,-1438,7,-40,16,9384,9726,-6796,65,43,-46
32767,31962,2112,-66,-174,34,23158,22962,-1498,10,-12,11,9464,9762,-6740,43,47,-36
32767,31932,1756,-91,-147,11,23098,23042,-1524,2,0,11,9386,9708,-6830,35,55,-20
32767,31850,1690,-121,-120,21,23132,23130,-1544,-27,-1,-2,9322,9666,-6864,29,55,-20
32767,31798,1638,-111,-97,27,23096,23176,-1420,-43,-8,-11,9230,9726,-7038,11,55,-32
32767,31640,1432,-87,-83,32,23062,23014,-1430,-64,-22,-1,9242,9692,-7146,-19,56,-41
32767,31728,1266,-42,-89,29,23166,22916,-1414,-39,-19,4,9310,9646,-7226,-47,58,-49
32767,32192,1230,-49,-93,32,23044,22846,-1376,-7,-19,15,9474,9512,-7218,-68,61,-59
32767,32148,1170,-101,-86,33,22906,22928,-1284,11,-34,22,9570,9396,-7294,-83,69,-60
32767,31984,1446,-134,-115,36,22970,22924,-1264,25,-47,22,9512,9330,-7344,-84,85,-53
32767,31754,1626,-118,-131,33,23020,22988,-1138,27,-59,25,9300,9226,-7240,-70,100,-48
32767,31864,1622,-92,-139,34,22966,22942,-1074,51,-70,17,9232,9186,-7182,-45,92,-50
32767,31880,1670,-62,-118,37,22770,22974,-956,38,-92,5,9248,9186,-7114,-2,70,-47
32767,32106,1686,-41,-116,27,22766,22924,-812,41,-124,19,9322,9188,-7158,37,60,-36
32767,32280,1794,-54,-117,19,22988,22940,-856,68,-141,42,9298,9168,-7222,58,68,-38
32767,32202,1822,-86,-117,15,23102,23164,-966,104,-148,61,9236,9260,-7226,67,73,-43
32767,31946,1916,-107,-102,10,23204,23298,-1226,112,-134,65,9152,9350,-7224,72,58,-41
32767,31406,1832,-55,-72,13,23236,23356,-1216,82,-122,54,9280,9424,-7208,85,45,-30
32767,31618,1984,0,-37,6,23248,23390,-1432,36,-116,38,9198,9394,-7100,61,60,-25
32767,31750,2328,20,28,1,23222,23222,-1464,-2,-100,25,9124,9362,-7058,32,62,-28
32767,31938,2556,38,59,-5,23184,23022,-1652,-28,-86,17,8928,9374,-7096,15,43,-28
32767,32300,2342,32,76,-5,23120,22956,-1652,-27,-78,13,8944,9378,-6984,24,9,-18
32767,32336,2074,-11,87,-6,23284,22850,-1694,1,-79,6,9176,9474,-7136,30,-19,-8
32767,32320,1828,-59,97,-13,23402,23028,-1636,40,-69,-4,9348,9438,-7250,17,-14,-2
32767,32006,1798,-114,95,-18,23334,23230,-1610,51,-55,-7,9412,9464,-7336,-4,4,-3
32767,31816,1468,-112,80,-14,23132,23310,-1524,46,-46,-5,9330,9432,-7346,-34,11,-9
32767,31614,1350,-107,73,-9,23138,23348,-1368,42,-50,-4,9308,9240,-7396,-76,12,-23
32767,31560,1216,-92,60,-1,23350,23414,-1278,53,-58,-2,9368,9094,-7448,-92,17,-29
32767,31624,1194,-52,39,2,23464,23554,-1244,50,-37,4,9376,9020,-7404,-81,25,-27
32767,31854,1040,-44,15,8,23362,23670,-1166,54,-23,7,9372,8998,-7324,-46,26,-19
32767,31918,982,-49,-6,15,23164,23658,-1198,53,-20,1,9314,9048,-7316,-5,26,-11
32767,31768,1230,-48,-27,10,23158,23530,-1216,29,-32,8,9204,9040,-7386,31,28,-10
32767,31956,1334,-40,-57,3,23196,23476,-1216,39,-51,19,9238,9148,-7282,48,26,-13
32767,32188,1376,-32,-75,-3,23224,23454,-1310,28,-54,22,9194,9306,-7262,58,22,-3
32767,32208,1400,-29,-73,-3,23140,23260,-1298,16,-51,25,9134,9430,-7190,88,12,24
32767,32230,1464,-23,-74,3,23124,23192,-1266,24,-58,13,9290,9594,-7288,97,2,40
32767,32142,1674,-5,-67,2,23184,23110,-1320,29,-45,0,9424,9626,-7414,76,8,45
32767,32280,1774,9,-62,-9,23196,23000,-1432,41,-49,0,9420,9560,-7422,22,29,43
32767,32296,1890,-9,-58,-21,23194,23122,-1384,81,-64,-7,9234,9564,-7350,-31,44,35
32767,32422,1838,-10,-44,-27,23270,23244,-1426,108,-66,-6,9182,9506,-7286,-69,43,36
32767,32370,1834,-47,-9,-28,23326,23376,-1412,110,-50,6,9182,9476,-7276,-95,35,38
32767,31836,1820,-102,-5,-35,23288,23468,-1538,117,-45,7,9236,9306,-7226,-109,30,29
32767,31564,1626,-80,-7,-39,23276,23580,-1590,116,-40,-4,9258,9162,-7190,-103,25,27
32767,31332,1478,-27,-14,-24,23316,23730,-1586,93,-48,-1,9358,8988,-7192,-61,26,26
32767,31338,1556,45,-21,-13,23318,23690,-1548,64,-39,0,9184,8978,-7192,-16,24,23
32767,31660,1496,102,-18,-10,23326,23510,-1678,46,-37,-7,9094,9038,-7184,20,4,19
32767,32164,1498,111,-14,-8,23344,23506,-1686,68,-31,-11,9266,9134,-7258,55,-16,16
32767,32320,1516,75,-20,-6,23334,23732,-1656,67,-25,-12,9410,9192,-7276,79,-16,16
32767,32258,1536,31,-36,-8,23136,23808,-1646,52,-17,-8,9456,9406,-7258,86,-3,15
32767,31972,1454,9,-53,-5,23018,23744,-1392,3,-34,-10,9464,9440,-7328,85,7,12
32767,32058,1488,34,-69,1,23248,23476,-1458,-12,-32,-22,9392,9506,-7318,72,15,5
32767,32078,1522,53,-71,3,23266,23224,-1418,7,-39,-24,9316,9556,-7370,41,35,-1
32767,32216,1468,60,-92,-5,23238,23206,-1314,5,-32,-51,9306,9576,-7306,15,39,-1
32767,32466,1386,51,-114,-18,23140,23578,-1430,74,-25,-25,9312,9518,-7322,-15,40,0
32767,32558,1280,15,-131,-25,22886,23680,-1230,44,-57,10,9344,9380,-7372,-40,43,-4
32767,32234,1530,-25,-122,-36,23246,23704,-1196,31,-71,-29,9278,9170,-7394,-38,55,-10
32767,31968,1792,-24,-112,-41,23396,23776,-1304,25,-63,-36,9180,9242,-7304,-18,58,-18
32767,31608,1954,25,-111,-41,23194,23730,-1290,4,-50,-31,9166,9334,-7206,1,44,-14
32767,31814,1594,72,-144,-150,23024,23710,-1458,12,-51,-39,9080,9266,-7148,3,30,-13
32767,32372,1632,102,-147,14,23114,23662,-1422,-9,-67,-46,9146,9210,-7270,23,11,-17
32767,32420,1918,76,-116,-31,23140,23730,-1414,-12,-69,-29,9262,9226,-7244,46,5,-18
32767,32192,2092,66,-109,-71,23234,23652,-1570,-19,-75,-13,9226,9358,-7278,68,15,-16
32767,31952,1990,91,-94,-41,23382,23650,-1500,-15,-74,-22,9096,9538,-7272,74,18,-10
32767,32346,1806,104,-63,-49,23358,23616,-1468,-21,-67,-34,9060,9638,-7214,58,4,-3
32767,32512,1844,78,-49,-42,23214,23698,-1462,-5,-52,-35,9340,9592,-7288,25,-12,-3
32767,32526,2020,22,-38,-49,23130,23582,-1502,-29,-46,-21,9432,9426,-7388,-17,6,-10
32767,32706,2100,-37,-35,-34,23184,23638,-1304,-20,-72,-21,9358,9340,-7250,-50,29,-21
32767,32454,1990,-60,-14,-40,23224,23696,-1380,-1,-73,-18,9188,9462,-7230,-45,26,-21
32767,32176,1892,-22,-10,-27,23396,23660,-1322,-6,-81,-15,9310,9478,-7306,-32,11,-7
32767,32192,1782,13,0,-43,23298,23700,-1374,-19,-82,-20,9226,9466,-7328,-29,15,2
32767,32408,1646,41,-12,-26,23216,23718,-1448,-29,-80,-11,9172,9392,-7308,-28,14,3
32767,32767,1752,14,-3,-28,23174,23674,-1426,-20,-85,-7,9306,9222,-7280,-17,-6,-2
32767,32767,2040,-49,8,-39,23242,23632,-1404,-27,-88,-10,9392,9150,-7302,6,2,-3
32767,32767,2036,-70,-11,-2,23278,23566,-1490,-36,-82,-8,9304,9192,-7246,28,17,0
32767,32384,1972,-87,16,-6,23394,23462,-1490,-45,-70,-17,9202,9340,-7218,44,11,5
32767,32358,1924,-60,33,-4,23472,23432,-1572,-41,-50,-26,9274,9492,-7244,53,-13,11
32767,32628,1930,-51,45,-11,23324,23436,-1582,-22,-35,-25,9336,9624,-7328,46,-12,13
32767,32542,1912,-87,54,-12,23050,23496,-1756,-11,-35,-23,9238,9630,-7262,9,2,6
32767,32498,1840,-103,50,-13,23038,23532,-1658,33,-48,-15,9296,9624,-7296,-36,11,-3
32767,32502,1748,-110,49,-15,23286,23634,-1630,56,-59,-10,9372,9470,-7284,-67,20,-6
32767,32330,1684,-104,46,-14,23484,23806,-1674,43,-49,-10,9302,9332,-7266,-83,27,-8
