ax,ay,az,gx,gy,gz,ax,ay,az,gx,gy,gz,ax,ay,az,gx,gy,gz
32767,31084,2182,-20,-3,-146,23388,22580,-936,-21,-52,-56,8576,7230,-7616,58,-20,-25
32767,31154,2342,89,-28,-6,23376,22624,-938,-2,-39,-47,8864,7202,-7590,42,-24,-9
32767,31604,1948,44,0,-96,23278,22474,-890,4,-36,-23,8960,7176,-7688,32,8,-6
32767,31484,2058,-35,17,-79,23464,22364,-832,20,-30,-9,8852,7102,-7550,2,28,-20
32767,31484,1940,-24,19,-108,23488,22610,-1008,88,-32,-9,8682,6988,-7482,-42,32,-36
32767,31510,1832,1,-6,-19,23384,22862,-996,67,-34,-18,8786,6852,-7638,-52,19,-34
32767,31408,1924,-11,5,-45,23286,22876,-790,43,-40,-19,8970,6728,-7746,-29,46,-12
32767,31398,1880,10,-23,-19,23474,22772,-826,-15,-52,-25,8832,6714,-7616,-7,68,-11
32767,31218,1782,25,-18,-20,23418,22546,-708,-29,-36,-15,8676,6828,-7586,26,57,-11
32767,31662,1828,24,-29,-26,23430,22436,-850,-24,-37,-5,8720,6800,-7606,57,34,-8
32767,31532,2042,-39,-22,-29,23430,22496,-690,-10,-40,-3,8878,6958,-7526,63,34,-12
32767,31010,2192,-30,-44,-18,23354,22586,-688,-1,-34,4,8812,7016,-7484,36,53,-7
32767,31148,2104,21,-36,-16,23334,22758,-646,11,-39,12,8708,6996,-7416,24,49,-5
32767,31410,2048,25,-38,-13,23266,22730,-736,2,-26,13,8674,6932,-7406,25,28,-7
32767,31624,2078,-12,-44,-16,23244,22584,-628,15,-36,18,8798,6904,-7584,44,27,-1
32767,31556,2064,-55,-46,-11,23490,22662,-662,21,-47,9,8652,7090,-7636,41,46,5
32767,31446,2150,-88,-54,-11,23364,22752,-796,41,-40,19,8666,7118,-7676,22,55,14
32767,31210,2114,-95,-51,-5,23188,22836,-788,44,-41,36,8690,7148,-7690,-4,56,22
32767,30792,2176,-62,-38,-7,23224,22802,-892,44,-53,41,8706,7012,-7552,-24,51,24
32767,31034,2112,31,-26,-16,23206,22814,-920,35,-73,43,8668,6886,-7574,-22,46,30
32767,31626,2186,43,-16,-12,23400,22694,-790,15,-76,45,8634,6796,-7648,9,47,40
32767,31764,2276,-21,-10,-13,23654,22624,-784,14,-58,49,8774,6800,-7824,42,43,48
32767,31444,2212,-69,-10,-15,23616,22604,-926,22,-29,48,8848,6868,-7878,55,47,39
32767,31050,2072,-51,-5,-14,23178,22514,-1014,23,-11,52,8788,7000,-7726,30,71,26
32767,31034,2080,-7,14,-36,23094,22412,-944,40,-34,60,8558,7094,-7504,6,73,26
32767,31280,1944,24,18,-36,23360,22454,-732,68,-50,65,8560,7072,-7458,5,47,31
32767,31470,1636,16,3,-35,23518,22670,-720,113,-42,61,8786,6838,-7588,35,11,34
32767,31316,1806,-45,-12,-13,23344,22874,-720,124,-35,56,8940,6664,-7712,66,6,25
32767,30902,2008,-36,-24,-1,23412,23070,-718,109,-42,53,8866,6726,-7854,75,36,14
32767,30902,2092,28,-25,4,23494,23174,-732,46,-31,56,8568,6884,-7846,85,59,16
32767,31234,2040,44,-29,2,23412,23102,-746,1,-19,78,8534,7120,-7742,95,53,34
32767,31278,2024,13,-23,3,23356,22828,-650,-5,-43,93,8754,7192,-7526,90,24,43
32767,31354,2072,14,-23,15,23376,22860,-716,13,-58,76,8834,7076,-7436,71,9,29
32767,31628,2176,19,-19,25,23530,22966,-732,9,-62,77,8834,6996,-7534,65,-2,12
32767,31750,2280,-6,-9,51,23882,23102,-852,12,-43,81,8748,6986,-7798,68,7,14
32767,31638,2254,-56,-7,35,23766,23146,-956,-3,-28,84,8792,7168,-7826,61,22,30
32767,31052,2138,-50,-1,40,23452,23182,-792,-40,-30,58,8732,7300,-7690,22,33,31
32767,30980,2242,35,9,63,23402,23062,-840,-63,-39,21,8720,7380,-7414,-17,26,18
32767,32002,2210,89,3,95,23428,22776,-628,-89,-44,12,8906,7460,-7606,-23,8,23
32767,32138,1970,-45,-20,76,23446,22848,-638,-39,-23,41,8952,7410,-7792,-34,25,44
32767,31250,1908,-186,-28,76,23358,23092,-548,-40,-14,39,8820,7396,-7656,-64,52,43
32767,30454,1898,-194,-34,24,23440,23312,-840,-42,-18,48,8674,7134,-7344,-114,65,25
32767,30504,2140,-81,-43,24,23274,23178,-668,-88,-21,40,8548,6946,-7396,-124,61,11
32767,30882,2082,26,-41,42,23446,22906,-978,-130,-30,14,8344,6924,-7446,-82,40,11
32767,32202,2194,16,-39,59,23440,22716,-694,-143,-34,29,8468,7036,-7680,-42,7,25
32767,32580,2236,-154,-29,59,23730,22986,-906,-94,-38,33,8744,7222,-7726,-47,-9,32
32767,31080,2186,-217,-35,59,23460,23302,-986,-36,-24,72,8922,7278,-7770,-93,11,32
32767,30518,2398,-214,-26,90,23346,23374,-996,-65,-34,64,8788,7194,-7630,-122,26,22
32767,30876,2322,-113,-8,79,23378,23376,-1022,-88,-39,31,8712,7094,-7494,-138,8,3
32767,31484,2180,-67,-1,46,23584,23262,-884,-155,-49,19,8720,7078,-7692,-136,-1,1
32767,32204,2108,-77,-23,158,23456,22964,-1130,-137,-30,36,8836,7020,-7798,-109,6,23
32767,32198,2100,-120,-5,79,23086,22576,-874,-134,-32,14,8844,7064,-7848,-82,6,38
32767,31616,1952,-251,-23,103,23332,22726,-826,-85,-49,3,8954,7040,-7934,-69,13,32
32767,31286,2232,-244,-14,64,23524,22898,-938,-43,-47,38,8762,7076,-7836,-80,32,16
32767,31352,1920,-151,-16,54,23214,22754,-766,-59,-33,34,8612,7208,-7738,-77,40,19
32767,31298,1770,-86,-18,48,23472,23050,-694,-86,-43,-9,8676,7090,-7588,-86,25,32
32767,31204,1948,-121,-28,58,23628,23288,-940,-58,-25,48,8780,6924,-7654,-103,33,24
32767,30960,1884,-102,-35,54,23242,23006,-878,-80,-24,77,8648,6874,-7546,-94,40,15
32767,31210,1766,-60,-40,110,23182,23026,-782,-104,-63,-15,8584,6890,-7434,-50,25,16
32767,31688,1940,-134,-37,15,23572,23124,-832,-105,-69,-15,8740,6990,-7476,-30,4,5
32767,31240,1964,-187,-45,133,23610,22790,-906,-131,-42,19,8776,7184,-7648,-39,14,4
32767,31414,1876,-75,-26,104,23288,22644,-936,-98,-40,16,8716,7266,-7916,-34,21,16
32767,31090,1910,-62,-22,109,23434,22774,-1024,-56,-54,7,8766,7330,-7900,-42,26,20
32767,31532,2282,-150,-25,90,23674,22886,-974,-43,-42,15,8722,7214,-7592,-114,52,5
32767,31220,2150,-183,-9,34,23494,22922,-928,-66,-25,-11,8678,7026,-7564,-131,43,5
32767,31346,2044,-148,0,65,23238,22990,-880,-119,-17,-42,8746,6884,-7578,-99,27,9
32767,31308,1956,-133,0,42,23122,22820,-644,-167,-32,-32,8778,6840,-7650,-73,26,8
32767,31232,1772,-121,-1,74,23184,22454,-716,-164,-30,-29,8724,6936,-7652,-57,35,8
32767,31204,1540,-112,-17,39,23162,22332,-762,-94,-35,-6,8684,6990,-7682,-41,32,1
32767,31460,1724,-176,-38,17,23342,22498,-946,-26,-41,6,8744,7112,-7646,-39,24,-7
32767,31146,1902,-249,-47,7,23338,23052,-922,-1,-47,4,8780,7026,-7616,-67,33,-14
32767,30878,1972,-247,-59,16,23238,23448,-962,-43,-35,17,8584,6892,-7594,-92,49,-21
32767,30754,2050,-184,-49,28,23272,23396,-1056,-99,-53,39,8444,6752,-7620,-83,33,-35
32767,30864,1942,-92,-24,50,23748,23196,-972,-152,-56,22,8634,6764,-7782,-56,4,-35
32767,31368,1808,-20,-10,74,23606,22892,-982,-212,-24,-1,8872,6884,-7788,-36,11,-34
32767,32128,1808,-76,-3,83,23450,22702,-1002,-210,-22,10,8878,6940,-7774,-46,34,-45
32767,31826,1928,-172,-1,93,23540,22548,-962,-183,-25,5,8828,6996,-7792,-68,51,-57
32767,31236,1920,-165,4,111,23742,22518,-832,-147,-27,-9,8800,7136,-7726,-73,51,-46
32767,31496,1760,-142,4,115,23352,22480,-826,-125,-15,-19,8784,7120,-7786,-79,51,-35
32767,31736,1712,-184,-4,109,22936,22466,-770,-95,-34,-18,8856,7002,-7778,-87,47,-42
32767,31444,1584,-238,-27,136,23168,22586,-836,-68,-53,-7,8852,6864,-7790,-89,55,-54
32767,31284,1572,-267,-42,94,23412,22602,-694,-66,-49,8,8762,6918,-7848,-77,57,-45
32767,30616,1570,-266,-56,97,23266,22694,-804,-67,-45,-8,8740,6896,-7860,-65,64,-30
32767,30676,1794,-197,-72,56,23362,22798,-732,-96,-46,-26,8710,6692,-7684,-72,69,-45
32767,31126,1964,-183,-73,60,23394,22788,-820,-126,-35,-25,8576,6596,-7704,-86,70,-71
32767,30914,1866,-160,-67,68,23568,22666,-708,-165,-23,-25,8536,6580,-7744,-78,62,-81
32767,30792,1856,-113,-50,74,23448,22550,-742,-175,-12,-29,8514,6616,-7824,-43,54,-71
32767,31224,1808,-97,-44,59,23196,22272,-632,-163,-25,-34,8560,6736,-7724,-29,46,-72
32767,31254,1808,-153,-44,55,23278,22136,-614,-134,-44,-46,8758,6864,-7588,-31,36,-98
32767,31192,1864,-197,-52,52,23560,22100,-658,-89,-50,-50,8772,7014,-7628,-43,49,-109
32767,31130,1776,-238,-58,47,23532,22248,-710,-22,-51,-44,8750,6902,-7832,-92,58,-99
32767,31066,1912,-234,-67,50,23342,22364,-660,10,-59,-50,8772,6710,-7978,-121,66,-93
32767,30898,2042,-254,-70,45,23338,22578,-720,9,-67,-55,8800,6584,-7848,-119,68,-100
32767,30480,2000,-243,-64,40,23356,22626,-650,-2,-65,-55,8722,6560,-7846,-113,66,-103
32767,30040,1950,-164,-54,32,23416,22586,-696,-1,-66,-69,8714,6476,-7830,-116,60,-91
32767,30450,1942,-55,-61,22,23324,22480,-684,5,-65,-70,8692,6352,-7786,-88,52,-73
32767,31012,1980,-55,-68,17,23484,22346,-678,22,-75,-77,8644,6294,-7798,-31,45,-70
32767,31056,1974,-71,-73,9,23518,22542,-470,34,-63,-92,8606,6286,-7870,6,33,-72
32767,30702,1982,-110,-46,-9,23374,22496,-614,38,-57,-82,8576,6386,-7924,43,25,-66
32767,30410,1954,-40,-64,8,23302,22426,-548,19,-63,-96,8656,6482,-7888,70,21,-50
32767,30730,1970,17,-51,-21,23338,22652,-532,7,-62,-98,8588,6580,-7894,77,23,-38
32767,31048,1956,25,-51,-45,23280,22540,-618,22,-54,-65,8536,6610,-7750,68,24,-31
32767,31118,2046,2,-56,-54,23414,22408,-498,20,-69,-80,8484,6578,-7794,66,6,-37
32767,30980,1942,-19,-53,-84,23324,22366,-652,42,-76,-115,8542,6612,-7682,63,-11,-42
32767,30686,1868,-44,-51,-59,23374,22370,-638,74,-82,-82,8672,6614,-7954,28,-4,-44
32767,31092,2158,8,-59,-51,23438,22488,-710,120,-86,-66,8610,6560,-7890,7,11,-37
32767,31324,2008,2,-35,-86,23400,22740,-834,92,-75,-66,8674,6578,-7970,5,8,-18
32767,30672,2082,-43,-25,-72,23448,22768,-786,56,-70,-79,8710,6504,-7940,2,12,-10
32767,30750,2238,-50,-10,-115,23560,22734,-914,49,-66,-90,8632,6384,-7774,1,20,-19
32767,30674,2018,52,2,-111,23500,22594,-828,38,-60,-78,8558,6362,-7754,12,8,-26
32767,31394,2216,125,-11,-78,23390,22258,-770,48,-63,-82,8578,6242,-7806,32,-7,-23
32767,31984,1938,101,0,-127,23400,22582,-674,63,-61,-75,8612,6266,-7862,54,-8,-13
32767,31828,2056,19,-1,-117,23246,22586,-752,81,-41,-13,8744,6340,-7860,87,-9,2
32767,31220,1824,-95,-14,-64,23328,22598,-678,62,-59,-25,8846,6450,-7926,114,-1,8
32767,30912,1944,-86,-10,-100,23488,22968,-808,89,-61,-50,8754,6530,-7894,120,10,9
32767,30764,1746,11,-16,-108,23386,22842,-792,44,-64,-15,8706,6592,-7842,89,17,-3
32767,31022,1752,70,-12,-87,23526,22592,-564,1,-68,-27,8516,6570,-7726,36,22,-21
32767,31936,2044,111,-19,-65,23518,22716,-714,-29,-51,-46,8526,6518,-7800,19,12,-23
32767,32198,1878,17,-20,-88,23242,22464,-648,6,-48,-8,8716,6478,-7786,28,11,-10
32767,31628,2050,-66,-44,-30,23278,22322,-698,58,-72,-9,8910,6616,-7820,48,29,-1
32767,31214,2110,-52,-31,-48,23558,22558,-662,100,-78,-14,8764,6682,-7792,32,54,1
32767,31128,2020,-13,-13,-86,23556,22662,-554,109,-63,6,8600,6600,-7656,-9,42,-6
32767,31088,2034,33,-19,-43,23286,22720,-754,97,-64,7,8618,6558,-7816,-30,27,-4
32767,31592,2182,52,-35,-11,23170,22688,-736,70,-80,-4,8668,6448,-7880,-7,32,11
32767,31656,2118,-26,-32,-21,23396,22660,-704,43,-88,-10,8672,6470,-7874,26,45,17
32767,31056,2040,-44,-26,-29,23446,22676,-748,-1,-65,-4,8628,6472,-7820,33,52,19
32767,31002,2020,93,-18,-26,23226,22456,-902,15,-60,2,8528,6462,-7754,32,40,19
32767,31508,2040,128,-20,-19,23574,22500,-832,61,-72,-15,8596,6450,-7776,45,23,16
32767,31490,2176,86,-6,-26,23506,22672,-896,79,-46,-3,8752,6510,-7894,60,23,4
32767,31382,2184,49,-7,-28,23124,22672,-882,76,-46,5,8630,6570,-7774,29,50,-6
32767,31374,2064,9,-7,-29,23186,22718,-794,71,-64,2,8540,6580,-7798,-4,47,-9
32767,31376,1882,-18,-12,-26,23516,22718,-746,68,-64,-10,8636,6472,-7968,-9,38,-7
32767,31060,1808,-17,-16,-22,23494,22692,-752,58,-52,-12,8652,6450,-7942,10,52,-5
32767,31008,1774,4,-15,-30,23354,22606,-678,53,-49,-2,8646,6434,-7958,8,62,-5
32767,31346,1750,34,-22,-20,23484,22652,-618,48,-47,4,8666,6426,-7940,-7,58,-13
32767,31396,1814,25,-31,-23,23586,22670,-612,56,-45,-3,8690,6326,-8026,-9,63,-23
32767,31128,1856,16,-30,-24,23520,22704,-610,44,-48,-12,8648,6352,-7978,-6,77,-22
32767,31138,1914,44,-26,-31,23500,22756,-558,49,-41,-5,8514,6330,-7814,15,79,-4
32767,31198,1934,68,-30,-31,23402,22764,-450,58,-46,13,8494,6262,-7764,33,67,2
32767,31384,1984,105,-24,-32,23400,22850,-492,94,-54,24,8578,6258,-7802,51,51,-3
32767,31794,1992,85,-29,-26,23512,22870,-594,111,-52,32,8658,6400,-7886,87,32,-4
32767,31586,2050,32,-32,-21,23628,23046,-746,128,-57,45,8698,6664,-7946,101,32,1
32767,31370,2138,-29,-38,-18,23672,23168,-782,125,-55,40,8682,6796,-7920,72,49,9
32767,31296,2048,-14,-36,-13,23648,23248,-832,95,-52,30,8528,6768,-7830,27,54,12
32767,31348,2252,39,-28,-4,23578,23252,-794,50,-44,30,8482,6644,-7864,17,40,15
32767,31744,2346,77,-23,2,23616,23050,-820,11,-31,32,8562,6536,-7952,42,27,26
32767,31868,2332,48,-13,1,23534,22848,-804,16,-29,40,8664,6506,-7880,51,26,31
32767,31734,2162,35,-6,5,23344,22906,-764,44,-40,40,8706,6574,-7984,70,31,43
32767,31850,2180,39,-6,-15,23404,22960,-716,50,-46,44,8738,6652,-8076,83,42,53
32767,31744,1980,15,-4,-15,23558,22960,-734,28,-47,52,8746,6734,-8044,77,47,57
32767,31676,1970,19,-18,-16,23644,23050,-860,38,-33,52,8664,6730,-7992,53,46,59
32767,31706,1876,43,-24,-12,23450,23244,-774,10,-29,31,8612,6654,-8016,31,41,58
32767,31784,2012,46,-31,-8,23460,23260,-770,-18,-36,23,8608,6524,-7948,26,41,56
32767,31862,2032,31,-34,-3,23570,23034,-698,-55,-42,13,8682,6430,-7982,32,34,43
32767,31842,2098,19,-34,1,23414,22884,-610,-74,-33,-2,8610,6560,-8000,30,35,30
32767,31706,2120,5,-26,2,23294,22792,-676,-52,-29,6,8550,6708,-7918,30,33,31
32767,31772,1952,32,-32,27,23388,22866,-494,6,-45,21,8560,6816,-8002,23,28,45
32767,31792,2000,8,-43,23,23520,23150,-782,57,-44,45,8644,6884,-7966,9,24,54
32767,31838,2094,-27,-59,54,23438,23374,-646,43,-61,52,8772,6818,-7984,-14,28,44
32767,31638,2256,-52,-55,28,23810,23710,-1048,25,-59,51,8628,6792,-7950,-36,39,34
32767,31376,2236,-76,-54,16,23736,23704,-876,-47,-38,58,8414,6702,-7890,-40,45,35
32767,31344,2046,-106,-48,5,23210,23200,-970,-143,-27,17,8302,6622,-7790,-27,23,41
32767,31442,2054,-73,-41,7,23320,22826,-758,-173,-42,-16,8456,6508,-7906,-23,-3,34
32767,31676,2182,-17,-40,34,23664,22632,-986,-121,-46,5,8662,6524,-8068,-6,-8,37
32767,31908,2228,31,-29,63,23544,22684,-880,-66,-40,27,8748,6612,-7974,11,3,39
32767,32416,2298,-7,-17,75,23610,23130,-798,25,-43,42,8698,6958,-7868,15,6,35
32767,32488,2138,-76,-2,91,23504,23502,-856,43,-38,61,8636,7126,-8050,-12,13,37
32767,31830,2010,-140,-5,60,23558,23602,-898,-45,-52,37,8656,7140,-8140,-56,11,38
32767,31286,1938,-159,-14,42,23580,23374,-818,-93,-39,42,8742,6876,-8012,-105,20,27
32767,31100,1818,-121,-12,52,23568,23212,-832,-114,-40,42,8712,6656,-7958,-142,36,11
32767,31192,1982,-33,-30,104,23534,23138,-968,-99,-38,43,8600,6482,-7932,-126,42,17
32767,32524,2046,-69,-27,73,23178,22954,-790,-97,-48,42,8470,6562,-8008,-80,27,28
32767,32404,2048,-100,-13,36,23572,23026,-740,-122,-53,7,8544,6658,-8042,-46,13,37
32767,31790,1886,-74,-35,90,23422,22824,-932,-98,-25,59,8678,6656,-8022,-19,7,33
32767,31618,2036,-106,-30,111,23208,22684,-604,-76,-43,33,8782,6708,-8026,-10,22,27
32767,31488,1970,-45,-21,97,23824,23130,-1052,-14,-48,16,8652,6742,-7960,-16,38,28
32767,32004,1910,-32,-16,66,23458,23254,-790,-28,-26,52,8574,6826,-8032,-20,29,35
32767,31854,1894,-86,-29,119,23162,23180,-810,-73,-29,2,8642,6860,-8114,-33,22,37
32767,31992,2006,-131,-24,118,23250,23290,-794,-106,-40,-25,8668,6854,-7968,-53,42,28
32767,32128,2048,-191,-22,-30,23450,23034,-758,-122,-43,12,8658,6860,-7966,-103,48,12
32767,31604,1890,-172,-19,84,23502,22644,-894,-78,-31,28,8598,6750,-7992,-137,48,6
