ax,ay,az,gx,gy,gz,ax,ay,az,gx,gy,gz,ax,ay,az,gx,gy,gz
32767,32767,2566,-4,5,148,23668,24380,-708,-119,-11,61,8076,6220,-9188,-126,60,28
32767,32767,2482,-19,42,206,23938,24370,-888,-100,-7,76,8294,6300,-9302,-99,31,35
32767,32767,2502,-99,29,210,23888,24338,-766,-126,3,88,8520,6518,-9468,-82,32,40
32767,32767,2528,-236,1,179,23896,24364,-1042,-73,18,88,8650,6564,-9470,-97,63,33
32767,32744,2338,-212,6,248,23718,24430,-1024,-98,-5,81,8496,6616,-9570,-149,97,24
32767,32767,2422,-149,3,198,23726,24414,-964,-80,-18,50,8306,6450,-9480,-167,97,25
32767,32767,2464,-138,1,171,23962,24326,-972,-65,-28,40,8222,6266,-9450,-176,88,23
32767,32767,2486,-160,-29,186,24064,24380,-828,-54,-37,45,8180,6194,-9312,-168,82,21
32767,32738,2340,-162,-19,188,23978,24500,-956,-5,-35,46,8152,6044,-9404,-136,67,26
32767,32767,2356,-163,-53,155,23924,24614,-938,-19,-45,26,8230,6018,-9462,-86,54,34
32767,32767,2448,-177,-43,128,24144,24618,-812,-37,-55,-5,8210,6072,-9462,-49,53,31
32767,32767,2606,-178,-67,112,24096,24560,-728,-104,-34,-26,8138,6138,-9478,-42,52,6
32767,32767,2496,-168,-46,154,23536,24088,-718,-119,-28,-17,8156,6254,-9330,-57,42,-10
32767,32656,2608,-133,-17,168,23550,23998,-730,-90,-49,-12,8170,6254,-9406,-65,30,-6
32767,32767,2300,-95,-19,165,23860,24164,-794,-57,-52,1,8448,6304,-9602,-50,18,-1
32767,32767,2432,-119,8,158,23968,24360,-872,-46,-33,14,8560,6364,-9728,-44,29,-5
32767,32767,2558,-156,-16,175,23834,24566,-868,-72,-25,-6,8504,6446,-9756,-59,56,-18
32767,32722,2372,-168,-7,183,23894,24492,-952,-91,-36,-27,8306,6468,-9740,-84,73,-27
32767,32688,2314,-82,23,226,23856,24400,-938,-100,-45,-33,8310,6382,-9576,-99,68,-26
32767,32440,2440,31,38,229,23948,24366,-938,-88,-51,-25,8362,6210,-9558,-86,53,-17
32767,32767,2626,115,6,151,24100,24388,-1054,-57,-52,-15,8358,6244,-9538,-31,53,-13
32767,32767,2626,-9,-22,84,24090,24516,-932,-43,-44,-17,8184,6212,-9456,-20,50,-8
32767,32767,2592,-184,-36,13,23908,24556,-962,-37,-43,-21,8104,6066,-9344,-30,27,-12
32767,32767,2422,-202,-58,17,24068,24552,-1008,-20,-50,-26,8200,5968,-9334,-15,-2,-38
32767,32640,2476,-112,-44,30,24100,24556,-918,-18,-54,-40,8392,6054,-9260,18,-9,-70
32767,32767,2616,-30,-30,36,24040,24560,-788,-4,-61,-51,8340,6140,-9412,14,19,-81
32767,32767,2528,-50,-19,44,23956,24510,-742,-11,-75,-56,8126,6170,-9432,-17,32,-76
32767,32767,2516,-135,-17,59,24018,24464,-746,-8,-72,-52,8164,6176,-9470,-29,17,-70
32767,32767,2374,-207,-28,68,23950,24304,-716,13,-73,-52,8382,6194,-9656,-23,0,-73
32767,32767,2418,-192,-30,75,24020,24268,-728,29,-83,-58,8606,6286,-9702,-15,18,-94
32767,32767,2438,-145,-17,73,23936,24208,-686,51,-88,-63,8506,6262,-9640,-44,49,-105
32767,32767,2510,-96,-11,70,24062,24396,-656,51,-87,-65,8336,6100,-9664,-83,63,-107
32767,32767,2518,-93,-10,63,23962,24544,-754,40,-59,-49,8208,5924,-9576,-86,49,-102
32767,32767,2440,-112,-12,56,23622,24510,-826,34,-60,-42,8238,5812,-9594,-48,37,-92
32767,32767,2304,-129,-20,47,23808,24394,-774,0,-80,-59,8348,5852,-9614,0,32,-85
32767,32767,2304,-126,-20,51,24158,24378,-800,-5,-77,-72,8470,5976,-9656,39,44,-77
32767,32767,2394,-77,-35,28,23976,24144,-808,-7,-66,-81,8374,6034,-9784,67,59,-67
32767,32767,2434,-86,-42,6,23972,23956,-640,-30,-79,-121,8234,6120,-9670,71,55,-56
32767,32767,2502,-77,-53,-14,24030,24082,-798,31,-79,-118,8226,6018,-9620,54,52,-57
32767,32767,2544,-63,-57,-24,23890,24012,-624,-1,-66,-115,8236,5948,-9512,50,43,-55
32767,32767,2560,-59,-53,-31,23838,24084,-726,47,-76,-120,8284,5920,-9528,62,40,-40
32767,32767,2690,-55,-43,-26,23706,24362,-686,47,-76,-124,8274,5950,-9628,81,41,-27
32767,32767,2536,-29,-37,-44,23832,24516,-788,72,-83,-107,8190,5960,-9558,74,39,-25
32767,32767,2558,-17,-31,-66,23908,24320,-784,55,-99,-133,8126,5946,-9394,47,29,-32
32767,32767,2424,23,-40,-54,24030,24344,-678,31,-106,-167,8166,5924,-9442,37,11,-44
32767,32767,2690,10,-36,-12,24068,24362,-874,10,-78,-147,8392,5920,-9560,39,3,-48
32767,32767,2572,-56,-29,-58,23990,24130,-850,-8,-62,-126,8450,5900,-9688,25,20,-46
32767,32767,2512,-76,-39,-44,23932,24266,-816,32,-64,-141,8296,5930,-9710,6,37,-42
32767,32746,2642,-50,-32,-36,23734,24394,-844,46,-79,-142,8220,5834,-9632,4,24,-34
32767,32767,2488,-57,-44,-122,23872,24390,-918,43,-97,-135,8232,5770,-9492,9,3,-37
32767,32767,2588,-75,-44,-88,23920,24260,-886,60,-100,-144,8266,5648,-9468,11,-6,-42
32767,32767,2608,-41,-59,-143,23832,24194,-796,42,-101,-164,8188,5474,-9430,16,-13,-49
32767,32767,2444,-38,-63,-122,23902,24284,-946,65,-96,-140,8112,5508,-9524,52,-21,-42
32767,32767,2606,-21,-60,-124,23974,24174,-932,54,-85,-124,8118,5700,-9628,96,-39,-40
32767,32767,2544,-20,-57,-78,23812,24232,-980,87,-87,-123,8258,5898,-9728,114,-45,-29
32767,32767,2580,-50,-64,-102,23682,24324,-856,78,-88,-143,8354,5960,-9538,101,-35,-20
32767,32767,2656,-125,-52,-142,23934,24370,-926,62,-81,-108,8318,5904,-9448,62,-21,-23
32767,32767,2474,-50,-39,-183,23834,24316,-926,25,-61,-91,8156,5840,-9344,25,-28,-32
32767,32767,2350,48,-45,-166,23676,24388,-904,38,-62,-72,8206,5756,-9448,27,-58,-32
32767,32767,2302,2,-41,-124,23694,24406,-988,54,-71,-50,8420,5712,-9644,51,-65,-20
32767,32767,2412,-95,-57,-127,23824,24306,-1020,56,-82,-61,8594,5830,-9714,56,-34,-12
32767,32767,2438,-114,-72,-155,24054,24358,-1092,55,-92,-80,8362,5924,-9700,30,5,-19
32767,32700,2516,-40,-49,-178,24016,24302,-984,14,-76,-86,8142,5830,-9530,12,-3,-20
32767,32767,2424,1,-50,-166,23930,24244,-988,-9,-53,-76,8256,5692,-9440,-1,-25,-19
32767,32767,2450,9,-37,-165,23756,24164,-936,2,-46,-52,8342,5546,-9292,12,-27,-16
32767,32767,2346,71,-45,-176,23754,24230,-914,56,-57,-30,8340,5472,-9470,48,-23,-14
32767,32767,2342,29,-48,-156,23876,24202,-908,36,-59,-35,8342,5558,-9534,96,-14,-2
32767,32762,2252,-43,-59,-136,23984,24404,-854,55,-52,-37,8278,5602,-9454,97,-4,-1
32767,32767,2392,-62,-58,-100,23752,24512,-946,51,-44,-28,8224,5746,-9300,71,-4,-14
32767,32767,2150,63,-58,-128,23648,24450,-898,30,-48,-11,8218,5736,-9178,46,-13,-26
32767,32767,2274,43,-35,-90,23758,24308,-1024,35,-61,-7,8406,5786,-9486,55,-19,-26
32767,32767,2486,56,-39,-113,23850,24282,-1018,36,-66,-18,8506,5844,-9652,56,5,-21
32767,32767,2492,12,-30,-69,23888,24140,-1026,31,-61,-10,8472,5906,-9656,38,31,-16
32767,32767,2406,-56,-25,-66,23832,24080,-1030,58,-58,-9,8400,5840,-9514,2,46,-16
32767,32767,2266,-54,-23,-114,23840,24156,-1048,71,-53,-19,8298,5706,-9318,-31,47,-20
32767,32767,2128,-14,-34,-86,23756,24210,-990,47,-44,-7,8234,5520,-9360,-32,35,-27
32767,32767,2166,28,-39,-87,23838,24224,-990,36,-42,6,8394,5402,-9346,9,17,-29
32767,32767,2404,5,-55,-18,23826,24222,-840,19,-27,0,8382,5478,-9502,52,31,-22
32767,32767,2404,-23,-56,-59,23820,24242,-808,6,-18,6,8238,5722,-9492,60,56,-10
32767,32767,2366,-62,-56,-48,23958,24452,-748,24,-3,21,8192,5766,-9490,57,46,-6
32767,32767,2334,-51,-52,-46,23938,24532,-676,12,6,36,8292,5778,-9474,55,38,-4
32767,32767,2410,-14,-59,-23,23858,24514,-626,-4,5,47,8450,5750,-9558,44,51,-15
32767,32767,2494,-8,-40,-38,23870,24474,-696,-13,-6,46,8480,5716,-9568,37,67,-25
32767,32767,2518,1,-37,-36,23986,24466,-704,-18,-19,51,8380,5682,-9570,20,86,-21
32767,32767,2380,15,-29,-32,24280,24478,-710,-15,-26,68,8268,5664,-9592,9,97,-12
32767,32767,2284,19,-33,-40,24198,24558,-910,-16,-19,65,8286,5546,-9520,7,91,-15
32767,32767,2202,3,-41,-47,24026,24632,-834,-73,-5,70,8368,5498,-9416,4,81,-25
32767,32767,2128,10,-49,-44,24036,24524,-782,-125,1,86,8396,5398,-9496,10,90,-36
32767,32767,2258,27,-51,-30,23972,24422,-724,-186,21,84,8272,5432,-9466,21,95,-40
32767,32767,2290,33,-57,-16,23858,24318,-794,-215,35,82,8090,5504,-9534,26,90,-33
32767,32767,2404,-5,-61,-2,23938,24322,-742,-218,43,90,8142,5518,-9362,28,73,-26
32767,32767,2418,-38,-70,13,23970,24442,-786,-212,61,106,8174,5584,-9380,42,66,-23
32767,32767,2410,-43,-71,12,23590,24470,-956,-192,58,124,8210,5694,-9508,57,64,-19
32767,32767,2628,-30,-73,9,23650,24462,-866,-177,8,109,8232,5766,-9546,44,61,-17
32767,32767,2670,-31,-64,11,23990,24428,-1030,-141,-8,108,8400,5782,-9542,2,57,-10
32767,32767,2724,-42,-56,32,24068,24282,-1092,-141,-10,114,8464,5788,-9498,-21,69,5
32767,32767,2798,-55,-37,56,24292,24374,-1084,-98,-10,108,8410,5838,-9560,-29,83,22
32767,32767,2754,-50,-22,68,24180,24524,-942,-84,-4,104,8160,5870,-9568,-41,79,31
32767,32767,2700,-35,-14,67,24058,24546,-954,-112,7,91,8164,5826,-9394,-72,57,31
32767,32767,2596,-55,-19,54,23674,24596,-1152,-69,11,116,8332,5722,-9346,-106,20,14
32767,32767,2568,-98,-18,85,23604,24410,-878,-90,-22,101,8368,5694,-9396,-119,30,-13
32767,32767,2628,-141,-34,95,23966,24546,-1024,-75,-29,97,8196,5738,-9492,-151,50,-21
32767,32767,2526,-173,-57,108,23942,24470,-944,-102,-8,116,7982,5584,-9456,-207,38,-5
32767,32767,2444,-201,-57,176,23928,24568,-1102,-89,2,136,8126,5630,-9476,-210,12,1
32767,32767,2542,-233,-58,208,23766,24644,-1104,-78,6,154,8396,5596,-9690,-185,-3,0
32767,32767,2458,-309,-63,189,23736,24642,-1010,-124,-10,126,8570,5680,-9924,-162,17,0
32767,32767,2756,-286,-55,204,24014,24748,-1256,-106,-2,116,8552,5710,-10002,-163,59,-2
32767,32692,2760,-241,-17,211,23700,24246,-996,-174,-8,100,8348,5712,-9838,-173,88,-5
32767,32767,2738,-145,1,153,23782,24048,-1082,-106,-22,80,8266,5608,-9684,-170,77,9
32767,32767,2496,-119,9,142,23984,23994,-1114,-93,-37,74,8264,5536,-9618,-137,49,39
32767,32767,2348,-145,-23,144,23798,23950,-1070,5,-21,90,8282,5414,-9632,-100,42,66
32767,32767,2166,-147,-45,176,23570,24070,-926,8,-37,73,8228,5452,-9804,-56,47,72
32767,32767,2518,-139,-24,137,23878,24460,-708,22,-39,50,8324,5520,-9932,-33,35,68
32767,32767,2700,-110,-53,110,24002,24616,-968,-16,-11,67,8442,5664,-9796,-34,51,59
32767,32767,2726,-129,-41,125,23658,24498,-778,-63,-1,76,8306,5772,-9632,-71,76,49
32767,32767,2668,-101,-33,120,23732,24508,-894,-64,-18,50,8066,5762,-9558,-121,74,42
32767,32767,2312,-68,-27,184,23728,24556,-900,-78,-11,66,8140,5638,-9686,-133,54,45
32767,32767,2354,-69,-3,161,23608,24356,-916,-78,-21,64,8298,5578,-9830,-116,39,48
32767,32767,2412,-167,-38,158,23874,24500,-1012,-74,-38,42,8472,5680,-9896,-107,60,41
32767,32767,2488,-243,-14,171,24060,24598,-1084,-72,-18,60,8388,5776,-9944,-119,99,34
32767,32767,2502,-209,-46,114,23762,24540,-1038,-113,-12,55,8268,5626,-9886,-142,102,29
32767,32767,2346,-189,-38,169,23798,24590,-1040,-113,-12,32,8272,5484,-9848,-135,96,29
32767,32210,2608,-129,-28,111,24004,24530,-1190,-117,0,42,8264,5292,-9802,-108,91,31
32767,32767,2400,-5,-23,166,23616,24304,-1090,-85,-22,27,8166,5220,-9752,-53,95,38
32767,32767,2602,-8,-38,89,23682,24438,-1022,-31,-56,-8,8066,5234,-9676,-18,81,30
32767,32767,2484,-77,-59,95,23990,24632,-1032,-29,-62,-3,8060,5344,-9648,-9,57,18
32767,32767,2352,-82,-59,112,24002,24506,-1008,-36,-35,22,8112,5384,-9634,6,39,15
32767,32767,2686,-101,-55,103,23886,24488,-1150,-24,-28,25,8158,5694,-9894,39,35,15
32767,32767,2514,-139,-50,110,23794,24494,-1112,-16,-31,6,8104,5880,-9950,13,40,5
32767,32767,2564,-117,-37,110,23778,24530,-1094,-19,-36,-3,8180,5876,-9960,-44,44,-14
32767,32767,2776,-101,-30,111,23734,24694,-1130,-34,-46,-7,8310,5742,-9902,-87,46,-30
32767,32767,2722,-104,-19,112,23872,24694,-944,-57,-40,7,8252,5672,-9900,-117,49,-42
32767,32767,2458,-98,-3,128,23830,24680,-1034,-88,-31,19,8268,5526,-9876,-134,54,-42
32767,32767,2584,-137,-14,94,23712,24606,-928,-105,-36,9,8190,5378,-9786,-126,51,-43
32767,32767,2400,-184,-18,123,23750,24488,-1048,-109,-44,-5,8242,5354,-9952,-101,43,-46
32767,32767,2264,-170,-10,127,24044,24402,-1012,-89,-57,-14,8336,5306,-10202,-57,36,-44
32767,32767,2442,-106,-22,94,24192,24338,-906,-68,-62,-23,8390,5352,-10236,-2,43,-37
32767,32767,2670,-92,-33,100,24210,24442,-902,-50,-56,-33,8384,5434,-10142,27,59,-45
32767,32767,2638,-116,-30,69,24050,24600,-886,-21,-51,-37,8184,5466,-9898,8,69,-62
32767,32767,2448,-106,-29,56,23982,24564,-834,21,-65,-37,8024,5324,-9756,-6,49,-65
32767,32767,2326,-83,-20,57,24038,24528,-842,62,-88,-44,8076,5274,-10028,21,25,-51
32767,32767,2392,-63,-15,68,24108,24520,-790,94,-103,-54,8308,5272,-10046,53,14,-39
32767,32767,2324,-75,-13,87,24114,24870,-968,60,-78,-38,8408,5372,-10074,67,28,-54
32767,32767,2456,-64,-17,94,23808,24772,-904,35,-69,-27,8314,5526,-9916,14,63,-88
32767,32767,2558,-63,-19,83,23812,24650,-956,9,-86,-46,8090,5464,-9830,-45,65,-101
32767,32767,2576,-101,-31,63,23900,24386,-928,15,-108,-66,8080,5322,-9912,-65,43,-101
32767,32767,2566,-174,-29,70,24100,24244,-992,41,-116,-95,8332,5328,-9942,-35,27,-107
32767,32767,2506,-219,-27,79,24124,24088,-892,85,-119,-113,8540,5386,-10106,-8,32,-112
32767,32767,2422,-197,-13,75,24002,24122,-736,79,-109,-124,8512,5326,-10156,-9,61,-105
32767,32767,2576,-133,-8,52,23830,24538,-778,95,-82,-125,8296,5308,-10050,-9,81,-93
32767,32767,2482,-116,-23,21,23750,24794,-834,119,-91,-80,8120,5286,-10030,12,68,-87
32767,32767,2516,-152,-41,12,23828,24544,-700,92,-117,-111,8164,5284,-10126,41,41,-72
32767,32767,2610,-153,-52,10,24040,24598,-850,97,-130,-138,8426,5216,-10268,84,34,-45
32767,32767,2728,-96,-44,-6,23994,24442,-790,54,-121,-156,8342,5262,-10142,109,58,-30
32767,32767,2766,-15,-34,-27,23958,24358,-846,61,-110,-157,8176,5344,-10006,96,69,-29
32767,32767,2714,40,-24,-57,23950,24354,-910,50,-88,-150,8008,5378,-9926,51,52,-35
32767,32767,2488,53,-30,-32,23806,24408,-940,67,-86,-141,8170,5190,-9916,30,20,-33
32767,32767,2462,-5,-44,-34,23738,24498,-962,97,-93,-138,8430,5198,-10126,52,7,-22
32767,32767,2592,-88,-47,-34,23750,24506,-928,109,-120,-139,8498,5264,-10346,63,35,-13
32767,32767,2726,-93,-43,-64,23902,24582,-944,63,-113,-167,8392,5402,-10348,40,68,-11
32767,32752,2634,-5,-41,-88,24024,24562,-1030,33,-99,-156,8122,5214,-10054,6,71,-2
32767,32566,2528,45,-40,-153,23970,24394,-1004,-11,-70,-152,7914,4982,-9890,2,50,0
32767,32716,2350,67,-71,-126,23768,24366,-1080,22,-72,-136,7996,4734,-9754,18,9,-15
32767,32767,2252,40,-70,-111,23690,24388,-1028,24,-77,-147,8116,4720,-9978,71,-26,-16
32767,32767,2598,64,-81,-142,23610,24454,-1126,80,-87,-139,8278,4854,-10220,134,-28,5
32767,32767,2806,-7,-85,-91,23690,24432,-1012,91,-104,-139,8208,5210,-10380,169,-4,20
32767,32767,2880,-54,-59,-156,24050,24448,-1118,83,-105,-131,8050,5472,-10196,148,3,22
32767,32767,2748,10,-53,-191,23962,24588,-1012,44,-80,-140,7986,5472,-9830,90,-17,8
32767,32767,2424,55,-52,-169,23786,24728,-1104,61,-70,-103,8156,5232,-9780,24,-50,-4
32767,32767,2514,23,-57,-192,23748,24548,-1174,42,-61,-86,8308,4978,-9930,21,-49,-3
32767,32767,2494,10,-53,-180,23868,24570,-1072,69,-75,-88,8382,4948,-10156,58,-31,6
32767,32767,2570,20,-59,-196,23882,24570,-1140,52,-76,-97,8234,5118,-10136,76,-17,3
32767,32767,2596,3,-61,-137,23916,24658,-1222,62,-77,-64,8188,5250,-9984,53,-15,-7
32767,32767,2452,-31,-52,-210,23946,24548,-1084,23,-61,-57,8184,5246,-9866,8,-25,-23
32767,32674,2516,7,-38,-194,23942,24686,-1086,42,-52,-49,8220,5080,-9744,-14,-32,-27
32767,32767,2238,33,-61,-136,23770,24646,-1078,26,-57,-39,8270,4934,-9882,11,-42,-24
32767,32767,2252,4,-61,-114,23614,24480,-1104,54,-66,-35,8316,4886,-10180,77,-36,-19
32767,32767,2240,-55,-60,-110,23870,24346,-1124,79,-94,-42,8380,5022,-10308,107,-23,-26
32767,32767,2444,-35,-55,-173,24162,24448,-1132,91,-89,-36,8364,5106,-10170,95,-5,-36
32767,32767,2682,-19,-46,-196,24240,24466,-1044,67,-52,-15,8336,5168,-9946,61,14,-47
32767,32767,2576,27,-43,-176,24086,24584,-910,37,-26,4,8204,5100,-9692,37,16,-43
32767,32767,2316,17,-38,-182,23722,24690,-844,25,-20,6,8182,4982,-9752,42,-1,-38
32767,32767,2310,58,-37,-125,23408,24458,-712,36,-46,0,8250,4912,-9958,68,-11,-31
32767,32767,2272,39,-45,-134,23558,24378,-860,62,-81,10,8394,5004,-10154,90,-8,-36
32767,32767,2318,-45,-38,-116,23944,24316,-898,81,-102,21,8530,5130,-10150,86,22,-38
32767,32767,2454,-35,-43,-112,24200,24494,-936,75,-86,26,8402,5200,-10006,55,60,-45
32767,32767,2384,33,-33,-78,24096,24610,-1026,56,-57,34,8146,5160,-9884,26,66,-49
32767,32767,2234,32,-42,-86,23908,24572,-1182,36,-47,29,8248,5034,-9962,12,46,-43
32767,32767,2164,-8,-35,-63,23964,24538,-1030,18,-53,15,8336,4962,-10104,32,40,-26
32767,32767,2432,-13,-53,-29,24134,24532,-842,8,-41,8,8476,5034,-10186,64,66,-18
32767,32767,2498,-14,-41,-50,24130,24596,-1060,6,-21,27,8422,5040,-10138,71,94,-23
32767,32767,2538,0,-35,-69,24208,24758,-864,-25,-3,47,8342,5002,-9980,52,110,-28
32767,32767,2320,51,-23,-82,24200,24930,-932,-66,33,71,8182,4996,-9676,11,95,-18
32767,32767,2194,84,-40,-77,23902,24900,-996,-82,50,81,8150,4876,-9722,11,69,-4
32767,32767,2252,42,-56,-47,23658,24772,-902,-104,23,63,8094,4850,-9946,54,57,12
32767,32767,2392,-31,-74,-23,23770,24694,-864,-91,-3,46,8250,4936,-10174,94,58,14
32767,32767,2804,-57,-67,-24,23820,24560,-886,-73,-23,42,8338,5066,-10278,94,78,-4
32767,32767,2926,-12,-48,-33,23846,24500,-1010,-21,-46,64,8358,5166,-10134,48,100,-27
32767,32767,2870,45,-13,-41,23804,24466,-1048,4,-53,80,8220,5140,-9924,-4,108,-32
32767,32767,2628,47,2,-38,24116,24714,-1170,10,-55,77,8154,4998,-9846,-23,97,-17
32767,32767,2396,15,3,-31,24254,24950,-1158,0,-39,91,8142,4884,-10004,0,71,1
32767,32767,2242,-41,-15,-28,24100,24814,-1128,-64,-12,77,8316,4864,-10062,29,63,14
32767,32767,2292,-62,-25,-12,23934,24726,-1040,-85,-6,59,8320,4910,-10164,23,80,9
32767,32767,2374,-34,-35,2,23910,24614,-1148,-94,-7,63,8252,5002,-10070,2,88,1
32767,32767,2350,4,-38,8,23924,24560,-1086,-25,-35,71,8152,5044,-9820,-18,78,-3
32767,32767,2358,15,-52,-1,24104,24812,-1064,4,-26,83,8062,5130,-9792,-38,51,-3
32767,32767,2334,-27,-73,-2,23966,24836,-1028,-26,-14,91,8168,5228,-10042,-48,27,6
32767,32767,2428,-114,-88,25,24016,24952,-922,-33,-18,73,8358,5172,-10290,-52,32,26
32767,32767,2660,-203,-94,47,24086,25036,-1096,-44,-18,75,8388,5222,-10476,-60,67,38
32767,32767,2944,-225,-83,65,23974,24866,-1114,-58,-9,89,8154,5134,-10348,-94,105,27
32767,32767,2874,-200,-56,58,23806,24746,-936,-62,-26,85,7990,4996,-10140,-119,84,7
32767,32767,2832,-71,-21,73,24188,24940,-1082,-61,-23,79,8324,4794,-10100,-107,46,-1
32767,32767,2712,23,-2,63,23984,24878,-1026,-57,-1,109,8478,4756,-10144,-61,47,6
32767,32767,2620,3,10,58,23894,24844,-974,-60,-10,103,8380,4786,-10140,-39,77,22
32767,32767,2426,-55,4,72,24020,25022,-1202,-37,-15,100,8144,4818,-10210,-34,78,34
32767,32767,2202,-117,-22,56,24028,25180,-1166,-85,-1,109,8068,4918,-10266,-23,50,37
32767,32767,2210,-154,-34,74,23774,25014,-996,-102,-1,113,8376,5086,-10298,-12,32,34
32767,32767,2366,-89,-37,114,24216,24992,-1244,-135,0,101,8448,5172,-10334,-23,64,24
32767,32767,2630,-43,-36,70,23998,24904,-1188,-125,27,134,8200,5152,-10306,-52,88,17
32767,32767,2586,-41,-37,104,23586,24656,-1118,-137,25,117,8160,5146,-10280,-80,82,16
32767,32767,2548,-60,-27,86,23892,24812,-1234,-110,-8,91,8138,5000,-10172,-92,63,25
32767,32767,2576,-81,-36,97,24158,24970,-1262,-84,-2,112,8202,4930,-10210,-77,57,39
32767,32767,2516,-93,-43,109,24032,24810,-1272,-94,16,112,8286,4984,-10312,-61,60,47
32767,32767,2394,-61,-43,86,23880,24878,-1204,-90,9,92,8276,5066,-10428,-51,67,45
32767,32767,2576,-56,-28,119,23958,24946,-1164,-104,24,86,8206,5078,-10364,-50,68,42
32767,32767,2654,-69,-45,96,23744,24814,-1076,-132,17,85,8166,5128,-10346,-69,58,33
32767,32767,2492,-65,-27,140,23938,24922,-1206,-111,6,82,8176,5132,-10388,-80,58,39
32767,32767,2552,-93,-35,108,24018,24928,-1106,-92,14,102,8150,5058,-10342,-82,47,47
32767,32767,2456,-103,-32,154,23920,24882,-1060,-126,17,91,8270,5016,-10440,-74,43,52
32767,32767,2516,-89,-32,184,23898,24874,-1088,-101,10,73,8212,5088,-10412,-83,57,39
32767,32767,2338,-132,-24,156,23884,24780,-1106,-133,10,57,8172,5162,-10388,-105,59,22
32767,32767,2578,-121,-35,100,23822,24762,-1128,-118,17,55,8078,5122,-10346,-126,51,13
32767,32767,2246,-103,-26,217,23620,24852,-1018,-123,3,49,8160,5132,-10450,-129,48,13
32767,32767,2496,-129,9,181,23960,24878,-1162,-118,5,48,8330,5002,-10548,-127,47,20
32767,32767,2376,-175,-25,186,23906,24856,-1164,-132,5,51,8360,4896,-10516,-124,62,10
32767,32767,2422,-163,-24,197,23718,24776,-1162,-152,6,10,8296,5002,-10536,-119,83,1
32767,32767,2332,-121,-16,169,23692,24786,-1134,-152,1,-8,8088,5002,-10508,-104,82,6
32767,32767,2308,-125,-12,186,23734,24622,-1094,-165,2,4,8046,4934,-10426,-87,65,12
32767,32767,2466,-164,-24,118,23638,24528,-1178,-134,2,1,8100,4914,-10468,-85,46,5
32767,32767,2264,-156,-33,140,23718,24682,-1214,-97,-16,-5,8214,4838,-10466,-82,39,-5
32767,32767,2472,-117,-48,182,23914,24810,-1288,-82,-27,-6,8218,4912,-10508,-66,50,-11
32767,32767,2490,-110,-20,215,24210,24962,-1196,-45,-36,-19,8266,4990,-10524,-52,60,-14
32767,32767,2774,-148,-22,178,24138,25054,-1150,-48,-33,-38,8098,5088,-10510,-62,48,-13
32767,32767,2394,-179,-36,156,24054,24970,-1214,-51,-39,-40,8054,5188,-10542,-79,36,-16
32767,32767,2604,-174,-24,136,24138,24826,-1106,-25,-54,-38,8086,5080,-10508,-103,29,-27
32767,32767,2396,-133,-19,177,24128,24818,-1098,-11,-64,-44,8160,4972,-10422,-106,27,-48
32767,32767,2412,-147,-1,191,24260,24876,-1048,14,-71,-42,8232,4856,-10526,-100,28,-66
32767,32767,2604,-164,-14,164,24226,24944,-1204,27,-76,-50,8204,4754,-10460,-110,36,-72
32767,32767,2514,-165,-11,185,24136,25012,-1226,44,-75,-61,8042,4742,-10572,-105,40,-69
32767,32767,2630,-183,-18,135,24016,25048,-1104,28,-85,-69,8068,4704,-10608,-77,23,-68
32767,32767,2494,-230,-30,113,24048,25004,-1004,31,-78,-59,8180,4780,-10574,-53,6,-82
32767,32767,2552,-250,-26,108,23970,24936,-934,12,-76,-50,8128,4680,-10478,-72,10,-95
32767,32767,2390,-215,-25,117,24118,24864,-1030,30,-78,-58,8202,4528,-10542,-64,6,-109
32767,32767,2456,-203,-1,142,23900,24804,-1086,33,-73,-65,8314,4544,-10688,-19,0,-110
32767,32767,2560,-169,10,119,23838,24650,-1094,39,-98,-79,8374,4650,-10656,17,11,-105
32767,32767,2470,-161,10,95,24032,24524,-1080,58,-118,-97,8402,4788,-10634,48,27,-90
32767,32767,2452,-180,8,70,23978,24736,-1012,71,-97,-74,8332,4932,-10598,57,37,-70
32767,32767,2466,-167,-10,41,23812,24768,-1052,36,-78,-74,8344,4926,-10690,58,28,-62
32767,32767,2530,-137,-19,28,23698,24784,-1110,38,-89,-86,8460,4924,-10626,62,29,-62
32767,32767,2562,-96,-20,23,23912,24830,-1052,22,-85,-98,8472,4888,-10704,50,33,-56
32767,32767,2554,-50,-20,16,23848,24598,-1016,-3,-82,-103,8432,4850,-10734,30,49,-41
32767,32767,2564,-36,-23,-4,23992,24568,-976,22,-78,-114,8248,4884,-10652,28,53,-23
32767,32767,2488,-49,-41,-27,23848,24600,-1060,7,-67,-122,8260,4922,-10596,35,49,-7
32767,32767,2504,-77,-50,-46,23760,24760,-1028,14,-64,-115,8164,4850,-10528,25,43,-1
32767,32767,2496,-75,-62,-55,23640,24770,-1022,21,-97,-110,8158,4738,-10462,14,44,-5
32767,32767,2554,-25,-59,-53,24144,24892,-1038,38,-115,-106,8120,4622,-10534,2,42,-8
32767,32767,2614,9,-57,-61,23932,24384,-1092,22,-104,-133,8170,4650,-10630,16,27,0
32767,32767,2476,-10,-56,-38,23924,24384,-1030,24,-126,-207,8360,4770,-10674,37,22,18
32767,32767,2698,-39,-64,-71,24038,24528,-1224,60,-107,-186,8358,4754,-10686,34,38,26
