ax,ay,az,gx,gy,gz,ax,ay,az,gx,gy,gz,ax,ay,az,gx,gy,gz
32767,31156,294,-52,-71,14,23058,23332,-1822,67,-20,20,9206,158,-10572,-11,23,6
32767,31110,424,-65,-87,15,23150,23610,-1638,36,-18,-6,9128,218,-10594,-16,31,21
32767,31104,518,-63,-84,22,23024,23636,-1620,-19,-18,-22,8976,220,-10622,-7,43,36
32767,31002,594,-40,-61,32,22756,23470,-1592,-47,-18,-27,8954,180,-10718,3,33,40
32767,31150,744,-15,-46,24,22640,23276,-1644,-20,-45,-7,9206,234,-10610,-18,27,34
32767,31124,706,-40,-46,12,22816,23256,-1742,14,-77,24,9232,166,-10622,-55,46,27
32767,31084,578,-45,-48,5,22858,23352,-1800,27,-74,26,9064,128,-10542,-62,57,18
32767,31204,418,-31,-51,8,22756,23352,-1720,14,-70,15,9090,102,-10638,-40,34,22
32767,31250,324,-27,-55,19,22852,23116,-1654,-33,-46,-9,9248,18,-10870,-8,32,35
32767,31006,424,-27,-57,19,23156,22656,-1746,-48,-31,-28,9156,-14,-10802,-2,61,29
32767,31010,540,-20,-48,14,23142,22460,-1788,4,-24,-40,8882,-40,-10592,-18,66,6
32767,31000,466,5,-34,15,22918,22906,-1880,103,-33,-54,8922,-54,-10450,-30,37,-13
32767,31378,234,31,-51,24,22730,23550,-1802,120,-23,-37,9096,20,-10588,-6,1,-11
32767,31608,84,-3,-74,30,22534,23886,-2016,116,-14,-10,9400,158,-10666,39,0,13
32767,31256,102,-70,-93,38,22276,23644,-1578,54,-43,-11,9350,296,-10710,49,27,30
32767,30898,280,-60,-108,40,22576,22756,-1336,-138,-112,-172,9104,358,-10838,19,54,26
32767,31030,636,0,-98,39,23308,22630,-1578,-123,-106,-281,9088,210,-10760,-15,43,16
32767,31744,896,18,-98,33,22950,22252,-1434,-122,-62,-210,9236,100,-10698,-40,45,20
32767,31764,920,-34,-101,24,22542,21874,-1172,-28,-82,-159,9144,-50,-10720,-41,67,29
32767,31714,752,-70,-88,12,23264,22506,-1140,114,-113,-176,8902,-126,-10756,-9,70,35
32767,31224,612,-56,-62,9,23492,23172,-1028,161,-89,-111,8736,6,-10684,34,49,23
32767,31258,452,-9,-46,14,23132,23434,-1214,158,-86,-110,9058,200,-10644,50,17,12
32767,31116,422,-3,-43,22,22840,23874,-1182,94,-100,-174,9362,286,-10652,42,25,10
32767,30814,396,28,-60,32,22874,23754,-1538,-6,-111,-199,9228,204,-10532,42,47,12
32767,30716,450,71,-90,56,22932,23260,-1394,-106,-137,-204,8870,124,-10576,44,49,1
32767,30952,384,132,-100,57,22932,22866,-1366,-131,-125,-226,8906,70,-10650,40,29,-12
32767,31742,584,136,-120,50,22588,22494,-1432,-97,-119,-212,9238,140,-10978,42,17,-17
32767,32180,744,71,-139,39,22872,22478,-1432,-16,-139,-162,9438,88,-11016,57,44,11
32767,29484,1572,-41,-178,-93,22986,22586,-1586,23,-134,-145,9106,-12,-10544,30,97,13
32767,30436,1120,-8,-219,-213,23036,22716,-1436,39,-117,-151,8688,-144,-10082,4,76,-2
32767,29950,802,-2,-143,-208,23086,22890,-1512,20,-118,-156,8648,-388,-10030,57,-25,5
32767,30030,896,93,-162,-222,22934,22864,-1410,-32,-98,-177,9076,-432,-10168,163,-94,24
32767,30740,774,124,-179,-206,22896,22714,-1554,-20,-119,-172,9240,492,-10482,198,-82,38
32767,32004,1408,116,-94,-106,23184,22764,-1296,-23,-126,-175,8838,998,-10596,168,-63,63
32767,32767,1402,57,-74,-182,23290,22714,-1292,-43,-109,-167,8594,1270,-10544,139,-71,80
32767,32306,1678,-72,-77,-204,22956,22612,-1296,-51,-97,-149,8940,1330,-10404,42,-99,71
32767,31774,1366,-119,-105,-176,23000,22660,-1248,18,-127,-112,9484,1030,-10340,-98,-94,60
32767,30724,1212,-144,-119,-252,23244,22740,-1170,12,-151,-98,9392,474,-10338,-188,-26,55
32767,30192,1350,-84,-124,-202,23438,22872,-1066,-27,-148,-107,8792,16,-10328,-201,9,56
32767,31078,1146,2,-102,-167,23192,22840,-1030,-97,-132,-103,8630,-230,-10092,-166,-38,57
32767,31660,1034,2,-79,-231,22960,22562,-960,-123,-123,-109,9122,-196,-10110,-80,-98,69
32767,31656,1180,-40,-49,-227,23008,22356,-1126,-103,-149,-116,9146,-38,-10192,-20,-90,66
32767,31114,942,-32,-53,-188,23100,22224,-940,-68,-163,-125,8952,234,-10266,33,-91,64
32767,31414,930,-42,-42,-175,23094,22220,-1004,-48,-156,-122,8992,398,-10324,74,-112,72
32767,31142,950,-74,-56,-189,22902,22220,-1160,-32,-160,-102,9202,612,-10256,82,-118,75
32767,31308,968,-80,-52,-164,22966,22324,-1020,-25,-159,-85,9360,672,-10050,46,-99,86
32767,30682,1354,-64,-60,-201,23280,22450,-1142,-30,-160,-70,9206,732,-9972,2,-81,97
32767,31274,1054,-23,-67,-144,23256,22322,-1322,-29,-148,-79,8956,854,-9906,-30,-84,107
32767,31824,1210,-54,-65,-214,23288,22446,-854,-17,-183,-120,8922,830,-9982,-50,-112,113
32767,31428,1400,-74,-91,-188,23222,22318,-1002,-61,-140,-127,9146,860,-10088,-77,-114,114
32767,30992,1476,-70,-79,-103,22622,22100,-1088,-50,-117,-92,9226,896,-10000,-126,-92,121
32767,31632,1766,-17,-64,-161,22612,22190,-956,-43,-158,-71,9002,874,-9882,-186,-69,130
32767,31504,1252,5,-37,-185,23046,22240,-990,-41,-151,-73,8770,806,-9760,-204,-83,140
32767,31342,1336,36,-53,-122,23072,22184,-1102,-56,-127,-80,8720,908,-9788,-182,-123,156
32767,31264,1246,-33,-95,-89,22614,22070,-1146,-71,-116,-79,8914,826,-9890,-149,-145,174
32767,31120,1620,-144,-97,-104,22730,21898,-1168,-53,-127,-70,9080,854,-9922,-140,-131,182
32767,30340,1466,-137,-100,-118,23272,21924,-1246,-53,-114,-63,9052,738,-9814,-152,-107,177
32767,30382,1432,-60,-82,-132,23128,21988,-1282,-54,-74,-72,8886,668,-9752,-153,-113,169
32767,30578,1412,18,-64,-118,22634,22058,-1098,-82,-56,-80,8936,636,-9622,-135,-138,171
32767,31304,1414,26,-58,-145,22642,22054,-1060,-91,-84,-70,8884,770,-9770,-109,-145,184
32767,31532,1186,-28,-77,-102,22752,21942,-1010,-60,-113,-63,8902,1064,-9850,-74,-151,193
32767,31084,1256,-107,-80,-104,23104,21992,-786,-40,-130,-52,8982,1380,-9770,-62,-140,220
32767,30392,996,-119,-94,-108,23180,22078,-1088,-30,-115,-42,8900,1418,-9656,-108,-122,225
32767,29884,1224,-74,-98,-118,22810,22234,-1034,-46,-87,-35,8704,1072,-9596,-179,-110,201
32767,30558,1242,-8,-86,-128,22742,22052,-1094,-62,-83,-39,8720,788,-9566,-189,-124,166
32767,31206,1400,22,-60,-124,22932,21816,-1076,-76,-103,-44,8762,900,-9546,-167,-129,164
32767,30946,1234,-15,-97,-119,23120,21772,-980,-58,-110,-51,8784,1016,-9692,-154,-119,182
32767,30858,1256,-72,-76,-110,23198,21768,-996,-52,-92,-54,8748,1012,-9598,-142,-114,185
32767,30350,964,-55,-64,-106,23276,21908,-980,-50,-81,-43,8750,950,-9486,-136,-123,166
32767,30228,1006,5,-54,-93,22976,21952,-924,-60,-56,-47,8842,1110,-9504,-137,-129,137
32767,30512,1128,42,-34,-89,22816,21960,-902,-63,-75,-41,8882,1216,-9476,-129,-123,130
32767,30700,906,35,-45,-69,22826,21834,-808,-54,-64,-27,8994,1140,-9594,-124,-122,137
32767,30872,636,-56,-64,-65,23132,21832,-906,-55,-82,-23,9084,1182,-9596,-103,-127,131
32767,30596,672,-117,-88,-67,23276,21940,-826,-68,-64,-21,9060,1092,-9718,-92,-95,129
32767,30266,1406,-98,-80,-70,23074,22000,-764,-91,-53,-18,8818,1320,-9558,-98,-59,120
32767,30066,1474,-42,-50,-57,22638,21990,-892,-93,-52,-18,8474,1432,-9348,-95,-59,119
32767,30674,1216,26,-61,-60,22716,21826,-800,-101,-84,-8,8474,1486,-9178,-86,-96,119
32767,31260,1070,-34,-48,-74,23278,21684,-892,-89,-100,-2,8858,1484,-9300,-82,-122,119
32767,30670,1012,-131,-68,-72,23598,21592,-864,-75,-84,-10,9170,1410,-9484,-83,-103,116
32767,30358,968,-141,-67,-76,23258,21724,-912,-54,-57,-21,8994,1446,-9552,-102,-33,103
32767,29628,922,-90,-44,-42,22814,21888,-978,-38,-52,-16,8686,1544,-9258,-131,-30,100
32767,29814,1078,3,-34,-46,22928,22022,-724,-34,-65,-9,8554,1588,-9198,-145,-64,110
32767,30592,840,22,-42,-43,23406,21988,-662,-74,-76,-8,8654,1476,-9196,-126,-92,116
32767,30994,884,-57,-67,-51,23186,21770,-752,-108,-47,-7,8866,1514,-9346,-107,-103,106
32767,30446,950,-125,-75,-48,23196,21590,-758,-117,-65,-2,8948,1392,-9360,-103,-72,95
32767,30030,1066,-86,-84,-34,23468,21680,-694,-91,-65,-12,8802,1434,-9162,-114,-48,76
32767,30202,1218,-36,-35,-30,22904,21658,-676,-78,-41,-13,8658,1566,-9118,-127,-54,75
32767,30384,1302,21,-42,-25,22770,21716,-562,-73,-69,4,8658,1662,-9148,-104,-88,93
32767,30964,1080,8,-48,-17,23130,21678,-670,-79,-77,14,8834,1610,-9228,-80,-90,99
32767,30788,1334,-99,-61,-12,23262,21682,-582,-88,-70,9,9056,1630,-9284,-83,-82,95
32767,30702,1264,-173,-73,-23,23282,21670,-510,-93,-65,-2,9032,1642,-9298,-98,-43,92
32767,30018,1420,-123,-62,-16,23134,21618,-720,-102,-48,-16,8708,1836,-9108,-107,-28,85
32767,30140,1312,-39,-16,-6,22862,21600,-562,-100,-44,-6,8428,1894,-8960,-94,-48,100
32767,30198,1206,2,-26,-2,22998,21676,-498,-97,-56,14,8632,1946,-8930,-72,-85,108
32767,30620,968,-23,-34,-6,23172,21684,-718,-108,-44,14,9012,1884,-8932,-67,-93,103
32767,30760,1086,-95,-71,-6,22942,21618,-518,-132,-38,2,9244,1838,-8998,-90,-61,87
32767,30494,1294,-177,-91,-16,23150,21556,-610,-130,-68,-2,8864,1848,-9012,-119,-6,86
32767,30064,1188,-136,-85,-20,23518,21578,-462,-100,-54,-4,8574,1894,-8818,-115,-24,89
32767,30050,1222,-68,-41,-8,23304,21760,-598,-70,-32,12,8626,2050,-8836,-89,-65,101
32767,30702,1284,-27,-60,5,23120,21884,-574,-82,-40,17,8806,1988,-8932,-79,-73,101
32767,30590,1330,-93,-75,0,23168,21838,-518,-106,-60,8,8904,1922,-8822,-105,-54,78
32767,30402,1212,-121,-80,-4,23356,21834,-476,-145,-65,6,8796,1880,-8816,-135,-32,59
32767,29968,1318,-90,-90,10,23340,21682,-546,-162,-54,5,8684,1824,-8814,-142,-31,57
32767,30228,1426,-73,-68,7,23128,21508,-414,-165,-47,11,8604,1920,-8794,-114,-44,63
32767,30218,1500,-72,-58,12,23248,21324,-594,-157,-58,8,8658,1998,-8674,-85,-59,75
32767,30192,1498,-79,-59,-1,23320,21316,-520,-126,-53,7,8690,1966,-8732,-99,-61,63
32767,30278,1406,-84,-44,3,23144,21332,-588,-97,-55,5,8706,1880,-8712,-121,-50,44
32767,30528,1450,-118,-70,2,23146,21494,-514,-83,-63,14,8708,1978,-8878,-123,-47,36
32767,30410,1330,-134,-72,8,23166,21502,-586,-79,-62,21,8736,1988,-8834,-115,-50,41
32767,30270,1236,-145,-66,15,23072,21584,-586,-96,-60,11,8812,2114,-8814,-105,-62,46
32767,29842,1686,-171,-44,18,23282,21522,-458,-108,-65,3,8830,2154,-8762,-102,-56,58
32767,29874,1406,-120,-53,8,23400,21410,-616,-113,-57,-2,8780,2134,-8684,-111,-55,60
32767,29826,1422,-85,-37,21,23270,21298,-660,-100,-46,-4,8656,2138,-8582,-122,-71,65
32767,30498,1544,-74,-42,9,23236,21436,-314,-74,-52,4,8672,2130,-8672,-107,-89,67
32767,30862,1384,-109,-55,11,23344,21676,-352,-46,-51,5,8796,2154,-8772,-97,-92,72
32767,30206,1402,-165,-66,20,23274,21922,-240,-50,-35,28,8880,2188,-8652,-108,-76,81
32767,30162,1570,-169,-75,13,23354,21802,-412,-85,-46,32,8766,2236,-8602,-119,-64,81
32767,30234,1636,-136,-44,-1,23412,21656,-274,-113,-44,10,8694,2268,-8572,-138,-66,88
32767,30408,1648,-106,-45,-3,23508,21406,-456,-126,-60,10,8730,2292,-8512,-147,-81,93
32767,30604,1780,-155,-45,-8,23170,21210,-454,-120,-63,19,8816,2222,-8558,-153,-81,95
32767,30220,1322,-205,-79,-1,23092,21078,-360,-83,-76,23,8870,2130,-8612,-155,-74,92
32767,29856,1338,-190,-54,3,23472,21146,-388,-70,-89,27,8930,2126,-8572,-153,-63,94
32767,29720,1330,-121,-45,12,23432,21320,-466,-60,-53,26,8832,2090,-8592,-144,-61,90
32767,30082,1294,-88,-50,10,23078,21490,-594,-76,-58,38,8690,2110,-8438,-130,-58,82
32767,30140,1366,-117,-55,12,23244,21570,-472,-92,-60,39,8674,2096,-8386,-114,-70,77
32767,29884,1296,-134,-55,12,23410,21604,-528,-106,-64,38,8812,2140,-8376,-96,-77,83
32767,29946,1396,-132,-56,-3,23356,21530,-540,-128,-45,34,8944,2224,-8522,-84,-68,94
32767,30076,1204,-125,-57,1,23392,21540,-564,-135,-39,48,8796,2318,-8462,-74,-50,106
32767,29626,1328,-113,-37,4,23226,21412,-596,-141,-36,55,8468,2456,-8498,-61,-58,115
32767,30014,1496,-74,-45,-6,23158,21326,-496,-125,-44,45,8512,2506,-8378,-69,-72,125
32767,30398,1304,-71,-70,-7,23284,21334,-454,-87,-62,42,8656,2548,-8340,-86,-95,127
32767,30516,1438,-131,-59,-6,23346,21328,-334,-67,-60,49,8868,2532,-8208,-102,-97,138
32767,30238,1700,-161,-81,-26,23164,21542,-496,-63,-54,40,8956,2644,-8132,-108,-96,146
32767,30026,1596,-166,-61,-30,23100,21642,-496,-85,-55,52,9014,2778,-8204,-114,-84,160
32767,29500,1438,-112,-57,-25,23152,21550,-474,-97,-47,67,8884,2696,-8194,-123,-71,169
32767,29856,1486,-27,-40,-32,23130,21448,-436,-106,-56,64,8686,2558,-8062,-142,-72,156
32767,30008,1522,7,-11,-11,23076,21358,-366,-108,-57,59,8672,2490,-7962,-166,-85,136
32767,30232,1620,0,-22,-8,23174,21440,-498,-101,-66,59,8832,2466,-8032,-146,-92,125
32767,30478,1358,-75,-43,-4,23272,21452,-532,-111,-51,60,8952,2506,-8062,-116,-86,124
32767,30028,1246,-158,-54,5,23198,21354,-564,-125,-34,66,8876,2618,-8186,-99,-77,127
32767,30054,1358,-156,-63,-2,23198,21292,-504,-119,-35,61,8818,2724,-8176,-93,-64,132
32767,29872,1258,-139,-67,16,23326,21296,-462,-107,-38,51,8782,2776,-7942,-107,-54,122
32767,30254,1228,-131,-71,15,23148,21378,-476,-75,-28,53,8782,2950,-8094,-124,-61,109
32767,30034,1344,-167,-62,40,23104,21500,-510,-68,-42,62,8862,2884,-8208,-131,-59,111
32767,30092,1424,-173,-92,42,23078,21672,-538,-68,-55,69,8846,2906,-8202,-128,-47,121
32767,29740,1302,-179,-84,43,23176,21746,-470,-79,-62,77,8662,2858,-8152,-147,-25,129
32767,29556,1468,-135,-78,53,23492,21664,-502,-80,-73,79,8592,2850,-8010,-159,-35,121
32767,29694,1432,-88,-67,34,23408,21620,-438,-76,-56,77,8692,2810,-7938,-157,-48,110
32767,30020,1436,-86,-77,39,23362,21606,-560,-80,-50,75,8728,2812,-7908,-160,-49,109
32767,30054,1454,-119,-79,42,23366,21578,-540,-93,-39,72,8720,2772,-7958,-157,-44,116
32767,30148,1284,-145,-82,36,23504,21614,-398,-105,-33,80,8676,2694,-8060,-141,-38,120
32767,29772,1226,-144,-75,48,23430,21572,-542,-103,-33,86,8628,2716,-8040,-126,-39,112
32767,29644,1278,-103,-66,26,23316,21430,-292,-117,-37,79,8630,2908,-8004,-117,-38,98
32767,29804,1440,-81,-61,39,23412,21500,-286,-103,-50,69,8694,2984,-8020,-131,-38,88
32767,30212,1328,-126,-60,45,23238,21404,-400,-57,-50,92,8694,2998,-8026,-142,-44,93
32767,29798,1236,-195,-59,52,23536,21504,-306,-44,-74,77,8810,2992,-8112,-156,-41,101
32767,29410,1058,-183,-84,42,23604,21712,-260,-34,-47,62,8734,2902,-8128,-159,-29,108
32767,29348,1252,-137,-74,53,23246,21644,-396,-43,-33,78,8738,2856,-8068,-156,-24,102
32767,29534,1224,-93,-69,68,23184,21632,-352,-47,-47,64,8682,2900,-8020,-140,-32,96
32767,29994,1364,-111,-80,57,23354,21634,-418,-45,-50,60,8790,2932,-8158,-121,-34,94
32767,30200,1234,-144,-76,41,23412,21632,-302,-82,-34,74,8844,2988,-8112,-118,-21,98
32767,29736,1516,-152,-62,44,23360,21674,-178,-97,-35,68,8742,3064,-8044,-115,-13,117
32767,29758,1550,-137,-47,42,23096,21610,-328,-108,-28,74,8652,3052,-7920,-93,-13,133
32767,29838,1388,-105,-49,58,23000,21482,-426,-102,-48,91,8654,3164,-7938,-72,-25,133
32767,30054,1340,-100,-39,60,23392,21460,-302,-81,-71,89,8836,3238,-7940,-55,-38,126
32767,29754,1326,-100,-49,65,23488,21556,-330,-73,-60,70,8952,3354,-7794,-73,-27,111
32767,30054,1376,-126,-65,71,23316,21674,-194,-81,-50,86,9020,3338,-7878,-98,-11,109
32767,29904,1370,-161,-79,51,23240,21760,-570,-59,-45,93,8918,3400,-8036,-119,7,122
32767,29866,1068,-153,-99,94,23212,21750,-334,-56,-55,99,8810,3434,-7972,-127,7,130
32767,29680,1266,-155,-89,50,23304,21784,-388,-60,-63,88,8684,3448,-7986,-140,8,131
32767,29824,1380,-129,-104,74,23370,21876,-314,-82,-58,107,8704,3456,-7790,-148,10,129
32767,29698,1494,-118,-88,71,23432,21884,-408,-113,-57,116,8574,3432,-7772,-154,7,132
32767,29492,1766,-123,-70,49,23418,21976,-420,-118,-41,119,8530,3378,-7816,-153,1,136
32767,29772,1526,-121,-92,42,23534,21864,-430,-136,-38,134,8624,3340,-7820,-123,-15,138
32767,29728,1408,-80,-94,85,23508,21888,-416,-146,-32,115,8772,3312,-7866,-93,-18,147
32767,29758,1410,-86,-102,71,23456,21840,-330,-153,-24,124,8796,3320,-7892,-96,3,150
32767,29844,1524,-92,-73,56,23338,21682,-436,-132,-27,132,8624,3380,-7838,-114,11,147
32767,29956,1578,-69,-77,49,23404,21714,-296,-128,-46,119,8530,3468,-7862,-122,-16,141
32767,30092,1446,-91,-89,60,23604,21822,-332,-118,-32,124,8726,3612,-7728,-119,-33,138
32767,29756,1522,-119,-106,64,23372,21794,-276,-117,-23,128,8786,3568,-7728,-131,-26,135
32767,29908,1636,-127,-99,74,23342,21984,-204,-100,-38,128,8752,3570,-7802,-150,-11,127
32767,29722,1448,-93,-85,82,23480,21920,-286,-90,-34,135,8676,3590,-7826,-157,-5,127
32767,29798,1822,-102,-71,69,23194,21942,-248,-101,-42,136,8532,3560,-7660,-153,-4,133
32767,29834,1604,-131,-75,68,23198,21996,-266,-106,-48,144,8550,3572,-7646,-138,-21,136
32767,29766,1662,-140,-66,66,23520,21956,-236,-111,-55,164,8536,3588,-7838,-113,-29,145
32767,30406,1566,-124,-79,76,23644,21928,-202,-133,-40,156,8648,3582,-7936,-93,-30,141
32767,29958,1414,-161,-62,56,23526,22014,-516,-111,-20,164,8738,3690,-7768,-94,-15,112
32767,29898,1596,-135,-70,69,23328,21980,-392,-110,-26,181,8686,3880,-7730,-118,-6,89
32767,29712,1792,-85,-26,90,23442,22174,-580,-105,-36,173,8618,3888,-7642,-131,-5,93
32767,30664,1630,-64,-59,110,23598,22278,-594,-123,-17,194,8608,4032,-7676,-142,-9,109
32767,30412,1608,-167,-46,141,23454,22260,-602,-170,5,193,8726,3978,-7780,-159,-11,126
32767,29830,1308,-201,-76,123,23454,22232,-542,-194,6,180,8796,3982,-7772,-180,3,122
32767,29832,1426,-181,-83,154,23408,21960,-634,-206,16,180,8740,4026,-7834,-189,16,107
32767,29806,1580,-160,-76,133,23480,21846,-428,-197,4,183,8700,3980,-7778,-193,20,102
32767,29732,1376,-155,-75,143,23526,21852,-406,-178,9,183,8684,3984,-7766,-213,24,111
32767,29816,1660,-151,-77,142,23514,21910,-354,-165,12,189,8672,3898,-7778,-221,21,122
32767,29968,1536,-144,-73,126,23362,22066,-360,-150,9,190,8640,3770,-7674,-196,16,129
32767,30324,1610,-159,-76,120,23228,22192,-436,-130,1,195,8560,3768,-7798,-158,12,134
32767,30042,1854,-140,-75,136,23202,21940,-110,-111,-22,188,8556,3776,-7784,-122,8,134
32767,30208,1648,-153,-74,95,23502,22006,-344,-86,-45,161,8606,3808,-7716,-108,7,125
32767,29764,1722,-145,-54,128,23642,22082,-68,-89,-31,178,8640,3918,-7638,-112,10,111
32767,29846,1672,-98,-53,157,23744,22192,-478,-59,-18,198,8580,4104,-7682,-124,12,109
32767,29958,1664,-106,-42,193,23312,22394,-384,-58,-15,204,8554,4236,-7762,-141,11,127
32767,29850,1704,-163,-51,165,23388,22572,-234,-93,-24,188,8646,4244,-7740,-152,6,134
32767,29984,1608,-180,-45,212,23572,22534,-310,-130,-27,183,8680,4168,-7806,-171,16,116
32767,29732,1248,-144,-56,199,23370,22080,-304,-160,-5,183,8778,4310,-7816,-200,23,87
32767,29870,1444,-111,-38,248,23456,22046,-394,-148,-22,165,8764,4448,-7772,-243,42,70
32767,30422,1172,-109,-54,272,23514,22138,-596,-67,-20,186,8728,4314,-7850,-283,58,76
32767,30672,1270,-193,-61,214,23376,22206,-380,-29,-28,186,8716,4240,-7958,-303,72,89
32767,30400,1128,-243,-77,202,23470,22584,-482,-23,-40,168,8774,3968,-7924,-308,79,91
32767,30180,862,-205,-90,227,23582,22836,-616,-60,-22,184,8664,3872,-7908,-285,87,73
32767,29802,1440,-189,-68,205,23342,22768,-496,-91,-2,214,8474,3848,-7860,-264,82,71
32767,30384,1474,-137,-76,211,23488,22696,-674,-138,-23,183,8474,3864,-7904,-231,59,86
32767,30292,1512,-166,-78,190,23506,22600,-372,-144,-11,191,8510,3864,-7994,-185,50,102
32767,30356,1628,-225,-99,203,23544,22430,-550,-118,-14,188,8630,3860,-8040,-143,60,112
32767,29852,1444,-233,-99,261,23562,22492,-552,-91,-13,199,8652,3978,-8012,-97,64,111
32767,29492,1968,-213,-65,169,23502,22626,-582,-82,-3,208,8610,4098,-8014,-80,69,113
32767,29470,1646,-111,-64,229,23320,22764,-526,-73,-8,211,8418,4214,-7802,-89,57,104
32767,29724,1710,-32,-28,183,23552,23060,-566,-77,-13,229,8574,4338,-7808,-83,24,105
32767,30546,1816,-26,-25,246,23298,23024,-560,-126,1,233,8756,4418,-7994,-80,24,110
32767,31002,1538,-117,-52,249,23218,22940,-544,-164,-18,208,8736,4504,-8034,-112,58,100
32767,30428,1414,-221,-59,187,23804,22718,-520,-196,-14,210,8520,4556,-8004,-169,87,85
32767,29910,1650,-161,-36,210,23868,22692,-642,-157,22,241,8376,4490,-7948,-219,69,82
32767,29946,1554,-117,-19,202,23800,22778,-534,-133,23,237,8564,4416,-8174,-229,44,88
32767,30274,1702,-110,-32,229,23850,22890,-540,-136,27,194,8692,4268,-8332,-221,60,103
32767,29966,1588,-116,-13,202,23598,22758,-492,-162,31,155,8686,4138,-8238,-211,85,104
32767,29992,1536,-98,-15,195,23732,22368,-314,-161,-5,109,8556,4040,-8056,-201,90,90
32767,30132,1514,-92,-25,216,23724,22192,-248,-114,-12,81,8448,4082,-8104,-174,73,66
32767,31188,1288,-79,-30,222,23522,22136,-108,-63,-42,44,8550,4066,-8148,-141,52,75
32767,30304,1472,-133,9,146,23616,22222,-164,-3,-71,13,8652,4174,-8242,-104,61,93
32767,30750,1448,-168,-18,245,23894,22296,-228,38,-85,-17,8654,4290,-8354,-80,74,94
32767,30548,1422,-127,-19,236,23800,22306,8,38,-77,-73,8454,4460,-8308,-79,80,90
32767,30376,1156,-140,-21,227,23336,22488,-60,14,-74,-124,8410,4560,-8284,-108,75,82
32767,30536,1478,-127,-6,252,23452,22648,-44,-9,-76,-112,8476,4570,-8256,-145,72,77
32767,30866,1318,-92,-22,209,23884,22798,-14,-16,-71,-91,8488,4448,-8312,-171,80,65
32767,30748,1236,-107,-9,232,24002,22900,-66,-39,-41,-89,8508,4474,-8318,-190,84,49
32767,31054,1334,-117,-16,315,23728,22954,-50,-52,-28,-87,8514,4422,-8364,-199,89,43
32767,31512,1422,-140,-14,234,23540,22972,-60,-63,-47,-80,8530,4378,-8298,-208,104,43
32767,30798,1518,-228,-1,215,23618,23092,-114,-86,-65,-73,8566,4376,-8200,-218,102,42
32767,31182,1140,-186,7,244,23638,23062,-282,-96,-69,-65,8562,4316,-8300,-206,97,48
32767,31552,968,-137,9,255,23768,22980,-362,-93,-78,-64,8444,4378,-8428,-160,88,56
32767,31054,1148,-151,17,275,23948,22776,-522,-92,-71,-78,8510,4670,-8504,-121,82,65
32767,31160,1272,-181,-27,297,23822,22722,-464,-89,-56,-85,8596,4740,-8550,-124,83,78
32767,30830,1364,-268,-56,230,23776,22674,-464,-98,-43,-82,8596,4602,-8496,-154,86,79
32767,29604,1298,-256,-64,178,23732,22636,-430,-101,-31,-73,8556,4548,-8484,-164,85,81
32767,29620,1574,-115,-66,178,23666,22706,-272,-115,-22,-71,8532,4498,-8558,-133,76,83
32767,29650,1846,-56,-59,123,23620,22656,-276,-119,-23,-69,8450,4408,-8490,-92,81,115
32767,30052,1976,-142,-63,82,23644,22514,-240,-127,-26,-71,8192,4414,-8352,-65,63,120
32767,29584,1750,-96,-66,43,23704,22386,-144,-127,-24,-73,8142,4384,-8242,-40,31,134
32767,29130,1812,-39,-56,-26,23636,22334,-160,-126,-25,-71,8158,4230,-8200,-12,14,140
32767,29922,1858,-14,-66,-46,23558,22218,-210,-116,-23,-67,8084,4026,-8012,32,-7,123
32767,30160,1696,-36,-71,-86,23492,22192,-192,-94,-28,-64,8210,4442,-7806,85,-47,68
32767,30390,1724,-56,-51,-63,23594,22276,-158,-79,-43,-63,8410,4820,-8042,98,-79,63
32767,31020,1700,-42,-68,-46,23692,22290,-104,-71,-43,-54,8606,5134,-8228,86,-85,83
32767,31174,1732,-79,-64,-29,23718,22340,-128,-66,-36,-42,8646,5330,-8284,47,-68,105
32767,31098,1834,-128,-66,-23,23636,22396,-232,-68,-32,-42,8554,5378,-8360,-20,-40,94
32767,31158,1902,-148,-48,-25,23586,22422,-360,-64,-30,-53,8488,5394,-8322,-98,-32,77
32767,31212,1986,-154,-31,-25,23740,22440,-274,-83,-30,-52,8514,5292,-8362,-162,-23,70
32767,31182,1958,-173,-21,-27,23730,22338,-302,-110,-9,-44,8600,5200,-8380,-205,-8,81
32767,30782,1664,-187,-18,-33,23636,22388,-288,-132,0,-37,8600,4822,-8268,-208,7,108
32767,30548,1368,-135,-3,-35,23550,22366,-184,-153,-7,-33,8540,4636,-8248,-182,6,114
32767,30690,1170,-70,-1,-35,23520,22266,-220,-155,-18,-35,8486,4522,-8196,-142,-3,105
32767,31050,1120,-59,-9,-32,23542,22090,-232,-133,-28,-39,8422,4624,-8176,-95,-23,94
32767,31094,1276,-110,-33,-34,23544,22016,-316,-109,-34,-41,8478,4682,-8248,-59,-37,95
32767,30930,1424,-148,-57,-31,23564,22020,-350,-86,-41,-34,8500,4860,-8144,-33,-40,104
32767,30830,1488,-168,-73,-30,23724,22200,-330,-60,-38,-14,8502,4982,-8044,-13,-40,103
32767,30604,1552,-168,-71,-27,23708,22188,-358,-59,-22,-12,8508,5152,-8130,0,-52,93
32767,30512,1694,-133,-62,-26,23564,22308,-400,-62,-19,-17,8486,5166,-7990,-5,-53,79
