1.893781919712413664e-01,-1.623873935696873091e-02,-4.218640581859524168e-03
1.892101525172432686e-01,-1.590201148790259048e-02,-4.243748543029461119e-03
1.889647092153123320e-01,-1.550450955346369293e-02,-4.510570861981612160e-03
1.886998405771037890e-01,-1.527991113139646334e-02,-5.255462487502931927e-03
1.883507242520181812e-01,-1.509102689590918235e-02,-6.147566970402357570e-03
1.878756954122534351e-01,-1.495016723325687767e-02,-6.775965037690410801e-03
1.873263074781412185e-01,-1.477396442895985602e-02,-6.822770820917415345e-03
1.867605796308502708e-01,-1.433791254054283051e-02,-6.526497307807335203e-03
1.862273316025119252e-01,-1.384246462159669823e-02,-6.329137020366936740e-03
1.857192673539224681e-01,-1.348646459662993999e-02,-6.420395722003213908e-03
1.852225054377100999e-01,-1.316223054790101495e-02,-6.940148086499867315e-03
1.848010590257339603e-01,-1.297981572692132220e-02,-7.648596610946753818e-03
1.844006277358169188e-01,-1.275475161119123818e-02,-8.043478775329298766e-03
1.839207323783161874e-01,-1.221963666891780036e-02,-8.165132624395830471e-03
1.833931027432612326e-01,-1.171674411467344551e-02,-8.293491844894980425e-03
1.828661341636116378e-01,-1.127043065126314032e-02,-8.238654923436204008e-03
1.823812033450798453e-01,-1.092221862187149790e-02,-8.679740641295192322e-03
1.819029702886015010e-01,-1.079925081384905741e-02,-9.895246896322569888e-03
1.814114433192201281e-01,-1.056466803053595152e-02,-1.077273600178052168e-02
1.808859467859766090e-01,-1.009830546688294736e-02,-1.104685745560286120e-02
1.803187158355064046e-01,-9.597624724905771607e-03,-1.113300878216901511e-02
1.798623797098987953e-01,-9.218620761570419861e-03,-1.120110143787709372e-02
1.795013023614995262e-01,-8.823740897429330557e-03,-1.127177606519672720e-02
1.791360756844801450e-01,-8.364391368297967311e-03,-1.131643142771477165e-02
1.787676550158052990e-01,-7.909057613252808497e-03,-1.143055322796807625e-02
1.783666318057984257e-01,-7.207193065889322403e-03,-1.152244542697512808e-02
1.779480708777244902e-01,-6.490130845567777459e-03,-1.159022640788127771e-02
1.776007084652702073e-01,-6.095854973781040555e-03,-1.144927464994189084e-02
1.773200184956542080e-01,-5.797623404402024901e-03,-1.095932481234775623e-02
1.770277474474075963e-01,-5.379719776768498302e-03,-1.073898801284240909e-02
1.767761240569515058e-01,-4.881080945920314614e-03,-1.083406063518383734e-02
1.765335393385314422e-01,-4.420978951374865060e-03,-1.097567557407368166e-02
1.762543769216744216e-01,-4.068177817105716500e-03,-1.131628288434483043e-02
1.760223619758978508e-01,-3.828798444701040325e-03,-1.169816529564250349e-02
1.758327867508452658e-01,-3.472768373228494760e-03,-1.196780709558152925e-02
1.757235322823120227e-01,-2.967964603141091343e-03,-1.204820502729680651e-02
1.756165178180971176e-01,-2.494408828427206216e-03,-1.202214546035370799e-02
1.754373018650210170e-01,-2.035900278126927081e-03,-1.207788293555902594e-02
1.752258779899807384e-01,-1.493108839532352643e-03,-1.222563224269411844e-02
1.750224001202440316e-01,-8.738018384486365879e-04,-1.254736700321437692e-02
1.748324812954915319e-01,-1.566852505736455949e-04,-1.285117451711392279e-02
