gravity_test
Module: E0:5A:1B:76:51:80 (05)
t(us),ax,ay,az,gx,gy,gz,y,p,r
4796312,32767,19448,6234,-25,-45,-10,-0.600028,1.015927,1.285857
4811939,32767,19410,6258,-26,-43,-10,-0.598890,1.015869,1.285966
4827565,32767,19450,6270,-24,-44,-9,-0.598080,1.015907,1.285837
4843192,32767,19392,6272,-25,-44,-9,-0.596932,1.015848,1.285946
4858819,32767,19390,6268,-24,-44,-9,-0.596416,1.015893,1.285906
4874445,32767,19454,6320,-23,-45,-8,-0.595188,1.015907,1.285907
4890072,32767,19398,6296,-24,-44,-10,-0.593615,1.015911,1.285758
4905699,32767,19428,6346,-24,-44,-10,-0.593615,1.015911,1.285758
4921325,32767,19400,6274,-25,-44,-9,-0.591614,1.015891,1.285738
4936951,32767,19442,6264,-26,-45,-10,-0.591193,1.015867,1.285868
4952577,32767,19440,6248,-24,-43,-8,-0.589597,1.015871,1.285719
4968202,32767,19404,6230,-24,-45,-9,-0.588834,1.015836,1.285698
4983828,32767,19416,6350,-24,-44,-10,-0.587646,1.015907,1.285837
4999455,32767,19410,6244,-24,-46,-9,-0.586679,1.015928,1.285927
5015080,32767,19410,6298,-25,-45,-9,-0.585830,1.015966,1.285799
5056969,32767,19376,6274,-25,-44,-9,-0.581681,1.015926,1.285759
5072595,32767,19418,6276,-25,-44,-9,-0.581681,1.015926,1.285759
5088221,32767,19450,6324,-25,-45,-10,-0.581157,1.015974,1.285781
5103847,32767,19390,6242,-25,-45,-9,-0.579581,1.015906,1.285739
5119474,32767,19392,6286,-24,-44,-10,-0.578258,1.015920,1.285740
5135100,32767,19408,6346,-24,-44,-9,-0.577382,1.015959,1.285612
5150727,32767,19440,6304,-24,-44,-9,-0.576368,1.015979,1.285702
5166353,32767,19436,6290,-24,-44,-10,-0.575568,1.015944,1.285681
5181979,32767,19420,6316,-24,-45,-9,-0.573758,1.015934,1.285811
5197605,32767,19418,6298,-26,-45,-9,-0.572952,1.016029,1.285822
5213232,32767,19432,6314,-25,-45,-9,-0.572142,1.015995,1.285801
5228859,32767,19420,6274,-25,-45,-10,-0.571589,1.016044,1.285823
5244484,32767,19440,6320,-25,-44,-9,-0.570303,1.015984,1.285932
5260110,32767,19418,6314,-24,-44,-9,-0.568581,1.015989,1.285783
5275737,32767,19468,6284,-25,-44,-9,-0.568018,1.015908,1.285773
5291363,32767,19368,6280,-25,-44,-11,-0.566712,1.015978,1.285913
5306990,32767,19416,6308,-25,-44,-9,-0.565057,1.015910,1.285871
5322617,32767,19444,6302,-25,-44,-9,-0.564482,1.015958,1.285893
5338243,32767,19460,6320,-24,-44,-10,-0.563649,1.015924,1.285872
5353870,32767,19408,6252,-25,-45,-9,-0.562232,1.015938,1.285873
5369497,32767,19446,6306,-24,-44,-10,-0.560801,1.015949,1.285813
5385122,32767,19414,6346,-25,-44,-10,-0.560213,1.015997,1.285835
5400747,32767,19456,6318,-25,-44,-9,-0.558436,1.015872,1.285653
5416373,32767,19450,6238,-25,-44,-9,-0.557841,1.015921,1.285676
5432000,32767,19414,6200,-25,-44,-10,-0.555622,1.015957,1.285795
5447626,32767,19414,6262,-24,-46,-10,-0.554765,1.015923,1.285774
5463252,32767,19424,6278,-24,-45,-9,-0.554252,1.015897,1.285903
5478879,32767,19458,6276,-24,-45,-10,-0.552780,1.015912,1.285904
5494504,32767,19410,6298,-26,-45,-9,-0.551915,1.015877,1.285882
5510131,32767,19438,6250,-25,-43,-10,-0.550429,1.015892,1.285884
5525758,32767,19492,6306,-26,-45,-9,-0.549558,1.015857,1.285862
5541385,32767,19450,6254,-24,-45,-9,-0.548059,1.015871,1.285863
5557011,32767,19382,6240,-24,-44,-9,-0.546649,1.015812,1.285971
5572637,32767,19448,6252,-24,-44,-9,-0.545927,1.015930,1.285826
5588263,32767,19422,6226,-24,-45,-10,-0.545391,1.015905,1.285955
5603890,32767,19420,6278,-25,-45,-9,-0.543865,1.015919,1.285956
5619517,32767,19396,6292,-25,-45,-10,-0.542431,1.015860,1.286063
5635143,32767,19380,6292,-25,-45,-9,-0.541436,1.015899,1.285936
5650769,32767,19428,6324,-25,-44,-10,-0.539976,1.015969,1.286077
5666394,32767,19420,6282,-24,-44,-9,-0.539075,1.015935,1.286056
5682019,32767,19400,6298,-25,-45,-8,-0.536778,1.015938,1.285879
