ax,ay,az,gx,gy,gz
32767,21020,6232,-47,17,-13
32767,21088,6414,-6,-3,12
32767,21260,6418,-8,-33,-2
32767,21370,6256,-35,-52,-9
32767,21316,6098,-72,-58,-8
32767,20984,5972,-90,-44,-7
32767,20682,6224,-57,-34,8
32767,20760,6242,9,-30,13
32767,21026,6270,34,-58,7
32767,21234,6098,9,-75,0
32767,21176,5884,-73,-69,-47
32767,21134,5734,-69,-34,-44
32767,21100,5964,-16,7,-2
32767,21280,6194,13,17,24
32767,21374,6552,-50,-5,2
32767,21142,6486,-105,-50,-13
32767,20798,6322,-117,-79,-18
32767,20698,6030,-40,-79,-14
32767,21026,5696,46,-35,5
32767,21328,5784,19,11,5
32767,21344,6422,-83,18,-18
32767,20954,6836,-153,-43,-37
32767,20724,6864,-109,-112,-31
32767,20856,6308,-15,-152,-11
32767,21294,5658,62,-131,20
32767,21398,5460,24,-57,28
32767,20904,5642,-70,36,5
32767,20596,6428,-94,47,-27
32767,20732,6778,-71,0,-37
32767,20886,6734,-35,-67,-23
32767,21152,6210,14,-104,-18
32767,21434,5784,36,-94,-3
32767,21580,6170,-10,-83,15
32767,21152,6596,-106,-94,9
32767,20556,6738,-133,-157,2
32767,20420,6146,-34,-193,4
32767,20716,5552,63,-152,20
32767,21156,5230,101,-64,31
32767,21404,5408,23,29,22
32767,21160,6234,-107,67,-22
32767,20722,6836,-170,46,-66
32767,20568,6886,-45,-59,-49
32767,21128,6284,82,-111,-12
32767,21656,5784,87,-107,5
32767,21716,5582,0,-65,8
32767,21422,5708,-93,-16,7
32767,20758,6078,-134,13,7
32767,20436,6480,-43,6,-26
32767,20836,6356,13,-16,-32
32767,21228,6408,-8,-41,-30
32767,21316,6044,-42,-56,-29
32767,21116,6028,-71,-58,-14
32767,20908,5864,-57,-35,-8
32767,20876,5938,-16,-7,-11
32767,21236,6198,-2,13,6
32767,21222,6354,-53,9,-4
32767,20946,6606,-96,-31,-16
32767,20666,6494,-81,-70,-12
32767,20616,6212,-31,-102,-12
32767,20816,6124,25,-107,-10
32767,21110,5818,32,-86,-10
32767,21312,5736,-16,-44,-17
32767,21176,5892,-103,7,-15
32767,20732,6274,-119,14,-10
32767,20568,6648,-73,-23,-11
32767,20756,6646,-11,-75,-9
32767,21156,6198,7,-111,-16
32767,21262,5824,-13,-95,-10
32767,21016,5564,-37,-49,2
32767,20960,6116,-53,-12,3
32767,20792,6650,-81,-54,-18
32767,20744,6906,-69,-100,-37
32767,20798,6560,-48,-173,-44
32767,20962,6284,-17,-201,-49
32767,20968,5852,0,-187,-17
32767,20652,5616,1,-137,11
32767,20640,5724,10,-75,-11
32767,21242,6134,-38,-28,-57
32767,21206,6366,-89,-26,-39
32767,20990,6260,-95,-47,-28
32767,20774,5876,-53,-42,-22
32767,20744,5714,2,-1,8
32767,21062,5988,-7,35,-3
32767,21218,6462,-70,42,-44
32767,20950,6866,-113,-16,-31
32767,20464,6446,-32,-94,12
32767,20788,5940,50,-106,10
32767,21212,5576,48,-64,9
32767,21378,6222,-40,-43,9
32767,20958,6456,-108,-40,-11
32767,20712,6704,-110,-97,8
32767,20542,6164,-34,-132,37
32767,20516,5532,5,-111,26
32767,20564,5380,2,-1,-1
32767,20756,6018,6,60,-17
32767,21276,6490,-36,68,-63
32767,21170,6764,-100,35,-56
32767,20842,6786,-88,-31,-24
32767,20640,6400,-5,-86,10
32767,20890,5796,67,-104,26
32767,21308,5786,18,-75,12
32767,20968,5916,-116,-14,-24
32767,20566,6300,-139,10,-36
32767,20462,6316,-66,2,-19
32767,20658,6192,1,-13,13
32767,20796,6232,23,-25,20
32767,20942,6306,-6,-32,-8
32767,20872,6178,-55,-38,-41
32767,20938,6162,-49,-34,-41
32767,20968,6086,-35,-23,-25
32767,21024,6216,-53,-31,-23
32767,20538,6298,-105,-62,-18
32767,20396,6154,-62,-64,-25
32767,20590,5964,43,-39,-8
32767,21012,5946,47,-11,-11
32767,21260,6390,-41,-25,-31
32767,20946,6498,-123,-48,-23
32767,20380,6338,-98,-86,-11
32767,20482,6006,0,-87,-13
32767,21002,5676,58,-45,4
32767,21234,5738,14,19,6
32767,21018,6316,-86,41,-10
32767,20488,6608,-109,10,-18
32767,20406,6740,-76,-49,-15
32767,20588,6430,-11,-97,-21
32767,20932,6008,23,-108,-17
32767,21094,5826,8,-78,-3
32767,20888,5838,-20,-35,6
32767,20678,6230,-49,-23,-10
32767,20750,6412,-62,-51,-33
32767,20764,6296,-58,-76,-22
32767,20714,6090,-24,-77,-4
32767,20742,5896,19,-52,13
32767,21060,5972,18,-27,5
32767,21086,6076,-42,-8,-13
32767,20814,6348,-99,-10,-10
32767,20492,6632,-114,-51,-30
32767,20414,6522,-48,-94,-27
32767,20728,6240,39,-117,-4
32767,21090,5892,65,-118,18
32767,21034,5624,14,-71,22
32767,20810,5776,-63,-14,-4
32767,20740,6064,-109,26,-40
32767,20666,6502,-118,20,-39
32767,20606,6750,-25,-36,11
32767,20882,6454,26,-78,21
32767,21002,5984,7,-89,14
32767,20900,5890,-59,-72,8
32767,20530,5974,-96,-38,-9
32767,20234,6060,-46,-9,-8
32767,20468,6310,56,2,21
32767,21174,6616,138,-13,67
32767,21752,6724,59,-78,90
32767,21276,6404,-96,-133,63
32767,20216,6004,-146,-155,41
32767,19742,5784,-74,-123,23
32767,19980,5628,50,-72,-10
32767,20702,5920,86,-16,-13
32767,21228,6166,28,6,-19
32767,21136,6232,-77,0,-23
32767,20830,6314,-78,-15,-1
32767,20698,6312,-63,-38,-9
32767,20728,6304,-44,-52,-18
32767,20748,6172,-38,-64,-17
32767,20604,6018,-20,-46,-10
32767,20582,5974,4,-20,-2
32767,20724,6158,6,2,-12
32767,21004,6506,-32,-29,-31
32767,20914,6570,-76,-75,-31
32767,20740,6358,-63,-114,-22
32767,20702,5986,-8,-106,-9
32767,20758,5504,32,-56,7
32767,20860,5620,19,20,-1
32767,20848,6224,-34,62,-24
32767,20820,6668,-69,40,-39
32767,20824,6810,-51,-133,-13
32767,20710,6062,-24,-174,1
32767,20624,5406,27,-128,14
32767,20818,5394,42,-29,5
32767,21194,6178,-23,16,-17
32767,20942,6556,-122,20,-19
32767,20364,6512,-93,-19,1
32767,20286,6236,-4,-40,10
32767,20598,6342,67,-57,8
32767,21220,6496,29,-91,-13
32767,21228,6324,-62,-116,-39
32767,20842,5868,-97,-110,-28
32767,20642,5476,-42,-56,-3
32767,20896,5690,12,29,19
32767,20886,6504,-47,43,17
32767,20602,6898,-107,-1,-24
32767,20288,6704,-103,-72,-45
32767,20392,6150,-13,-100,-25
32767,20904,5732,52,-77,-11
32767,21176,5898,35,-32,-4
32767,20952,6230,-39,-10,8
32767,20764,6514,-83,-28,-16
32767,20592,6442,-89,-59,-32
32767,20596,6138,-33,-68,-11
32767,20688,5900,19,-48,-1
32767,20884,5864,27,-18,5
32767,20954,6176,-6,-3,12
32767,20760,6298,-63,-9,-9
32767,20526,6634,-79,-42,-37
32767,20648,6434,-20,-73,-27
32767,20970,6200,14,-92,-4
32767,21112,5788,-1,-74,10
32767,20886,5714,-35,-36,11
32767,20508,5968,-37,0,19
32767,20516,6480,-30,-10,2
32767,20750,6730,-38,-49,-32
32767,20798,6406,-53,-108,-34
32767,20716,5926,-16,-108,-9
32767,20686,5674,41,-63,18
32767,20848,5606,45,-5,13
32767,20970,6136,-16,30,-13
32767,20824,6588,-77,21,-30
32767,20808,6726,-75,-29,-18
32767,20788,6554,-37,-78,3
32767,20918,6096,-11,-100,8
32767,20772,6110,-30,-87,-5
32767,20646,6030,-34,-71,-14
32767,20780,5944,-20,-45,-12
32767,20744,5822,-28,-10,-1
32767,20730,6072,-33,12,-7
32767,20754,6662,-47,-4,-19
32767,20696,6780,-37,-55,-16
32767,20720,6304,-17,-120,-8
32767,20852,5782,6,-108,-23
32767,20988,5504,26,-50,-14
32767,21110,5972,8,3,7
32767,20986,6262,-36,24,7
32767,20718,6608,-95,-5,-6
32767,20336,6440,-93,-35,-21
32767,20366,6070,7,-54,-22
32767,20836,6166,58,-47,-18
32767,21386,6416,18,-58,-18
32767,21188,6394,-57,-75,-16
32767,20666,6084,-70,-89,-3
32767,20488,5854,-16,-75,-1
32767,21246,5924,-8,-2,-2
32767,21004,6324,-84,13,-11
32767,20504,6424,-95,-5,-11
32767,20302,6400,-40,-29,-6
32767,20548,6248,19,-47,-6
32767,20904,6418,20,-71,-16
32767,21042,6470,8,-96,-25
32767,21140,6188,-25,-118,0
32767,20988,5666,-36,-95,9
32767,20846,5512,-43,-28,14
32767,20658,5900,-56,38,28
32767,20392,6514,-63,46,-1
32767,20472,6798,-39,0,-28
32767,20734,6672,-9,-67,-26
32767,20892,6176,41,-109,-6
32767,20990,5824,70,-100,15
32767,21120,5452,54,-54,16
32767,21286,5892,-34,-17,3
32767,21134,6218,-149,1,-32
32767,20610,6420,-169,-12,-25
32767,20252,6454,-66,-35,8
32767,20404,6194,64,-55,16
32767,21264,6236,63,-63,-2
32767,21344,6234,-45,-64,-17
32767,20830,6160,-130,-72,-39
32767,20596,5946,-86,-59,-29
32767,20758,5778,-15,-24,5
32767,20954,6148,-10,5,16
32767,20774,6560,-38,-2,9
32767,20650,6632,-50,-52,-11
32767,20724,6328,-37,-99,-17
32767,20852,6020,-24,-103,-8
32767,20758,5908,-22,-70,-2
32767,20462,5926,-4,-26,11
32767,20388,6064,52,-1,17
32767,20922,6366,57,-9,-12
32767,21270,6476,-16,-39,-47
32767,21038,6518,-80,-77,-38
32767,20590,6080,-21,-97,-1
32767,20802,5798,45,-72,2
32767,21230,5780,50,-24,-4
32767,21250,6040,-24,15,-7
32767,20978,6374,-98,5,-13
32767,20590,6596,-126,-35,-26
32767,20418,6464,-86,-75,-33
32767,20620,5948,5,-84,-20
32767,21212,5766,75,-31,12
32767,21400,6006,11,11,15
32767,21004,6376,-94,11,-5
32767,20440,6706,-124,-30,-21
32767,20194,6428,-50,-84,-23
32767,20688,6152,48,-101,-22
32767,21350,5744,68,-76,-7
32767,21512,5814,-48,-9,7
32767,20928,6152,-130,16,2
32767,20340,6384,-119,11,-2
32767,20132,6698,-46,-21,-3
32767,20370,6578,35,-65,-9
32767,20796,6212,65,-91,-25
32767,21226,6040,45,-87,-14
32767,21336,5768,7,-57,-1
32767,21264,5924,-69,-22,6
32767,20800,6228,-95,-10,8
32767,20496,6380,-73,-16,3
32767,20752,6282,20,-24,0
32767,20940,6356,1,-42,-7
32767,20698,6102,-44,-54,-26
32767,20562,5784,-7,-36,-14
32767,20808,5786,28,4,-14
32767,21226,5798,25,44,-12
32767,21368,6280,-57,67,-11
32767,21006,6460,-125,62,-27
32767,20312,6244,-108,46,-28
32767,20280,6088,6,51,-27
32767,20896,6106,66,93,-22
32767,20916,5378,46,142,-32
32767,20796,5530,-6,225,-58
32767,21006,5806,3,283,-55
32767,21078,6212,-17,309,-37
32767,20850,6238,9,314,-23
32767,20882,6186,45,312,-2
32767,21070,6010,49,303,-11
32767,20942,5760,-27,312,-49
32767,20708,5962,-19,338,-61
32767,20886,6080,-10,349,-63
32767,20796,5812,26,374,-56
32767,20908,5624,31,423,-56
32767,20632,5142,62,512,-53
32767,20448,4380,120,679,-77
32767,20582,4034,132,974,-155
32767,20684,4514,126,1183,-224
32767,20886,5062,112,1325,-279
32767,21124,5342,98,1380,-273
32734,21248,5006,148,1436,-196
32586,20998,3374,203,1568,-150
31416,21530,5106,220,1743,-190
30324,21660,6566,116,1671,-246
29664,21462,5758,86,1495,-300
29576,21296,5522,73,1394,-291
29700,21018,4930,149,1327,-244
29806,20952,3784,260,1341,-189
29370,21582,3962,351,1432,-159
28858,21886,4028,322,1482,-162
28472,21590,4020,214,1483,-236
28066,21296,3738,129,1487,-346
27732,20960,3198,172,1478,-335
27122,21316,3444,318,1470,-258
26182,22300,3780,360,1408,-226
25588,22670,3762,282,1294,-227
25254,22486,3508,191,1177,-217
25590,22018,2950,165,1078,-206
26258,21418,2032,214,1045,-184
25926,21332,1584,297,1109,-153
25134,21642,1952,324,1134,-214
24732,21818,1482,308,1132,-297
24736,22088,1294,268,1123,-306
24680,21956,1158,220,1107,-242
24128,21678,1282,247,1072,-168
23388,22036,1502,340,958,-152
21454,22490,-1726,94,819,-281
21094,22422,-1432,63,716,-205
21082,22260,-1582,41,563,-131
21380,21924,-2130,36,469,-61
21672,21900,-2508,53,430,-27
21966,21944,-2966,67,376,1
21626,21778,-2818,-18,369,15
21274,21316,-2918,-71,358,-28
21900,20958,-3728,-56,391,-118
22140,21224,-3968,-7,446,-118
21590,21642,-3530,-7,472,-103
20700,21802,-3470,-67,459,-71
20718,21562,-3362,-56,416,-26
21080,21434,-3478,-20,329,-37
21216,21414,-3760,-45,297,-82
21122,21622,-4412,-16,286,7
21228,21528,-4506,15,294,39
21384,21638,-4236,29,316,50
21100,21778,-4234,10,305,82
20810,21604,-4348,-28,313,107
20718,21196,-4202,5,289,105
20830,21380,-4332,-3,269,18
20624,21584,-3870,-75,193,-79
20868,21334,-4718,-166,163,-118
20976,21128,-4650,-103,125,-62
20884,21312,-4882,-14,110,-22
20844,21920,-4952,26,122,4
21078,21720,-5058,-35,144,15
21160,21374,-4858,-51,156,21
20878,21364,-4848,5,133,64
20604,21568,-4796,22,102,46
20644,21776,-5018,-19,86,-19
20778,21700,-5158,-93,108,-50
20966,21502,-5292,-89,103,-55
21126,21454,-5430,-64,114,-43
21030,21604,-5452,14,129,76
20758,21564,-5308,31,143,136
20430,21778,-4982,6,136,96
20458,21518,-5304,-60,88,21
20828,21116,-5434,-98,96,-62
20942,21230,-5554,-63,78,-104
21160,21978,-6950,-42,44,-103
20616,21882,-5496,-88,110,-25
20454,21476,-5578,-73,101,39
21030,21464,-7070,-51,50,13
20902,21338,-5388,-63,109,-7
20802,21582,-5372,-69,72,-56
20372,21398,-5502,-122,70,-94
20244,21164,-5572,-81,39,-65
20596,21358,-5650,-21,4,-58
20808,21506,-5920,-12,8,-39
20966,21382,-5654,-24,19,-29
20638,21366,-5640,-44,-3,-75
20290,21418,-5734,-86,-6,-115
20338,21244,-5762,-91,-16,-144
20654,21412,-5680,-72,-40,-138
20588,21458,-5690,-20,-67,-41
20364,21588,-5842,6,-83,19
20520,21674,-5958,-9,-75,29
20716,21582,-5830,-53,-59,-5
20994,21286,-5846,-71,-52,-5
20906,20944,-5758,-37,-25,24
20600,21020,-5670,12,-20,34
20172,21280,-5580,4,-33,6
20386,21334,-5712,-45,-65,-84
20824,21438,-5898,-77,-60,-113
20982,21474,-6154,-47,-20,-50
20900,21786,-5994,-34,15,-32
20466,21686,-5662,-82,24,-16
19982,21028,-5356,-133,2,-2
20454,20752,-5780,-3,-93,-16
21196,21524,-6208,40,-61,15
20908,21822,-6202,3,-11,45
20414,21712,-5858,-27,16,58
20408,21348,-5624,-48,0,60
20558,21080,-5602,-23,-22,76
20570,20982,-5644,-13,-48,42
20632,21120,-5940,-19,-59,-25
20880,21568,-6318,-24,-24,-52
20812,21774,-6086,-61,21,-13
20402,21390,-5726,-94,32,-1
20218,20978,-5406,-80,-7,25
20066,20972,-5600,2,-70,54
20582,21688,-5986,25,-100,13
21112,22012,-6320,-33,-66,20
21108,21414,-6124,-80,-4,56
20642,21152,-5968,-49,21,45
20274,21368,-5512,-43,12,31
20250,21208,-5692,-40,-22,56
20418,21174,-5772,-34,-52,22
20704,21566,-6278,-1,-56,29
21040,21864,-6414,-8,-11,29
20974,21802,-6086,-73,38,20
20546,21288,-5594,-93,42,54
19884,20844,-5246,1,-36,119
20046,21244,-5766,74,-112,92
20856,21894,-6380,40,-115,-11
21450,22014,-6590,-40,-48,-49
21200,21630,-6234,-85,28,-29
20240,21292,-5652,-76,35,-5
19626,21136,-5202,-48,-45,6
20082,21146,-5730,4,-147,18
21274,21844,-6590,23,-122,-26
21570,21920,-6438,-53,-36,-17
20656,21562,-6004,-48,10,30
20166,21568,-5432,-45,-2,-9
20034,21328,-5538,-42,-60,-8
20408,21358,-5848,-14,-107,-19
20990,21550,-6348,-14,-95,-32
21254,21594,-6296,-17,-50,-15
20608,21508,-5774,-19,-6,7
20186,21470,-5478,-20,-29,10
20182,21456,-5630,-27,-75,-9
20416,21460,-5804,-41,-108,-45
20816,21498,-6006,-21,-105,-14
20962,21514,-6154,21,-80,16
20928,21920,-6148,25,-46,7
20640,21946,-5940,-48,-23,-16
20262,21346,-5682,-95,-45,-36
20576,21304,-5886,-30,-68,-12
20978,21574,-6050,12,-60,10
20852,21644,-6042,-31,-34,-11
20538,21552,-5728,-56,-28,-19
20324,21406,-5730,-34,-43,-13
20544,21530,-5722,-24,-63,-43
20810,21458,-5828,-61,-68,-53
20644,21208,-5818,-18,-60,-4
20488,21640,-5990,26,-66,6
20664,22018,-6046,-26,-58,-23
20800,21730,-6104,-86,-38,-44
20838,21364,-5886,-83,-12,-39
20372,21296,-5740,-26,-12,9
20214,21558,-5480,-6,-37,19
21084,21330,-5942,-80,-54,-79
20682,21276,-5918,-50,-42,-44
20490,21500,-5854,-16,-38,-23
20330,21492,-5740,-26,-40,6
20520,21480,-5806,-20,-77,1
20778,21520,-6000,-23,-67,2
20812,21528,-5986,0,-53,20
20718,21680,-5846,0,-45,7
20558,21484,-5904,-49,-37,-9
20534,21246,-5784,-54,-41,-18
20654,21100,-5602,-36,-51,-13
20442,21198,-5786,26,-71,26
20580,21880,-5954,59,-81,-2
20644,22020,-6070,28,-75,2
20934,21984,-6088,-29,-57,-39
21026,21404,-5892,-79,-25,-23
20580,20944,-5470,-37,-10,38
20378,21164,-5706,26,-37,35
20396,21680,-5454,1,-66,-8
20498,21812,-5748,-39,-90,-10
20758,21444,-5924,-80,-86,-22
20738,21342,-5964,-50,-67,-1
20774,21618,-5958,-13,-47,15
20684,21812,-5790,-26,-54,20
20462,21576,-5680,-87,-61,4
20376,21052,-5694,-102,-70,-13
20526,21144,-5714,-50,-84,-28
20738,21714,-5922,-1,-97,-13
21072,21732,-5998,-43,-54,23
20686,21490,-5640,-30,-36,45
20272,21504,-5438,-19,-58,36
20178,21518,-5424,-35,-99,-1
20474,21280,-5628,-74,-130,-53
20826,21000,-5684,-74,-145,-76
20938,21292,-6020,-13,-133,-67
21050,21964,-6122,2,-84,-56
20936,22002,-5660,-68,-27,38
20308,21410,-5552,-52,-30,94
20002,21390,-5496,-24,-75,43
20542,21458,-5662,-65,-106,-31
21118,21172,-5748,-98,-87,-74
21276,21104,-5708,-37,-65,-27
20886,21564,-5700,35,-34,41
20396,21916,-5236,-36,-30,26
20298,21538,-5258,-109,-69,-36
20492,21162,-5546,-120,-98,-89
20956,21362,-5796,-66,-92,-80
21232,21548,-5938,-20,-51,-6
21062,21628,-5954,3,-6,43
20462,21738,-5656,-30,17,9
20012,21570,-5302,-79,-16,-16
20102,20988,-5338,-55,-97,14
21112,21100,-5892,32,-113,37
21718,21490,-6298,19,-42,4
21144,21406,-5856,-53,32,-36
20434,21296,-5238,-70,32,-78
19662,21422,-4950,-43,-37,-60
20208,21510,-5330,-4,-116,-29
21098,21562,-5896,13,-114,5
21346,21914,-6084,4,-38,11
20716,21810,-5618,-43,2,11
20086,21434,-5020,-87,-25,-16
20108,20940,-4976,-89,-97,-27
21100,21098,-5858,23,-119,-19
21122,21754,-5946,-2,-57,-22
20594,21724,-5760,-34,-20,-34
20494,21630,-5364,-80,-22,-89
20708,21240,-5344,-104,-51,-78
20988,20800,-5498,-51,-56,-22
20872,21166,-5678,48,-43,4
20712,21894,-5670,17,-15,-29
20214,21650,-5410,-74,-21,-17
20270,21438,-5362,-45,-59,-11
20862,21386,-5536,-31,-78,8
21188,21112,-5780,-43,-65,5
21172,21008,-5784,-38,-24,-17
20672,21296,-5552,-6,-3,-20
20180,21614,-5284,-34,-25,-38
20062,21390,-5232,-62,-76,-36
20862,21280,-5776,1,-103,-8
21248,21556,-5914,23,-63,11
20948,21714,-5858,-25,-25,7
20442,21418,-5640,-62,-12,-8
20312,21200,-5330,-47,-29,-21
20614,21312,-5290,-45,-70,-41
20992,21040,-5486,-50,-76,-18
20930,21090,-5766,-30,-48,-21
20824,21496,-5660,-2,-25,-23
20262,21552,-5540,-39,-13,-24
20246,21370,-5282,-71,-27,-44
20754,21236,-5414,-47,-59,-30
20992,21198,-5626,-11,-61,6
21012,21426,-5850,2,-36,4
20666,21590,-5710,-28,-6,4
20372,21342,-5518,-46,-9,9
20450,21386,-5542,-30,-42,-16
20820,21284,-5520,-46,-44,-15
20772,21046,-5446,-52,-54,2
20450,21040,-5446,-14,-65,15
20426,21226,-5246,-4,-89,-6
20406,21294,-5292,-20,-139,-33
20450,21236,-5072,-48,-187,-54
20550,21112,-5084,-31,-253,-22
20526,21068,-5158,16,-284,7
20642,21364,-4906,4,-337,-16
20656,21534,-4756,-27,-414,22
20402,21382,-4792,-24,-464,103
20468,21196,-4382,22,-536,167
20314,20888,-3350,57,-693,217
19874,20442,-3068,120,-945,225
20224,21436,-5498,226,-977,71
22070,22690,-6096,149,-737,-77
23786,23148,-5324,48,-559,-61
23146,23124,-4090,-24,-455,145
20760,21974,-2898,-11,-477,377
19052,21216,-2398,86,-637,388
19338,21158,-2980,77,-793,173
21040,21488,-3726,-63,-815,-115
23392,21300,-3860,-278,-734,-255
23036,20862,-3380,-273,-664,-214
21518,21078,-2328,-168,-672,-180
20560,21634,-1550,-63,-795,-112
20060,22500,-1088,-44,-993,-26
20536,22994,-1700,-146,-1171,-17
22126,22366,-2334,-255,-1179,-2
23542,21360,-2334,-234,-1116,60
23130,21416,-2016,1,-916,52
22846,22118,-1674,-5,-840,65
22582,22508,-916,-126,-821,98
22536,22210,-360,-258,-863,161
22406,20714,348,-232,-957,213
22490,20682,442,-118,-1069,103
23040,21460,416,-92,-1161,30
23440,22036,552,-160,-1216,61
23704,21868,668,-244,-1268,110
23852,21234,826,-217,-1304,132
24018,21090,806,-122,-1308,100
24750,21544,488,-53,-1287,61
25434,22558,614,-148,-1193,99
25632,22336,956,-270,-1115,196
25504,21322,1388,-303,-1021,262
25388,20588,2086,-187,-993,223
25248,20936,3078,-65,-1002,144
25656,21758,2564,-48,-1109,123
26178,21780,2276,-107,-1098,165
26642,21768,2266,-146,-1065,191
26544,21478,3098,-157,-1035,250
26158,21454,3726,-85,-1035,273
25960,21696,4908,-52,-1198,224
26524,22016,4384,-99,-1376,166
27598,21636,3392,-168,-1442,174
28508,21480,3158,-197,-1430,213
28958,20990,3164,-154,-1338,234
28570,21282,4052,-34,-1241,220
28566,22258,4748,19,-1303,227
29262,22140,4174,-47,-1327,275
30200,21904,3410,-48,-1274,329
30960,21864,3216,-16,-1114,377
31192,21482,3614,-3,-952,385
31076,21470,4218,-48,-792,285
30562,21560,5446,-119,-747,174
30416,21664,5338,-165,-807,154
30548,21958,5324,-151,-855,205
31056,21702,5464,-86,-891,288
31586,21332,5158,33,-908,320
31600,21780,5702,96,-907,267
31598,22294,6102,40,-974,213
31752,22428,6096,-86,-1046,196
32226,21954,5816,-181,-1112,187
32767,21538,5208,-139,-1121,221
32767,21812,5392,-26,-1099,291
32767,21960,5094,44,-1032,337
32767,22114,5730,42,-978,323
32767,22368,5566,-26,-985,270
32767,22034,5250,-163,-953,256
32767,21568,5356,-187,-885,282
32767,21468,5554,-159,-823,267
32767,21302,5598,-91,-760,194
32767,21470,5590,-41,-699,154
32767,21610,5670,-54,-669,121
32767,21546,5266,-70,-612,99
32767,21430,5170,-60,-499,76
32767,21430,4618,-39,-358,32
32767,21752,4880,-26,-190,16
32767,21818,4940,-52,-58,36
32767,21696,6194,-90,40,31
32767,21938,6348,-114,19,-17
32767,22218,6618,-142,-25,57
32767,21662,6430,-134,-101,113
32767,21710,6784,-60,-178,99
32767,21872,7036,-145,-256,11
32767,21456,6366,-231,-330,-35
32767,21242,5684,-199,-335,-16
32767,21044,4794,-126,-253,-6
32767,20718,4146,-39,-79,-6
32767,21068,4910,38,88,-6
32767,21740,6562,57,210,-3
32767,22172,7078,-29,87,19
32767,21982,6650,-119,-9,-6
32767,21666,5722,-149,-44,9
32767,21050,5684,-111,-25,55
32767,20842,6076,-51,-1,12
32767,21102,6470,-12,-9,-49
32767,21648,6568,-1,-47,-19
32767,21964,6148,-11,-76,34
32767,21678,5532,-85,-49,19
32767,21222,5784,-93,-7,6
32767,20952,5842,-94,32,-23
32767,21030,5614,-57,70,-43
32767,21374,5668,-18,119,-24
32767,21710,6322,-32,130,-18
32767,21854,7122,-83,75,-34
32767,21440,6924,-127,-34,-35
32767,21162,5970,-68,-96,-3
32767,21198,5616,-14,-55,6
32767,21350,5876,-6,7,9
32767,21214,6332,-32,25,-8
32767,21288,6478,-42,-2,-35
32767,21418,6222,-36,-42,-52
32767,21756,5794,-13,-46,-33
32767,21960,5620,-8,-14,5
32767,21792,5952,-64,37,21
32767,21234,6372,-120,35,30
32767,20776,6536,-118,-7,14
32767,20582,6160,-61,-44,-30
32767,21002,5726,12,-32,-38
32767,21520,5378,13,20,-23
32767,21658,6268,-63,65,-38
32767,21036,6330,-130,64,-75
32767,20690,6268,-90,38,-65
32767,21134,5930,11,40,-75
32767,21830,5828,51,59,-39
32767,22066,6172,8,79,12
32767,21702,6644,-75,48,7
32767,21142,6698,-107,-18,-19
32767,21064,6316,-83,-72,-46
32767,21340,5854,-36,-67,-18
32767,21396,5648,-9,-26,30
32767,21226,6190,-14,3,39
32767,20982,6472,-35,-27,-1
32767,20912,6336,-53,-61,-42
32767,21098,5896,-54,-69,-65
32767,21406,5474,-29,-23,-41
32767,21562,5508,-17,59,7
32767,21536,5906,-78,141,-4
32767,21178,6220,-170,152,-59
32767,20802,6372,-206,146,-94
32767,20444,6420,-165,107,-114
32767,20902,6246,13,80,-55
32767,21598,6176,118,63,24
32767,22120,6206,79,59,45
32767,20550,6466,-171,-95,-51
32767,20474,5948,-48,-111,-37
32767,21102,5510,60,-62,-12
32767,21508,5226,66,32,27
32767,21290,5816,-27,97,21
32767,20790,6518,-100,115,-37
32767,20758,6762,-101,61,-86
32767,21126,6288,7,-11,-46
32767,21558,6002,60,-33,15
32767,21722,6240,31,-41,51
32767,21466,6284,-47,-63,32
32767,21120,6082,-106,-73,-6
32767,20778,5726,-74,-56,-17
32767,20868,5554,2,-17,6
32767,21210,5876,47,18,29
32767,21310,6200,-24,32,-17
32767,21218,6258,-87,25,-57
32767,21084,6068,-77,35,-59
32767,21208,5532,-35,69,-43
32767,21306,5468,-53,136,-41
32767,21160,5802,-90,182,-36
32767,20732,6288,-104,204,-23
32767,20554,6656,-44,144,-20
32767,20844,6652,-8,75,-41
32767,21300,6514,20,5,-28
32767,21370,6398,5,-49,-2
32767,21414,6238,-28,-88,-11
32767,21248,6018,-56,-101,-26
32767,21078,5880,-36,-92,-8
32767,21072,5680,-2,-55,12
32767,21254,5684,-6,-3,7
32767,21272,6158,-54,19,-2
32767,21102,6574,-86,-16,-8
32767,20762,6578,-84,-68,-21
32767,20808,6186,-26,-118,-18
32767,21168,5648,23,-109,6
32767,21296,5376,28,-50,42
32767,20936,5360,-8,33,47
32767,20826,6546,-55,53,-20
32767,21054,6704,-50,6,-51
32767,21182,6460,-52,-63,-40
32767,21306,6066,-17,-95,-12
32767,21252,5750,28,-89,24
32767,21352,6100,41,-73,36
32767,21466,6086,-4,-61,13
32767,21136,6032,-84,-64,-7
32767,20674,5764,-81,-37,-9
32767,20728,5956,-13,-26,6
32767,21150,6392,22,-23,14
32767,21256,6404,-21,-51,-10
32767,20930,6340,-62,-80,-23
32767,20980,5922,-29,-93,-22
32767,21142,5640,21,-71,-13
32767,21470,5528,33,-4,4
32767,21470,5970,-17,39,-12
32767,21234,6310,-74,32,-24
32767,20958,6452,-99,-8,-15
32767,20654,6262,-52,-50,4
32767,20888,6010,21,-63,6
32767,21440,6190,34,-73,4
