ax,ay,az,gx,gy,gz
32767,24628,5106,-858,80,-50
32767,23728,5276,-795,74,-51
32767,23402,5506,-658,69,-34
32767,23284,5592,-511,59,-9
32767,23116,5560,-390,54,-78
32767,23492,5344,-353,64,-129
32767,23994,5510,-444,88,-159
32767,23572,5456,-548,95,-191
32767,22914,5548,-521,102,-204
32767,22680,5666,-385,119,-170
32767,23022,5704,-245,134,-135
32767,23696,5740,-248,124,-160
32767,24112,5944,-446,110,-184
32767,23486,6040,-572,81,-136
32767,22654,5852,-545,63,-109
32767,22334,5636,-425,73,-127
32767,22658,5538,-358,106,-143
32767,22976,5910,-401,118,-140
32767,22730,6174,-503,106,-127
32767,22050,6100,-544,74,-137
32767,21526,5902,-484,60,-159
32767,21356,5844,-358,69,-150
32767,21962,5816,-280,91,-137
32767,22146,5648,-309,123,-129
32767,21660,5886,-354,153,-157
32767,21176,6278,-295,151,-157
32767,22542,6280,-232,19,-70
32767,21790,5980,-317,8,-53
32767,20848,6168,-237,-3,-5
32767,20784,6378,-39,-14,33
32767,21362,6332,64,-29,37
32767,21628,6132,39,-39,10
32767,21612,5994,-5,-27,-13
32767,21806,6028,-86,-14,-18
32767,21352,6196,-135,-19,-18
32767,20824,6190,-65,-30,-7
32767,21022,6078,74,-34,3
32767,22018,5936,93,-19,-24
32767,22416,5874,-55,-4,-54
32767,21846,6048,-168,16,-42
32767,21332,6232,-131,18,-14
32767,21564,6294,-32,-4,-1
32767,21916,6258,-62,-28,-2
32767,21768,6068,-135,-45,7
32767,21590,5966,-185,-33,1
32767,21406,5916,-200,-17,-3
32767,21230,5910,-205,5,-6
32767,21076,6114,-204,23,-27
32767,21406,6328,-202,-8,-38
32767,21162,6288,-133,-21,-6
32767,21302,6140,-54,-14,5
32767,21652,5930,-27,14,21
32767,21606,5978,-139,54,21
32767,20888,6446,-243,45,3
32767,20124,6868,-213,13,9
32767,20126,6840,-83,-36,4
32767,20784,6172,-2,-93,-30
32767,20822,5708,0,-74,-27
32767,20612,5752,42,-38,-19
32767,20930,6066,125,-34,-4
32767,21698,6168,115,-24,22
32767,21612,6130,-16,-31,11
32767,21276,5960,-75,-19,-25
32767,21362,5812,-49,9,-23
32767,21524,6194,-42,37,17
32767,21088,6364,-75,19,13
32767,20592,6432,-52,-14,13
32767,20714,6466,18,-46,17
32767,21066,6240,21,-71,-9
32767,21090,5968,-12,-68,-27
32767,20916,5900,-19,-39,-22
32767,20668,5982,44,-11,-9
32767,21574,6340,90,-3,-24
32767,21744,6412,-27,-28,-29
32767,21162,6474,-73,-48,-19
32767,20914,6258,-4,-74,-5
32767,21190,6016,85,-71,4
32767,21778,5920,59,-58,-5
32767,21700,5936,-59,-36,-11
32767,21180,6132,-137,-24,-16
32767,20570,6222,-68,-29,-6
32767,20790,6182,39,-47,-2
32767,21364,6098,63,-51,-9
32767,21554,6076,-8,-45,-22
32767,21342,6070,-69,-29,-40
32767,21184,6216,-48,-23,-30
32767,21304,6346,-13,-22,-12
32767,21468,6380,-14,-41,-10
32767,21458,6254,-76,-68,-16
32767,21146,6052,-98,-75,-1
32767,20984,5874,-2,-46,-4
32767,21348,5928,-13,-24,-10
32767,21102,6082,-74,-2,-12
32767,20978,6302,-72,-3,-27
32767,21086,6480,-26,-27,-24
32767,21326,6378,-13,-46,-8
32767,21282,6206,-17,-65,-7
32767,21194,5912,-16,-51,-13
32767,21194,5830,-8,-18,-4
32767,21118,6014,-15,-1,-10
32767,21068,6244,-30,4,-23
32767,21066,6230,-45,-11,-32
32767,21296,6318,-29,-23,-38
32767,21548,6152,-31,-32,-20
32767,21430,6068,-49,-30,1
32767,21202,6154,-55,-30,-2
32767,21066,6192,-20,-33,7
32767,21088,6230,10,-35,11
32767,21446,6316,-19,-59,3
32767,21230,6198,-73,-73,-1
32767,20888,5938,-60,-70,-12
32767,20870,5820,-2,-47,-12
32767,21132,5982,29,-28,-9
32767,21420,6228,8,-20,-19
32767,21432,6446,-23,-29,-15
32767,21462,6238,-54,-41,-13
32767,21278,5880,-94,-33,-4
32767,21066,5898,-101,-14,0
32767,20912,6108,-69,-3,2
32767,21022,6264,-26,-3,1
32767,21248,6296,-28,-7,-13
32767,21382,6218,-50,-13,-24
32767,21296,6232,-79,-24,-22
32767,21124,6162,-103,-39,-10
32767,20628,6258,-108,-52,-16
32767,20576,6286,-25,-60,-9
32767,21134,6090,32,-63,-11
32767,21464,5904,5,-35,-21
32767,21390,5856,-60,-10,-19
32767,21106,6254,-98,-9,-18
32767,20948,6406,-76,-20,-16
32767,21172,6278,-45,-54,-7
32767,21072,6142,-32,-55,11
32767,20832,6030,-17,-53,21
32767,20906,6030,2,-35,5
32767,21174,5978,-21,-27,-16
32767,21174,6126,-71,-13,-11
32767,20948,6116,-84,-8,-11
32767,20866,6206,-41,-2,-19
32767,21140,6412,31,-24,7
32767,21390,6512,2,-52,-5
32767,21208,6428,-58,-74,-24
32767,21050,6134,-74,-86,-13
32767,20842,5938,-55,-68,-9
32767,20794,5848,-20,-43,-17
32767,20898,6046,1,-18,-20
32767,20940,6368,-2,-23,-19
32767,21028,6400,3,-47,-20
32767,21248,6212,-5,-61,-40
32767,21458,6136,-23,-58,-23
32767,21366,6092,-56,-56,5
32767,21014,6088,-63,-52,2
32767,21062,6136,-17,-50,-8
32767,21222,6102,-13,-50,2
32767,20790,6210,-28,-55,-13
32767,20972,6004,9,-50,-4
32767,21136,5968,1,-37,-13
32767,21244,6092,-35,-30,-26
32767,21112,6246,-52,-30,-18
32767,20978,6350,-17,-56,2
32767,21116,6146,-1,-65,-6
32767,21268,5934,-21,-56,-6
32767,21152,5820,-64,-30,-5
32767,20916,6070,-72,-17,-15
32767,20768,6320,-41,-22,-17
32767,20836,6272,-10,-31,-22
32767,21136,6198,-11,-46,-22
32767,21088,6218,-38,-44,-26
32767,20996,6196,-35,-50,-20
32767,21110,6222,-8,-50,-12
32767,21198,6016,4,-45,-8
32767,21294,6060,-13,-30,-9
32767,21232,6106,-61,-23,-18
32767,21028,6188,-96,-20,-18
32767,20824,6410,-74,-37,-11
32767,20900,6372,11,-67,0
32767,21222,6022,31,-63,1
32767,21374,5866,-25,-35,-8
32767,21094,6048,-105,-26,-18
32767,20654,6276,-99,-24,-20
32767,20722,6352,-23,-43,-13
32767,21096,6128,23,-48,-9
32767,21350,5916,9,-30,-1
32767,21246,6180,-46,-26,0
32767,21064,6366,-78,-33,-8
32767,20848,6410,-85,-61,-10
32767,20758,6268,-29,-78,5
32767,20832,5876,31,-62,2
32767,21058,5862,43,-29,-11
32767,21298,5974,2,-10,-14
32767,21146,6482,-106,-24,-19
32767,20738,6508,-89,-54,-19
32767,20700,6208,6,-72,-12
32767,21108,5908,71,-59,2
32767,21452,6022,35,-42,-4
32767,21468,6266,-61,-40,-3
32767,20984,6234,-121,-48,2
32767,20596,6160,-97,-62,-7
32767,20820,5806,17,-40,-12
32767,21334,5986,43,-18,-4
32767,21512,6188,-9,-1,-2
32767,21268,6486,-86,-15,-6
32767,20832,6542,-94,-50,-5
32767,20784,6282,-48,-76,2
32767,20824,5934,-12,-73,-1
32767,20910,5776,10,-50,-4
32767,20934,6056,21,-20,1
32767,21144,6348,19,-26,-4
32767,21334,6254,-29,-37,-12
32767,21072,6130,-77,-41,-19
32767,20798,6080,-52,-33,-22
32767,20942,6046,20,-28,-14
32767,21194,6342,62,-27,6
32767,21464,6268,32,-31,16
32767,21092,6182,-66,-64,2
32767,20764,6096,-73,-54,-15
32767,20730,5910,-34,-40,-15
32767,20820,6044,26,-14,-7
32767,21248,6594,42,-32,-2
32767,21472,6416,-24,-73,2
32767,21246,5984,-71,-85,-11
32767,21004,5704,-59,-53,-19
32767,21102,5776,-30,-18,-12
32767,21280,6120,-17,-1,-1
32767,21312,6452,-37,-10,5
32767,21024,6450,-53,-36,11
32767,20868,6076,-24,-49,6
32767,20950,5986,-16,-39,-8
32767,21084,6128,-27,-34,-21
32767,21004,6256,-31,-36,-14
32767,20946,6228,1,-35,-1
32767,21090,6042,43,-36,0
32767,21456,6150,33,-30,-3
32767,21550,6284,-66,-35,-16
32767,20836,6234,-124,-38,-24
32767,20688,6188,-41,-39,-21
32767,21030,6166,51,-46,-2
32767,21392,6246,63,-53,8
32767,21476,6306,4,-61,5
32767,21140,6162,-51,-64,0
32767,20824,6034,-34,-58,-4
32767,21060,6052,-1,-48,-21
32767,21272,6104,-4,-35,-6
32767,21232,6328,7,-46,17
32767,21316,6280,29,-66,27
32767,21456,6276,12,-77,25
32767,21478,6188,-56,-97,10
32767,21252,6122,-100,-94,2
32767,20846,5844,-92,-72,0
32767,20646,5714,0,-44,22
32767,21100,6016,69,-15,29
32767,21490,6462,6,-30,-5
32767,21484,6334,-75,-46,-19
32767,21338,6192,-110,-55,-10
32767,21102,5842,-97,-43,-3
32767,21000,5800,-48,-26,12
32767,20968,6188,-30,-22,17
32767,20878,6304,-23,-26,4
32767,21054,6208,-18,-39,-27
32767,21238,5992,-25,-26,-30
32767,21314,6122,-36,-13,-11
32767,21230,6290,-49,-19,-4
32767,21058,6516,-48,-47,2
32767,21060,6392,-22,-79,12
32767,21170,6060,-17,-82,-3
32767,21206,5922,-23,-51,-10
32767,21212,6192,-29,-49,-1
32767,21396,6882,-25,-96,27
32767,21466,6672,-28,-147,43
32767,21450,6312,-46,-186,43
32767,21220,5514,-31,-164,62
32767,20970,5294,-29,-83,57
32767,20726,5576,-13,-11,28
32767,20954,6344,-50,22,-17
32767,20900,6616,-75,0,-12
32767,20812,6478,-56,-40,-12
32767,20922,6182,5,-64,-17
32767,21250,5954,36,-56,-13
32767,21580,5918,29,-31,-12
32767,21634,6068,-36,-18,-23
32767,21264,6248,-74,-11,-15
32767,20996,6324,-38,-36,10
32767,20988,6228,-2,-56,16
32767,21256,5946,-18,-43,-13
32767,21134,5890,-49,-11,-22
32767,20976,6232,-44,1,-17
32767,21012,6742,16,-45,5
32767,21260,6670,56,-105,22
32767,21454,6238,62,-139,38
32767,21480,5788,38,-133,41
32767,21266,5564,1,-81,28
32767,21296,5672,-13,-33,10
32767,21236,6070,-72,-4,-3
32767,20780,6400,-83,-31,-4
32767,20786,6394,-27,-60,1
32767,21046,6146,31,-73,1
32767,21564,5958,12,-62,-18
32767,21552,5904,-52,-43,-20
32767,21268,6060,-68,-30,-14
32767,21050,6330,-27,-35,-12
32767,21324,6248,22,-40,4
32767,21598,6022,-53,-29,-1
32767,21150,6102,-122,-34,-10
32767,20730,6300,-106,-39,-3
32767,20566,6328,-13,-54,5
32767,21148,6250,52,-63,-6
32767,21532,5988,16,-50,-16
32767,21468,6024,-63,-36,-22
32767,21132,6286,-79,-39,-15
32767,21074,6282,-18,-58,-1
32767,21312,5976,1,-54,-7
32767,21410,5880,-31,-39,-13
32767,21318,6078,-59,-21,-10
32767,21192,6302,-54,-30,-8
32767,21258,6400,-36,-43,-1
32767,21354,6260,-47,-62,4
32767,21362,6244,-66,-70,7
32767,21168,6188,-64,-81,18
32767,20816,6238,-12,-94,34
32767,20426,6330,111,-120,63
32767,19664,6462,339,-160,94
32767,20206,6442,681,-211,124
32767,21618,6380,850,-254,163
32767,22262,6276,848,-265,210
32767,22412,6194,745,-297,178
32767,22894,5970,673,-318,217
32767,23314,5804,609,-333,285
32767,23086,5630,516,-322,264
32767,22700,5572,467,-282,223
32767,22308,5746,502,-261,236
32767,22374,5754,627,-225,248
32767,22590,6028,685,-241,235
32767,21524,6062,893,-304,228
32767,21176,5976,1288,-339,253
32767,21418,5330,1769,-374,278
32767,23340,4864,2132,-355,253
32767,26102,4470,2043,-330,186
32767,26554,4200,1739,-319,114
32767,24836,4190,1672,-316,101
32767,24116,4188,1994,-280,124
32767,27858,3814,2275,-255,91
32767,30886,2960,1896,-237,16
32767,30878,2672,1257,-235,-19
32767,28706,2392,976,-202,61
32767,26970,2692,1102,-148,85
32767,26238,2896,1466,-110,57
32767,30514,2060,2030,-78,111
32767,30384,1694,1819,-109,98
32767,29944,1698,1819,-155,130
32767,29740,1280,1901,-215,118
32767,29958,554,2111,-196,111
32767,31030,-176,2318,-165,148
32767,32767,-912,2171,-154,117
32767,32767,-1400,1449,-159,86
32767,32592,-1394,1146,-154,159
32767,30548,-1486,1409,-109,233
32767,32238,-2162,1807,-78,177
32767,32767,-2964,1711,-34,97
32767,32767,-2804,1580,14,167
32767,32078,-2870,1857,16,285
32767,32767,-3690,2240,-49,301
32767,32767,-4388,1902,-66,260
32767,32767,-4940,1186,-95,148
32767,32767,-4836,818,-97,180
32767,32092,-5006,1137,-80,337
32767,32414,-5212,1613,-76,369
32767,32767,-5976,1819,-63,299
32767,32767,-6402,1698,-34,264
32767,32767,-6664,1446,-48,265
32767,32767,-6922,1373,-108,287
32767,32767,-7286,1465,-132,317
32767,32767,-7974,1476,-129,286
32767,32767,-8710,1398,-90,212
32767,32767,-9026,1345,-16,163
32767,32767,-9408,1429,-1,143
32767,32767,-9796,1364,-19,142
32767,32767,-10036,987,-62,88
32767,32767,-10050,934,-71,148
32767,32767,-10396,945,-105,229
32767,32767,-10870,754,-122,191
32767,32767,-10966,517,-115,84
32767,32767,-11080,519,-87,57
32767,32767,-11310,705,-58,95
32767,32767,-11508,826,-55,137
32767,32767,-11790,522,-122,101
32767,32767,-11928,149,-139,41
32767,32767,-12086,-129,-130,-17
32767,32767,-12182,-189,-90,-73
32767,32767,-11860,66,-46,-86
32767,32767,-11602,438,-26,-15
32767,32767,-11520,613,-6,17
32767,32767,-11648,503,-22,-50
32767,32767,-11874,231,-90,-117
32767,32767,-12124,151,-120,-103
32767,32767,-12498,97,-132,-120
32767,32767,-12790,-25,-134,-125
32767,32767,-12900,-132,-107,-95
32767,32767,-12858,-220,-76,-79
32767,32767,-12508,-90,-25,-30
32767,32767,-12130,84,-17,11
32767,32767,-11996,-38,-40,-36
32767,32767,-11946,-139,-52,-66
32767,32767,-12038,-193,-70,-78
32767,32767,-12146,-144,-56,-73
32767,32767,-12130,-15,-53,-44
32767,32767,-12148,-25,-71,-21
32767,32767,-12220,-270,-61,-58
32767,32767,-11954,38,-28,-3
32767,32767,-11882,208,-8,11
32767,32767,-11912,80,-24,-25
32767,32767,-12106,-193,-57,-65
32767,32767,-12118,-347,-66,-91
32767,32767,-11984,-328,-52,-70
32767,32767,-11716,123,-10,24
32767,32767,-11768,236,-26,34
32767,32767,-11770,63,-64,7
32767,32767,-11778,-197,-92,-24
32767,32767,-11964,-310,-85,-61
32767,32767,-12052,-150,-44,-50
32767,32767,-11892,212,19,-5
32767,32767,-12012,367,55,-12
32767,32767,-12036,211,38,-88
32767,32767,-12058,-37,-11,-102
32767,32767,-12112,-196,-31,-102
32767,32767,-12252,-274,-42,-110
32767,32767,-12206,-168,-34,-64
32767,32767,-11702,9,-16,-3
32767,32767,-11530,70,-23,2
32767,32767,-11602,-30,-53,-16
32767,32767,-11680,-200,-89,-27
32767,32767,-11922,-126,-108,-15
32767,32767,-12202,-34,-95,-15
32767,32767,-12284,-17,-65,-11
32767,32767,-12076,-4,-35,6
32767,32767,-11930,-50,-37,-17
32767,32767,-11822,-125,-47,-50
32767,32767,-11836,-192,-56,-57
32767,32767,-11992,-172,-40,-58
32767,32767,-11804,-123,-23,-41
32767,32767,-11544,-45,-25,-9
32767,32767,-11542,-71,-48,-1
32767,32767,-11636,-73,-63,-7
32767,32767,-11668,-95,-60,-24
32767,32767,-11760,-96,-38,-49
32767,32767,-11462,-96,-61,-38
32767,32767,-11526,-54,-75,3
32767,32767,-11628,-54,-90,18
32767,32767,-11814,-83,-80,6
32767,32767,-11916,-85,-47,-16
32767,32767,-11858,-40,-19,-45
32767,32767,-11802,-41,-7,-55
32767,32767,-11620,-112,-28,-42
32767,32767,-11384,-165,-51,-13
32767,32767,-11372,-168,-46,-7
32767,32767,-11474,-117,-33,-22
32767,32767,-11522,-46,-20,-37
32767,32767,-11336,3,-30,-20
32767,32767,-11438,-10,-54,2
32767,32767,-11374,-67,-59,6
32767,32767,-11328,-111,-66,3
32767,32767,-11452,-120,-59,-30
32767,32767,-11572,-83,-42,-54
32767,32767,-11602,-30,-30,-36
32767,32767,-11430,-20,-19,-1
32767,32767,-11234,-63,-32,-17
32767,32767,-11260,-142,-54,-26
32767,32767,-11328,-123,-56,-38
32767,32767,-11378,-47,-35,-24
32767,32767,-11348,5,-17,-10
32767,32767,-11262,-18,-43,-16
32767,32767,-11094,-134,-57,-35
32767,32767,-11240,-253,-91,-45
32767,32767,-11332,-323,-65,-58
32767,32767,-11332,-161,-14,-47
32767,32767,-11130,73,27,-23
32767,32767,-10950,225,9,0
32767,32767,-10944,83,-38,-13
32767,32767,-11070,-173,-71,-33
32767,32767,-11124,-232,-67,-18
32767,32767,-11120,-88,-46,1
32767,32767,-11142,28,-26,-24
32767,32767,-11112,23,-37,-18
32767,32767,-11126,-34,-60,3
32767,32767,-11222,-117,-58,-2
32767,32767,-11280,-155,-42,-26
32767,32767,-11166,-133,-7,-56
32767,32767,-11036,-58,3,-59
32767,32767,-10954,-1,-5,-54
32767,32767,-10834,3,-34,-27
32767,32767,-10910,-58,-47,-17
32767,32767,-11016,-180,-51,-40
32767,32767,-11146,-243,-35,-71
32767,32767,-11090,-156,-16,-57
32767,32767,-10770,20,-14,-14
32767,32767,-10690,149,-21,26
32767,32767,-10900,78,-54,34
32767,32767,-10950,-143,-66,-2
32767,32767,-11046,-192,-65,-35
32767,32767,-10954,-82,-54,-27
32767,32767,-10910,68,-34,3
32767,32767,-10844,73,-42,4
32767,32767,-10878,-61,-48,-12
32767,32767,-10920,-186,-55,-51
32767,32767,-11112,-248,-43,-108
32767,32767,-10954,-276,-32,-128
32767,32767,-10628,-110,-27,-49
32767,32767,-10320,104,-37,6
32767,32767,-10302,144,-66,49
32767,32767,-10520,25,-105,41
32767,32767,-10732,-125,-139,-9
32767,32767,-10970,-154,-138,-29
32767,32767,-11192,12,-72,7
32767,32767,-11084,116,-42,26
32767,32767,-10882,100,-27,29
32767,32767,-10780,-15,-45,11
32767,32767,-10770,-116,-59,-3
32767,32767,-10730,-103,-52,-10
32767,32767,-10826,-8,-48,-10
32767,32767,-11070,85,-25,6
32767,32767,-10912,87,-34,31
32767,32767,-10816,-23,-66,17
32767,32767,-10918,-149,-75,3
32767,32767,-10890,-146,-59,1
32767,32767,-10976,-12,-24,-4
32767,32767,-10860,146,-9,21
32767,32767,-10726,117,-42,29
32767,32767,-10734,-59,-63,11
32767,32767,-10934,6,-31,-9
32767,32767,-10878,121,-24,17
32767,32767,-10706,105,-38,29
32767,32767,-10734,-14,-65,25
32767,32767,-10870,-138,-73,-13
32767,32767,-11100,-130,-66,-35
32767,32767,-11104,-61,-27,-33
32767,32767,-11104,89,-5,8
32767,32767,-10896,124,-7,38
32767,32767,-10666,14,-48,24
32767,32767,-10698,-146,-75,-7
32767,32767,-10894,-174,-65,-18
32767,32767,-11020,-20,-18,-10
32767,32767,-10856,91,2,-20
32767,32767,-10846,110,-24,-7
32767,32767,-10720,-17,-58,-14
32767,32767,-10862,-166,-87,-32
32767,32767,-10962,-191,-75,-26
32767,32767,-11022,-58,-37,2
32767,32767,-11010,117,-23,18
32767,32767,-10982,112,-38,21
32767,32767,-10926,-52,-57,3
32767,32767,-10940,-198,-73,-22
32767,32767,-10910,-180,-48,-29
32767,32767,-10924,-23,-26,-16
32767,32767,-10924,127,-16,7
32767,32767,-10678,130,-41,27
32767,32767,-10712,-71,-74,7
32767,32767,-10934,-187,-86,-28
32767,32767,-11078,-151,-58,-46
32767,32767,-11078,8,-21,-22
32767,32767,-10890,144,-8,12
32767,32767,-10630,117,-48,29
32767,32767,-10646,-36,-82,22
32767,32767,-10908,-175,-102,-4
32767,32767,-11256,-137,-56,-37
32767,32767,-11298,29,-9,-24
32767,32767,-11026,147,6,3
32767,32767,-10816,74,-15,12
32767,32767,-10742,-104,-41,6
32767,32767,-10664,-203,-63,-18
32767,32767,-10780,-154,-53,-47
32767,32767,-10810,11,-38,-32
32767,32767,-10800,129,-40,14
32767,32767,-10824,57,-65,28
32767,32767,-10938,-77,-76,20
32767,32767,-11056,-133,-66,4
32767,32767,-10894,-73,-52,-15
32767,32767,-10944,29,-53,-9
32767,32767,-10940,73,-65,15
32767,32767,-10986,17,-64,23
32767,32767,-11028,-85,-57,-5
32767,32767,-11132,-105,-44,-37
32767,32767,-11018,-68,-20,-43
32767,32767,-10870,2,-11,-11
32767,32767,-10752,35,-13,3
32767,32767,-10800,-8,-31,-8
32767,32767,-10732,-69,-53,-19
32767,32767,-10792,-106,-79,-24
32767,32767,-10858,-64,-78,-1
32767,32767,-10978,34,-61,39
32767,32767,-11124,46,-39,11
32767,32767,-11048,-49,-57,-20
32767,32767,-10788,-156,-58,-30
32767,32767,-10866,-96,-55,1
32767,32767,-10906,16,-22,12
32767,32767,-10868,90,-4,-1
32767,32767,-10770,71,-15,-14
32767,32767,-10824,-40,-55,-14
32767,32767,-10770,-135,-90,-10
32767,32767,-10886,-125,-91,4
32767,32767,-11060,22,-46,13
32767,32767,-11128,101,-9,-6
32767,32767,-11170,60,0,-26
32767,32767,-10896,-44,-38,-20
32767,32767,-10800,-130,-55,0
32767,32767,-10852,-120,-53,7
32767,32767,-10872,-50,-30,-5
32767,32767,-10882,51,-16,-8
32767,32767,-10736,68,-30,-10
32767,32767,-10910,-48,-63,-1
32767,32767,-10916,-140,-73,3
32767,32767,-10790,-93,-61,3
32767,32767,-10966,20,-37,-6
32767,32767,-10796,57,-51,-10
32767,32767,-11010,-4,-69,9
32767,32767,-10552,-76,-56,13
32767,32767,-11006,-40,-54,14
32767,32767,-11052,-9,-42,-11
32767,32767,-10980,28,-38,-33
32767,32767,-10950,-16,-46,-28
32767,32767,-10888,-80,-48,-24
32767,32767,-10872,-100,-56,-18
32767,32767,-10808,-34,-43,-6
32767,32767,-10940,46,-33,-4
32767,32767,-11010,7,-36,-33
32767,32767,-11046,-93,-56,-44
32767,32767,-10932,-143,-62,-19
32767,32767,-10726,-24,-59,26
32767,32767,-10848,71,-49,24
32767,32767,-10994,50,-33,-5
32767,32767,-11054,-54,-28,-33
32767,32767,-10912,-130,-45,-57
32767,32767,-10916,-124,-56,-50
32767,32767,-10866,-64,-52,-7
32767,32767,-10836,14,-34,20
32767,32767,-10838,37,-33,9
32767,32767,-10802,-2,-53,-8
32767,32767,-10716,-85,-75,-11
32767,32767,-10904,-104,-87,-3
32767,32767,-11130,-91,-65,-16
32767,32767,-11010,-68,-29,-36
32767,32767,-10876,-40,7,-40
32767,32767,-10666,28,-20,-2
32767,32767,-10618,-8,-42,-9
32767,32767,-10750,-109,-66,-28
32767,32767,-10830,-180,-77,-23
32767,32767,-10790,-182,-60,-30
32767,32767,-10736,-87,-58,-16
32767,32767,-10858,-81,-58,-13
32767,32767,-10666,-133,-62,-29
32767,32767,-10542,-203,-97,-39
32767,32767,-10496,-560,-171,-131
32767,32767,-10660,-773,-158,-233
32767,32767,-10708,-1005,-120,-280
32767,32767,-10470,-996,-77,-235
32767,32767,-9800,-703,-3,-204
32767,32767,-9176,-263,33,-140
32767,32767,-8812,-28,13,-88
32767,32767,-8610,-139,-52,-90
32767,32767,-8864,-600,-181,-119
32767,32767,-9198,-975,-225,-159
32767,32767,-9302,-1175,-206,-197
32767,32767,-9114,-909,-132,-186
32767,32767,-8892,-468,-70,-144
32767,32767,-8510,-160,-18,-98
32767,32767,-7934,-151,-47,-51
32767,32767,-7690,-426,-128,-29
32767,32767,-7836,-989,-196,-77
32767,32767,-8100,-1356,-190,-175
32767,32767,-8068,-1581,-131,-276
32767,32767,-7702,-1690,-43,-373
32767,32767,-7044,-1742,27,-441
32767,32767,-5978,-1746,44,-433
32767,32767,-5168,-1722,39,-412
32767,32767,-4618,-1650,38,-393
32767,32767,-4226,-1458,7,-355
32767,32767,-3860,-1375,-64,-324
32767,32767,-3566,-1427,-122,-295
32767,32767,-3406,-1520,-125,-278
32767,32767,-3274,-1571,-102,-270
32767,32767,-3118,-1514,-66,-268
32767,32767,-2870,-1394,-30,-274
32767,32767,-2380,-1370,-40,-259
32767,32767,-1706,-1343,-54,-197
32767,32767,-1374,-1326,-58,-147
32767,32704,-1194,-1290,-65,-102
32767,32767,-1148,-1316,-48,-107
32767,32767,-984,-1493,-30,-143
32767,32180,-366,-1687,-35,-168
32767,31122,-66,-1644,-24,-160
32767,31542,188,-1498,2,-147
32767,32536,200,-1600,28,-152
32767,32767,278,-1969,42,-200
32767,32752,572,-2501,51,-229
32767,29996,1234,-2621,35,-142
32767,27492,2212,-2255,31,19
32767,26110,2732,-1630,45,167
32767,26228,3272,-1080,40,201
32767,28044,3522,-787,27,137
32767,28982,3544,-977,15,96
32767,27860,3580,-1257,18,41
32767,26494,3674,-1282,3,10
32767,25824,3788,-1116,9,8
32767,26336,4106,-969,23,-1
32767,26358,4526,-927,4,-18
32767,25816,4692,-819,-35,19
32767,25730,4550,-573,-68,49
32767,26718,4134,-497,-59,1
32767,27480,3990,-648,-34,-36
32767,27256,4172,-894,22,-39
32767,26264,4566,-1002,37,-38
32767,26216,5094,-934,-4,48
32767,27388,5008,-1043,-26,74
32767,27354,4998,-1343,-59,108
32767,25858,4986,-1586,-70,174
32767,23674,5268,-1584,-88,225
32767,22500,5462,-1360,-83,263
32767,22220,5460,-1192,-80,211
32767,22282,5484,-1170,-46,101
32767,21658,5252,-1206,-21,11
32767,20724,5552,-1130,23,10
32767,20016,5954,-835,25,61
32767,20384,6274,-528,22,55
32767,21064,6136,-395,10,-53
32767,21638,5946,-404,20,-131
32767,22002,5770,-489,54,-174
32767,21520,6058,-655,72,-246
32767,20648,6368,-511,35,-145
32767,20724,6738,-225,9,-34
32767,21780,6534,-145,-33,-123
32767,22852,6054,-367,-52,-258
32767,22572,5830,-695,-38,-238
32767,20490,5732,-824,-7,-186
32767,19040,5966,-559,10,-128
32767,19812,6082,-92,74,-60
32767,20854,6102,-96,93,-137
32767,21116,6168,-307,95,-246
32767,20404,6218,-530,85,-322
32767,19694,6084,-557,84,-339
32767,19486,6154,-446,106,-346
32767,19520,6384,-248,93,-245
32767,19838,6476,28,54,-79
32767,20960,6614,108,38,-72
32767,21410,6528,-49,7,-129
32767,20780,6052,-228,-14,-102
32767,20030,6242,-262,-2,-69
32767,19482,6414,-199,-16,-60
32767,19184,6204,-18,-16,-17
32767,19800,6198,124,-1,28
32767,20498,6158,58,8,-9
32767,20150,6440,-89,-6,-31
32767,19754,6482,-90,-26,-16
32767,19732,6552,-8,-49,-17
32767,20254,6240,37,-50,-32
32767,20328,5930,27,-40,-21
32767,20200,5766,28,-9,8
32767,20150,6460,40,-5,19
32767,20280,6670,40,-27,25
32767,20424,6384,-24,-53,4
32767,20404,5932,-104,-47,-29
32767,19844,5884,-113,-14,-23
32767,19402,6330,-12,0,5
32767,19696,6690,146,-1,35
32767,20636,6648,161,-36,24
32767,20856,6242,38,-61,14
32767,20228,5942,-76,-53,-4
32767,19514,6354,96,-27,18
32767,19822,6460,246,-35,50
32767,20274,6426,327,-41,88
32767,20872,6280,345,-74,144
32767,20728,6220,266,-102,101
32767,20818,5978,201,-91,30
32767,21426,5866,93,-53,11
32767,21054,5856,-95,-7,-17
32767,20166,6382,-18,6,-2
32767,20652,6580,74,-19,25
32767,21042,6566,50,-55,13
32767,21156,6260,-30,-68,4
32767,21022,5922,-127,-53,-27
32767,20618,5910,-156,-10,-33
32767,20272,6104,-109,11,-8
32767,20132,6572,-13,0,0
32767,20696,6744,35,-39,-3
32767,21062,6470,-15,-72,-9
32767,20928,6024,-103,-80,-19
32767,20600,5834,-123,-45,-14
32767,20302,6054,-84,-29,-4
32767,20464,6510,9,-19,2
32767,20692,6390,9,-35,12
32767,20720,6190,-32,-40,-13
32767,20560,5980,-53,-32,-29
