A1x,A1y,A1z,G1x,G1y,G1z,A2x,A2y,A2z,G2x,G2y,G2z,A3x,A3y,A3z,G3x,G3y,G3z,A4x,A4y,A4z,G4x,G4y,G4z,A5x,A5y,A5z,G5x,G5y,G5z,A6x,A6y,A6z,G6x,G6y,G6z
-5552,216,15076,126,-57,100,-15800,-1172,-1584,-287,27,-92,-14544,5676,2260,2,-37,-75,-15628,-2884,-1956,-505,97,28,-14500,-5716,-812,-1184,-320,-99,-13968,-372,7440,44,153,139
-5412,112,14992,116,-50,93,-15896,-1244,-1660,-178,51,-42,-14516,5668,2252,92,-67,-75,-15652,-2736,-2076,-252,154,47,-14700,-5756,-872,-994,-279,-119,-14076,-452,7472,-11,172,172
-5480,140,15036,116,-60,98,-15932,-1084,-1656,-204,81,-27,-14776,5844,2112,144,-46,-72,-15668,-2856,-2200,-118,168,45,-14840,-5804,-808,-876,-272,-123,-14168,-576,7400,-35,98,145
-5440,140,14972,79,-27,81,-15832,-1236,-1540,-201,115,-2,-14596,5832,2092,122,-27,-41,-15752,-2804,-2244,-268,148,85,-14644,-5752,-872,-939,-284,-88,-13956,-400,7484,31,108,108
-5480,104,14988,31,4,67,-15920,-1164,-1756,-152,105,-8,-14660,5840,2032,84,6,-53,-15580,-2872,-2196,-331,177,83,-14628,-5700,-888,-1039,-289,-90,-14024,-408,7364,33,199,93
-5432,168,15112,-102,269,51,-16020,-1196,-1796,-17,146,-77,-14724,5940,2248,114,16,-119,-15792,-2616,-2376,-199,200,227,-14680,-5824,-932,-970,-256,-41,-14140,-420,7268,-21,130,123
-5628,228,15028,16,97,67,-16000,-920,-1696,-105,140,-74,-14564,5976,2072,174,-14,-101,-15680,-2584,-2272,-112,150,186,-14748,-5732,-896,-758,-238,5,-14148,-224,7232,56,92,107
-5488,160,14956,9,28,75,-15836,-884,-1640,-260,90,-175,-14532,5900,2044,46,10,-103,-15660,-2640,-2284,-262,135,203,-14676,-5544,-788,-868,-252,17,-14052,-260,7304,-75,164,114
-5416,124,14976,-21,0,74,-15900,-1076,-1712,-257,124,-124,-14648,5812,1968,11,47,-143,-15624,-2836,-2028,-445,175,125,-14672,-5608,-1140,-1091,-285,21,-13940,-376,7264,-122,187,158
-5532,232,14972,-18,23,79,-16068,-1092,-1628,-198,152,-65,-14748,5708,2036,1,44,-109,-15588,-2920,-2412,-452,154,131,-14696,-5752,-980,-1192,-318,-11,-14136,-172,7132,-102,178,149
-5520,68,14888,88,-43,17,-15872,-1160,-1792,-146,112,13,-14676,5384,2016,-14,-23,-42,-15404,-3064,-2392,-422,127,-30,-14584,-5816,-1120,-1131,-321,-107,-13952,-276,7076,-200,364,80
-5572,132,14916,144,-71,3,-15884,-1112,-1632,-178,108,185,-14680,5108,2088,65,-113,67,-15396,-3420,-2400,-380,189,-158,-14288,-5776,-1224,-1157,-328,-246,-13816,-272,6908,-212,488,-3
-5492,152,15232,154,-44,-80,-16120,-1124,-1708,-128,72,534,-15120,5060,2116,167,-161,262,-15576,-3692,-2520,-231,237,-371,-14584,-6124,-1376,-1323,-311,-517,-13996,-140,6944,-236,509,-69
-5536,264,15108,-98,73,-119,-16124,-984,-1816,-213,78,751,-15000,5400,2152,200,-234,532,-15804,-3548,-2420,-52,131,-530,-14668,-6220,-1196,-1363,-320,-791,-14332,-88,7080,-114,491,-257
-5492,128,15080,-81,158,-81,-15996,-1076,-1808,-245,62,993,-14812,5576,1980,188,-237,700,-15568,-3372,-2632,3,73,-737,-14560,-6052,-1292,-1057,-303,-1051,-14132,-176,7012,23,542,-385
-5524,-60,15000,81,290,-18,-16140,-932,-1876,-78,88,1079,-14828,6064,1844,386,-286,675,-15676,-3016,-2600,343,187,-627,-14700,-6068,-1144,-905,-222,-977,-14324,-612,6684,56,380,-555
-5588,24,14988,228,246,84,-15924,-564,-1736,-63,-12,930,-14420,6640,1720,428,-363,599,-15692,-2352,-2696,447,124,-425,-14820,-6048,-988,-650,-231,-803,-14352,-492,7092,510,115,-732
-5656,-40,15000,456,89,88,-15996,-588,-1816,76,-110,710,-14436,6668,1740,461,-495,423,-15652,-2388,-2520,337,63,-84,-14748,-6096,-1000,-346,-62,-548,-14496,-492,7156,610,56,-826
-5632,-48,15056,667,-21,15,-16016,-696,-1784,666,-51,543,-14640,6200,2000,760,-673,182,-15652,-2772,-2368,452,68,92,-14668,-6012,-948,402,-5,-435,-14280,-160,7184,570,-29,-960
-6028,144,15192,329,-436,-79,-15860,-560,-1288,1523,355,593,-14456,6088,2104,1198,-630,30,-15752,-3020,-2244,1034,118,7,-14804,-5660,-1108,864,-53,-532,-14076,-8,7184,688,155,-1008
-5360,160,14932,630,-512,-203,-16328,-488,-1404,977,-87,755,-14768,5916,2380,1110,-829,72,-15752,-3192,-2244,1002,136,-396,-14868,-5376,-1020,307,-87,-664,-13920,-24,7368,483,278,-740
-5292,312,15056,911,-282,-328,-16488,-640,-1344,696,-114,904,-15180,5728,2524,683,-737,-2,-15976,-3360,-2204,618,-96,-936,-15008,-5392,-988,-972,-134,-905,-14268,-92,7300,248,55,-364
-5424,388,14988,1449,9,-523,-16396,-168,-1568,711,-77,1002,-14516,6928,2608,913,-752,275,-15868,-2956,-2032,490,-318,-1141,-14780,-5736,-752,-1531,-277,-1097,-14552,-276,7044,455,-24,-132
-5684,772,14932,1189,-161,-603,-15968,252,-1412,534,6,645,-13908,7468,2508,797,-584,325,-15872,-2324,-1632,432,-339,-826,-14888,-5916,-576,-1295,-406,-850,-14420,-604,6920,516,-472,-37
-5492,172,14884,666,-58,-814,-16036,-96,-1312,708,-94,104,-14200,8196,2432,652,-469,-40,-15996,-1656,-1760,447,-375,-335,-15192,-5848,-404,-428,-646,-506,-14528,-876,7472,594,-725,156
-6340,324,15232,1365,-455,-998,-16356,848,-1668,473,0,-335,-13956,7704,2556,304,-239,-272,-16272,-1940,-1632,312,-485,208,-15400,-5688,-340,-236,-931,-91,-14888,-848,7444,507,-1121,528
-6580,1528,16096,-81,-902,-1614,-15628,808,-1348,477,-121,-706,-13908,7800,2056,113,-153,-336,-15768,-2052,-1784,245,-611,424,-14884,-5448,-380,-949,-1113,458,-14124,-740,7820,668,-1457,829
-10404,288,19432,-900,-5380,-4967,-17328,3744,-1628,434,-20,301,-15316,7236,1944,-157,-275,608,-15412,-3500,-1952,-846,-30,881,-14572,-5968,-708,-2191,-1352,815,-13532,-736,7768,460,-1014,1114
-14024,7396,12800,-8872,-5630,-8661,-19368,9972,-3104,-1668,149,2072,-16340,5428,1976,9,565,4279,-16188,-7076,-3744,-2157,1387,1297,-14688,-8408,-948,-3551,-1407,445,-14144,-540,7680,476,-1037,1147
-26456,1608,4464,-1315,2062,-252,-19204,16476,-10828,-4270,1078,11959,-17424,-764,3104,-1650,1532,11722,-16092,-14144,-1832,-2114,1131,-2756,-13548,-9492,-1676,-3458,231,-1754,-13920,584,8008,1616,-2602,849
-25544,-1748,11508,1373,14804,9167,-24892,18312,-8868,-6712,4468,22379,-16264,7204,3316,950,3162,21900,-15728,-9468,576,-139,-790,-3665,-11644,-10872,-3248,-871,1377,-3961,-11228,8,7748,2146,-1088,-210
-21408,-1736,17244,-556,25851,8457,-27860,11952,-6256,-9016,5759,29287,-16300,11732,1908,1311,3947,25786,-13756,-1584,-1188,-1840,-278,-2136,-12568,-8636,-824,3011,435,-4562,-12356,-1568,7164,1279,1135,-767
-15172,-444,22580,-124,30970,8336,-24616,6448,-4448,-8156,6145,32017,-10856,13004,1748,1532,2494,24760,-15484,400,-3280,-1683,1484,1603,-14224,-5412,1072,1503,-61,-3642,-14912,-2288,7200,1163,1472,-1383
-8700,-2652,21920,1259,30406,7291,-21240,616,-1992,-5864,6101,30765,-9368,13264,464,2515,1497,19616,-15928,-656,-3180,-762,881,4480,-15496,-5208,-708,1375,7,-1883,-15436,-1324,7828,2775,-486,-1107
-3200,-2084,18028,1491,27922,2843,-16124,-1448,304,-1534,5090,26776,-7944,11796,604,4090,553,15919,-15596,964,-3092,1240,905,4992,-15492,-5280,-1316,1067,-654,-566,-14432,840,7684,2289,-1180,-594
-2872,-676,16672,1972,24044,-834,-12580,-996,-1344,902,4595,21211,-6952,13176,364,5032,824,13342,-15320,508,-4004,-1253,1704,4960,-14364,-5404,-984,-426,-618,138,-13588,1360,8052,677,-154,-108
-4116,1480,14988,2265,19373,-464,-10992,2376,-940,564,3593,16847,-6640,13392,1188,4740,1593,11640,-15528,-816,-812,823,527,4342,-14256,-5440,-340,-1538,-342,156,-13476,732,8384,-504,26,388
-4208,1424,12716,1693,13687,814,-9448,4440,-848,-1135,2717,12224,-6268,14800,528,1689,1640,9746,-15520,-492,-2440,-1644,137,3420,-14412,-6132,524,-1462,-937,214,-13704,-48,7476,-1195,106,832
-5984,-676,10432,1582,10464,986,-8404,5100,-1712,-2616,1844,8365,-6008,13388,-192,-767,1253,6656,-15236,-1028,-2256,-2574,17,3040,-13968,-7180,-480,-2055,-1452,525,-13672,-564,7692,-802,-60,943
-7640,60,7096,232,9086,681,-7568,6508,-2228,-1649,1670,6192,-5888,13064,1004,-525,254,3882,-15100,-1344,-1988,-1429,-168,2671,-13592,-7292,-1200,-2039,-966,923,-13772,-648,7620,-404,-162,564
-7976,704,2464,518,9363,329,-8416,8248,-2728,-1154,1299,4223,-6776,14196,224,687,158,2656,-15672,-2116,-2400,-1306,-125,2355,-14180,-6996,-168,-590,-879,1036,-14008,-332,7812,-327,52,366
-10004,-448,856,2331,15512,1422,-8332,9712,-2740,-1599,763,2582,-6848,14288,-244,545,-22,1676,-15816,-1344,-3136,-1008,-727,1473,-14344,-6888,-668,10,-658,937,-14060,172,8088,186,-138,308
-15108,808,2564,2620,18622,456,-8588,12500,-3472,-1046,344,1765,-6944,14720,-592,921,-657,914,-15900,-2036,-2716,-531,-476,1224,-14332,-6412,-672,-721,-360,929,-13440,424,8072,-95,-240,473
-17244,1052,3576,2812,18096,513,-8616,13480,-3324,-1333,73,1382,-6292,15208,-120,262,-430,1190,-15880,-1036,-2772,-623,-60,1047,-14264,-6176,-576,-1446,-317,818,-13632,512,8124,-325,139,827
-19588,1244,3776,3829,15984,58,-9300,15300,-3860,-1481,145,1560,-6820,14996,60,-659,-417,383,-16292,-1528,-2660,-1235,47,1054,-14556,-6500,-692,-1645,-310,716,-13800,396,7840,-422,218,963
-24256,920,-556,3708,13952,-1323,-10244,18828,-4952,632,1151,3714,-7520,15508,380,9,-895,244,-16568,-2232,-2320,-1266,73,992,-14244,-7200,-620,-1770,-170,540,-13856,72,7888,-212,107,945
-28968,824,-5256,2661,14055,-2805,-10132,24524,-6776,925,2043,7256,-7112,16768,-84,1801,-782,2982,-16776,-2560,-2244,-495,69,1984,-14324,-7548,-56,-886,-238,327,-13916,-296,8208,125,-155,770
-28900,1936,-9472,761,15726,-1482,-9976,25660,-7136,400,3483,11625,-5916,17744,-40,2578,242,7091,-16736,-852,-2140,514,-64,3670,-14588,-7560,-256,-71,-273,356,-14112,-528,8056,564,-85,596
-29672,572,-12532,1749,20792,-439,-9908,24556,-6884,-558,4846,15874,-5584,17452,-508,2929,673,10325,-16984,-696,-2868,951,282,5714,-14940,-6728,-440,627,-212,671,-14800,-516,7836,923,-445,694
-25056,-104,-8920,378,26501,-842,-7552,20696,-4820,-2023,5397,18520,-2436,17948,-520,2652,428,12953,-16588,1820,-1584,1747,-555,6958,-15256,-6248,-332,1262,-153,1243,-14800,-36,7876,1180,-850,937
-22152,632,-5704,858,27787,-2182,-5472,17608,-3660,-2908,6183,19741,-1200,17060,-164,2088,811,14374,-16268,2048,-2120,1446,-1041,8203,-15268,-5876,-44,987,-775,2234,-14708,-116,7800,854,-707,1195
-19748,972,-6564,-335,28255,-3326,-5104,15248,-3204,-875,7035,20442,-1100,16456,276,3075,1318,14588,-16408,1916,-1184,2565,-1421,9198,-15648,-5996,-176,1463,-244,3093,-14564,476,7828,736,-950,1699
-14932,2124,-4748,-2084,29595,-3160,-3708,14044,-1696,-2218,6934,19605,296,16864,192,1871,926,14936,-15892,2608,-884,2766,-2146,9544,-15292,-5728,124,1819,-1526,3471,-14252,888,7828,574,-1690,2154
-11564,2244,-3316,-2778,29426,-3144,-2612,11128,-764,-4278,5773,17563,-876,16108,392,1050,873,13856,-15632,2124,-1000,2773,-2783,9309,-14816,-5416,-208,1519,-2136,3664,-13388,1096,7812,1030,-2514,2081
-7132,2484,764,-4055,25977,-2488,-636,7524,-256,-5111,4050,14360,-424,15628,-432,-84,-275,12217,-14880,2256,-2044,2206,-2792,8317,-14540,-5280,68,1447,-2077,3713,-13100,1032,8268,970,-2325,1958
-2656,2888,3352,-2919,18407,-1052,644,4428,460,-3640,2873,10723,-784,15080,-1504,136,111,9056,-18476,1908,3388,2713,-2881,6388,-14436,-5064,380,825,-2080,3274,-13044,1560,8476,557,-1840,2205
-212,2016,5084,-1892,10718,353,1524,3852,392,-2829,1029,5482,-520,14440,-656,-1225,-1179,4978,-15332,1744,-1148,933,-2217,3989,-13932,-5180,-220,480,-1656,2653,-12232,1512,8972,232,-1980,1901
188,2948,3788,-1071,1397,1569,1904,4420,0,-2334,-781,406,-828,14404,-760,-1633,-862,1415,-14856,1772,-1372,-90,-1865,1424,-13764,-5120,32,-1003,-1618,1643,-12000,1600,8916,211,-1037,1272
-3304,1488,1800,261,-6903,3849,1320,6868,-1612,-1725,-2309,-3966,-736,14292,-1460,-2011,-1424,-2015,-15084,1728,-2056,-1434,-1585,-936,-13792,-5092,32,-1555,-1113,836,-12316,1568,8928,-153,-497,963
-9848,-884,-3372,4113,-15535,4855,1036,11360,-3552,841,-2561,-5947,-880,14744,-2040,-1439,-896,-4240,-14616,1512,-2304,-2093,-291,-2586,-13856,-5144,-64,-2438,-451,190,-12428,1836,9176,-331,-256,880
-11628,608,-12092,3654,-18865,6328,-172,14720,-3972,1240,-2525,-6632,-1188,16132,-296,-615,-330,-4596,-15668,1260,-1284,-1682,326,-3189,-13988,-5168,-40,-2375,-222,-472,-12268,1872,8896,-696,218,673
-13696,-3060,-14364,2138,-13854,5418,-756,17716,-4736,-740,-3002,-7086,-724,16176,-1404,-1408,-911,-5318,-16220,1184,-1276,-2247,-134,-3756,-14156,-5504,0,-3472,36,-1182,-12304,1704,8760,-794,937,337
-14892,-1944,-17112,1584,-9703,2922,-392,18444,-4764,799,-2075,-5694,-912,16548,-604,190,-245,-4384,-15748,1356,-1268,-710,697,-3385,-14440,-5720,548,-2388,513,-1624,-13028,1576,8988,-762,1083,-29
-16640,-1800,-14868,684,-5821,-254,-284,19740,-4384,1126,-1299,-4260,-516,16736,-164,456,-653,-3495,-15920,1804,-856,-211,510,-2971,-14756,-5648,344,-1952,214,-1796,-13324,1016,8536,-862,1192,-224
-15496,940,-12304,147,-5212,-507,460,18792,-4160,577,-767,-3263,-12,16924,-344,723,-623,-2472,-15804,2176,-1180,-165,589,-2588,-14696,-5716,412,-1848,478,-1695,-13584,884,8892,-347,899,-490
-13564,1668,-11112,86,-6239,555,784,17120,-2984,398,-300,-2646,480,16976,-360,668,-155,-2095,-15664,2964,-1176,-532,729,-2352,-15100,-5376,632,-1404,197,-1538,-13476,1108,8580,-232,784,-570
-13808,1296,-11344,653,-7075,706,508,17028,-2460,602,-40,-2161,620,16440,-144,686,29,-2260,-15564,2468,-716,-637,849,-2101,-14732,-5176,656,-1265,112,-1332,-13408,1248,8756,-144,689,-799
-13680,3068,-7908,-1768,-7243,-326,628,17108,-2040,586,10,-1957,660,16748,-160,427,443,-1602,-15380,2484,-828,-504,800,-1645,-14472,-5068,248,-1448,-110,-1216,-13092,1196,8724,-208,901,-807
-12436,1292,-8004,-608,-11985,-409,488,14960,-1720,347,-288,-2194,-4,16672,-240,-49,550,-1553,-15928,2184,-1056,-1078,601,-1372,-14544,-5328,320,-1868,-151,-1014,-13232,964,8340,-677,1165,-702
-9768,3648,-9976,-1797,-9528,463,148,13736,-1596,356,-566,-3150,-404,15996,-360,72,438,-1746,-15556,1880,-1188,-709,441,-1577,-14996,-5572,140,-1570,-168,-968,-13636,1064,8572,-666,733,-444
-10656,1020,-6544,-920,-7897,199,-628,13284,-1460,373,-1385,-4274,-868,15704,-456,15,269,-2673,-15772,1468,-1416,-507,690,-2111,-14644,-5320,140,-1331,-304,-899,-13520,1092,8512,-440,573,-444
-9476,2304,-4388,-1662,-8884,-171,-732,12192,-1720,698,-1923,-5728,-972,16280,-308,26,249,-3541,-16092,1388,-1236,-608,658,-2682,-14740,-5484,96,-1874,-137,-948,-13172,1208,8768,-340,774,-545
-11112,1180,-2260,-1775,-11610,203,-1388,11740,-1912,537,-2506,-7619,-1372,16172,-348,-558,368,-4600,-15832,1452,-1368,-959,499,-3362,-14876,-5660,336,-2165,-95,-1003,-13552,1236,8476,-758,596,-373
-9856,1856,-2608,-1568,-14176,899,-2008,11164,-1728,551,-3048,-9776,-1612,16416,-460,-748,400,-6034,-15888,1736,-1836,-1767,651,-3931,-14864,-5980,52,-1847,-67,-1030,-13632,1004,8244,-266,370,-332
-13344,2032,-2316,-1050,-15704,969,-3184,12764,-2128,644,-3313,-11253,-1556,15612,116,-1146,247,-7426,-15680,860,-272,-1405,79,-4303,-14632,-5680,-160,-1904,-109,-972,-13524,780,8404,-43,362,-515
-13208,2192,748,-3662,-17426,598,-3932,12308,-2136,-31,-3611,-12591,-1940,16392,-164,-1261,1975,-6894,-15604,860,-1520,-1142,986,-3990,-14744,-5628,460,-1504,-435,-835,-13516,848,8272,-116,130,-423
-13576,1464,2272,-3163,-21234,243,-5308,11264,-2052,-447,-4083,-14525,-2812,16104,-300,-1905,1584,-8352,-16304,744,-1948,-1875,938,-4247,-15000,-5900,-28,-1550,-378,-762,-13476,1136,8308,287,11,-345
