a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z
4884,21788,-8616,-38,-26,20,800,32767,-8644,-13,-25,-10,8206,5154,-9140,21,9,24,24646,16894,1042,-39,-59,-17
5714,21924,-8552,-65,-63,18,882,32767,-8466,-30,-44,-5,8238,5208,-9154,-15,11,29,24692,16860,1064,-45,-47,-23
5710,21718,-8572,-29,69,-1,788,32767,-8374,9,-59,-3,8240,4674,-9252,-58,23,9,24600,16732,982,-49,-32,-29
4968,21980,-8520,-58,109,-4,798,32767,-8048,44,-70,12,8230,4506,-9264,-52,15,-5,24544,16648,1064,-46,-13,-33
4964,21818,-8424,-87,31,13,944,32767,-8654,52,-66,11,8338,4474,-9240,-20,0,0,24362,16634,1062,-26,-5,-31
5368,21670,-8488,-94,22,17,1104,32767,-9076,33,-34,-19,8414,4694,-9320,0,-14,4,24362,16798,1144,-13,-27,-27
5494,21568,-8624,-64,16,23,114,32767,-8494,-35,1,-31,8464,4808,-9446,-23,-9,5,24458,16916,1056,-19,-49,-22
5436,21698,-8450,-78,20,16,512,32767,-8468,14,-49,-14,8576,4444,-9514,-52,11,-7,24486,16886,1092,-26,-39,-21
5670,21684,-8436,-58,-12,8,846,32767,-8780,-50,-41,-24,8390,4318,-9478,-28,19,-10,24382,16862,1080,-31,-32,-20
5712,21550,-8436,-56,23,-7,550,32767,-9052,-53,-24,-35,8426,4530,-9474,9,11,-5,24344,16872,1114,-53,-70,-24
4944,21884,-8440,-77,27,-19,766,32767,-8640,-2,-64,-19,8410,4824,-9280,15,3,-1,24514,16634,1008,-65,-77,-26
5182,21750,-8306,-84,-67,-10,562,32767,-8532,-35,-35,-24,8492,4882,-9352,8,10,2,24458,16510,940,-48,-49,-28
5790,21234,-8396,-100,-78,-15,476,32767,-8774,-18,-75,-14,8470,4948,-9258,-24,26,-8,24372,16620,1028,-31,-46,-24
5766,21442,-8446,-28,-1,-20,992,32767,-8692,44,-86,-3,8422,4782,-9280,-36,26,-11,24412,16652,942,-34,-68,-21
5020,21810,-8464,-4,52,-20,186,32767,-8606,-1,-62,-4,8224,4842,-9332,-29,22,-5,24640,16652,960,-20,-75,-14
4822,22100,-8402,-35,-18,-10,722,32767,-8966,12,-110,-3,8384,4864,-9414,-33,11,7,24686,16900,896,-13,-37,-14
5520,21730,-8582,-44,-100,2,984,32767,-8636,2,-78,-7,8556,4726,-9496,-52,26,2,24520,16884,1096,-19,-9,-12
5990,21518,-8596,-42,-52,2,322,32767,-8680,-25,-43,-12,8310,4666,-9454,-49,44,0,24450,16856,1098,-28,-42,-11
5392,22240,-8454,-2,29,-7,642,32767,-8520,-19,-80,-16,8346,4648,-9326,-41,28,2,24632,16904,954,-42,-54,-17
5102,21640,-8432,-72,-50,-9,868,32767,-8700,-47,-51,-25,8462,4794,-9310,-23,12,12,24626,16750,966,-55,-32,-18
5772,21826,-8634,-74,-108,-17,492,32767,-8690,-32,-31,-28,8570,4872,-9322,-48,25,3,24416,16596,1126,-59,-22,-17
6066,21006,-8664,-59,-54,-33,832,32767,-8962,4,-56,-27,8470,4712,-9398,-70,46,-12,24316,16436,1066,-53,-43,-15
5830,21692,-8668,-6,30,-50,838,32767,-8594,-36,-24,-35,8340,4738,-9330,-69,44,-9,24530,16492,1048,-37,-72,-13
5246,21722,-8654,-8,57,-57,304,32767,-8514,-55,-36,-35,8278,4646,-9410,-69,24,2,24760,16626,1044,-24,-59,-13
5192,21556,-8730,-38,5,-44,768,32767,-8550,-16,-92,-20,8408,4682,-9322,-48,21,11,24488,16690,1046,-22,-10,-15
5470,21568,-8758,-9,17,-37,1152,32767,-8762,-28,-70,-22,8512,4730,-9478,-42,37,11,24346,16776,980,-17,-23,-7
4922,21944,-8628,-9,54,-22,888,32767,-8668,-9,-54,-29,8410,4634,-9560,-68,56,-3,24454,16866,994,-20,-63,2
5308,22288,-8440,-38,-16,-9,886,32767,-8790,12,-62,-33,8172,4558,-9406,-67,50,-1,24674,16820,924,-32,-58,5
5608,21844,-8540,-79,9,-12,714,32767,-8676,26,-69,-32,8360,4796,-9302,-15,16,26,24600,16876,1080,-29,-25,3
5532,21652,-8746,-66,34,-11,760,32767,-8442,-5,-84,-29,8474,5064,-9374,-23,34,26,24392,16828,1098,-43,-17,3
5216,22176,-8520,-37,67,-2,744,32767,-8494,-3,-88,-12,8408,5044,-9382,-56,44,17,24424,16770,1074,-46,-47,8
5134,21770,-8404,-67,-7,16,1012,32767,-8678,13,-92,0,8412,4844,-9402,-85,43,11,24448,16738,1014,-49,-65,9
5572,22238,-8624,-49,-44,16,1020,32767,-8814,16,-61,1,8282,4694,-9288,-86,36,14,24530,16574,990,-52,-69,8
5374,21716,-8434,-71,-32,16,548,32767,-8544,16,-49,-1,8444,4738,-9448,-45,26,26,24638,16628,1066,-42,-51,1
5836,21718,-8292,-39,-82,22,804,32767,-8642,2,-81,-2,8400,4894,-9460,-61,32,20,24560,16546,1034,-42,-33,1
6024,21730,-8394,6,-38,15,918,32767,-8388,-11,-74,-7,8480,4740,-9510,-81,40,21,24552,16662,996,-22,-40,6
5488,22014,-8222,-10,30,20,750,32767,-8596,-43,-63,-12,8348,4472,-9508,-79,50,16,24568,16872,858,-19,-44,11
5174,22022,-8150,-22,-23,28,916,32767,-8502,-2,-66,-10,8220,4454,-9418,-52,35,15,24540,16914,1000,-33,-34,12
5472,21726,-8368,-59,-75,41,886,32767,-8542,3,-42,-8,8436,4536,-9378,-17,28,20,24448,16858,1172,-42,-30,14
5516,21636,-8598,-51,-54,35,462,32767,-8432,-3,-58,-4,8416,4714,-9382,-22,34,8,24376,16810,1026,-68,-36,11
5588,21446,-8396,-68,-66,24,1160,32767,-8634,4,-89,-13,8296,4782,-9274,-27,36,5,24442,16518,1130,-66,-42,3
6072,21618,-8564,-15,-39,5,1084,32767,-8632,-29,-47,-26,8352,4722,-9378,-35,39,5,24520,16494,1080,-48,-41,-3
5132,21532,-8582,-36,61,-13,456,32767,-8566,-4,-45,-25,8356,4786,-9412,-42,39,2,24434,16592,1024,-34,-42,-8
4950,21764,-8556,-90,-11,-2,672,32767,-8492,18,-85,-15,8300,4680,-9468,-45,24,6,24424,16638,1030,-38,-51,-8
5550,21164,-8822,-86,-61,0,826,32767,-8528,29,-77,-4,8192,4668,-9328,-25,14,10,24378,16560,1010,-53,-59,0
5848,21426,-8680,-66,7,-7,674,32767,-8528,37,-65,9,8212,4956,-9306,-3,0,22,24522,16388,976,-36,-60,-6
5450,21760,-8634,-33,68,-14,752,32767,-8624,59,-64,20,8472,5066,-9420,-30,0,17,24530,16524,1092,-11,-52,-9
5214,21692,-8710,-50,37,-7,900,32767,-8894,38,-67,11,8454,4758,-9494,-88,31,-6,24412,16602,1028,-11,-37,-13
5388,21668,-8930,-40,28,-7,616,32767,-8388,-37,-41,-13,8188,4334,-9412,-93,26,-18,24396,16612,1024,-7,-51,-11
5116,22034,-8888,-21,68,-11,642,32767,-8496,-26,-54,-4,8234,4260,-9306,-29,-1,-9,24592,16718,1064,-1,-66,-10
4886,22096,-8422,-65,-8,2,922,32767,-8610,4,-63,-4,8258,4496,-9308,8,-12,-3,24592,16702,1038,-13,-41,-20
5472,21996,-8442,-91,-59,21,842,32767,-8476,-27,-50,-13,8482,4770,-9364,5,-10,-4,24440,16584,1068,-2,-43,-25
5902,21356,-8396,-74,-42,32,688,32767,-8562,-6,-50,-20,8468,4700,-9422,-38,4,-17,24568,16894,996,12,-74,-24
6142,21758,-8436,-7,34,22,722,32767,-8584,12,-68,-19,8346,4440,-9546,-52,23,-26,24682,16812,1016,-12,-75,-26
5520,21730,-8376,1,98,8,742,32767,-8478,5,-57,-20,8414,4266,-9556,-33,22,-30,24602,16676,1094,-20,-47,-23
5132,22196,-8446,-11,87,2,600,32767,-8364,-4,-61,-14,8416,4276,-9484,3,18,-24,24424,16578,1054,-8,-42,-21
4930,21694,-8330,-79,24,7,686,32767,-8474,-8,-68,-9,8384,4566,-9366,22,14,-16,24476,16696,1082,4,-66,-22
5406,21852,-8286,-89,-35,11,760,32767,-8636,-14,-62,-10,8386,4828,-9264,20,-4,-7,24658,16754,964,8,-62,-21
5536,21628,-8350,-79,35,0,636,32767,-8688,5,-65,-12,8420,4716,-9360,-3,19,-11,24688,16786,1056,5,-43,-20
5184,21450,-8286,-107,45,0,672,32767,-8582,-8,-84,-14,8304,4722,-9358,-10,34,-17,24540,16816,1034,-4,-30,-18
5516,21458,-8428,-85,-6,5,572,32767,-8406,23,-74,-2,8304,4620,-9402,-14,22,-13,24460,16686,1114,-3,-48,-17
5534,21250,-8418,-79,26,12,354,32767,-8332,39,-103,12,8272,4474,-9234,-6,6,-6,24482,16714,1074,6,-59,-14
5100,21618,-8362,-47,28,5,1130,32767,-8724,23,-114,8,8276,4806,-9242,31,-12,11,24530,16876,1038,9,-62,-13
5146,21652,-8268,-55,-31,-2,810,32767,-8434,0,-68,-8,8420,5010,-9352,22,2,15,24528,16938,1108,-2,-73,-14
5646,21496,-8280,-65,-59,-15,482,32767,-8788,-4,-62,-11,8454,4860,-9442,-34,20,2,24544,16744,1090,-31,-69,-15
5632,21842,-8428,-21,15,-25,598,32767,-8328,-30,-81,-24,8388,4432,-9430,-48,28,-4,24536,16586,1142,-23,-51,-20
5138,21236,-8528,-63,-5,-22,590,32767,-8342,-27,-92,-19,8294,4500,-9278,-5,7,5,24488,16684,1106,-5,-50,-23
6020,21298,-8712,-30,-75,-9,994,32767,-8426,19,-108,-10,8448,4764,-9264,19,-3,16,24540,16734,1004,-3,-62,-25
6284,21306,-8744,49,19,-19,1054,32767,-8644,11,-71,-13,8542,4794,-9326,4,5,13,24564,16682,1088,4,-58,-17
5532,22126,-8634,69,127,-33,572,32767,-8566,-23,-66,-19,8454,4784,-9424,-14,28,3,24544,16832,1146,1,-38,-17
4736,22564,-8478,17,101,-26,732,32767,-8378,-6,-95,-28,8298,4696,-9436,-15,35,2,24494,16846,1206,-8,-29,-14
5046,22068,-8534,-96,-35,-16,870,32767,-8544,15,-86,-13,8344,4648,-9364,-7,21,8,24514,16726,1054,-8,-45,-11
5932,21660,-8830,-108,-54,-13,690,32767,-8482,20,-78,-8,8474,4642,-9262,-5,11,8,24672,16646,998,1,-53,-11
5874,21468,-8816,-79,62,-25,908,32767,-8506,-33,-65,-17,8408,4808,-9180,18,19,11,24650,16764,1020,9,-29,-12
5146,21934,-8710,-49,106,-23,812,32767,-8634,19,-59,-4,8402,5112,-9298,-9,25,13,24410,16812,1126,9,-21,-8
5096,21608,-8694,-82,16,-5,958,32767,-8808,14,-48,-8,8452,4854,-9336,-52,24,14,24356,16970,1164,12,-45,-2
5800,21528,-8606,-68,-4,1,612,32767,-8518,-2,-35,-11,8428,4598,-9352,-54,28,11,24536,17118,1164,2,-74,3
5834,21664,-8472,-4,83,-1,304,32767,-8436,17,-62,14,8306,4606,-9386,-23,31,13,24642,17046,1192,-28,-71,3
4914,22230,-8362,-29,133,3,414,32767,-8374,36,-109,28,8298,4680,-9326,-18,21,10,24518,16780,1170,-41,-52,2
4780,22180,-8480,-55,16,29,532,32767,-8180,17,-136,30,8298,4778,-9196,-9,11,18,24424,16606,1258,-30,-57,1
5546,21520,-8478,-92,-65,48,934,32767,-8300,49,-148,46,8460,4810,-9334,-13,20,16,24590,16728,1082,-7,-86,1
6302,21632,-8536,-22,-33,53,910,32767,-8306,48,-91,32,8356,4760,-9402,-32,39,5,24758,17014,976,-5,-92,1
5864,22066,-8306,-2,109,34,606,32767,-8462,11,-70,4,8342,4842,-9442,-28,22,9,24732,16956,1028,-38,-69,3
4702,22332,-8188,-38,92,26,510,32767,-8458,20,-65,-12,8476,4680,-9316,-38,19,8,24622,16742,1074,-37,-48,2
5218,21450,-8446,-107,-59,33,716,32767,-8716,-7,-54,-10,8476,4680,-9338,-23,28,7,24456,16750,1218,-30,-45,-1
6240,21452,-8616,-83,-44,32,578,32767,-8784,-33,-27,-29,8334,4796,-9332,-21,31,10,24470,16700,1144,-36,-56,-3
5900,21146,-8408,-26,69,18,524,32767,-8858,-56,-28,-30,8248,4884,-9358,-26,16,19,24554,16654,1080,-23,-68,-1
5360,21908,-8300,-2,90,11,556,32767,-8484,-59,-50,-27,8450,4760,-9508,-32,23,21,24618,16810,1052,-14,-61,-1
5066,21980,-8330,-22,51,12,690,32767,-8542,-58,-64,-22,8478,4708,-9434,-42,39,10,24722,16922,1156,-25,-46,-5
5282,21698,-8384,-87,-11,20,886,32767,-8616,-5,-71,-14,8360,4682,-9426,-42,49,8,24676,16780,1104,-40,-36,-10
5626,21842,-8378,-72,-21,19,802,32767,-8652,-8,-35,-23,8210,4602,-9254,-40,16,17,24584,16558,1118,-43,-27,-16
5768,21402,-8390,-65,5,11,430,32767,-8578,59,-42,-17,8270,4532,-9248,-19,18,13,24516,16442,1254,-24,-19,-23
5532,22042,-8418,-38,59,4,538,32767,-8378,62,-66,-18,8268,4796,-9298,5,26,3,24304,16682,1116,6,-17,-23
4828,21800,-8212,-62,47,7,802,32767,-8606,35,-60,-17,8426,4800,-9292,-27,27,-13,24242,16916,1264,4,-42,-16
5020,21820,-8390,-95,-61,29,748,32767,-8422,38,-63,-21,8482,4586,-9224,-54,30,-17,24510,17138,1200,-8,-74,-6
5474,21476,-8550,-74,-59,25,1068,32767,-8842,6,-42,-29,8370,4370,-9300,-30,21,-18,24762,17024,1004,-54,-65,-6
5382,21528,-8634,-36,-26,24,740,32767,-8652,44,-40,-41,8332,4588,-9294,17,12,-12,24662,16760,1082,-63,-54,-8
5456,21442,-8460,-32,-46,20,876,32767,-8366,-33,-43,-60,8396,5032,-9410,24,9,-6,24530,16470,1088,-65,-52,-13
6098,21534,-8492,1,-48,15,464,32767,-8138,-1,-28,-41,8420,5226,-9410,-32,10,-3,24458,16458,1030,-24,-55,-14
5968,21622,-8520,30,79,-6,738,32767,-8388,27,-30,-19,8416,4708,-9342,-78,34,-9,24572,16742,1090,-16,-66,-14
5112,22016,-8414,-9,128,-15,706,32767,-8526,29,-24,-14,8336,4264,-9220,-60,30,-16,24706,16810,1062,-25,-73,-16
4666,21964,-8560,-53,51,-12,612,32767,-8506,44,-37,-5,8272,4554,-9238,-12,11,-12,24718,16688,1038,-32,-45,-22
5160,21428,-8612,-137,-46,-8,1270,32767,-8798,19,-55,-9,8470,4768,-9324,-15,1,-3,24596,16660,1126,-20,-31,-26
5862,21390,-8692,-93,-30,-10,1372,32767,-8730,-80,6,-40,8436,4708,-9478,-33,19,0,24500,16778,1086,-7,-47,-23
5494,21162,-8682,-80,80,-25,470,32767,-8276,-127,50,-57,8388,4526,-9494,-45,38,-8,24584,17018,1086,-3,-52,-16
5126,21752,-8598,-44,80,-35,484,32767,-8366,-25,-18,-20,8336,4466,-9390,-23,31,-4,24642,17084,1128,-32,-55,-14
4930,21678,-8432,-66,66,-34,684,32767,-8612,46,-31,-3,8386,4632,-9334,3,15,9,24690,16770,1094,-53,-48,-14
4942,21500,-8568,-96,36,-27,1102,32767,-9010,-15,-38,-12,8364,4620,-9324,-9,18,5,24498,16586,1186,-42,-30,-12
4980,21720,-8422,-98,9,-20,946,32767,-8584,29,-7,-12,8226,4694,-9148,-7,21,-5,24560,16824,1148,-35,-63,-7
5366,21612,-8382,-76,-32,-13,480,32767,-8680,6,10,-12,8230,4688,-9136,-9,13,-4,24694,16744,1036,-32,-46,-6
5512,21386,-8326,-83,-8,-18,666,32767,-8544,44,-34,-3,8320,4730,-9184,-15,8,-6,24620,16828,1142,-28,-27,-7
5568,21528,-8296,-34,7,-25,820,32767,-8214,17,-21,-1,8258,4752,-9278,-27,-2,-7,24522,16876,1068,-25,-35,-5
5472,21406,-8200,-22,24,-29,282,32767,-8112,0,-23,-2,8486,4580,-9322,-34,-7,-12,24588,16986,1038,-30,-56,-3
5034,22124,-8268,-1,56,-27,788,32767,-8304,27,-74,-6,8384,4548,-9456,-25,24,-24,24690,16830,1074,-61,-56,0
4958,21492,-8234,-49,-39,-13,1072,32767,-8460,33,-29,-12,8292,4670,-9440,-19,19,-15,24712,16550,1082,-63,-28,-1
5848,21636,-8320,-39,-72,-2,492,32767,-8628,8,6,-32,8484,4702,-9512,-17,17,0,24548,16632,1176,-29,-15,-1
5820,21510,-8372,1,1,-9,572,32767,-8558,-4,-20,-41,8442,4630,-9306,-26,22,6,24420,16780,1210,-28,-40,0
5436,21848,-8378,11,35,-9,254,32767,-8700,-53,22,-59,8388,4556,-9234,-14,17,13,24538,16864,1116,-30,-57,5
4950,22162,-8388,-14,25,-11,264,32767,-8590,-6,-31,-15,8440,4718,-9286,5,17,12,24666,16778,1124,-46,-41,3
5184,21528,-8372,-55,-69,2,854,32767,-8208,32,-76,-1,8512,4954,-9374,-10,28,1,24600,16674,1238,-37,-12,0
5760,21612,-8430,-63,-55,0,1020,32767,-8212,9,-64,-22,8508,4782,-9336,-48,35,-8,24358,16780,1200,-26,-13,1
5674,21526,-8404,-32,-3,-3,1238,32767,-9398,-7,-33,-29,8422,4596,-9334,-49,35,-4,24352,16840,1096,-22,-44,6
5272,21818,-8346,-41,25,-8,668,32767,-8616,47,-15,-6,8310,4698,-9374,-23,28,10,24576,16942,1008,-27,-65,12
4974,21690,-8368,-74,-21,-1,256,32767,-8546,-18,-43,-12,8380,4886,-9318,-19,20,18,24664,16866,1016,-46,-43,15
5438,21608,-8568,-70,-82,0,508,32767,-8718,-42,-66,3,8454,4906,-9426,-31,32,23,24562,16770,1100,-48,-34,14
5840,21352,-8386,-59,-48,-1,1270,32767,-8768,34,-61,22,8344,4662,-9450,-71,47,8,24496,16780,1086,-38,-47,15
5612,21548,-8374,-26,0,-10,512,32767,-8620,-44,-4,2,8114,4500,-9274,-63,45,6,24536,16816,1172,-49,-56,17
5374,21706,-8248,-23,-4,-15,354,32767,-8672,-1,-42,6,8296,4490,-9268,-43,20,9,24600,16668,1164,-49,-54,18
5402,21690,-8284,-37,-30,-18,656,32767,-8450,44,-55,20,8380,4608,-9200,-25,22,11,24588,16660,1100,-30,-45,13
5594,21566,-8408,-23,-19,-14,484,32767,-8648,-23,-38,5,8490,4604,-9374,-43,28,4,24632,16836,1216,-13,-33,8
5290,21960,-8470,-6,20,-15,366,32767,-8394,-13,-53,7,8226,4506,-9340,-36,35,-1,24516,16854,1108,-37,-33,4
5162,21822,-8382,-53,-49,1,530,32767,-8818,-3,-23,3,8248,4614,-9360,-15,13,10,24604,16674,1068,-25,-45,4
5720,21626,-8324,-55,-79,0,224,32767,-8678,1,-33,-5,8454,4952,-9342,-15,12,14,24608,16888,1128,-19,-35,1
5782,21724,-8472,-31,0,-7,378,32767,-8256,9,-73,-14,8554,4922,-9410,-46,30,7,24468,16882,1152,-38,-19,-4
5164,21750,-8420,-49,28,-10,848,32767,-8684,0,-58,-14,8522,4670,-9366,-81,50,-6,24368,16716,1014,-43,-41,-2
5084,21778,-8298,-87,-14,-5,558,32767,-8688,3,-32,-18,8262,4406,-9408,-79,54,-12,24518,16730,1028,-34,-66,0
5586,21160,-8510,-65,-62,-2,338,32767,-8796,-23,-43,-33,8252,4374,-9298,-44,32,-1,24612,16798,1156,-21,-44,-6
5780,21988,-8640,13,22,3,654,32767,-9194,-21,-45,-44,8428,4530,-9302,-25,13,4,24388,16896,1130,-22,-22,-11
5032,21186,-8238,-26,41,12,380,32767,-8578,-22,-24,-30,8334,4654,-9262,-19,31,0,24266,16980,1180,-30,-54,-9
5378,22114,-8412,-1,-44,24,-92,32767,-8550,9,-41,-24,8384,4708,-9462,-41,33,-3,24610,16796,1168,-64,-90,-6
5778,21612,-8410,-19,-2,17,500,32767,-8590,13,-92,-13,8272,4516,-9332,-56,36,-2,24752,16760,1060,-60,-58,-12
5348,22372,-8308,-15,63,16,536,32767,-8516,31,-87,-3,8316,4368,-9330,-37,22,6,24548,16710,1070,-60,-33,-23
4790,21648,-8326,-80,13,17,696,32767,-8668,36,-83,-1,8276,4550,-9262,-3,21,21,24424,16514,1108,-59,-53,-27
5536,21866,-8354,-97,-91,27,754,32767,-8640,48,-66,-9,8324,4874,-9302,-2,0,34,24538,16520,1066,-31,-78,-26
6086,20934,-8452,-95,-49,15,428,32767,-8496,27,-57,-15,8448,4846,-9438,-29,10,35,24682,16762,1156,-28,-67,-27
5724,21474,-8266,-27,58,0,490,32767,-8616,14,-86,-28,8484,4582,-9390,-54,32,20,24600,16696,1036,-47,-34,-26
4768,21748,-8146,-49,83,-12,628,32767,-8368,-1,-84,-29,8334,4286,-9502,-52,47,2,24452,16468,1092,-42,-37,-30
4814,21482,-8322,-83,-44,-6,680,32767,-8302,-9,-85,-30,8334,4396,-9380,-17,24,11,24620,16472,1058,-34,-60,-34
5508,21038,-8464,-75,-51,-2,866,32767,-8636,30,-60,-18,8472,4552,-9324,1,18,18,24690,16426,954,-25,-40,-39
5360,21382,-8266,-26,1,-5,690,32767,-8746,24,-53,-17,8402,4706,-9200,-7,24,18,24536,16482,1078,2,-13,-40
5224,21502,-8210,-6,-4,-5,420,32767,-8610,28,-58,-19,8408,4690,-9266,-13,19,17,24376,16828,1200,10,-36,-33
5614,21392,-8246,-15,-29,-5,670,32767,-8580,-23,-97,-18,8344,4716,-9270,-14,23,15,24524,16784,1088,-24,-62,-28
5734,21768,-8270,-8,28,-13,578,32767,-8310,-11,-105,1,8226,4750,-9320,-29,22,9,24616,16598,1124,-25,-59,-26
5340,21582,-8288,-28,39,-18,820,32767,-8382,-15,-131,13,8216,4460,-9250,-43,22,-2,24698,16658,1060,-4,-47,-24
5194,22006,-8226,-49,23,-24,944,32767,-8430,11,-114,22,8350,4422,-9158,0,4,-3,24496,16676,1182,-13,-41,-27
5352,21334,-8420,-85,-58,-19,540,32767,-8502,16,-100,26,8470,4660,-9204,6,3,-1,24398,16678,1244,-2,-47,-22
5874,21354,-8488,-61,-4,-27,684,32767,-8616,18,-110,14,8396,4708,-9390,-5,-3,3,24500,16750,1134,-8,-71,-18
5272,21838,-8254,-20,73,-26,460,32767,-8176,30,-93,9,8326,4652,-9370,-20,4,3,24676,16784,1072,-14,-80,-16
4848,21674,-8272,-41,40,-19,646,32767,-8764,43,-118,12,8444,4612,-9468,-25,4,2,24804,16678,1108,-22,-54,-19
5274,21748,-8356,-50,-33,-2,774,32767,-8420,49,-125,9,8458,4502,-9452,-21,16,5,24582,16498,1112,-22,-26,-23
5686,21384,-8446,-45,-20,0,872,32767,-8522,-37,-86,-6,8440,4464,-9530,-22,15,0,24484,16636,1130,4,-48,-19
5318,21940,-8194,-25,38,-9,782,32767,-8538,-23,-74,-10,8402,4462,-9514,-10,25,0,24590,16872,1108,5,-75,-14
4898,21856,-8200,-56,14,-15,826,32767,-8506,-46,-67,-10,8322,4472,-9310,-2,25,-4,24696,16732,1198,-24,-50,-14
5432,21292,-8370,-113,-65,-19,842,32767,-8802,-45,-51,-17,8318,4706,-9132,18,15,2,24650,16600,1114,-14,-30,-15
5876,21202,-8474,-47,29,-27,658,32767,-8542,-56,-43,-26,8348,4820,-9186,9,6,6,24502,16750,1174,7,-51,-12
5316,21488,-8434,2,109,-30,682,32767,-8602,-10,-61,-10,8528,4656,-9318,-19,11,-3,24666,16848,1138,-14,-58,-9
4928,21710,-8280,-22,98,-23,886,32767,-8386,23,-55,-3,8342,4600,-9424,-17,29,-11,24656,16662,1064,-30,-43,-6
4842,21980,-8266,-32,57,-7,628,32767,-8378,18,-43,3,8226,4568,-9404,-8,11,-2,24578,16688,1146,-10,-42,0
4704,21864,-8234,-88,18,16,834,32767,-8414,24,-65,5,8384,4564,-9374,8,4,11,24626,16878,1270,-9,-61,-1
5566,21376,-8496,-80,-57,25,916,32767,-8400,44,-52,3,8414,4744,-9366,21,12,20,24758,16826,1170,-21,-60,-1
6040,21628,-8554,-42,23,17,672,32767,-8656,6,-39,-6,8336,4840,-9356,7,13,22,24628,16708,1140,-25,-38,-3
5150,21646,-8224,-45,107,7,628,32767,-8516,9,-59,-12,8348,4814,-9284,-5,8,20,24518,16750,1138,-14,-38,-3
5684,21836,-8340,-31,-16,-7,808,32767,-8444,0,-50,-8,8444,4814,-9378,-2,6,19,24554,16872,1128,-15,-55,-3
5426,21504,-8412,-37,86,-1,-44,32767,-7998,51,-52,16,8482,4802,-9404,-23,16,5,24622,16806,1098,-22,-50,-4
4792,21666,-8328,-15,58,16,584,32767,-8576,69,-109,31,8390,4694,-9328,-39,15,-1,24674,16910,1180,-19,-41,-3
5414,21314,-8356,-31,-47,30,1200,32767,-8656,61,-75,24,8390,4684,-9200,-25,9,4,24566,16760,1120,-39,-50,-5
5852,21754,-8402,3,17,33,452,32767,-8510,7,-18,5,8482,4676,-9312,-26,8,0,24610,16612,1146,-29,-57,-5
5138,21822,-8074,-12,83,25,580,32767,-8518,-47,-50,-17,8432,4646,-9440,-31,25,-6,24640,16856,1218,-12,-41,-9
5364,21598,-8326,-59,-25,33,528,32767,-8004,8,-78,6,8418,4582,-9450,-34,29,-7,24512,16860,1156,-23,-27,-8
5902,21454,-8580,-56,-8,23,870,32767,-8194,1,-103,19,8332,4602,-9414,-29,35,-1,24416,16786,1180,-28,-50,-6
5246,21496,-8270,-40,44,3,904,32767,-8570,-7,-94,23,8426,4822,-9338,-8,19,11,24696,16750,990,-36,-65,-4
5750,21382,-8610,-52,-25,-8,1020,32767,-8754,-26,-82,18,8732,4704,-9270,-33,24,8,24746,16612,1106,-26,-47,-8
5814,21442,-8672,-9,81,-15,998,32767,-8968,-49,-48,-13,8406,4684,-9262,-40,38,-3,24540,16894,1294,-6,-10,-14
4868,21608,-8616,-8,153,-15,320,32767,-8686,-62,-30,-27,8234,4810,-9164,-31,26,4,24340,16886,1226,-27,-25,-17
4664,21924,-8516,-17,70,3,142,32767,-8628,-30,-67,-10,8358,4854,-9318,-32,26,10,24532,16800,1196,-39,-68,-14
5294,21614,-8462,-66,10,10,648,32767,-8630,0,-82,18,8252,4762,-9404,-40,36,9,24780,16730,966,-39,-73,-13
5562,21878,-8500,-40,66,9,194,32767,-8306,25,-81,18,8246,4554,-9364,-41,37,9,24840,16774,1112,-27,-41,-20
5016,21512,-8480,-90,112,3,634,32767,-8534,39,-110,31,8290,4588,-9192,-16,24,12,24682,16806,1186,-35,-22,-25
5050,21840,-8392,-108,29,10,1152,32767,-9016,74,-77,14,8422,4832,-9186,-1,14,22,24500,16696,1122,-37,-37,-23
5382,21188,-8416,-117,-17,9,374,32767,-8546,31,-20,-9,8410,4916,-9214,-20,23,17,24468,16736,1182,-39,-56,-19
5744,21362,-8440,-83,-2,-2,458,32767,-8402,-10,-81,-22,8356,4910,-9180,-42,19,18,24560,16824,1178,-26,-46,-15
5466,21394,-8194,-39,64,-13,682,32767,-8074,-18,-60,-27,8316,4758,-9340,-45,21,19,24554,16950,1124,-37,-43,-14
5056,21608,-8290,-19,59,-8,384,32767,-8484,-10,-64,-29,8464,4704,-9386,-36,21,18,24644,16876,1004,-64,-62,-13
4966,21798,-8158,-24,24,-3,1050,32767,-8666,45,-76,-12,8470,4674,-9412,-45,30,11,24788,16544,1036,-73,-56,-15
5226,21558,-8208,-27,-14,11,698,32767,-8650,59,-14,-21,8402,4706,-9384,-38,28,11,24618,16424,1154,-49,-31,-14
5168,21982,-8116,-28,26,16,12,32767,-8464,-36,-23,-37,8400,4718,-9412,-30,28,21,24430,16554,1200,-34,-27,-14
5360,21760,-8248,-35,-41,35,516,32767,-8394,-11,-81,-28,8348,4792,-9402,-33,31,22,24472,16582,1184,-28,-55,-13
5712,21384,-8342,-55,-19,23,1138,32767,-8546,-3,-51,-21,8404,4784,-9378,-37,30,18,24708,16646,1074,-25,-69,-12
