a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z
4290,20442,-7714,-21,-10,15,-52,32767,-8288,-15,-44,-15,8500,3920,-9312,-47,44,-5,24550,16174,1224,-23,-51,0
4166,20830,-7518,8,-11,14,-96,32767,-8256,-14,-28,-17,8480,4044,-9388,-48,37,-6,24614,15996,1096,-45,-51,-10
4428,20692,-7562,-30,-38,10,94,32767,-8496,2,-39,-7,8386,4008,-9354,-69,37,-5,24560,15632,1060,-31,-47,-14
4548,20740,-7578,-40,-14,7,-222,32767,-8188,-65,-2,-27,8294,3852,-9406,-73,39,-3,24602,15954,1064,11,-52,-14
4096,20752,-7646,-51,1,16,-742,32767,-7836,-10,-25,-7,8170,3748,-9404,-65,44,-2,24634,16206,1128,5,-50,-13
4224,20402,-7472,-89,-85,23,120,32767,-9040,36,-79,12,8224,3668,-9432,-52,42,-2,24608,16144,1062,-6,-44,-13
5226,20072,-7866,-63,-108,15,-12,32767,-8350,-9,-16,-6,8294,3650,-9194,-38,30,-1,24584,16218,1026,1,-50,-9
4810,20396,-7768,-23,66,3,-478,32767,-8208,-86,11,-12,8380,3840,-9098,-9,11,9,24706,16284,1016,-5,-68,-7
3610,20448,-7442,-47,18,0,-140,32767,-8154,10,-42,-7,8478,4048,-9394,-5,15,9,24794,16224,1122,-11,-58,-6
4508,20448,-7818,-57,-97,1,144,32767,-8114,-35,-33,-12,8400,4078,-9420,-44,18,0,24576,16156,1070,-28,-37,-9
4600,20356,-7836,-43,19,-4,-396,32767,-8136,-12,-18,-7,8438,3806,-9374,-58,19,-3,24502,16056,1042,-16,-57,-7
3882,20500,-7710,-32,39,-5,156,32767,-8482,27,-56,-5,8374,3842,-9364,-37,21,-1,24698,16216,1042,5,-86,-3
4036,20544,-7782,-70,-37,-2,154,32767,-8582,-5,0,-15,8448,3906,-9436,-40,12,-3,24854,16316,1080,-16,-60,-6
4598,20166,-7846,-72,-48,-3,-624,32767,-8818,-22,47,-45,8286,3884,-9334,-44,12,-3,24614,16218,1124,-34,-37,-11
4752,20156,-7870,-40,-3,-9,-298,32767,-8266,45,-36,1,8336,3864,-9334,-39,9,-3,24608,16074,1070,-25,-58,-11
4548,20408,-7700,-19,39,-14,-104,32767,-7854,27,-38,-6,8378,3608,-9350,-36,21,-13,24732,16134,1108,-19,-72,-11
4346,20448,-7806,-29,61,-29,382,32767,-8298,-29,-6,-20,8370,3614,-9308,-38,15,-25,24728,16102,1048,-27,-54,-11
4132,20250,-7824,-38,52,-24,-52,32767,-8364,-17,14,-27,8386,3622,-9366,1,12,-8,24684,16032,1130,-21,-46,-9
3846,20962,-7836,-26,53,-14,-432,32767,-8454,-34,5,-39,8350,3890,-9360,4,4,2,24678,16146,1042,-21,-49,-9
3742,20328,-7696,-79,-36,-1,-670,32767,-8248,19,-7,-11,8432,3854,-9438,7,0,8,24732,16168,1114,-11,-54,-7
4938,20232,-8006,-56,-99,-1,-164,32767,-7940,90,-61,16,8448,3906,-9426,4,18,6,24778,16350,1206,-17,-50,-9
4738,20536,-7934,-7,75,-20,26,32767,-8338,-16,-14,-9,8286,3984,-9348,-8,20,0,24648,16344,1246,-37,-38,-9
3470,20802,-7624,-39,120,-28,-330,32767,-8230,30,-34,-4,8328,3872,-9232,-22,8,-5,24660,16180,1218,-50,-49,-6
3984,20300,-7776,-78,-64,-14,20,32767,-8338,62,-38,0,8412,3822,-9226,-17,8,-4,24702,15954,1110,-53,-46,-10
5374,20170,-8026,-23,19,-4,-508,32767,-8300,-46,-8,-29,8526,3774,-9206,-18,12,-5,24676,15976,1114,-22,-32,-11
4238,20750,-7756,6,181,-6,-558,32767,-8256,-34,-39,-10,8466,3620,-9244,-10,21,-4,24600,16144,1042,-9,-40,-12
3592,20734,-7496,-43,79,-7,-218,32767,-8176,3,-69,1,8492,3802,-9320,21,10,3,24668,16406,1040,-20,-64,-9
3750,21240,-7712,-116,4,-2,-318,32767,-8512,-33,-43,-11,8438,4106,-9390,28,-1,10,24810,16258,1022,-54,-51,-8
4188,19716,-7724,-160,-84,2,-256,32767,-8798,-23,-35,-15,8402,4142,-9398,7,7,10,24618,15932,1126,-54,-34,-7
5226,19968,-8034,-67,-62,-5,-644,32767,-8446,18,-18,0,8404,4120,-9276,-8,15,4,24552,16070,1172,-18,-37,-6
4406,20420,-7656,-1,137,-19,-478,32767,-8290,14,-57,-5,8550,4002,-9240,-40,24,-4,24650,16334,1202,-25,-51,-4
3660,20466,-7534,-6,68,-16,-652,32767,-8202,-19,-42,-15,8428,3810,-9232,-44,26,-5,24862,16210,962,-46,-53,-6
4466,20400,-7718,-22,-39,-7,-512,32767,-8476,10,-76,-7,8528,3694,-9350,-28,18,-2,24854,16092,908,-42,-23,-9
3994,20700,-7572,-36,86,-9,-410,32767,-8532,17,-55,-9,8440,3852,-9312,-7,14,1,24604,16102,1146,-33,-6,-14
3970,20260,-7608,-61,-37,-1,-636,32767,-8646,-1,-47,-13,8444,3998,-9348,-3,11,5,24450,15984,1130,-34,-35,-14
4948,20434,-7760,-42,-44,-8,-542,32767,-8386,-3,-57,-10,8526,4052,-9368,-11,13,5,24672,16434,1142,-10,-54,-10
4328,20776,-7676,-26,118,-17,-646,32767,-8264,-36,-59,-9,8512,3974,-9414,-24,27,1,24752,16396,1096,-46,-37,-12
3896,20502,-7602,-68,39,-12,-680,32767,-8140,-23,-91,-1,8390,3956,-9398,-21,35,5,24690,16224,1084,-60,-22,-14
4618,20674,-7870,-83,-14,-4,-58,32767,-8522,5,-95,5,8426,3978,-9334,-22,23,13,24474,16032,1104,-67,-20,-15
4358,20234,-7624,-98,66,-9,-590,32767,-8252,1,-68,-10,8414,3914,-9196,-28,19,9,24342,15884,1070,-56,-48,-8
4194,20458,-7666,-77,38,-11,-686,32767,-8304,26,-97,-5,8412,3986,-9210,-16,24,7,24598,15940,1024,-30,-80,1
4228,20442,-7770,-64,65,-11,-18,32767,-8502,60,-108,6,8414,4068,-9466,-25,43,1,24766,16208,1100,-23,-69,2
3884,20256,-7808,-67,49,-8,-148,32767,-8524,8,-64,-13,8432,3742,-9530,-54,54,-9,24758,16282,1132,-39,-47,2
4200,20362,-7840,-50,-7,1,-546,32767,-8374,-28,-67,-24,8180,3538,-9228,-36,40,-5,24732,16088,1062,-50,-48,3
4384,20276,-7780,-35,9,-4,-134,32767,-8502,10,-100,-18,8304,3864,-9126,23,3,10,24678,16112,1038,-44,-48,2
4210,20650,-7642,-9,43,0,-94,32767,-8444,-15,-65,-25,8552,4200,-9234,18,3,12,24658,16048,1054,-48,-38,0
4020,20332,-7736,-25,17,6,-606,32767,-8264,3,-71,-24,8412,4096,-9156,-55,33,-10,24598,16040,1150,-38,-34,-1
4212,20732,-7756,-34,18,5,-66,32767,-8304,25,-89,-20,8266,3792,-9254,-54,40,-12,24644,16068,1094,-41,-38,-1
4200,20600,-7666,-48,24,8,-228,32767,-8502,31,-72,-11,8342,3732,-9542,-23,34,-1,24610,15972,1058,-44,-45,-2
4454,20420,-7844,-57,12,20,-122,32767,-8420,10,-90,-22,8364,3736,-9488,-13,22,4,24716,16024,990,-21,-42,-3
4258,20444,-7830,-39,51,33,-364,32767,-8250,-18,-58,-20,8308,3944,-9308,9,6,15,24676,16266,1034,-26,-31,-1
4008,20280,-7702,-49,25,31,-680,32767,-8146,32,-81,0,8464,4234,-9300,23,6,19,24560,16076,1110,-45,-43,2
4248,20770,-7732,-43,31,22,-172,32767,-8278,28,-104,-3,8538,4344,-9318,-12,22,13,24692,16166,1044,-38,-51,4
4120,20026,-7742,-67,16,16,78,32767,-8640,-29,-75,-11,8450,4148,-9286,-55,40,-2,24670,16088,1184,-46,-36,0
4712,20218,-7902,-52,1,9,-406,32767,-8296,4,-78,-24,8482,3710,-9404,-61,32,-5,24586,16060,1124,-44,-30,-3
4484,20324,-7682,-38,88,-8,-292,32767,-8360,39,-71,-9,8510,3548,-9386,-22,33,-2,24556,16026,1146,-38,-37,-1
3988,20374,-7674,-48,77,-18,-668,32767,-7962,26,-54,-11,8302,3918,-9298,4,23,6,24708,16292,930,-40,-43,2
4292,20098,-7870,-74,23,-11,-964,32767,-7912,43,-101,-4,8382,4132,-9340,1,7,18,24710,16190,1022,-53,-35,4
4156,20662,-7948,-38,93,-2,126,32767,-8142,83,-150,12,8482,3928,-9250,-24,17,17,24682,16162,1004,-45,-44,7
3552,20384,-7682,-59,74,12,208,32767,-8380,53,-103,6,8440,3884,-9228,-24,26,6,24782,16164,1016,-57,-46,2
4014,20614,-7792,-64,-18,16,-82,32767,-8552,-2,-68,-18,8530,3980,-9386,-11,21,2,24596,16060,1064,-72,-39,1
4402,20226,-7980,-71,16,17,-70,32767,-8590,-10,-71,-34,8566,3944,-9422,-32,27,-10,24592,15902,1146,-64,-35,-1
4408,20356,-7848,-31,45,23,-1270,32767,-7488,7,-72,-17,8346,3776,-9116,-47,20,-10,24560,16054,1094,-43,-42,-4
3988,20584,-7758,-33,70,14,-612,32767,-7980,20,-130,10,8296,3828,-9208,-25,10,-2,24580,16036,1084,-62,-42,-6
3880,20396,-7694,-77,19,10,646,32767,-8730,26,-80,-1,8328,4034,-9322,-13,19,2,24642,15850,1022,-57,-39,-7
4502,20232,-7940,-51,-45,4,-214,32767,-8604,-18,-21,-20,8372,3956,-9374,-42,23,-9,24640,15900,1014,-36,-24,-4
4530,20344,-7822,-39,53,4,-102,32767,-8428,6,-58,-27,8330,3622,-9284,-50,15,-24,24628,16186,980,-28,-24,-1
4076,20356,-7800,-14,44,8,-54,32767,-8308,-25,-33,-23,8446,3756,-9224,-24,9,-25,24638,16224,924,-39,-41,0
4292,20324,-7796,-38,15,11,-650,32767,-8324,-40,-22,-20,8394,3858,-9292,-22,7,-19,24710,16100,884,-51,-35,-1
4178,20740,-7732,-19,60,11,-158,32767,-8190,-17,-71,-5,8448,3758,-9388,-41,9,-18,24618,16024,962,-58,-20,-2
3764,20646,-7572,-47,47,9,332,32767,-8678,3,-41,12,8460,3566,-9406,-43,17,-21,24474,15922,1114,-60,-23,-1
4168,20038,-7782,-85,-38,6,-392,32767,-8390,43,-14,6,8348,3616,-9274,-15,8,-12,24420,15894,1090,-52,-33,-5
4564,20302,-7998,-37,30,-4,-772,32767,-8324,14,-50,3,8376,3792,-9382,1,3,-5,24572,15784,1138,-48,-34,-6
3634,20478,-7758,-32,127,-7,256,32767,-8724,37,-66,11,8482,3834,-9516,-6,14,-11,24598,15836,992,-31,-35,-6
3674,20254,-7676,-62,-4,3,-924,32767,-8056,25,-12,18,8386,3824,-9370,-22,35,-19,24556,15972,916,-29,-40,-9
4578,20180,-7868,-78,-27,9,-94,32767,-8748,25,-65,23,8362,3866,-9338,-17,31,-11,24598,15956,890,-31,-45,-7
4300,20022,-7644,-54,64,1,-166,32767,-8078,42,-35,8,8456,3888,-9216,-23,22,-7,24532,16084,1066,-25,-46,-8
4110,20300,-7740,-57,33,-14,-1130,32767,-8128,22,-18,24,8494,3802,-9116,-17,13,-5,24588,16106,1002,-31,-50,-7
4122,20372,-7780,-83,38,-31,-428,32767,-8102,75,-115,30,8534,3814,-9216,-11,14,-8,24606,16076,946,-40,-53,-7
3934,20270,-7886,-78,25,-38,238,32767,-8356,39,-80,22,8248,3936,-9302,-24,21,-12,24654,15946,938,-45,-49,-9
3832,20076,-7692,-84,13,-39,-186,32767,-8538,-19,-38,-3,8232,3902,-9196,-32,5,-6,24554,15968,998,-38,-34,-11
4156,20296,-7740,-43,-19,-33,-390,32767,-8458,-48,-32,-22,8478,3694,-9294,-33,7,-10,24464,16034,1074,-38,-38,-15
4060,20766,-7642,-16,44,-6,-456,32767,-8192,-60,-38,-28,8508,3622,-9240,-27,26,-15,24574,16022,1012,-49,-65,-15
3732,20554,-7558,-37,48,1,-634,32767,-8032,3,-58,-1,8416,3684,-9276,-19,24,-11,24720,15792,866,-61,-62,-17
3954,20358,-7768,-45,-17,9,-426,32767,-8108,25,-82,16,8498,3682,-9112,1,-5,3,24708,15704,902,-51,-51,-25
4232,20512,-7760,-31,6,4,0,32767,-8434,45,-105,13,8676,3818,-9350,7,-1,3,24552,15614,1078,-35,-36,-27
3912,20372,-7716,-31,17,-1,368,32767,-8878,-5,-82,-3,8630,3854,-9378,-8,34,-10,24498,15604,1018,-15,-36,-28
4242,20104,-7868,-61,-44,-5,-130,32767,-8918,-70,-39,-40,8446,3880,-9408,-35,40,-11,24584,15992,1014,-2,-59,-27
4220,20368,-7876,-27,6,-1,-682,32767,-8394,-98,-50,-54,8338,3794,-9382,-34,27,2,24622,16014,1000,-13,-51,-28
3728,19972,-7710,-34,8,6,-862,32767,-8138,-3,-72,-13,8518,3792,-9260,-20,22,15,24548,16014,920,-17,-31,-27
3984,20468,-7660,-7,-58,7,-616,32767,-8010,67,-104,14,8490,3880,-9210,-11,31,18,24474,16010,1010,-21,-44,-23
4386,20192,-7600,-8,-40,3,124,32767,-8674,58,-92,20,8492,4058,-9210,-11,26,25,24590,15902,1026,-28,-69,-19
4336,20438,-7700,-9,2,-2,198,32767,-8680,30,-57,-1,8524,4044,-9354,-31,23,24,24730,15840,966,-18,-70,-22
4138,20576,-7740,-15,13,3,-324,32767,-8462,-54,-31,-31,8480,3866,-9366,-56,40,9,24734,15826,918,-12,-52,-27
4004,20324,-7786,-67,-20,7,-492,32767,-8360,-11,-69,-30,8346,3700,-9288,-52,50,1,24652,15918,940,-10,-49,-30
4354,20252,-7862,-61,-59,3,32,32767,-8246,22,-93,-26,8306,3776,-9216,-25,39,14,24622,16020,1084,-3,-50,-27
4216,19918,-7808,-48,-21,-6,-212,32767,-8056,-5,-56,-32,8528,3872,-9310,-20,21,25,24580,15980,1116,-7,-41,-25
4144,20212,-7868,-28,-26,-15,-432,32767,-7944,45,-79,-22,8570,3874,-9336,-35,35,23,24628,16124,1038,-10,-52,-19
4296,20268,-7828,-13,-15,-18,-240,32767,-8230,89,-91,-6,8584,3856,-9352,-30,45,15,24728,16142,982,-30,-63,-14
4160,20472,-7824,-17,3,-20,-394,32767,-8762,67,-63,-12,8406,3820,-9378,-46,50,14,24762,15930,894,-32,-55,-11
4080,20448,-7698,-36,-1,-8,-892,32767,-8768,22,-30,-38,8296,3860,-9306,-35,33,22,24752,15938,962,-36,-43,-13
4222,20372,-7806,-30,-26,3,-380,32767,-8722,38,-86,7,8404,3830,-9280,-25,28,21,24612,15854,1022,-28,-43,-16
4354,20402,-7856,-24,-20,8,-470,32767,-8550,-31,-50,1,8314,4020,-9222,-34,32,11,24616,15956,1008,-12,-52,-15
4424,20590,-7828,-28,-11,-3,-262,32767,-8634,-61,-59,-4,8324,4042,-9140,-50,23,9,24608,16084,978,-20,-51,-14
4028,20600,-7706,-62,26,-19,-180,32767,-8062,-19,-51,-2,8508,3892,-9262,-66,38,3,24572,15924,1074,-28,-49,-11
4012,20326,-7942,-71,-14,-10,-576,32767,-8510,32,-23,14,8370,3742,-9346,-81,48,-3,24676,15940,1092,-18,-47,-11
4322,20008,-8148,-64,-20,-1,38,32767,-8716,21,-68,-5,8240,3664,-9474,-64,44,7,24650,15944,1028,-11,-38,-13
4050,20522,-7856,-12,39,5,-308,32767,-8486,-47,-22,-30,8316,3914,-9332,-26,20,32,24642,16130,936,-9,-39,-10
3780,20498,-7640,-27,-7,8,-572,32767,-8258,-23,-48,-29,8542,4018,-9402,-22,20,41,24642,16182,1044,-29,-44,-8
4568,20288,-7842,-52,-60,-1,-288,32767,-7914,49,-64,-9,8570,4070,-9440,-31,37,36,24644,15904,1076,-38,-41,-8
4386,20498,-7810,-28,65,-11,-650,32767,-8148,46,-58,2,8358,4084,-9392,-48,52,27,24674,15934,1094,-21,-38,-12
3408,20392,-7708,-41,67,-1,-226,32767,-8284,51,-99,-1,8372,4048,-9374,-67,41,26,24688,16002,938,-19,-38,-15
4268,20206,-7770,-36,-89,17,-64,32767,-8474,5,-54,-7,8496,3876,-9388,-85,27,22,24694,15998,1020,-17,-29,-19
4556,20470,-7786,-8,9,16,-554,32767,-8732,11,-35,-14,8246,3744,-9150,-73,38,20,24560,15980,1070,-22,-35,-16
3842,20644,-7392,-12,61,23,-364,32767,-8676,3,-53,-14,8162,3898,-9220,-44,25,28,24520,16038,1066,-21,-46,-13
4210,20594,-7532,-35,-49,30,-170,32767,-8446,-40,-35,-22,8284,3874,-9332,-46,24,28,24570,16076,1000,-36,-48,-12
4664,20314,-7734,-60,-20,27,-212,32767,-8460,-13,-24,-14,8368,3836,-9226,-70,22,17,24596,15810,1018,-44,-42,-16
4072,20520,-7714,-24,51,23,-90,32767,-8606,-1,-19,-8,8376,3576,-9214,-68,4,14,24604,15702,1036,-17,-41,-20
3682,20466,-7512,-29,-23,28,18,32767,-8514,-18,-20,-13,8444,3562,-9178,-25,1,21,24586,16120,996,10,-37,-22
4326,20228,-7762,-52,-122,29,180,32767,-8434,-31,-12,-17,8520,3802,-9358,-22,4,13,24536,16282,976,-2,-36,-19
4400,20582,-7638,-4,-15,11,-80,32767,-8516,-41,12,-19,8516,3734,-9344,-45,9,6,24708,16058,882,-38,-43,-11
4424,20428,-7664,7,-55,14,2,32767,-8320,-34,-23,-26,8432,3752,-9404,-24,10,10,24624,15964,1080,-40,-35,-15
4662,20464,-7818,-26,-18,19,40,32767,-8370,-27,-16,-22,8482,3818,-9528,-26,6,10,24608,15756,970,-48,-35,-21
3942,20666,-7698,-32,44,20,-334,32767,-8346,23,-33,0,8548,3600,-9426,-37,22,-1,24502,15678,1080,-23,-41,-20
3812,20246,-7738,-77,-45,16,36,32767,-8366,53,-47,1,8306,3670,-9286,3,24,-3,24542,15940,1068,0,-46,-17
4530,20216,-7938,-62,-71,13,-326,32767,-8280,49,-17,-3,8416,4070,-9226,20,8,15,24694,16212,976,-3,-51,-15
4324,20138,-7968,-46,27,4,-490,32767,-8532,69,-46,4,8574,4152,-9204,10,-5,29,24672,16286,930,-22,-54,-15
3700,20582,-7478,-99,25,18,-74,32767,-8388,40,-49,-13,8518,4128,-9454,-23,14,18,24768,16026,876,-57,-49,-15
4924,19924,-8068,-95,-108,-3,-674,32767,-8002,-5,-4,-21,8412,3866,-9454,-53,49,0,24702,15774,892,-50,-36,-14
4728,20058,-8114,-56,96,-24,-958,32767,-8044,28,-37,-3,8324,3736,-9326,-56,41,-12,24540,15858,1044,-38,-25,-14
3406,20120,-7816,-50,135,-35,16,32767,-8514,50,-63,7,8380,3742,-9204,-35,25,1,24444,15902,1126,-37,-31,-17
3738,20012,-7702,-62,-68,-29,-154,32767,-8744,-67,21,-25,8466,3676,-9322,-14,25,17,24500,15996,1096,-33,-53,-15
4922,20160,-7836,-50,-42,-32,-674,32767,-8526,-94,15,-41,8392,3816,-9266,3,18,23,24666,16210,938,-44,-68,-14
4354,20222,-7794,-15,122,-45,-418,32767,-8034,-51,-28,-25,8342,3988,-9258,9,14,21,24806,16012,916,-65,-52,-14
3514,20752,-7610,-23,118,-35,-372,32767,-8048,-20,-28,-2,8426,4094,-9286,-14,13,11,24540,15636,938,-70,-31,-19
3570,20488,-7728,-69,-2,-17,-146,32767,-8352,12,-61,13,8460,3902,-9282,-47,26,1,24422,15504,968,-57,-41,-16
4584,20122,-7854,-70,-9,-9,248,32767,-8862,30,-52,10,8328,3672,-9270,-51,35,-6,24556,15694,918,-24,-66,-17
4238,20694,-7818,-9,105,-7,-440,32767,-8394,-2,-25,-4,8248,3668,-9364,-16,29,2,24756,15896,910,-27,-69,-20
3374,20680,-7596,-44,99,3,-822,32767,-8176,-4,-66,-6,8168,4042,-9354,13,5,22,24656,15842,888,-37,-41,-24
3616,20724,-7586,-78,-36,19,-496,32767,-8190,65,-103,24,8572,3938,-9380,-13,-10,19,24440,15812,1100,-30,-28,-22
4482,19886,-7780,-95,-79,18,-486,32767,-8428,48,-84,25,8468,3802,-9284,-18,31,-4,24422,15826,1050,-31,-44,-19
4650,20096,-7706,-42,23,0,-240,32767,-8544,11,-86,15,8280,3890,-9324,-13,26,-8,24580,15820,970,-37,-54,-21
3942,20196,-7426,-24,57,-15,34,32767,-8576,0,-55,3,8338,3832,-9316,-29,8,-9,24717,15820,970,-37,-54,-21
4178,20186,-7594,-31,-30,-19,-452,32767,-8528,-16,-18,-9,8478,3632,-9228,-14,7,-12,24700,15966,958,-12,-38,-18
4436,20350,-7584,-17,41,-19,-600,32767,-8208,-5,-56,-11,8418,3796,-9254,12,17,-11,24674,16008,972,-23,-46,-17
4024,20288,-7646,-24,42,-15,-128,32767,-8306,13,-58,6,8300,3960,-9394,22,18,0,24586,16016,978,-30,-46,-18
3820,20672,-7498,-36,26,-13,2,32767,-8726,0,-45,12,8462,4032,-9382,2,8,4,24562,15858,1114,-41,-41,-19
3618,20566,-7570,-77,-13,-8,38,32767,-8638,-59,-37,-11,8494,3868,-9254,-13,9,2,24494,15844,1028,-40,-41,-20
4302,20132,-7598,-90,-88,-3,-164,32767,-8560,-63,-24,-19,8272,3966,-9230,19,11,12,24584,15748,972,-44,-59,-18
4842,20080,-7938,-55,-19,-8,-284,32767,-8330,-12,-40,-10,8496,4154,-9346,19,2,19,24682,15672,934,-42,-66,-19
4312,20062,-7746,-18,77,-10,-482,32767,-8152,-9,-42,-12,8498,3924,-9288,-28,21,11,24758,15688,888,-21,-44,-24
3690,20802,-7770,7,81,-12,-274,32767,-8240,-4,-98,-15,8512,3922,-9400,-20,23,16,24684,15820,990,-14,-42,-20
3742,20094,-7702,-69,-60,8,158,32767,-8818,29,-72,-8,8594,3908,-9302,-33,14,16,24624,15934,936,-22,-49,-16
4968,20092,-7928,-45,-91,16,-536,32767,-8724,1,-34,-27,8588,3774,-9364,-28,19,14,24674,15790,892,-36,-57,-13
4432,20232,-7786,-15,74,4,-1148,32767,-8144,-11,-47,-26,8400,3950,-9344,-11,25,9,24672,15638,980,-30,-46,-11
3714,20664,-7496,-26,37,-1,-1094,32767,-8140,72,-73,6,8464,4066,-9282,-20,26,9,24624,15730,1060,-12,-29,-9
4466,20274,-7894,-59,-75,-1,-372,32767,-8752,81,-72,17,8518,3890,-9244,-45,38,1,24524,15686,1010,-15,-36,-7
4960,20146,-8078,-31,24,-5,-504,32767,-8646,-38,-39,-16,8272,3826,-9212,-30,43,1,24672,15752,934,-3,-55,-4
3948,20648,-7738,4,130,-11,-620,32767,-8384,-54,-62,-29,8212,3848,-9268,-19,28,4,24718,16034,1000,1,-49,-1
3340,20794,-7508,-43,54,7,-196,32767,-8346,-10,-59,-18,8304,3858,-9136,-13,18,5,24578,16080,1036,-10,-33,4
4610,20178,-7776,-68,-82,25,-372,32767,-8298,-18,-32,-18,8416,3874,-9060,-16,16,-2,24578,16106,1098,-28,-45,8
4816,20304,-7988,-23,52,19,-228,32767,-8572,-38,-54,-36,8494,3966,-9142,-12,12,0,24694,15854,1058,-43,-54,7
3660,20586,-7668,-15,138,8,-124,32767,-8336,6,-49,-29,8510,3990,-9400,-10,9,6,24662,15730,1008,-27,-37,4
3492,20536,-7672,-69,0,15,-602,32767,-7924,1,-49,-24,8460,4030,-9466,-29,13,2,24606,15822,1018,-16,-29,1
4548,20218,-7818,-89,-72,24,-512,32767,-8020,38,-92,-9,8492,3932,-9486,-36,25,9,24604,15946,978,-12,-41,6
4748,20168,-7796,-53,34,21,-32,32767,-8514,48,-84,4,8424,3784,-9470,-36,37,10,24718,15966,922,-22,-45,10
4224,20210,-7678,-37,70,18,-474,32767,-8478,26,-85,1,8404,3772,-9262,-20,28,17,24710,15906,994,-27,-32,8
4092,20552,-7752,-42,51,11,-26,32767,-8694,10,-102,-4,8458,3842,-9212,-4,10,21,24592,15954,1030,-17,-25,8
4054,20106,-7672,-74,32,10,-240,32767,-8192,-14,-72,-11,8548,4116,-9188,0,16,16,24550,16026,1006,-10,-30,10
4280,20442,-7980,-19,59,15,-558,32767,-8258,-21,-65,-9,8420,4158,-9266,-27,35,4,24562,16178,924,-23,-48,13
3692,20294,-7902,-13,84,21,-420,32767,-8196,57,-101,8,8398,3990,-9314,-53,38,-4,24632,16106,956,-42,-49,17
4108,20682,-7722,-7,4,36,24,32767,-8492,57,-95,2,8472,3696,-9350,-45,30,0,24568,15912,1046,-54,-43,17
4468,20810,-7790,-21,37,34,-136,32767,-8300,35,-70,-19,8458,3868,-9340,-12,29,3,24580,15744,1100,-48,-50,15
4018,20826,-7616,-54,99,34,-550,32767,-7992,18,-58,-25,8464,3942,-9322,-16,27,2,24512,15614,988,-36,-37,12
3828,20756,-7776,-85,51,35,-474,32767,-8076,-1,-82,-21,8384,4006,-9254,-8,26,10,24418,15662,934,-6,-32,12
4200,20272,-7888,-128,0,43,-462,32767,-8242,-8,-103,-13,8332,4034,-9090,-17,26,11,24408,16024,994,18,-47,12
4484,20212,-7876,-97,7,42,72,32767,-8434,-19,-97,-15,8402,4116,-9182,-16,15,13,24572,16200,956,-1,-62,14
4176,20236,-7670,-72,32,23,-202,32767,-8670,-38,-63,-21,8408,3972,-9258,-31,25,-1,24664,16154,806,-21,-44,18
4234,20070,-7648,-78,11,11,-312,32767,-8722,-63,-73,-28,8300,3958,-9220,-43,20,-14,24526,16042,940,-40,-30,19
4338,20098,-7686,-66,29,3,-246,32767,-8458,-62,-66,-24,8436,3916,-9318,-46,19,-12,24562,16016,1036,-37,-47,17
4088,20202,-7658,-41,56,0,-226,32767,-8446,-28,-72,-14,8350,3732,-9370,-38,22,-7,24564,15934,1018,-42,-47,12
3696,20840,-7624,-54,55,4,70,32767,-8566,23,-64,-3,8360,3758,-9366,-16,15,3,24438,15932,1114,-43,-48,10
3826,19996,-7482,-110,-38,18,-608,32767,-8192,43,-54,3,8466,3884,-9366,-5,10,9,24476,15808,948,-50,-53,11
4756,20136,-7736,-89,-43,11,210,32767,-8512,71,-89,7,8524,4006,-9370,-6,22,8,24530,15826,998,-29,-73,12
4088,20426,-7528,-70,113,-3,-46,32767,-8258,32,-32,0,8574,3900,-9416,-32,29,-6,24820,15996,1002,-35,-74,8
3766,20232,-7382,-88,4,-6,-372,32767,-8274,-3,-50,-10,8398,3792,-9310,-30,42,-13,24756,15954,930,-37,-57,7
4338,20140,-7726,-92,2,-8,32,32767,-8312,-4,-68,-17,8158,3966,-9206,-10,29,-3,24592,15834,894,-41,-57,3
4058,20048,-7642,-65,68,-9,-756,32767,-8460,-43,-24,-24,8410,3998,-9198,-8,7,5,24618,15800,944,-32,-58,5
3698,20280,-7704,-68,34,-7,-408,32767,-8388,-16,-81,-13,8480,3906,-9230,-21,18,-4,24598,15920,1002,-15,-60,4
3916,20248,-7614,-67,-28,-3,40,32767,-8278,-11,-50,-8,8294,3930,-9162,-32,16,-8,24670,16040,1010,-20,-64,4
4478,19848,-7840,-60,-61,-5,-518,32767,-8214,18,-45,-4,8454,3908,-9328,-32,8,-5,24722,15834,906,-37,-59,2
4976,20320,-7900,-1,11,-10,-118,32767,-8380,28,-55,-1,8442,3806,-9384,-34,17,-6,24694,15654,868,-21,-46,0
4110,20542,-7866,3,125,-23,-460,32767,-8522,45,-32,4,8446,3704,-9264,-26,21,-4,24608,15798,954,4,-47,-1
3572,20842,-7798,-27,35,-15,-244,32767,-8590,41,-52,14,8358,3770,-9380,-11,20,1,24558,16192,1082,21,-58,2
3778,20582,-7750,-84,-15,-2,-470,32767,-8376,-4,-17,3,8386,3852,-9210,-6,1,5,24642,16420,1064,-27,-52,-2
4460,20112,-7994,-72,-61,6,-828,32767,-8052,1,-56,13,8554,3900,-9156,-7,4,-2,24658,15936,1004,-69,-50,-5
4556,20410,-7938,-34,43,6,-342,32767,-8030,49,-105,26,8456,4022,-9204,-23,20,-16,24626,15484,922,-56,-41,-6
