A1x,A1y,A1z,G1x,G1y,G1z,A2x,A2y,A2z,G2x,G2y,G2z,A3x,A3y,A3z,G3x,G3y,G3z,A4x,A4y,A4z,G4x,G4y,G4z,A5x,A5y,A5z,G5x,G5y,G5z,A6x,A6y,A6z,G6x,G6y,G6z
7460,-1332,9732,-1760,-4168,-1901,-11968,-7192,552,345,-346,-2154,-13616,-3524,3056,-306,-811,-2041,-9288,-12308,-3268,-553,-635,-2086,-6708,-13688,3740,-858,-1452,-1868,-14968,-3380,1584,150,519,-953
7964,-4040,9180,-397,-2577,-1594,-11696,-7920,404,1170,-485,-962,-13888,-4548,2480,900,-1055,-930,-9828,-11340,-3196,1642,211,-680,-7564,-12324,5088,43,-356,-1356,-15772,-3548,1576,786,715,-838
8468,-4412,8028,105,-517,-1919,-11216,-7568,-608,1730,-189,-122,-13188,-2372,2564,1703,-957,-325,-10376,-9496,-2448,1330,481,-157,-7980,-11192,5288,134,-48,-791,-15628,-2868,1808,1044,188,82
8368,-3780,8736,-210,645,-1216,-10944,-7000,-968,761,179,122,-12800,-2704,2112,1026,-320,-11,-9832,-10252,-3068,398,215,529,-7368,-11612,4636,-489,-52,56,-15452,-2344,1204,563,454,409
7464,-3372,8736,130,1036,-323,-11316,-6656,-812,256,396,814,-12736,-2688,2312,738,136,793,-9364,-10072,-3024,29,286,1092,-7108,-10908,4936,-904,399,628,-14748,-2332,1936,-150,-155,511
6632,-4028,8876,125,1938,251,-11212,-6120,-796,-315,730,1667,-12716,-2792,2372,442,777,1618,-9532,-9692,-2612,-1284,898,1519,-6868,-10920,4992,-1980,672,1341,-14840,-2764,1652,-490,106,568
6680,-4080,9324,154,3333,588,-11704,-6216,-836,-242,1188,2827,-13232,-2488,2468,504,1294,2644,-10328,-10204,-2976,-1748,1212,2150,-8072,-11652,4544,-2560,912,1946,-15360,-2700,1556,-802,421,984
7640,-3024,9744,-201,3975,1559,-11932,-6356,-360,-1362,1407,3452,-13316,-2036,2464,-79,1903,3410,-10504,-10360,-3076,-2932,621,2665,-8100,-12104,4148,-2802,882,2658,-15696,-2840,1176,-988,531,1406
7704,-3476,9820,242,4705,2239,-12704,-7580,304,-1702,1406,4432,-14392,-3764,2696,-82,2047,4419,-10384,-11248,-3276,-2405,827,3556,-7848,-11944,4580,-2405,1723,3242,-15408,-2816,1388,-1149,333,1621
9576,-6068,11332,247,5674,1428,-12408,-8032,84,-429,1659,5216,-14008,-2572,2868,1233,1834,4981,-11192,-9876,-2836,-2034,1428,4142,-8820,-11832,4620,-2940,1592,3812,-15756,-2644,1564,-1154,43,1761
10124,-3704,11080,116,5601,1122,-13016,-8596,52,-580,1883,5444,-14828,-3320,3144,930,2043,5140,-11308,-10872,-3240,-2797,1355,4525,-8772,-11372,4640,-2912,2244,4367,-15528,-2412,1492,-1101,-61,2058
10692,-3400,11560,149,5884,2482,-13328,-8988,172,-1885,1714,5595,-15144,-3064,3296,-250,2500,5470,-11864,-11944,-2972,-3534,686,4377,-9380,-12708,4256,-3336,1344,4410,-15572,-2168,1160,-1119,422,2428
11936,-4740,11352,234,5927,2896,-13356,-10316,940,-2275,1646,5557,-15564,-3636,3656,-345,2403,5551,-11408,-11464,-2808,-3043,681,4514,-9028,-11972,4756,-2773,1683,4468,-15568,-2304,1228,-1596,250,2325
13072,-4788,12388,2,5953,2059,-13928,-11316,1568,-1290,1491,5637,-16236,-4128,3684,258,2119,5334,-11360,-11216,-3156,-2935,1139,4653,-8820,-11496,4816,-3294,1665,4689,-15532,-2240,1560,-1612,-321,1907
12956,-3756,11700,196,5757,1421,-14356,-11140,1472,-628,1420,5612,-16744,-4152,4132,513,1767,5271,-12168,-11800,-2820,-3117,1200,4272,-10200,-11884,5012,-3376,1447,4470,-15604,-2016,1464,-1103,-377,1716
13284,-3680,13160,454,5826,1366,-14512,-10744,1388,-684,1234,5511,-16692,-3264,3816,190,1604,5166,-13148,-12548,-3400,-3621,507,3555,-10716,-13124,3984,-3151,452,4061,-15976,-1620,1136,-818,227,1861
13808,-3448,12848,713,5373,1584,-14096,-10788,1664,-1024,783,4993,-15976,-2728,3568,-161,1105,4697,-11916,-11248,-3812,-2450,-138,3284,-9784,-12108,4280,-1996,563,3609,-16044,-1940,1036,-1260,-109,1653
14136,-3876,13676,1109,4339,1033,-14304,-10936,1348,-604,268,4148,-16640,-2532,3528,-40,651,4012,-12808,-11508,-4380,-2887,-318,3320,-10348,-13076,2672,-2651,-522,3630,-15532,-1848,1924,-1136,-1164,1214
12980,-4140,13084,1294,3084,1193,-14232,-10208,956,-1011,2,3327,-16388,-2564,3340,-268,260,3384,-11824,-11136,-3692,-1624,-564,3333,-9636,-11332,4424,-1112,668,3237,-15752,-2144,1364,-941,-140,1373
9980,-5096,11836,1665,3210,623,-14472,-8568,108,-162,51,3522,-16228,-2776,2760,558,145,3421,-12800,-10156,-3752,-1113,679,3635,-11008,-11244,3488,-1688,-11,3463,-15944,-1960,1832,-886,-601,1380
8876,-4364,12744,988,4170,1063,-14624,-6676,-464,-633,228,3856,-15604,-308,2620,-71,505,3674,-13012,-10308,-4600,-2746,-470,2577,-10756,-12068,3240,-2170,-536,3039,-15600,-1528,1588,-291,-905,1378
8552,-2996,12624,1032,3947,1324,-14400,-6492,36,-1161,203,3892,-15364,-672,1988,-466,684,3922,-11980,-9592,-4476,-2106,-788,2900,-10244,-11248,2912,-1539,-35,3141,-15536,-1768,1404,-978,-340,1251
7564,-4180,13380,1847,3860,1735,-14812,-6244,-556,-1252,110,4260,-15876,-604,2048,-228,609,4270,-12660,-9272,-4416,-1747,-367,3393,-10916,-10628,3424,-1097,81,3349,-15632,-1800,2100,-476,-944,1146
7680,-5792,12632,1434,4496,1624,-14792,-6304,-804,-919,298,4514,-15580,328,1588,208,652,4483,-13032,-8680,-4464,-1589,-401,3488,-11228,-10376,3024,-999,166,3439,-15656,-1336,1548,-196,-312,1318
7396,-4744,13236,1046,4711,1129,-15044,-5536,-1000,-701,557,4598,-15652,232,1860,348,794,4614,-12988,-8900,-4592,-2305,-818,3547,-11356,-10452,2448,-1500,50,3599,-15828,-1064,1772,-590,-308,1549
6852,-4848,13596,1172,5166,1504,-15344,-5564,-868,-886,672,5168,-15792,164,1768,381,883,4995,-12680,-9260,-5072,-1768,-518,3590,-10860,-9588,4668,-1413,812,3378,-15392,-980,2108,-508,-560,1358
7828,-5556,14024,857,5583,1374,-15396,-6208,-1080,-577,775,5297,-16056,444,1732,632,1063,5115,-13656,-8088,-3884,-1276,292,3577,-12004,-9772,2756,-1864,460,3358,-15680,-752,1836,-463,-565,1441
8444,-4380,14412,675,5164,1734,-15200,-5832,-1012,-990,1014,5073,-15736,1856,1784,412,1304,4856,-13364,-7800,-5016,-2342,-189,3256,-11680,-9696,2712,-1664,40,3387,-15212,-780,2088,-470,-492,1509
8760,-5020,14408,716,4527,2088,-15300,-6288,-608,-1558,879,4541,-15820,1164,1396,-398,1446,4435,-13200,-7720,-4920,-2395,117,3424,-11952,-9092,3808,-2167,831,3540,-15792,-600,2176,-595,-189,1586
8424,-5472,14112,992,4387,1631,-15548,-6392,-1056,-1088,876,4331,-16080,872,1916,-94,1238,4171,-13928,-8372,-4640,-2657,232,2916,-12560,-9712,2116,-2546,67,3281,-15768,-548,1852,-763,-544,1803
9040,-5720,14708,257,3863,1729,-15256,-6412,-1016,-1300,1002,3777,-15792,1668,1404,-135,1372,3627,-13468,-7820,-5000,-1921,415,2945,-11824,-9416,3396,-2385,678,3084,-15708,-496,1856,-916,-108,1901
9220,-6096,14380,419,3080,970,-15084,-6696,-868,-592,750,2959,-15948,1692,876,227,1005,2791,-13588,-6740,-4856,-1325,1134,3322,-12764,-8864,2320,-1820,856,3303,-15508,-692,2072,-990,-295,1789
9236,-4660,15020,-34,2342,938,-15236,-5840,-1004,-1117,650,1775,-15588,3080,1712,-283,900,1770,-14184,-7180,-5692,-2332,385,2955,-12940,-9592,1652,-2630,264,3350,-15732,-392,1968,-520,45,1896
7888,-4076,14668,130,1225,1424,-15824,-5324,-580,-1682,484,883,-16060,1932,1464,-700,913,1149,-14012,-7596,-4988,-2832,-206,2941,-12596,-9468,2668,-2228,568,3434,-15768,-120,1392,-770,578,1891
6168,-4100,14488,603,820,1404,-16016,-4516,-508,-1580,266,1076,-16288,1456,1812,-828,665,1368,-13636,-8248,-5212,-2087,13,2930,-12588,-9320,2848,-2006,270,3130,-15852,-188,1548,-971,-89,1746
5568,-5432,14156,601,1467,990,-15928,-3980,-512,-909,263,1655,-15908,2348,1856,-46,486,1737,-13868,-7128,-4816,-982,753,3012,-12556,-8900,3224,-1626,444,2849,-15428,-204,1816,-772,-207,1322
4764,-4632,14496,434,2175,293,-16020,-3448,-996,-184,392,2160,-16216,2112,1424,204,383,2115,-14608,-7144,-4820,-1711,600,2924,-13336,-8652,2112,-1866,66,2841,-15932,-48,2076,-484,-338,1187
4448,-3632,14700,472,2549,935,-15900,-2560,-1220,-812,502,2664,-15528,3376,1524,-48,662,2676,-14232,-6932,-5436,-2289,-453,2366,-12996,-8988,1540,-1858,-545,2708,-15540,48,2220,-87,-347,1055
4148,-4464,14904,579,2981,1248,-16080,-2408,-1344,-932,555,3140,-15572,2900,1116,-6,871,3192,-14060,-6604,-5284,-2105,-250,2672,-12928,-8596,2432,-1421,-1,2723,-15700,-184,2016,0,-6,958
3792,-5036,15076,788,3329,1014,-16340,-2492,-1520,-474,667,3787,-15904,3196,1140,406,712,3693,-14272,-6380,-5676,-1337,-76,2814,-13440,-8200,2220,-1198,135,2700,-16120,-88,2068,25,117,1108
4268,-5560,14696,549,3953,673,-16028,-2352,-1528,33,945,4253,-15348,3664,828,1031,743,4036,-14292,-5920,-5412,-669,201,3172,-13196,-7836,2776,-438,313,2591,-15940,-112,1980,145,-411,1133
4096,-4580,14460,391,3970,202,-15844,-2236,-1536,361,1038,4420,-14972,4208,620,1313,800,4172,-14416,-5296,-5184,-802,222,3157,-13264,-7356,1908,-974,348,2680,-15292,132,2328,303,-424,1050
4140,-5204,16648,420,3676,314,-16236,-1804,-1932,314,1010,4504,-15528,4392,616,1117,787,4246,-14492,-4864,-5576,-1537,325,3317,-13476,-7308,1784,-562,328,2876,-15536,444,2428,667,-66,1131
3884,-4608,14328,553,3544,378,-15660,-1788,-1824,180,1157,4546,-14820,4824,540,1124,932,4266,-14824,-5084,-5464,-1612,7,3273,-13680,-6900,1844,-622,295,2924,-15612,536,2096,510,-190,1232
4032,-5812,17496,117,3163,284,-16024,-1308,-1860,344,1317,4505,-15224,4904,432,1169,1055,4310,-14776,-4704,-5632,-1169,354,3432,-13960,-6964,2176,-999,605,2977,-15728,888,2180,273,-322,1162
3856,-3596,13880,227,2872,319,-16060,-1156,-1760,94,1349,4479,-14988,5332,688,1112,1115,4331,-14808,-4688,-5536,-1367,332,3298,-13896,-6628,1904,-1325,515,2886,-15380,796,2212,51,-348,1165
3908,-4448,16632,168,1811,442,-16216,-1068,-1752,-116,1409,4431,-14808,6036,472,898,1329,4444,-14780,-4040,-5292,-1283,320,3346,-13848,-6524,1832,-1301,511,3033,-15424,496,2304,-73,11,1135
4124,-3488,15508,-19,2758,1126,-16192,-472,-1592,-532,1188,4096,-14732,6380,708,420,1292,4121,-15264,-3780,-5224,-1809,142,3586,-14300,-6464,1712,-1181,340,3362,-15604,568,1956,223,335,1156
3948,-3340,16564,598,1349,1052,-16368,-204,-1488,-900,1042,3894,-14592,6796,296,-55,1247,4064,-14932,-3584,-5320,-2283,-248,3617,-14112,-5884,1720,-1039,171,3563,-15724,796,2352,132,207,1143
4212,-2916,15580,1151,1176,1908,-16320,-152,-1292,-1506,732,3450,-14664,7072,520,-520,1277,3730,-15856,-3420,-5624,-1992,-1,3776,-14876,-5744,2236,-973,391,3757,-15852,1020,1880,195,211,1146
3828,-3824,15764,951,803,2358,-16384,-80,-1624,-2269,579,3061,-14880,6880,364,-1213,1323,3567,-15376,-3388,-5180,-1698,-534,3563,-14520,-5248,1780,-1131,150,3681,-15548,1260,2204,48,-368,1206
3604,-3884,14832,1158,1108,2677,-16664,-32,-1536,-2504,509,2883,-14840,6900,636,-1309,1438,3383,-15696,-3320,-5072,-2014,-353,3610,-14944,-5424,2176,-1266,-36,3782,-15748,1460,2056,-30,-170,1264
3632,-3916,15740,995,1642,2921,-16232,228,-1728,-2926,403,2831,-14620,6948,492,-1863,1411,3274,-15184,-3260,-5172,-2936,-951,2980,-14576,-4868,1920,-1621,-495,3572,-15544,1220,2280,-159,-382,1220
3456,-4172,16852,1272,940,3185,-16164,184,-1748,-3293,327,2628,-14572,6804,336,-2318,1526,3190,-15176,-2936,-5428,-3342,-917,2696,-14436,-5112,1792,-1874,-604,3482,-15128,1236,2432,-134,-375,1263
3708,-4180,14484,1588,1211,3265,-16132,-40,-1840,-3368,217,2542,-14644,6800,232,-2526,1510,3067,-15424,-2920,-5616,-3348,-970,2589,-14676,-5040,1656,-1966,-625,3374,-15332,1412,2348,-155,122,1276
3080,-4280,14488,1645,1147,3294,-16192,124,-1880,-3514,226,2540,-14520,6840,160,-2463,1481,2984,-15392,-3096,-5188,-3274,-947,2382,-14812,-5496,1904,-1920,-680,3156,-15536,1460,2512,-264,230,1255
2908,-5148,14220,1409,2267,3316,-16088,364,-1980,-3478,280,2605,-14396,7148,176,-2399,1485,2921,-15268,-3068,-5464,-3361,-945,2209,-14828,-5020,1916,-1579,-554,2770,-15772,1436,2696,-256,124,1304
2628,-5856,17192,1043,2181,2616,-16324,624,-2212,-2735,394,2677,-14500,6908,212,-1839,1280,2995,-15388,-2884,-5420,-2784,-740,2043,-14764,-4424,1592,-1449,-401,2501,-15600,1716,2460,-88,-255,1398
2416,-4464,15040,1007,2098,2101,-16080,1012,-2052,-2187,457,2826,-14000,7564,-52,-1202,1060,3089,-15256,-2424,-5576,-1958,-517,2106,-14812,-4216,1652,-1024,-232,2296,-15532,1496,2716,-117,-311,1395
2656,-4320,15424,1003,2860,2165,-16004,1576,-1908,-2248,427,2808,-13676,8148,92,-1097,1081,3044,-15376,-1860,-5260,-1252,-442,2035,-14892,-4556,1736,-1048,-151,2215,-15352,1540,2008,112,-253,1427
1936,-4208,15188,940,2678,2253,-15692,1892,-2068,-2260,453,2646,-13448,8792,-200,-1005,1098,2851,-15264,-1348,-4948,-1522,-606,2189,-14764,-4180,1572,-711,-73,2264,-15368,1432,2580,-39,-9,1400
1604,-4064,15032,627,2947,2227,-15756,2272,-1720,-2104,456,2487,-13280,8916,4,-837,1010,2629,-15572,-932,-5136,-1302,-505,2446,-14872,-3608,1992,-530,-15,2408,-15440,1768,2504,183,-154,1485
1104,-4212,16536,380,1833,1419,-15860,2720,-1840,-1617,424,2304,-13336,9044,-232,-586,773,2580,-15404,-792,-5268,-990,-570,2708,-14916,-3300,1768,-399,123,2554,-15332,2108,2760,210,-14,1559
-116,-3536,16428,537,2566,1232,-15964,3404,-1672,-1301,226,2432,-13100,9628,60,-263,482,2689,-15868,-644,-5068,-688,-245,2949,-15164,-3404,1632,-370,321,2618,-15732,1984,2412,377,34,1742
100,-3432,15872,734,2990,1151,-16192,3828,-2008,-1192,234,2722,-13096,9764,-136,-102,462,2816,-15700,-128,-4956,-804,-397,3023,-15508,-2620,1748,-402,296,2777,-15516,2468,2308,355,-143,1821
-260,-3656,15668,718,3376,1125,-15992,4424,-1964,-1056,223,3009,-12840,10012,-92,2,447,3099,-15972,-464,-4844,-949,-518,3105,-15516,-2008,1692,-571,267,2950,-15588,2616,2312,178,-190,1992
-888,-3424,15844,580,3856,886,-16008,4772,-1700,-839,264,3462,-12768,10232,108,145,413,3478,-15556,-352,-4700,-616,-595,3224,-15072,-2812,1752,-236,122,2893,-15168,2588,2300,-3,-353,1971
-1216,-2432,16412,699,4581,1244,-16068,5228,-1980,-1119,287,3789,-12468,10496,-24,-168,589,3850,-15800,708,-4472,-798,-609,3253,-15292,-2024,1688,-442,105,3081,-15368,2376,2628,-43,-83,1825
-1668,-2536,16060,1308,4361,1562,-15900,5252,-1808,-1583,164,4127,-12372,10588,-80,-431,576,4162,-15612,256,-4580,-1461,-882,3397,-15332,-1972,1836,-732,-5,3302,-15172,2688,2612,80,-111,1763
-1780,-3452,16264,1418,4905,1499,-15936,5236,-1852,-1448,146,4505,-12452,10588,-36,-302,536,4580,-15828,200,-4396,-1326,-857,3458,-15340,-1388,1712,-429,-103,3307,-15204,2928,2636,-83,73,1751
-1780,-2244,15472,1546,5504,1453,-15896,5324,-1652,-1472,29,4781,-12284,11228,-376,-334,524,4841,-15712,672,-4904,-1319,-950,3477,-15300,-1388,1516,-738,-130,3322,-15320,3128,2620,-385,72,1640
-1924,-1304,17236,2008,5444,2482,-15744,5840,-2000,-2544,-378,4709,-11804,11728,-684,-1377,680,4891,-15580,964,-4696,-1844,-912,3452,-15192,-1220,1500,-1098,50,3393,-15364,2992,2888,-609,-67,1534
-1864,-2212,17900,2832,5015,4132,-15512,5780,-2344,-3913,-545,4475,-11656,11612,36,-2329,1028,4837,-16116,916,-3924,-1732,-991,3391,-15468,-1428,1764,-540,164,3350,-15152,3248,2480,-425,-24,1511
-1644,-3688,14880,3077,4713,4450,-15668,4632,-1984,-4300,-428,4263,-12116,10976,-32,-2580,1270,4687,-15960,1056,-4280,-1808,-1146,3280,-15720,-960,1836,-703,-53,3295,-15440,3432,2608,-451,-283,1335
-1884,-4996,15472,2524,5158,3536,-15540,4236,-1700,-3310,-249,4314,-12132,10588,32,-1943,1032,4549,-15876,1072,-4700,-2409,-1171,3027,-15640,-728,1416,-1225,-232,3150,-15360,3520,2504,-477,-136,1379
