ax,ay,az,gx,gy,gz,ax,ay,az,gx,gy,gz
32767,21250,4594,-177,-895,78,24602,6524,5460,-30,19,4
32767,20610,4460,-221,-765,55,24358,6190,5390,-94,-4,-2
32767,20098,5058,-110,-627,105,24402,5342,5074,-135,-21,6
32767,21112,5834,134,-539,168,24536,5010,5128,-91,-31,22
32767,21552,5476,73,-472,78,24750,5194,5046,-48,-15,17
32767,21498,4972,-55,-400,41,24782,5802,5384,-2,5,27
32767,21452,6100,-150,-364,96,24618,6666,5472,-45,-6,4
32767,21070,6876,-133,-421,160,24606,6088,5338,-121,-27,-11
32767,20738,6962,-44,-570,130,24516,5388,5176,-149,-32,-5
32767,20962,6286,42,-629,105,24620,4926,4992,-119,-35,19
32767,21724,5584,28,-628,101,24820,5074,5034,-57,-29,13
32767,21690,5158,-108,-557,73,24866,5872,5338,-11,-2,3
32767,20458,4758,-189,-420,20,24662,6418,5460,-52,5,7
32767,19666,5458,-133,-290,-16,24474,5766,5354,-116,-13,12
32767,19988,6016,45,-220,-24,24648,5086,5072,-107,-38,4
32767,21012,5904,149,-186,-29,24942,5256,4944,-59,-22,-4
32767,22272,5588,43,-119,-41,24898,5204,5040,-38,-2,13
32767,22100,5714,-137,-66,-7,24730,5536,5374,2,16,12
32767,21086,6400,-227,-56,16,24602,6070,5456,-20,17,-4
32767,20536,6646,-162,-94,8,24626,5654,5202,-63,-2,7
32767,20578,6650,-40,-159,-10,24732,5008,5106,-71,-16,5
32767,21152,5886,55,-172,-7,24904,5138,5044,-18,3,9
32767,21524,5240,16,-134,35,24776,5952,5364,-5,22,21
32767,21194,6270,-110,-85,48,24664,5974,5306,-37,3,19
32767,20716,6800,-148,-124,10,24744,5664,5214,-71,-18,-6
32767,20488,6440,-86,-175,-7,24868,5542,5182,-66,-23,-7
32767,20706,5788,5,-176,-2,24766,5570,5182,-54,-21,-6
32767,21000,4774,50,-94,0,24924,5476,5118,-58,-16,-11
32767,20858,4924,29,60,-10,25040,5314,5184,-55,-7,-9
32767,20950,5842,-61,172,-79,24976,5156,5290,-44,14,2
32767,20746,6086,-97,210,-125,24666,5380,5218,-32,19,21
32767,20862,6626,-47,157,-71,24730,5344,5198,-22,9,20
32767,21318,6620,7,93,-28,24924,5444,5200,-3,10,18
32767,21528,6612,23,23,23,24928,5744,5320,2,25,17
32767,21322,6470,-18,-22,10,24746,5894,5328,-28,23,20
32767,21156,6550,-44,-77,-12,24676,5684,5316,-48,6,8
32767,21054,6458,-54,-122,-17,24790,5390,5116,-60,1,-5
32767,20768,5958,-28,-146,1,25094,5104,5092,-42,3,7
32767,20684,5270,-1,-98,8,25136,5450,5226,-13,44,16
32767,20956,5132,20,38,-11,24796,5720,5398,-27,49,29
32767,21230,6132,-15,91,-29,24634,5536,5298,-42,29,33
32767,21260,6680,-44,74,-15,24678,5500,5166,-38,13,6
32767,20836,6530,-50,-32,-19,24770,5476,5006,-24,6,-1
32767,21094,6036,15,-71,7,25114,5408,5136,-11,3,-8
32767,21464,6058,37,-65,40,25064,5588,5410,-27,31,-17
32767,21312,6112,-45,-62,8,24784,5058,5156,-40,43,35
32767,20804,6030,-108,-52,-24,24726,5196,5250,-5,42,18
32767,20444,5824,-88,-40,-33,24792,5586,5260,7,32,30
32767,20562,5948,5,-27,-2,24802,5874,5300,4,32,27
32767,20976,6050,81,-24,53,24732,5836,5248,-17,19,9
32767,21372,6072,55,-13,32,24944,5632,5272,-33,7,-5
32767,21380,6284,-92,-20,-53,24862,5546,5264,-50,18,1
32767,20960,6140,-133,-34,-58,24790,5316,5180,-44,17,13
32767,20700,5890,-55,-25,-21,24738,5394,5122,-36,17,-6
32767,20854,5944,39,-1,12,24836,5442,5160,-20,13,2
32767,21316,6098,42,14,15,24914,5330,5256,-8,34,18
32767,21282,6692,-25,-20,20,24848,5566,5336,-4,39,21
32767,20932,6564,-62,-80,1,24872,5652,5346,-22,27,21
32767,20758,6206,-65,-117,-34,24888,5570,5186,-31,34,23
32767,21026,5718,-16,-102,-22,24796,5548,5188,-23,31,20
32767,21104,5540,5,-52,4,24880,5750,5276,-14,21,-3
32767,21050,5604,0,1,16,24892,5760,5260,-45,27,-16
32767,20978,5804,-13,54,-3,24698,5458,5192,-63,29,9
32767,20960,6210,-65,73,-56,24672,5056,5092,-43,23,1
32767,20978,6722,-78,49,-72,24886,5194,5160,-7,27,14
32767,20890,6536,-60,-7,-56,24904,5762,5264,3,37,19
32767,21048,6156,5,-46,-53,24880,5802,5354,-20,34,10
32767,21496,5874,40,-49,20,24850,5516,5316,-33,27,2
32767,21392,6138,-12,-40,43,24816,5432,5232,-26,31,3
32767,21062,6150,-78,-33,-7,24754,5642,5258,-21,31,6
32767,20804,6042,-88,-26,-30,24772,5656,5258,-26,27,6
32767,20758,5960,-55,-7,-25,24870,5274,5176,-32,20,2
32767,20780,5958,-18,6,-13,24938,5442,5342,-15,29,1
32767,20854,6092,-2,14,-7,24728,5702,5368,-26,34,9
32767,21034,6050,-4,14,-21,24710,5552,5234,-49,18,12
32767,21336,6216,-11,5,-29,24738,5390,5162,-42,12,-1
32767,21472,6272,-41,-17,-12,24842,5324,5090,-23,14,1
32767,21330,6304,-74,-41,10,24928,5532,5186,-4,22,-2
32767,20810,6206,-73,-68,20,24924,5734,5182,-7,32,3
32767,20744,5922,-37,-71,5,24762,5388,5346,-37,40,10
32767,20788,5706,-21,-44,-8,24640,5314,5176,-20,34,15
32767,20884,5754,-15,7,-5,24618,5584,5220,-19,23,2
32767,20974,6224,-26,25,-6,24796,5552,5126,-22,15,8
32767,21114,6506,-17,-16,-20,25028,5510,5288,-12,20,6
32767,21098,6324,-21,-66,-5,24950,5826,5388,-20,38,0
32767,20956,6074,-23,-78,-1,24752,5654,5198,-42,34,12
32767,20982,5812,-10,-62,-3,24704,5442,5224,-49,27,0
32767,21146,5932,0,-36,-2,24810,5296,5202,-36,15,0
32767,21426,6088,-43,-21,-24,24844,5394,5110,-8,30,5
32767,21192,6248,-97,-13,-23,24736,5640,5240,-13,36,16
32767,20500,6062,-61,-31,10,24720,5544,5188,-23,29,16
32767,20412,6066,8,-33,3,24750,5536,5250,-27,26,15
32767,21070,6066,47,-37,-18,24788,5620,5284,-23,22,19
32767,21454,6186,-8,-37,-26,24808,5622,5220,-27,17,11
32767,21240,6186,-62,-43,-34,24928,5578,5272,-23,17,2
32767,21000,5990,-67,-47,-28,24798,5672,5240,-35,27,-1
32767,21002,5942,-16,-43,5,24744,5390,5224,-44,29,5
32767,21098,5834,5,-39,15,24608,5272,5118,-26,23,7
32767,21016,6114,-44,-23,-14,24748,5450,5304,-16,19,0
32767,20976,6192,-57,-25,-30,24776,5572,5212,-17,22,12
32767,20998,6046,-39,-22,-16,24864,5558,5328,-16,15,12
32767,20954,5912,-12,-11,4,25002,5612,5276,-21,28,7
32767,21016,6004,-27,15,-3,24982,5574,5194,-25,37,14
32767,20940,6112,-59,21,-26,24664,5614,5294,-25,43,3
32767,20926,6208,-83,16,-38,24674,5482,5146,-41,25,-1
32767,20912,6302,-79,-10,-39,24732,5274,5202,-31,19,5
32767,21020,6094,14,-37,-7,24822,5498,5162,-20,18,3
32767,21216,6124,29,-44,3,24822,5580,5308,-23,19,6
32767,21324,6170,-20,-48,7,24822,5460,5188,-33,22,4
32767,20982,6034,-83,-56,-14,24722,5474,5296,-22,26,7
32767,20658,6014,-75,-52,-38,24714,5658,5246,-23,21,3
32767,20778,5818,-14,-36,-23,24782,5504,5210,-27,15,5
32767,21078,5838,17,-11,-5,24906,5488,5290,-14,16,4
32767,21272,5848,3,13,4,24920,5742,5262,-22,26,-1
32767,21124,5972,-30,40,-8,24770,5552,5246,-43,31,5
32767,20868,6146,-60,36,-33,24668,5274,5302,-46,27,3
32767,20606,6334,-35,31,-33,24712,5370,5146,-25,20,-1
32767,20548,6100,13,17,-24,24872,5644,5296,-19,16,0
32767,21148,5802,60,22,-34,24840,5638,5192,-26,18,8
32767,21530,5770,-9,50,-43,24838,5348,5296,-31,22,5
32767,21312,6234,-86,59,-46,24872,5500,5258,-23,34,12
32767,21116,6536,-97,24,-24,24732,5554,5220,-28,35,14
32767,20900,6536,-50,-45,23,24660,5584,5196,-25,26,4
32767,20880,6290,-1,-94,35,24796,5518,5220,-22,17,1
32767,20924,5894,7,-100,16,24822,5612,5134,-25,19,1
32767,21060,5638,-26,-65,-11,24806,5564,5260,-28,17,5
32767,20930,5780,-61,-3,-28,24904,5500,5214,-27,22,1
32767,20808,6124,-68,10,-36,24860,5586,5184,-33,28,7
32767,20890,6340,-29,-6,-24,24708,5476,5182,-30,27,6
32767,21062,6250,-10,-32,4,24814,5474,5168,-25,23,5
32767,21182,6012,-16,-40,2,24876,5588,5184,-19,27,6
32767,21304,5960,-50,-28,-6,24760,5460,5342,-16,23,3
32767,21170,6094,-75,-15,-7,24696,5504,5318,-18,23,-8
32767,20984,6234,-71,-18,-7,24750,5452,5212,-18,17,-4
32767,20704,6176,-46,-50,24,24836,5482,5154,-21,16,-2
32767,20580,6106,-27,-67,15,24912,5538,5240,-11,21,1
32767,20732,5892,-5,-61,0,24844,5574,5246,-14,30,2
32767,21096,5924,-15,-43,-17,24802,5452,5256,-19,26,13
32767,21178,5972,-34,-16,-23,24744,5550,5244,-9,26,9
32767,21014,6122,-52,-15,-19,24774,5728,5320,-16,23,11
32767,20812,6280,-37,-25,-12,24894,5808,5206,-32,23,9
32767,20722,6072,-10,-45,0,24894,5590,5228,-41,24,2
32767,20948,5810,-6,-24,-4,24690,5438,5196,-41,24,-1
32767,20934,6144,-23,-17,-26,24696,5444,5204,-28,16,-2
32767,20984,6222,-9,-20,-20,24788,5474,5180,-23,19,5
32767,21016,6208,4,-36,-11,24952,5436,5276,-21,21,24
32767,21064,6022,7,-42,-11,24968,5664,5360,-22,36,26
32767,21004,5742,-2,-27,-2,24902,5720,5284,-33,44,31
32767,20912,5642,-12,22,-6,24600,5620,5240,-29,44,16
32767,20792,6134,5,71,-15,24612,5468,5264,-33,27,0
32767,20720,6438,77,65,-8,24706,5490,5204,-32,19,-2
32767,21244,6278,64,15,4,24832,5510,5260,-32,34,9
32767,21062,6192,-37,-4,-17,24852,5506,5200,-36,41,13
32767,21010,6050,-61,-28,-61,24616,5402,5238,-30,39,10
32767,21350,6120,-25,-47,-39,24562,5574,5186,-19,33,6
32767,21446,6040,-15,-75,27,24690,5668,5168,-21,17,0
32767,21308,5814,-57,-67,30,24808,5630,5278,-29,15,-4
32767,20706,5822,-113,-37,4,24924,5496,5236,-32,24,8
32767,20452,5904,-101,-14,-14,24972,5492,5270,-38,34,4
32767,20504,6018,-46,2,-30,24738,5568,5166,-33,36,10
32767,20952,6072,13,4,-23,24604,5414,5252,-29,24,3
32767,21444,6114,27,1,10,24736,5616,5230,-19,9,0
32767,21516,6304,-15,-20,18,24824,5524,5162,-27,6,-4
32767,21038,6540,-47,-80,21,24880,5524,5218,-28,15,1
32767,20694,6166,-28,-107,11,24758,5490,5198,-29,19,5
32767,21014,5528,8,-98,-3,24740,5432,5104,-18,16,7
32767,21204,5308,10,-26,20,24796,5446,5188,4,16,2
32767,21230,5420,-8,48,35,24940,5506,5176,2,13,1
32767,20968,5870,-39,106,21,25038,5616,5288,-13,24,9
32767,20686,6314,-59,109,14,24766,5574,5202,-29,40,26
32767,20584,6942,-57,38,-14,24664,5536,5260,-24,30,29
32767,21098,6142,5,-122,-50,24706,5692,5208,-21,28,21
32767,21460,5434,25,-114,-8,24750,5684,5220,-26,23,20
32767,21536,5544,-4,-62,20,24874,5664,5256,-30,26,17
32767,21314,5698,-51,0,23,24878,5590,5246,-44,34,12
32767,20954,5924,-89,31,11,24788,5392,5220,-51,40,22
32767,20758,6062,-88,46,-16,24666,5382,5218,-36,37,22
32767,21032,6416,-69,7,-21,24614,5330,5198,-28,29,23
32767,20948,6540,-64,-48,0,24648,5568,5200,-7,21,25
32767,20770,6432,-43,-102,0,24648,5662,5226,-5,9,20
32767,20718,6020,-5,-128,-14,24810,5706,5414,-6,11,16
32767,21062,5632,19,-109,-8,24794,5848,5250,-35,23,14
32767,21416,5404,-12,-57,-4,24618,5468,5256,-49,13,14
32767,21254,5558,-73,7,-5,24654,5314,5128,-34,11,10
32767,20954,6014,-84,37,-1,24690,5578,5146,-9,8,0
32767,20854,6594,-95,-1,-16,24708,5602,5208,-7,13,-1
32767,20580,6694,-88,-64,-23,24836,5490,5226,-17,10,-4
32767,20524,6182,-43,-114,-35,24872,5498,5354,-11,17,-4
32767,21030,5790,20,-123,-37,24878,5612,5390,-20,18,14
32767,21544,5568,34,-89,-4,24926,5556,5172,-26,19,19
32767,21576,5962,-28,-61,20,24994,5508,5204,-13,26,13
32767,21178,6428,-117,-78,8,25002,5676,5262,-4,38,18
32767,20670,6504,-142,-121,-10,24812,5814,5232,-20,44,19
32767,20698,6344,-111,-204,-23,24742,5636,5312,-35,41,13
32767,20822,6222,-66,-233,2,24616,5476,5264,-45,35,18
32767,20956,6048,-21,-258,34,24788,5432,5234,-39,28,23
32767,20866,5734,0,-238,55,24794,5524,5310,-23,33,17
32767,20950,5478,-3,-184,43,24710,5702,5256,-22,36,15
32767,20976,5692,-74,-116,3,24572,5590,5216,-32,36,10
32767,20788,6122,-115,-92,-3,24516,5562,5246,-40,24,3
32767,20510,6500,-70,-131,9,24670,5544,5172,-36,21,6
32767,20806,6538,-26,-189,5,24696,5530,5204,-27,22,10
32767,21084,6328,-24,-229,31,24786,5622,5202,-23,23,-6
32767,21074,6480,-38,-277,68,24850,5516,5248,-29,29,5
32767,20952,6506,-38,-330,61,24830,5492,5342,-34,35,4
32767,20958,6510,-34,-391,51,24730,5578,5224,-34,34,3
32767,21036,6302,-44,-432,55,24640,5540,5214,-36,27,-3
32767,20800,5974,-70,-443,45,24624,5680,5234,-25,23,-3
32767,20332,5516,-50,-393,62,24802,5596,5250,-25,18,-3
32767,20334,5412,20,-309,67,24954,5544,5352,-28,22,-5
32767,20780,5728,30,-236,52,24882,5588,5280,-44,38,11
32767,21224,6344,-18,-205,35,24628,5458,5264,-53,37,23
32767,21054,6704,-86,-220,20,24558,5410,5196,-37,16,17
32767,20940,6684,-97,-277,18,24814,5626,5200,-29,12,3
32767,20796,6594,-71,-338,37,24826,5696,5208,-36,16,10
32767,20714,6406,-10,-388,83,24764,5638,5194,-52,22,9
32767,20828,6156,21,-417,91,24690,5372,5174,-55,23,9
32767,21048,6414,-23,-438,52,24676,5240,5244,-36,28,14
32767,21040,6632,-61,-473,57,24634,5554,5222,-25,24,17
32767,20920,6796,-64,-537,95,24710,5530,5226,-32,16,16
32767,21014,6840,-64,-603,98,24684,5378,5128,-36,9,16
32767,20920,6442,-57,-671,108,24760,5506,5292,-13,9,9
32767,20634,6140,-60,-701,126,24662,5806,5202,-29,11,11
32767,20414,6072,-37,-701,103,24658,5690,5186,-44,2,12
32767,20766,6190,-14,-697,81,24780,5580,5308,-51,-1,5
32767,21122,6192,-24,-696,77,24844,5396,5156,-53,3,3
32767,21014,6228,-69,-717,85,24858,5282,5100,-45,9,0
32767,20602,6134,-76,-721,113,24868,5440,5132,-35,16,6
32767,20472,5970,-26,-714,128,24894,5416,5148,-25,22,15
32767,20740,5924,14,-709,130,24856,5490,5272,-23,38,20
32767,21018,5968,10,-695,108,24582,5608,5324,-24,27,32
32767,20962,6008,-60,-680,89,24566,5592,5248,-30,10,13
32767,20562,6238,-106,-691,105,24720,5530,5260,-39,-1,5
32767,20344,6254,-53,-701,109,24798,5438,5124,-29,-2,6
32767,20844,6302,10,-771,92,24856,5644,5332,-28,6,-4
32767,21012,6122,-13,-807,103,24936,5548,5332,-54,25,19
32767,20700,5684,-73,-829,124,24686,5302,5200,-53,29,29
32767,20140,5100,-64,-777,84,24638,5420,5318,-34,18,12
32767,20366,5510,-25,-735,53,24650,5668,5210,-38,4,1
32767,20774,6154,6,-740,75,24686,5468,5216,-45,-10,5
32767,20928,6186,-19,-780,97,24784,5548,5276,-47,-11,-9
32767,20902,5980,-55,-838,91,24898,5566,5206,-57,-6,-8
32767,20992,5756,-92,-862,71,24730,5422,5198,-66,-6,3
32767,20768,5206,-119,-852,68,24686,5280,5232,-56,-18,-5
32767,20380,5158,-115,-797,71,24912,5182,5232,-40,-26,-5
32767,20500,5372,-76,-787,103,25032,5428,5204,-34,-11,-4
32767,20632,5704,-70,-816,149,24846,5506,5190,-41,-8,7
32767,20746,5820,-125,-882,120,24808,5524,5292,-41,-9,7
32767,20496,5834,-170,-932,46,24916,5602,5268,-51,-12,-2
32767,20390,5362,-176,-1003,24,24934,5384,5202,-63,-19,-2
32767,20316,4912,-161,-1015,44,24958,5200,5224,-57,-18,2
32767,20018,4910,-173,-1010,0,24930,5506,5256,-43,-15,-6
32767,20188,5112,-148,-1028,4,24928,5474,5206,-49,-21,6
32767,20246,5204,-115,-1066,32,24984,5278,5238,-63,-23,7
32767,20324,4720,-112,-1100,2,25116,5218,5204,-49,-20,13
32767,20406,4304,-155,-1127,-25,24942,5514,5260,-38,-13,0
32767,20296,3992,-191,-1104,-5,24954,5450,5220,-55,-14,0
32767,19986,3686,-216,-1072,-11,25080,5118,5206,-62,-18,7
32767,19784,3442,-188,-969,-44,25136,5198,5270,-43,-3,9
32767,20144,4168,-184,-933,-82,24992,5356,5288,-34,-7,16
32767,20228,4202,-173,-959,-86,24864,5584,5290,-47,-21,2
32767,20124,3810,-169,-1001,-51,24970,5434,5270,-61,-29,4
32767,20170,3432,-144,-989,-14,24986,5352,5188,-66,-30,4
32767,20310,3364,-172,-998,-4,25070,5184,5172,-68,-35,12
32767,20224,3732,-217,-1038,-19,25206,5116,5184,-51,-28,14
32767,20178,3960,-237,-1137,-2,25230,5486,5250,-44,-18,6
32767,19886,3394,-245,-1203,-4,25096,5616,5424,-58,-22,10
32767,20064,2784,-268,-1245,-24,25030,5362,5158,-95,-26,16
32767,19978,2158,-275,-1234,-21,25134,5086,5192,-69,-34,11
32767,19820,1824,-301,-1205,-27,25090,5358,5152,-64,-31,-3
32767,19604,1650,-330,-1141,-67,25224,5106,5158,-87,-23,11
32767,19340,1718,-335,-1113,-70,25166,5028,5190,-69,-17,18
32767,19140,1890,-224,-1071,-30,25010,5212,5330,-49,-26,10
32767,19404,2180,-131,-1148,0,25102,5338,5162,-59,-35,-6
32767,20210,1942,-108,-1220,10,25282,5186,5242,-74,-41,-5
32767,20090,1178,-277,-1300,18,25456,5118,5186,-64,-20,3
32767,19632,722,-373,-1270,-15,25114,5244,5178,-63,-1,-1
32767,19096,320,-363,-1276,-10,25164,5130,5114,-56,-11,0
32767,18718,-164,-265,-1245,6,25312,5094,5386,-52,-13,-4
32767,18664,-1082,-120,-1143,25,25238,5044,5226,-60,-11,11
32767,19288,-1158,-45,-1023,68,25330,5054,5196,-60,-12,16
32767,19708,-1142,-108,-931,79,25330,5172,5220,-52,-9,12
32767,19040,-1000,-231,-862,49,25390,5360,5164,-54,-13,4
32767,18696,-686,-212,-902,-31,25472,5050,5268,-76,-5,12
32767,18836,-562,-134,-932,-41,25172,5216,5260,-82,-2,18
32767,19292,-780,-32,-967,23,25140,5152,5186,-95,-27,11
32767,19996,-1096,-44,-993,35,25256,5120,5212,-101,-30,-5
32767,20036,-1656,-152,-1005,50,25230,5126,5144,-93,-36,2
32767,19500,-2284,-218,-1008,107,25288,5128,5218,-89,-36,2
32767,18976,-2990,-212,-895,128,25468,4986,5220,-105,-33,4
32767,18470,-2736,-155,-739,91,25416,4790,5276,-98,-17,16
32767,18612,-1884,-98,-722,124,25390,4766,5074,-65,-5,26
32767,19000,-2092,-49,-800,131,25522,5078,5384,-45,-7,17
32767,18744,-3224,-90,-823,116,25292,5286,5212,-72,-19,17
32767,18228,-4042,-55,-711,117,25172,5136,5326,-89,-36,5
32767,18272,-4232,-3,-544,79,25278,4910,5094,-107,-51,-3
32767,18974,-3160,-107,-391,6,25502,4824,5220,-102,-64,0
32767,18068,-2274,-84,-464,8,25394,4720,5262,-109,-53,-1
32767,18488,-2456,65,-579,40,25538,4610,4982,-94,-44,8
32767,19320,-3124,120,-662,34,25742,4628,5116,-65,-38,7
32767,19432,-4020,58,-676,53,25750,4858,5138,-49,-17,6
32767,19322,-4448,-25,-597,70,25790,4804,5372,-42,-1,14
32767,18610,-4430,-43,-532,96,25798,4964,5210,-56,18,26
32767,18724,-4008,-29,-498,96,25552,4728,5248,-68,10,51
32767,18382,-4012,-51,-512,87,25442,4884,5158,-35,-2,32
32767,18084,-4316,-9,-548,97,25394,5212,5310,-40,-13,11
32767,18294,-4850,15,-546,37,25506,5058,5192,-85,-23,12
32767,18414,-5442,23,-477,-6,25560,4754,5252,-96,-20,19
32767,18376,-5116,60,-378,22,25492,4868,5096,-94,-24,20
32767,18452,-4302,138,-382,54,25782,4452,5206,-98,-4,21
32767,18888,-4192,185,-437,44,25760,4412,5158,-89,-2,46
32767,19222,-4826,92,-523,51,25554,4666,5236,-62,-4,43
32767,18980,-5408,54,-509,79,25442,4930,5104,-67,-10,15
32767,18704,-5692,60,-439,87,25510,4682,5038,-69,-17,4
32767,18608,-6014,57,-391,110,25754,4522,4986,-58,0,3
32767,18450,-5572,32,-335,114,25842,4468,5170,-40,12,27
32767,18056,-5230,41,-322,101,25640,4684,5136,-36,17,41
32767,18182,-5062,78,-379,75,25778,4500,5360,-21,-1,39
32767,18708,-5924,64,-410,8,25416,5088,5324,-9,-7,35
32767,18744,-6570,-7,-347,21,25410,5216,5186,-45,-28,13
32767,18054,-6000,-52,-279,24,25532,4874,4990,-88,-39,-9
32767,17562,-4598,89,-346,58,25800,4376,5038,-97,-39,6
32767,18292,-4912,295,-506,42,25858,4482,5240,-62,-16,23
32767,19398,-6472,291,-573,20,25802,4480,5326,-66,-13,31
32767,19560,-7744,122,-431,29,25702,4382,5266,-67,-17,17
32767,18902,-7118,-69,-266,40,25824,4626,5116,-50,-13,9
32767,18082,-6414,-31,-210,73,25822,4672,5042,-55,-11,15
32767,18084,-6646,-23,-209,32,25794,4376,5044,-54,10,11
32767,18074,-7276,-28,-175,-18,25890,4176,5048,-27,12,24
32767,17794,-7546,-57,-76,-106,25674,4676,5274,11,5,37
32767,18150,-6176,2,-23,-120,25498,5064,5218,-15,-7,36
32767,18786,-5704,61,-108,-80,25504,4956,5164,-53,-29,9
32767,18992,-6052,46,-192,-55,25818,4662,5216,-74,-33,1
32767,19120,-6794,20,-208,-46,25858,4352,5116,-71,-16,9
32767,19088,-7292,-61,-139,-24,25860,4432,5084,-58,-10,13
32767,18658,-7628,-72,-22,-17,25858,4450,5230,-43,-9,11
32767,18324,-6632,-63,58,-12,25800,4540,5258,-39,-10,12
32767,18214,-4906,35,-38,54,25722,4716,5204,-43,-19,0
32767,18690,-5228,120,-233,71,25706,4578,5012,-53,-26,-6
32767,18946,-6772,113,-331,54,25932,4404,4868,-51,-25,-17
32767,18934,-7950,20,-251,26,26162,4154,5088,-37,-4,0
32767,18750,-8056,-72,-83,3,25794,4474,5422,3,-8,40
32767,18028,-7540,-160,113,-41,25408,5020,5414,-1,-43,17
32767,17564,-5664,-116,148,-72,25742,5016,4844,-45,-64,-26
32767,18286,-4522,73,-78,-23,26298,4374,4778,-71,-43,-28
32767,19136,-5956,129,-265,-28,26266,4038,5126,-31,-16,5
32767,19294,-7362,29,-266,-48,25770,4638,5238,-3,-7,18
32767,18864,-8050,-26,-160,-33,25930,4832,5146,-31,-23,-5
32767,18766,-7758,-15,-39,1,26234,4568,5014,-61,-20,-43
32767,18782,-7072,-76,46,20,26406,4172,4952,-51,13,-21
32767,18242,-6316,-96,36,24,26096,4062,5342,2,36,19
32767,18142,-6104,-55,-47,-13,25608,4742,5304,29,19,28
32767,18384,-6604,-6,-116,-40,25740,5024,5106,-9,-12,3
32767,18722,-7166,20,-91,-49,26088,4690,5070,-31,-8,-21
32767,18780,-7200,-6,-37,-43,26018,4562,5104,-37,3,-8
32767,18942,-6918,-7,-11,-21,25942,4580,4998,-37,13,5
32767,18748,-6414,-75,-11,-15,26566,4118,5016,-31,38,11
32767,18388,-6704,-22,-63,-30,26226,4246,5440,0,38,35
32767,18910,-7474,34,-10,-26,25458,5112,5226,7,-1,35
32767,18954,-6898,-18,54,-6,25820,5094,4902,-45,-21,-18
32767,18602,-6106,-72,7,23,26354,4434,4888,-61,-1,-31
32767,18482,-6216,-24,-65,7,26264,4242,5132,-41,27,-15
32767,18990,-6900,-9,-97,-18,25970,4346,5140,-36,30,5
32767,18574,-7276,-40,-64,-4,26300,3986,5230,-22,34,22
32767,18516,-7244,-15,0,5,25906,4472,5516,17,20,23
32767,18408,-6544,-27,19,30,25354,5296,5276,16,-23,23
32767,18166,-6262,-11,-17,-2,26244,4744,4728,-66,-31,-45
32767,18510,-6178,21,-87,-33,26510,4146,5042,-60,0,-15
32767,18926,-6946,65,-110,-41,26266,4382,5274,-17,30,23
32767,19330,-6904,-34,-75,-19,26138,4624,5170,-22,38,9
32767,18790,-7146,-73,-38,29,26196,4514,5210,-25,32,2
32767,18374,-7124,-67,12,6,25968,4538,5118,-20,29,5
32767,18484,-6566,-36,26,-19,25806,4532,5074,-25,16,10
32767,18578,-6062,-13,-15,-10,25860,4526,4960,-27,7,-4
32767,18904,-6458,-11,-127,29,26166,4538,5168,-17,18,-1
32767,18674,-7326,-3,-125,37,26150,4688,5268,-16,29,6
32767,18456,-7616,-8,-46,-3,25898,4630,5222,-30,19,11
32767,18500,-7462,1,46,-31,26046,4464,5058,-35,11,1
32767,18582,-6046,-53,94,-33,26150,4558,5014,-25,17,-6
32767,18532,-5808,-30,-27,-17,26364,4528,5066,-23,27,11
32767,18778,-6326,27,-126,13,26338,4406,5298,-20,43,9
32767,18962,-7278,18,-121,6,25850,4782,5286,-14,32,19
32767,18698,-7754,-11,-41,-8,25844,4758,5090,-51,5,-8
32767,18584,-7458,-13,71,-10,26140,4410,4938,-54,1,-16
32767,18842,-6194,-45,104,-2,26252,4328,5034,-35,21,9
32767,18676,-5762,-67,-1,28,26460,4294,5162,-21,37,12
32767,18278,-6642,-38,-85,-4,26086,4542,5420,-11,46,16
32767,18598,-7186,12,-48,-39,25904,4646,5254,-19,32,25
32767,18786,-7044,-13,23,-46,25900,4710,5070,-23,17,-2
32767,18688,-6670,-36,54,-31,26114,4688,5018,-24,10,0
32767,18638,-5948,-37,19,-11,26122,4392,5056,-29,19,5
32767,18680,-5894,7,-64,-5,26042,4738,5132,-23,24,12
32767,18918,-6522,42,-124,11,26106,4692,5192,-43,22,7
32767,19026,-7302,33,-107,43,26180,4156,5176,-45,24,7
32767,18496,-7122,-24,-39,63,26048,4372,5248,-9,21,22
32767,18210,-6540,6,-10,39,25960,4750,5160,-10,15,14
32767,18766,-6258,40,-32,10,25964,4874,4980,-23,7,-2
32767,18752,-6178,8,-72,22,26132,4664,5046,-39,17,-12
32767,18714,-6534,26,-119,25,26114,4308,5114,-41,29,1
32767,18910,-7344,12,-93,25,26216,4242,5134,-17,34,15
32767,18758,-7288,-55,-10,16,26170,4484,5322,-10,34,24
32767,18400,-6706,-92,34,21,25940,4776,5246,-11,30,26
32767,18216,-6144,-42,-14,-9,25930,4902,4990,-20,18,10
32767,18402,-6304,-1,-80,-36,26220,4658,4932,-44,24,-14
32767,18804,-6738,18,-94,-16,26180,4388,5124,-40,35,3
32767,18832,-7138,-23,-74,-11,26234,4274,5154,-20,47,20
32767,18390,-7054,-69,-28,-8,26042,4772,5344,-9,53,12
32767,18268,-7080,-45,23,-51,25752,4718,4992,-40,22,11
32767,18668,-6474,-11,47,-70,26022,4500,4918,-40,15,-21
32767,18940,-6252,1,15,-8,26236,4362,5060,-33,26,-6
32767,18750,-6654,-29,-36,26,26146,4374,5228,-16,34,23
