A1x,A1y,A1z,G1x,G1y,G1z,A2x,A2y,A2z,G2x,G2y,G2z,A3x,A3y,A3z,G3x,G3y,G3z,A4x,A4y,A4z,G4x,G4y,G4z,A5x,A5y,A5z,G5x,G5y,G5z,A6x,A6y,A6z,G6x,G6y,G6z
3124,2392,17240,1851,-1349,335,732,14420,6568,1539,-300,543,-6768,8564,11164,-2486,290,-542,-7696,-184,12348,-1061,592,-281,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3144,3648,16120,3698,620,-898,860,14264,6628,-208,-84,508,-7772,7928,11496,1698,-326,-279,-8260,-680,12984,-559,1051,-365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2144,3640,18296,3766,204,43,592,13544,6044,1778,-150,-76,-7536,10668,10964,880,-200,272,-7896,-472,12548,1188,-727,-217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2528,4264,18004,496,-860,-254,432,16128,6172,383,-335,198,-7204,8548,11240,-1207,72,-329,-7740,-76,12632,-678,374,-182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3220,4692,16064,-655,487,-125,1136,13708,6596,-2464,207,318,-7572,8740,11360,844,-69,-496,-8044,-508,12784,-644,849,-281,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2064,2048,18060,1906,1541,570,456,13232,6156,1100,300,58,-7688,9600,11388,-262,-355,167,-7596,-640,12580,503,-626,-265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2540,4240,18336,2854,-1157,-109,200,15296,5956,68,-354,-258,-7120,8752,11124,-125,-17,-477,-7656,-260,12432,-416,391,-132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3208,4364,17132,233,27,386,1332,13364,6584,-144,30,348,-7040,9048,11552,447,306,-101,-7732,-608,12952,-216,656,-203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2844,3260,17036,1060,145,165,472,15272,6172,1478,-3,-8,-7968,9200,11424,595,-251,170,-7968,-396,12656,376,-143,-123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2616,4380,18212,1568,695,-488,796,14848,6188,-1499,9,-134,-7080,9716,11204,-728,-37,-462,-7776,-208,12468,-503,325,-121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2212,4272,18468,1256,-106,473,784,12600,6796,622,184,342,-7180,8156,11356,-824,137,-258,-7560,-752,12724,-666,582,-177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2488,3132,16964,2202,-627,-48,120,15800,6140,712,-87,203,-8176,9048,11320,1330,-151,-100,-7992,-548,12712,384,-181,-135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2916,5292,17256,1464,20,318,1496,13920,5996,-759,-203,-115,-6696,10000,11200,15,34,-170,-7568,-376,12204,116,-82,-106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2232,3880,18316,-99,187,763,336,13964,5912,315,74,310,-7628,8328,11364,-739,12,53,-7680,-380,13052,-921,657,-164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2556,2604,16660,2042,-540,-335,404,14080,5784,994,-102,21,-7696,9612,11012,737,291,-161,-8164,-644,12624,170,-27,-103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
