a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z
3886,19284,-18682,-62,-16,-19,2166,32558,-13804,20,-59,-18,10614,3082,-3270,-21,26,2,23532,12166,-2524,-12,-59,3
3732,19486,-18534,-11,3,-14,2140,32712,-13872,6,-69,-14,10570,3054,-3274,-19,25,1,23434,12160,-2494,-20,-43,0
3676,19580,-18630,-22,-5,-18,2362,32527,-13688,28,-69,-9,10678,3094,-3266,-24,24,-1,23396,12108,-2492,-23,-50,-2
3632,19702,-18630,-13,-16,-17,2192,32728,-13622,26,-69,-3,10708,3062,-3180,-23,30,-1,23502,12088,-2562,-18,-66,-2
3794,19586,-18706,-33,-30,-11,2290,32761,-13690,28,-78,-5,10572,3154,-3272,-22,29,4,23498,12144,-2554,-10,-56,-1
3794,19452,-18668,-17,-19,-7,2274,32718,-13702,14,-66,-6,10624,3152,-3238,-27,26,9,23488,12252,-2566,-9,-56,-1
3898,19850,-18812,-31,-12,4,2254,32469,-13718,22,-67,-7,10624,3056,-3330,-32,28,12,23496,12266,-2528,-15,-66,-2
3852,19462,-18790,-27,2,3,2380,32382,-13826,20,-64,-8,10556,3028,-3210,-30,21,12,23458,12304,-2494,-23,-67,-3
3634,19618,-18722,5,14,-9,2260,32723,-13762,51,-55,-4,10690,2966,-3222,-26,23,11,23526,12178,-2550,-28,-65,-1
3722,19878,-18870,-17,-32,-21,2190,32589,-13672,42,-53,0,10598,2974,-3302,-29,33,9,23560,12070,-2562,-22,-61,0
3932,19882,-18906,-52,-8,13,2244,32465,-13726,31,-61,0,10462,3030,-3250,-27,29,6,23530,12194,-2518,-13,-62,3
4078,19384,-18996,-36,-1,15,2290,32543,-13722,34,-62,1,10540,3038,-3138,-28,16,9,23564,12256,-2462,-10,-67,6
3814,19742,-18806,-13,27,16,2308,32350,-13650,37,-70,0,10676,3074,-3180,-25,14,10,23552,12192,-2404,-21,-62,2
4000,19372,-18828,-42,19,6,2322,32621,-13800,22,-74,-5,10596,3106,-3248,-25,21,9,23508,12080,-2436,-24,-60,-2
3702,19822,-18634,-20,25,-6,2356,32716,-13682,31,-64,-9,10528,3088,-3424,-38,31,7,23520,12178,-2456,-19,-55,-2
3846,19666,-18670,-53,13,-1,2138,32624,-13628,40,-57,-14,10522,3036,-3292,-34,26,10,23596,11996,-2450,-27,-70,-8
3764,19550,-18730,-61,4,-5,2146,32523,-13812,37,-60,-17,10596,3006,-3198,-32,16,14,23586,12024,-2438,-15,-62,-6
3780,19300,-18718,-49,11,3,2376,32337,-13750,19,-58,-18,10638,3046,-3332,-28,16,15,23616,12152,-2558,2,-54,-2
3592,19780,-18670,-24,5,2,2244,32384,-13618,-1,-41,-18,10624,3000,-3336,-23,23,13,23528,12228,-2440,-8,-56,-4
3540,19528,-18668,-64,-12,2,2196,32448,-13664,5,-55,-14,10666,3028,-3380,-23,26,9,23594,12162,-2434,-16,-62,-9
3684,19572,-18772,-29,-4,4,2334,32347,-13736,14,-53,-13,10606,3042,-3214,-24,24,9,23622,12140,-2532,-13,-55,-9
3766,19626,-18842,-36,-8,2,2260,32681,-13696,10,-50,-8,10650,2924,-3260,-23,25,8,23544,12094,-2496,-7,-38,-5
3824,19612,-18898,-41,-2,8,2414,32590,-13892,29,-56,-11,10520,3046,-3274,-19,27,8,23512,12148,-2410,-15,-41,-4
3728,19464,-18890,-29,13,7,2340,32614,-13802,17,-46,-14,10510,3072,-3220,-16,22,9,23614,12150,-2436,-9,-60,-5
3800,19778,-18712,-35,1,-2,2236,32685,-13686,18,-47,-7,10562,3124,-3278,-14,20,15,23624,12274,-2516,-10,-52,-6
3974,19430,-18812,-58,2,-3,2272,32760,-13658,24,-51,0,10500,3114,-3280,-25,19,12,23568,12188,-2398,-17,-44,-9
3882,19692,-18712,-22,22,-2,2242,32688,-13748,15,-58,1,10546,3060,-3264,-32,19,9,23452,12114,-2354,-22,-49,-11
3856,19638,-18816,-61,10,-6,2318,32526,-13722,11,-60,-4,10598,2932,-3234,-30,22,7,23454,12002,-2308,-15,-54,-11
3930,19622,-18744,-44,17,-8,2366,32707,-13824,14,-56,-11,10652,3014,-3242,-23,21,7,23508,12102,-2396,5,-54,-6
3916,19576,-18742,-61,8,-11,2428,32730,-13860,17,-43,-17,10626,3034,-3290,-18,24,8,23580,12308,-2454,8,-48,-5
4018,19426,-18700,-43,35,-17,2164,32385,-13734,13,-38,-21,10562,3108,-3332,-21,21,7,23514,12352,-2478,-2,-56,-3
3846,19688,-18640,-37,54,-28,2230,32523,-13624,35,-53,-17,10596,3096,-3340,-30,18,7,23594,12302,-2484,-18,-47,-2
3500,19884,-18766,-45,45,-21,2352,32368,-13754,31,-61,-17,10682,3028,-3232,-35,25,9,23482,12184,-2384,-23,-37,-3
3656,19542,-18776,-125,-8,-17,2330,32709,-13718,18,-58,-25,10572,2966,-3252,-29,26,6,23488,12130,-2392,-15,-51,0
3892,19144,-18786,-62,18,-19,2340,32492,-13554,9,-58,-30,10566,2962,-3274,-23,23,3,23552,12178,-2406,-10,-57,1
3438,19794,-18514,-23,37,-23,2312,32739,-13686,31,-55,-29,10610,3010,-3302,-17,25,1,23620,12286,-2510,-1,-46,3
3578,19522,-18750,-71,11,-13,2242,32429,-13654,40,-57,-30,10640,2986,-3356,-23,28,-2,23578,12370,-2412,-3,-47,1
3764,19440,-18704,-43,6,-7,2366,32467,-13718,30,-67,-33,10572,2956,-3222,-24,26,-1,23576,12356,-2552,-18,-47,-2
3756,19320,-18694,-6,39,-3,2348,32599,-13744,15,-55,-37,10634,3000,-3282,-18,30,0,23548,12234,-2490,-19,-38,-3
3538,19888,-18656,-27,26,-6,1844,32574,-13662,8,-44,-30,10528,3002,-3304,-17,31,1,23492,12308,-2384,-12,-25,-3
3700,19374,-18754,-61,4,-8,2390,32670,-14036,25,-89,-11,10634,3042,-3244,-9,24,2,23428,12354,-2376,-22,-31,-7
3700,19502,-18790,-33,19,-6,2318,32584,-13780,-15,-34,-15,10562,3114,-3238,-8,30,4,23450,12246,-2476,-34,-33,-13
3862,19368,-18792,-49,12,-3,2140,32657,-13740,16,-45,-10,10596,3054,-3298,-11,26,6,23462,12136,-2468,-24,-35,-12
3810,19320,-18736,-38,17,-3,2282,32385,-13410,42,-56,-1,10674,3068,-3246,-13,28,6,23448,12196,-2396,-16,-37,-11
3724,19462,-18708,-38,8,1,2296,32310,-13550,38,-55,6,10648,3048,-3360,-9,31,5,23400,12200,-2380,-22,-30,-15
3806,19338,-18736,-54,-10,-2,2220,32635,-13592,60,-61,5,10578,3062,-3374,-15,37,0,23428,12210,-2444,-20,-36,-19
3892,19368,-18778,-30,17,-4,2336,32659,-13874,35,-67,0,10530,2962,-3308,-16,34,-5,23516,12320,-2468,-7,-49,-16
3596,19632,-18864,-21,35,-2,2226,32715,-13760,14,-45,-8,10532,3040,-3194,0,33,-3,23498,12418,-2410,-13,-40,-20
3642,19636,-18692,-54,6,-3,2158,32455,-13816,31,-43,-8,10498,3222,-3262,0,27,4,23466,12378,-2442,-31,-43,-26
3852,19266,-18728,-55,7,-9,2152,32538,-13640,25,-49,-7,10576,3214,-3130,-11,24,7,23478,12278,-2520,-38,-51,-28
3692,19754,-18604,-12,15,-3,2274,32341,-13962,10,-47,-10,10666,3200,-3164,-16,26,11,23530,12142,-2474,-38,-50,-26
3806,19358,-18716,-73,-11,5,2174,32337,-13704,-5,-38,-18,10528,3142,-3194,-33,28,14,23494,12164,-2480,-19,-44,-21
3744,19274,-18634,-3,11,9,2158,32362,-13778,3,-36,-17,10546,2998,-3158,-35,18,14,23464,12252,-2474,-18,-41,-20
3658,19682,-18636,-12,16,7,2076,32647,-13692,4,-45,-14,10626,3008,-3194,-29,21,15,23508,12228,-2426,-27,-46,-22
3632,19754,-18642,-22,8,6,2190,32560,-13836,21,-49,-15,10584,3032,-3282,-25,19,14,23572,12214,-2402,-17,-45,-19
3798,19474,-18666,-65,-14,0,2270,32561,-13930,21,-48,-16,10630,3050,-3258,-18,15,12,23548,12276,-2460,-14,-36,-18
3888,19548,-18704,-28,3,1,2182,32618,-13798,11,-33,-18,10602,3132,-3374,-17,18,13,23464,12298,-2522,-23,-34,-18
3620,19678,-18650,-45,3,-3,2222,32464,-13646,18,-52,-13,10494,3146,-3332,-23,12,16,23534,12222,-2536,-31,-39,-20
3694,19534,-18718,-53,-4,-8,2314,32409,-13842,23,-51,-11,10672,3104,-3308,-28,10,17,23578,12176,-2454,-33,-38,-17
3798,19550,-18712,-42,-10,-8,2256,32315,-13620,24,-41,-11,10722,2986,-3354,-28,23,14,23510,12166,-2522,-18,-29,-11
3936,19464,-18886,-49,0,8,2220,32453,-13738,22,-49,-11,10666,3022,-3426,-21,31,11,23566,12320,-2412,-22,-32,-10
3556,19430,-18652,-13,8,18,2304,32662,-13780,29,-49,-8,10598,3092,-3360,-23,36,11,23528,12174,-2482,-33,-37,-14
3598,19608,-18574,-39,-29,12,2336,32502,-13738,20,-46,-7,10462,3088,-3292,-21,26,13,23474,12186,-2430,-21,-35,-9
3886,19236,-18706,-15,-5,16,2314,32648,-13662,18,-47,-3,10520,3144,-3228,-15,12,16,23426,12348,-2480,-21,-34,-6
3592,19754,-18646,-4,-9,17,2308,32520,-13718,16,-48,-4,10634,3156,-3218,-17,16,14,23512,12332,-2490,-34,-47,-9
3918,19268,-18820,-50,-31,13,2372,32629,-13796,10,-49,-9,10678,3174,-3270,-28,33,9,23614,12230,-2570,-35,-48,-7
3708,19480,-18720,5,-3,4,2350,32720,-13722,-3,-45,-13,10496,3128,-3342,-40,46,5,23564,12234,-2536,-36,-28,-7
3708,19536,-18766,-35,-18,-17,2334,32576,-13732,-5,-40,-20,10446,3074,-3440,-41,39,4,23364,12182,-2436,-41,-21,-11
3732,19418,-18942,-26,-4,-21,2282,32657,-13640,12,-43,-20,10544,3050,-3298,-32,29,3,23422,12088,-2548,-50,-43,-13
3696,19546,-18954,-29,-9,-15,2286,32689,-13766,31,-50,-21,10622,3212,-3280,-21,21,9,23476,11982,-2422,-47,-55,-17
3774,19480,-18944,-43,-18,-4,2228,32707,-13762,29,-47,-20,10656,3204,-3292,-25,27,10,23498,12074,-2494,-27,-36,-13
3994,19384,-18864,-25,13,-5,2140,32531,-13688,20,-51,-17,10628,3270,-3244,-31,32,10,23374,12050,-2568,-34,-32,-15
3706,19676,-18790,-15,37,-9,2174,32461,-13700,27,-56,-16,10658,3244,-3186,-41,37,10,23422,12148,-2604,-12,-47,-11
3776,19548,-18748,-51,18,-18,2144,32606,-13800,20,-69,-17,10546,3152,-3340,-56,42,13,23516,12282,-2586,-14,-53,-9
3662,19714,-18810,-34,24,-14,2198,32379,-13780,17,-66,-19,10522,2954,-3240,-63,39,13,23508,12226,-2506,-27,-40,-13
3710,19580,-18762,-73,4,-11,2184,32435,-13732,6,-66,-15,10582,2830,-3192,-51,43,7,23468,12168,-2520,-33,-41,-12
3954,19320,-18788,-41,15,-7,2242,32442,-13774,40,-69,-12,10438,2928,-3276,-19,37,14,23514,12112,-2490,-30,-60,-12
3564,19762,-18806,-10,24,2,2202,32348,-13748,39,-62,-14,10498,3010,-3270,-11,22,13,23580,12108,-2576,-21,-46,-7
3856,19384,-18702,-55,-3,3,2202,32349,-13956,52,-63,-14,10670,3176,-3366,-8,23,15,23604,12272,-2488,-13,-46,-7
3840,19726,-18704,-4,23,12,2394,32338,-13942,34,-55,-17,10772,3188,-3364,-20,32,16,23526,12256,-2472,-22,-46,-12
3684,19614,-18708,-28,23,8,2092,32530,-13648,20,-42,-11,10614,3248,-3302,-20,44,22,23468,12156,-2442,-23,-49,-10
3476,19900,-18828,-25,12,12,1962,32546,-13622,18,-75,5,10502,3140,-3214,-31,32,26,23482,12232,-2418,-20,-46,-9
3778,19312,-18878,-89,-15,14,2616,32436,-13990,43,-82,7,10562,3096,-3188,-28,24,27,23532,12240,-2492,-27,-51,-13
3968,19190,-18854,-13,18,14,2124,32451,-13724,5,-48,3,10618,3152,-3240,-22,19,25,23582,12190,-2566,-30,-47,-13
3966,19296,-18702,-20,22,-1,2152,32455,-13666,6,-67,4,10614,3094,-3230,-30,28,19,23506,12118,-2578,-24,-31,-11
4000,19266,-18920,-5,59,1,2370,32392,-13736,23,-76,7,10542,3108,-3294,-28,36,16,23456,12198,-2484,-24,-33,-10
3506,19958,-18734,-2,42,7,2270,32466,-13910,21,-66,2,10530,3152,-3252,-28,20,20,23532,12130,-2458,-33,-47,-13
3718,19196,-18798,-92,-7,-3,2270,32400,-13846,2,-64,-9,10570,2996,-3286,-25,18,14,23436,12100,-2526,-29,-33,-13
3734,19530,-18774,-38,21,-11,2260,32689,-13776,19,-54,-7,10522,3144,-3256,-22,18,10,23444,12052,-2520,-33,-31,-16
3566,19604,-18870,-65,13,5,2088,32764,-13798,33,-51,-5,10562,3064,-3308,-21,22,7,23414,12010,-2478,-23,-48,-12
3616,19256,-18826,-66,-7,15,2242,32720,-13712,29,-64,-3,10494,3154,-3366,-26,23,6,23524,12218,-2528,-13,-54,-13
3736,19226,-18768,-29,-2,25,2376,32567,-13886,36,-55,-3,10528,3038,-3398,-26,23,3,23578,12192,-2504,-17,-37,-10
3746,19474,-18632,1,12,20,2304,32472,-13778,24,-50,-1,10574,3052,-3316,-16,20,2,23370,12278,-2412,-17,-32,-9
3738,19372,-18610,-4,25,5,2280,32334,-13810,12,-58,1,10546,3162,-3312,-11,16,2,23410,12190,-2530,-34,-49,-14
3582,19802,-18812,8,31,15,2298,32474,-13688,5,-66,-3,10522,3210,-3328,-17,18,0,23556,12132,-2454,-26,-55,-15
3750,19414,-18874,-81,-28,-7,2338,32692,-13706,24,-69,-3,10642,3124,-3310,-28,20,-3,23484,12114,-2522,-28,-38,-11
3752,19628,-18906,-12,12,8,2444,32333,-13784,28,-61,-7,10602,3110,-3242,-24,24,-2,23446,12168,-2586,-15,-48,-6
3828,19518,-18896,-64,-6,3,2336,32415,-13644,17,-57,-13,10580,3122,-3292,-23,26,0,23514,12220,-2512,-29,-55,-6
3758,19344,-18880,-6,27,9,2272,32718,-13652,34,-63,-12,10500,3182,-3252,-27,26,3,23534,12150,-2504,-26,-43,-5
3678,19742,-18796,-32,11,2,2264,32552,-13664,26,-72,-10,10656,3118,-3324,-29,12,6,23478,12200,-2454,-27,-35,-6
3738,19384,-18764,-47,7,-9,2264,32532,-13562,21,-68,-9,10652,3166,-3342,-24,16,7,23402,12110,-2466,-26,-43,-7
3642,19734,-18752,-49,19,-8,2326,32464,-13716,28,-68,-7,10514,3296,-3390,-24,21,7,23462,12154,-2494,-25,-49,-7
3748,19290,-18820,-76,0,-3,2278,32394,-13944,43,-62,-8,10544,3266,-3440,-37,20,5,23518,12200,-2472,-24,-52,-7
4166,19194,-18938,-57,11,-2,2208,32520,-13786,24,-57,-13,10576,3076,-3324,-45,27,3,23506,12232,-2424,-25,-54,-7
3432,19702,-18688,21,44,11,2196,32469,-13834,15,-61,-13,10630,3010,-3336,-34,28,4,23506,12184,-2604,-31,-53,-7
3736,19474,-18720,-90,-19,8,2264,32446,-13708,28,-64,-9,10560,3052,-3330,-31,30,0,23504,12168,-2542,-31,-54,-6
3946,19186,-18896,-7,13,12,2240,32401,-13820,33,-53,-9,10442,3120,-3378,-32,26,-2,23560,12084,-2514,-30,-54,-4
3644,19758,-18760,-22,24,11,2126,32485,-13796,5,-58,-21,10530,3016,-3268,-35,19,-3,23584,12170,-2592,-21,-48,-3
3696,19370,-18922,-42,5,7,2304,32433,-13776,0,-60,-14,10502,2996,-3280,-31,19,-4,23498,12186,-2484,-17,-42,-2
3756,19568,-18910,-40,8,5,2050,32523,-13610,19,-57,-8,10610,2992,-3212,-22,17,-6,23504,12152,-2522,-18,-45,-1
3648,19434,-18950,-37,10,4,2148,32323,-13776,52,-74,-4,10524,3038,-3272,-14,19,-5,23544,12236,-2574,-21,-37,-5
3768,19466,-18878,-54,-2,-2,2238,32524,-13898,33,-57,-5,10506,3154,-3256,-19,17,-3,23468,12146,-2530,-30,-36,-7
3900,19208,-18956,-39,13,-3,1988,32580,-13732,2,-51,-6,10518,3054,-3314,-32,9,0,23484,12176,-2524,-18,-44,-7
3728,19816,-18844,-20,12,0,2138,32630,-13684,34,-77,2,10662,3008,-3284,-31,7,-1,23508,12154,-2502,-28,-43,-10
3820,19192,-18744,-64,6,-3,2362,32535,-13794,36,-70,3,10658,2966,-3444,-29,24,-5,23428,12038,-2410,-26,-38,-8
3662,19596,-18828,1,34,-1,2114,32729,-13770,11,-64,-4,10496,2966,-3406,-20,33,-6,23464,12156,-2546,-15,-49,-7
3548,19680,-18760,-40,11,0,2294,32613,-13748,21,-67,-10,10478,3072,-3308,-10,19,-3,23512,12276,-2574,-13,-52,-5
3728,19428,-18764,-49,0,-6,2274,32694,-13844,27,-55,-15,10714,3144,-3312,-8,10,-2,23528,12252,-2450,-22,-43,-6
3838,19630,-18712,-30,17,-4,2128,32432,-13678,14,-50,-19,10582,3072,-3264,-8,19,0,23450,12164,-2578,-32,-43,-9
3914,19418,-18790,-54,1,10,2146,32763,-13772,5,-62,-19,10492,3238,-3260,-4,15,3,23524,12132,-2570,-26,-55,-11
3910,19272,-18874,-23,24,15,2296,32504,-13750,-8,-56,-21,10534,3186,-3248,-22,20,4,23532,12216,-2540,-17,-56,-12
3460,19812,-18722,1,40,13,2228,32618,-13726,5,-47,-26,10582,3052,-3248,-26,14,4,23558,12180,-2546,-25,-39,-10
3508,19654,-18706,-71,-17,-3,2194,32489,-13664,20,-53,-20,10600,3026,-3260,-25,25,1,23514,12118,-2562,-28,-38,-8
3934,19196,-18768,-69,-14,-6,2158,32507,-13666,30,-62,-12,10588,3076,-3236,-21,29,-3,23464,12144,-2518,-19,-44,-5
3882,19414,-18810,-30,14,-4,2314,32387,-13760,21,-59,-13,10622,3024,-3322,-22,25,-5,23518,12184,-2532,-18,-42,-7
3696,19518,-18850,-23,38,0,2214,32733,-13602,5,-52,-14,10528,3042,-3284,-13,21,-6,23422,12224,-2542,-24,-43,-12
3498,19680,-18898,-37,22,-1,2160,32623,-13734,8,-66,-14,10588,3054,-3422,-11,21,-2,23490,12062,-2578,-27,-51,-13
3668,19508,-18842,-51,-2,-1,2418,32499,-13694,22,-68,-15,10626,3124,-3456,-6,27,1,23520,12192,-2506,-17,-49,-11
3858,19474,-18682,-66,-1,-2,2224,32458,-13774,24,-58,-19,10520,3228,-3314,-13,33,3,23504,12112,-2484,-24,-43,-14
3720,19464,-18724,-45,17,-2,2060,32514,-13646,2,-55,-23,10542,3190,-3352,-24,28,2,23484,12066,-2614,-20,-38,-15
3652,19630,-18758,-51,5,-2,2320,32607,-13848,18,-77,-20,10688,3098,-3292,-21,29,3,23402,12110,-2528,-15,-48,-15
3726,19298,-18732,-66,-16,-3,2216,32381,-13668,-2,-30,-25,10676,3172,-3332,-20,34,6,23530,12210,-2592,-11,-50,-16
3810,19368,-18712,-38,-8,0,2038,32370,-13678,19,-50,-18,10604,3168,-3320,-22,37,4,23502,12196,-2526,-18,-37,-16
3620,19396,-18580,-27,2,3,2288,32483,-13656,29,-61,-8,10658,3140,-3336,-29,40,4,23474,12124,-2452,-23,-48,-15
3604,19510,-18730,-22,-1,4,2216,32490,-13712,20,-49,-6,10686,3138,-3326,-29,41,3,23642,12178,-2546,0,-59,-9
3638,19526,-18812,-32,-22,3,2242,32460,-13712,26,-57,-6,10574,3134,-3318,-28,42,8,23628,12328,-2588,-4,-37,-11
3860,19344,-18870,-45,-27,3,2202,32421,-13686,22,-56,-7,10462,3192,-3292,-32,29,11,23414,12240,-2534,-17,-26,-13
3764,19446,-18846,-8,1,7,2132,32611,-13634,8,-55,-9,10544,3106,-3316,-30,31,9,23372,12162,-2484,-17,-43,-14
3632,19662,-18814,-30,-9,4,2064,32735,-13628,25,-60,-7,10606,3154,-3218,-28,37,6,23410,12104,-2486,-20,-48,-17
3784,19424,-18850,-49,-24,-6,2182,32390,-13750,31,-72,-2,10492,3088,-3208,-28,46,6,23414,12150,-2522,-9,-40,-15
3652,19548,-18860,-33,-18,-13,2140,32354,-13596,27,-63,-4,10530,3128,-3266,-32,43,10,23416,12282,-2514,-14,-54,-8
3916,19350,-18872,-63,-18,-17,2218,32551,-13730,33,-64,-10,10422,3108,-3176,-31,33,9,23514,12158,-2480,-22,-54,-5
3718,19464,-18822,-18,12,-9,2242,32359,-13658,23,-61,-14,10396,3252,-3296,-13,20,9,23514,12176,-2470,-16,-48,1
3740,19284,-18826,-71,-5,-1,2178,32660,-13714,11,-61,-12,10352,3222,-3160,-22,12,10,23448,12230,-2396,-22,-52,-3
3672,19422,-18676,-16,17,3,2098,32632,-13620,16,-69,-9,10582,3132,-3270,-28,5,9,23482,12140,-2578,-23,-67,-4
3712,19410,-18768,-63,-10,-7,2188,32611,-13790,34,-75,-9,10622,3152,-3302,-34,15,7,23518,12216,-2542,-13,-61,0
3778,19208,-18796,-31,1,-10,2206,32742,-13758,18,-66,-12,10630,3046,-3282,-34,15,6,23502,12302,-2448,-21,-53,1
3650,19358,-18680,-38,0,-18,2152,32669,-13770,19,-60,-16,10508,3074,-3266,-27,18,6,23430,12170,-2516,-27,-54,-1
3694,19330,-18834,-27,3,-18,2030,32499,-13702,24,-63,-11,10540,3102,-3338,-27,13,5,23450,12184,-2508,-23,-65,0
3532,19520,-18772,-31,-1,-11,2162,32503,-13730,34,-77,-10,10668,3034,-3394,-26,17,5,23530,12218,-2534,-21,-61,3
3654,19448,-18802,-46,-21,-1,2154,32649,-13806,23,-68,-14,10490,3124,-3340,-25,15,4,23534,12222,-2454,-21,-54,1
3446,19420,-18756,-25,-2,5,2150,32363,-13802,5,-59,-21,10730,3180,-3362,-35,9,3,23556,12302,-2512,-19,-52,-1
3640,19572,-18686,-41,-21,-4,2016,32668,-13544,5,-62,-17,10664,3078,-3250,-29,25,-2,23548,12198,-2532,-24,-44,-1
3780,19128,-18870,-30,-2,-6,2156,32447,-13772,31,-79,-11,10484,3156,-3312,-14,26,2,23470,12188,-2408,-18,-34,-1
3630,19608,-18754,0,8,-5,2226,32437,-13832,33,-66,-7,10572,3194,-3326,-26,26,6,23428,12310,-2448,-18,-47,-3
3700,19302,-18790,-44,-4,-3,2200,32765,-13842,21,-53,-12,10492,3152,-3278,-31,22,0,23440,12236,-2590,-20,-61,-5
3582,19652,-18722,-8,2,2,2116,32433,-13744,20,-59,-9,10578,3088,-3278,-24,18,4,23522,12298,-2512,-17,-52,-3
3752,19280,-18882,-64,-18,5,2290,32455,-13724,31,-64,-9,10582,3180,-3298,-36,19,6,23412,12288,-2518,-31,-43,-7
3660,19204,-18846,10,17,13,2332,32577,-13740,32,-49,-11,10604,3054,-3316,-39,19,7,23444,12236,-2462,-32,-50,-10
3594,19802,-18704,-7,-7,14,2244,32368,-13648,23,-39,-15,10650,3076,-3412,-30,24,9,23460,12136,-2484,-28,-52,-9
3624,19258,-18728,2,7,19,2190,32446,-13708,33,-43,-8,10526,3032,-3306,-30,28,7,23500,12158,-2426,-15,-50,-9
3626,19648,-18672,-24,-1,15,2208,32328,-13604,42,-45,-5,10550,3102,-3378,-22,18,9,23494,12336,-2532,-11,-54,-2
3824,19262,-18752,-28,-10,11,2188,32716,-13726,24,-43,-4,10608,3104,-3398,-23,23,12,23526,12342,-2442,-26,-55,-3
3670,19454,-18684,-16,0,8,2296,32354,-13666,12,-43,-8,10542,3170,-3290,-20,25,15,23526,12256,-2440,-40,-46,-3
3638,19458,-18742,-20,-10,1,2244,32442,-13590,4,-36,-5,10570,3128,-3216,-34,24,13,23476,12146,-2432,-36,-45,-3
3756,19506,-18740,-21,-5,0,2224,32464,-13684,4,-52,-3,10624,3076,-3278,-31,25,11,23572,12188,-2544,-28,-54,-2
3630,19586,-18874,-16,5,5,2372,32743,-13662,10,-44,-5,10538,3096,-3234,-25,19,10,23582,12122,-2470,-29,-46,-4
3524,19632,-18832,-38,5,6,2280,32573,-13906,16,-35,-13,10584,3156,-3268,-25,21,11,23470,12078,-2442,-22,-30,-5
3616,19572,-18720,-39,6,0,2140,32540,-13596,16,-29,-12,10642,3142,-3272,-27,23,12,23400,12256,-2476,-19,-41,-3
3574,19494,-18618,-66,-2,-1,2108,32427,-13706,27,-43,-7,10648,3108,-3348,-26,27,15,23454,12196,-2494,-27,-50,-3
3758,19324,-18762,-55,0,2,2246,32560,-13796,19,-60,-6,10548,3128,-3364,-28,37,16,23590,12136,-2564,-21,-47,1
3694,19316,-18794,-34,17,11,2258,32694,-13840,24,-44,-8,10472,3120,-3210,-37,25,11,23462,12314,-2470,-4,-43,10
3512,19544,-18692,-37,-1,11,2068,32705,-13810,17,-38,-12,10614,3024,-3204,-31,19,10,23448,12440,-2480,-21,-42,9
3688,19260,-18782,-57,-22,10,2112,32653,-13732,15,-47,-12,10668,3036,-3268,-26,28,8,23482,12328,-2502,-31,-48,7
3666,19444,-18726,-28,-18,7,2208,32584,-13902,39,-49,-8,10564,3070,-3324,-23,33,7,23536,12224,-2524,-25,-47,10
3804,19490,-18840,-49,-26,7,2124,32672,-13842,39,-48,-6,10434,3136,-3280,-22,32,9,23486,12198,-2432,-26,-41,6
3968,19324,-18892,-35,13,8,2134,32503,-13756,19,-48,-9,10508,3128,-3314,-25,20,9,23414,12220,-2418,-24,-43,5
3742,19670,-18824,-14,18,11,2196,32551,-13732,23,-51,-11,10492,3136,-3290,-25,16,5,23402,12260,-2476,-23,-50,4
3506,19382,-18822,-60,14,6,2220,32473,-13664,15,-52,-15,10632,3064,-3224,-23,26,2,23482,12240,-2474,-26,-52,4
3750,19428,-18894,-61,-12,3,2216,32611,-13786,24,-48,-18,10502,3104,-3296,-20,30,2,23450,12200,-2480,-24,-46,2
3936,19092,-18908,-67,-10,7,2176,32392,-13644,14,-47,-20,10546,3102,-3238,-14,22,2,23396,12240,-2480,-26,-42,-3
3900,19266,-18702,-20,24,3,2142,32561,-13732,25,-51,-19,10548,3138,-3302,-15,21,2,23322,12276,-2474,-24,-54,-5
3706,19392,-18720,-30,34,-3,2156,32689,-13662,27,-59,-16,10562,3138,-3350,-18,21,2,23460,12248,-2574,-27,-59,-6
3688,19302,-18662,-31,32,-17,2250,32636,-13796,28,-66,-20,10588,3098,-3302,-17,23,2,23504,12180,-2468,-25,-43,-5
3750,19252,-18864,-45,31,-27,2088,32576,-13744,14,-50,-28,10624,3260,-3270,-13,25,3,23444,12322,-2564,-20,-45,-11
3832,19342,-18746,-27,29,-29,2132,32437,-13822,3,-67,-28,10686,3244,-3308,-14,26,7,23408,12276,-2568,-32,-52,-15
3692,19300,-18700,-34,36,-25,2286,32382,-13732,15,-62,-27,10572,3146,-3286,-25,30,8,23478,12256,-2524,-27,-51,-12
3590,19428,-18690,-25,35,-23,1968,32544,-13632,19,-42,-25,10606,3234,-3326,-27,31,11,23404,12320,-2476,-25,-54,-12
3516,19636,-18572,-38,17,-24,2210,32682,-13768,26,-71,-21,10564,3164,-3300,-32,31,11,23548,12220,-2548,-37,-47,-16
3610,19850,-18900,-33,18,3,2184,32314,-13642,4,-36,-23,10606,3134,-3278,-23,26,16,23418,12254,-2516,-29,-38,-14
3244,19584,-18780,-92,10,5,2022,32351,-13542,21,-53,-19,10632,3106,-3336,-22,29,18,23448,12212,-2546,-34,-51,-12
3378,19470,-18666,-44,17,5,2322,32403,-13634,29,-69,-15,10564,3206,-3308,-16,31,21,23538,12268,-2524,-24,-64,-9
3486,19376,-18572,-107,-44,-5,2306,32503,-13746,-4,-53,-17,10544,3244,-3340,-22,30,21,23550,12426,-2532,-27,-39,-9
