A1x,A1y,A1z,G1x,G1y,G1z,A2x,A2y,A2z,G2x,G2y,G2z,A3x,A3y,A3z,G3x,G3y,G3z,A4x,A4y,A4z,G4x,G4y,G4z,A5x,A5y,A5z,G5x,G5y,G5z,A6x,A6y,A6z,G6x,G6y,G6z
-22736,-52,8520,7262,32767,2495,-11880,12196,-3040,-2021,4859,23681,-5212,15988,60,4273,243,15384,-15116,928,-2340,147,-47,5289,-13900,-5736,-48,-730,-432,76,-13408,-692,7416,-678,572,-19
-27596,368,9192,8275,32767,605,-11316,14600,-4972,-1998,5759,23246,-4640,15104,-660,2633,-507,14232,-15880,-224,-2408,-117,212,6536,-14136,-5924,-508,-664,-87,567,-13664,-768,7416,-383,676,-271
-20292,2192,5084,5293,30104,1083,-9552,11548,-3560,-573,6303,23367,-4096,14476,-228,3234,845,15385,-15200,-420,-2648,1323,227,7720,-14544,-6228,-164,360,46,706,-14188,-840,7216,-4,848,-78
-12780,856,3596,3006,29095,1173,-7456,8724,-996,-951,5850,21290,-3152,15112,-324,2349,659,15054,-15844,1036,-2280,1681,561,7761,-15168,-5784,-44,305,-565,862,-14696,-576,7324,-21,739,-14
-6152,2084,4404,1474,28563,-523,-4952,3912,232,-2751,4344,17186,-3020,14928,148,2096,1938,12314,-15756,1024,-2284,2174,-53,6467,-15048,-5956,-440,-362,-873,963,-14492,-368,7452,74,474,115
-3116,1464,8848,-1941,25478,-1582,-2576,2324,816,-2785,2794,11400,-2908,15260,-112,540,1456,8029,-16100,1248,-2612,582,-525,4142,-14740,-6164,-532,-760,-811,759,-14216,-408,7348,-269,446,276
-1716,428,13080,-2004,12478,-2953,-724,1376,656,-2032,1298,5310,-2512,14856,-252,-111,214,3444,-15676,940,-2096,96,-704,2011,-14640,-6412,-244,-1477,-509,490,-14468,-504,7076,-381,285,323
688,4224,10080,-694,-1272,-1486,-100,1804,412,-283,-20,-1004,-2444,14880,-292,-237,-303,-298,-15692,1256,-2588,-829,-323,-206,-14692,-6652,56,-1456,-573,-100,-14328,-444,7332,175,-147,102
-2652,4412,9036,454,-12717,3271,-1184,3784,288,-203,-1575,-6755,-2772,14896,-712,-876,-591,-3852,-15392,1464,-2744,-1538,-623,-2637,-14452,-6276,-128,-913,-500,-578,-14020,-288,7328,271,-252,-248
-7252,1856,4888,1877,-22230,4878,-3000,6212,52,175,-3111,-11311,-3080,14604,-584,-1362,-1826,-7304,-15500,496,-2424,-1931,-587,-4419,-14312,-6048,-280,-1252,158,-763,-13888,-384,7768,65,-172,-445
-12104,2832,2684,-2403,-26771,3286,-4520,9592,-972,808,-4239,-14245,-2860,14808,-644,-877,-1510,-8873,-15244,-364,-2232,-1232,-290,-5184,-14156,-5780,-56,-2097,-33,-994,-13476,-356,7736,-234,124,-398
-15552,1572,3920,-4269,-29061,1637,-6372,11796,-2244,807,-5166,-16417,-3664,15256,-892,-926,-500,-9739,-15816,-64,-2680,-792,151,-5494,-14384,-5904,-8,-1545,21,-1339,-13780,-268,7484,-328,269,-233
-16424,320,1128,-3829,-32768,449,-8072,11060,-2560,960,-5231,-17771,-4448,15624,-420,-1701,507,-11027,-16084,796,-2300,-412,356,-5637,-14932,-6192,-288,-1713,133,-1536,-14180,-380,7764,-105,203,-103
-14960,2508,876,-3813,-29582,1134,-9608,11024,-2448,910,-4837,-19388,-5216,15540,-12,-2288,827,-12561,-16540,168,-1560,-200,612,-6018,-14968,-6276,44,-1775,-124,-1603,-14376,-628,7808,-219,47,-12
-18132,80,6712,-4722,-30220,9,-10712,11412,-2600,-431,-4817,-20689,-5056,15944,628,-3642,-54,-13637,-16080,-40,-1736,-786,612,-6027,-14572,-6188,408,-1623,-121,-1432,-14216,-504,7632,-102,67,2
-15832,4,6052,-4202,-28164,331,-11972,10028,-2092,-711,-4359,-22618,-5624,15468,252,-5242,-709,-15578,-16388,652,-1620,-469,-94,-6322,-14784,-6116,88,-1066,135,-1148,-14168,-432,7764,-20,-220,145
-17908,1248,9976,-4673,-27241,-831,-13948,10748,-2832,-22,-3739,-23345,-6792,14388,868,-5218,-1463,-17004,-15508,-216,-1884,-321,-390,-6762,-14504,-6068,-380,-817,398,-901,-14084,-640,7392,-44,-348,181
-18164,144,9764,-2156,-28919,-925,-15012,10208,-2816,1636,-2744,-23355,-7344,13828,1052,-4500,-1586,-17296,-15356,-480,-1768,141,-919,-6838,-14132,-5740,-284,-752,420,-398,-13668,-512,7556,-162,-194,185
-18568,-1844,9836,-1735,-26649,-3547,-16648,10488,-2048,3749,-2154,-22803,-8288,12512,1336,-2219,-1477,-17577,-15152,-700,-2060,1163,-515,-6199,-14196,-6156,-36,-466,346,121,-13816,-624,7716,-396,-127,256
-21948,-332,13452,-3222,-25142,-6839,-18832,12080,-4300,5946,-1793,-21548,-10952,12128,1312,-600,-703,-16885,-15880,-3492,-2748,823,634,-4514,-14120,-6300,-488,-856,305,323,-13512,-456,7488,-363,65,318
-18592,3996,11356,-2253,-22236,-5134,-19480,12328,-3868,6312,-1536,-19435,-12060,12480,796,945,-1135,-17077,-16364,-2992,-2016,2871,-495,-3751,-14144,-6412,-904,-305,504,137,-13716,-672,7512,-455,273,402
-14192,616,12272,-1154,-19568,-2987,-17444,9396,-2432,4391,-2204,-18232,-11032,13716,1440,273,-2037,-15654,-15740,-1356,-2460,2455,-523,-2910,-14556,-6364,-548,-648,401,191,-14160,-876,7604,-480,206,585
-18556,-412,14572,-2224,-17775,-5861,-19472,10872,-4116,4249,-1925,-17196,-13316,10256,1268,-1589,-1304,-13786,-16036,-3148,-1540,-442,223,-1742,-14168,-6380,-592,-1758,-94,317,-13980,-812,7124,-229,156,251
-18064,2180,11024,-781,-14376,-4470,-19572,10792,-4556,4493,-1452,-13281,-14120,8548,2056,598,-2209,-12333,-15432,-5512,-1528,-128,-77,-1252,-14220,-6784,-404,-1137,465,297,-13852,-544,7516,-193,232,200
-13748,1980,12180,-1226,-10921,-1783,-16684,9300,-3552,3851,-1073,-10760,-12268,11400,1612,1266,-1258,-9634,-15660,-3252,-1328,1593,257,-1224,-14748,-6784,-504,-766,-27,8,-14156,-772,7444,-544,163,230
-10364,-432,14860,-1245,-10672,-352,-15132,6216,-2836,996,-1175,-10819,-11604,11884,1020,-553,223,-7635,-15932,-572,-1640,763,361,-557,-14212,-6128,-196,-475,-577,171,-14064,-872,7320,27,-17,177
-11764,612,12292,-1598,-9829,-307,-16720,6528,-4128,-645,-555,-9740,-13072,7060,1608,-2648,118,-7621,-15628,-2116,-1452,-1979,-33,135,-14196,-5636,-692,-1100,-471,555,-13880,-960,7528,322,35,136
-11336,516,11828,-1792,-7032,1518,-16712,6216,-3252,-670,103,-7429,-13544,8572,1268,-1419,828,-6236,-15028,-3760,-2356,-2903,-486,122,-14144,-5992,-672,-1165,-194,802,-13684,-520,7816,-2,145,167
-8900,-452,11788,-1300,-4248,955,-16476,4620,-1468,-1485,-242,-6201,-13716,8456,620,-1874,503,-4949,-15140,-2980,-2988,-2028,361,684,-14292,-6404,-696,-1175,-494,854,-13724,-424,7600,-532,442,153
-3932,-1212,7564,3133,976,169,-16332,768,-908,-244,-1001,-5766,-14316,7712,1300,-1072,-480,-4485,-15572,-2060,-3260,-1581,853,1251,-14312,-5768,-956,-900,-124,1097,-13844,-560,7364,-572,599,341
-13536,4360,14320,8263,10719,1371,-17144,4580,-3376,781,-1365,-5368,-14960,5728,2472,664,-823,-3542,-15928,-3468,-2344,-1071,677,1990,-14796,-5284,-1264,-1188,299,1511,-14352,-836,7184,-538,663,486
-14692,3572,12132,2438,-4417,2980,-18472,6824,-2528,1089,84,-18,-16368,5824,2828,1769,-927,-648,-16292,-6700,-1120,157,808,1714,-15168,-6472,-1268,-1626,852,1539,-14636,-164,7544,-334,219,589
-8188,944,17816,1689,-4591,1498,-15888,1056,-804,-289,-42,204,-14208,6420,3288,524,93,845,-16268,-3744,-1180,2304,295,1181,-15024,-7248,176,-208,156,740,-14268,128,7356,-432,32,513
-6740,364,17100,-1604,-3064,-2030,-16556,-280,-260,1309,228,807,-15260,5212,3112,832,-479,549,-15492,-3596,-988,1595,-199,1050,-14372,-5624,-84,1139,-600,303,-13632,-48,7196,-568,151,394
-11392,1912,18584,-5893,-6340,-3303,-16772,3284,-2344,1037,532,2124,-14864,5256,2988,370,-33,1332,-15524,-4492,-1200,-395,23,331,-14464,-5628,-900,-857,-501,-18,-13720,-544,7524,-264,208,262
-7292,2524,13060,-949,-4484,1056,-17016,3196,-1928,-373,621,3242,-14968,7004,2116,313,359,2860,-16112,-3924,-2112,-1071,88,-19,-14904,-6604,-980,-3103,-719,-321,-14348,-464,7296,-229,-5,371
-7172,968,14388,54,-2655,2572,-17352,3888,-1580,-2179,222,4091,-14640,8300,2140,-918,245,4099,-15960,-3672,-2180,-1165,-192,-118,-14684,-6444,-228,-3013,-1001,-603,-14308,-360,7304,-1,-116,149
-8040,-1604,12856,311,698,1692,-18068,4248,-1996,-4243,49,4930,-15492,7692,2324,-2173,736,5554,-16052,-4092,-1944,-906,-122,17,-14804,-6160,-784,-2092,-932,-825,-14048,-468,7348,2,-126,19
-10796,-1456,12012,-387,4930,-679,-17208,5420,-2784,-3112,283,7523,-14696,5832,2304,-985,630,7720,-15716,-4976,-1732,-651,-7,-158,-14592,-6780,-784,-2107,-789,-1121,-14136,-568,7668,338,-222,-189
-13032,-228,13420,-1314,9945,-2590,-18568,7888,-2832,-1867,682,11005,-14668,7852,1848,783,358,10147,-15412,-4800,-2340,-483,203,-540,-13972,-7176,-460,-788,-656,-1545,-13548,-516,7656,261,-276,-287
-13620,1184,11996,228,14382,-2102,-18708,8848,-3444,-2041,1036,14167,-13780,8880,1896,1649,171,12815,-15892,-4168,-2068,385,471,-38,-14032,-6988,-520,248,-281,-1811,-13724,-840,7596,85,17,-480
-14224,2096,13524,1569,19520,743,-18752,9272,-3288,-2229,1204,16851,-12556,10900,1400,3099,-133,14430,-15364,-1940,-2052,1160,211,948,-14188,-6376,-716,-185,-395,-1573,-13652,-1272,7804,559,74,-575
-13680,1212,13436,1728,21802,2960,-18204,9252,-2692,-3773,1191,18015,-11056,13076,1228,2002,-175,14976,-15640,-328,-2008,-616,528,2239,-14448,-5808,-396,-51,-517,-1008,-14040,-1408,7680,664,60,-610
-13736,-88,7800,3215,27762,3229,-17680,8384,-2444,-4745,909,18728,-10844,12384,1132,1133,-285,14753,-15704,-936,-2572,-1930,706,3230,-14420,-5816,-104,-403,-664,-390,-14184,-1004,7560,1179,-69,-523
-16844,296,5520,5205,32767,4010,-16748,8692,-2888,-3459,598,19391,-10500,12060,1384,2723,-1038,14376,-15636,-1408,-2484,-1780,979,4213,-14584,-5920,-184,-653,-581,-4,-13984,-332,7732,1170,49,-341
-26684,-588,11012,7321,32767,3454,-17752,12744,-4200,-1626,1643,20806,-10264,12576,972,4019,-515,13760,-15572,-2368,-2252,-1003,1024,4938,-14516,-5604,-168,-601,-676,295,-13656,-52,7828,647,57,-85
-27132,2000,11772,7094,32767,2812,-17084,13076,-4484,-1004,2745,22529,-8944,14192,1176,4036,5,14360,-16108,-1800,-2144,-455,1237,5742,-14240,-5588,-468,-808,-711,355,-13576,-260,7660,325,427,183
-27336,1852,10988,6591,32767,3141,-16852,13708,-4532,-1698,3826,23942,-8344,14244,1096,3685,926,15308,-16004,-812,-2432,-622,693,6073,-14492,-6008,-456,-871,-497,392,-13964,-504,7496,-386,495,514
-22864,740,8660,5289,30122,2475,-14768,12328,-3480,-1772,4742,24175,-6992,14876,544,4301,2099,16032,-15860,-36,-2116,-544,266,6044,-14508,-6048,-32,-956,-527,660,-14052,-532,7512,-184,383,666
-19872,600,7004,4099,28227,468,-12920,10704,-2908,-1348,5401,23517,-6036,14736,556,3738,1554,15762,-15772,-128,-1688,190,389,6367,-14764,-6000,100,-862,-526,1044,-14140,-444,7508,40,221,640
-17596,924,6172,2683,26957,-1350,-10748,10408,-2504,-1332,5671,22174,-4836,15140,540,2951,791,14280,-15976,800,-2292,-708,-14,6636,-14480,-6016,-168,-679,-829,1198,-14096,-416,7432,20,180,535
-15556,1616,4712,2237,23925,-1877,-9084,9632,-2308,-999,5872,20488,-4676,15164,12,2312,562,13163,-16040,616,-1928,153,-223,6935,-14648,-6260,-408,-196,-699,1272,-14004,-168,7448,40,324,401
-16228,1524,4232,836,22132,-2145,-7764,10996,-2856,-698,5942,18183,-4472,15372,-56,2282,209,12317,-16284,-96,-2188,-56,-348,6723,-14548,-6216,-48,-314,-662,1189,-14044,-164,7508,-145,101,361
-12240,2052,1724,884,18580,-1325,-6176,9484,-1920,-1326,5429,16339,-3332,15356,-60,1832,920,11133,-15740,708,-1868,411,-377,6371,-14712,-5956,-232,-808,-618,1018,-13992,-48,7420,-53,334,300
-7324,2080,1436,-855,17530,-812,-4420,7400,-656,-2170,4573,13126,-2796,14992,84,1109,2101,9254,-15820,1144,-2156,-90,-268,5054,-14712,-5964,-304,-539,-1138,587,-14176,-244,7532,-438,166,392
-4392,1740,3080,-1450,15338,-1088,-2964,4924,552,-2945,3016,8844,-3268,15092,-60,119,2130,6191,-15816,848,-2312,-209,-738,3351,-14552,-6280,-628,-1554,-1172,329,-14152,-416,7292,-403,165,335
-2572,2232,4768,-2382,10465,-1465,-1272,4092,644,-2075,1642,3940,-3028,14892,8,-329,859,3002,-15520,672,-2512,-523,-752,1450,-14508,-6476,-276,-1775,-743,79,-13988,-416,7460,-222,-8,240
-2068,2456,5948,-2232,2423,-1222,-532,4096,976,-744,244,-934,-2084,14524,-112,-297,211,-540,-15424,1292,-2340,-492,-401,-732,-14552,-6380,-104,-1469,-849,-415,-14100,-492,7360,88,-70,26
-4328,2888,5832,-434,-7140,-366,-1020,6084,176,600,-1159,-5588,-2496,14784,-896,-581,-783,-3826,-15472,1208,-2700,-1037,-584,-2556,-14316,-6344,-440,-849,-252,-539,-14080,-348,7448,348,-138,-272
-9648,3380,5432,57,-17138,1462,-1956,9448,-1236,1326,-2306,-8955,-2256,14796,-1180,-386,-1650,-5998,-15128,684,-2612,-1008,-247,-3742,-14176,-5864,-388,-999,261,-644,-13852,-76,7832,199,-33,-339
-12680,3680,-48,-1283,-25309,3100,-3692,11068,-1572,1422,-3463,-11131,-2900,15416,-756,-139,-1231,-7105,-15580,344,-2516,-795,336,-4373,-14224,-5736,-232,-1482,248,-873,-13380,72,7596,146,259,-327
-14896,768,-3184,-1667,-24531,3064,-5400,12804,-2560,1235,-4243,-12555,-3768,15160,-860,-118,-803,-7983,-15924,-344,-2312,-27,385,-4846,-14436,-5940,-464,-1742,386,-1343,-13660,220,7524,-319,507,-159
-16876,304,-48,-2467,-24512,1512,-6396,13524,-2936,877,-4570,-13590,-3872,15860,-828,-442,-135,-8526,-16080,288,-2404,236,755,-5295,-14540,-6128,-464,-1788,482,-1633,-14048,16,7668,-402,713,-9
-14324,-244,-1348,-2201,-25551,265,-6868,11120,-2824,1220,-4417,-14769,-4264,15816,-224,-1235,703,-9387,-16076,272,-2072,431,788,-5518,-14788,-6112,-100,-1906,398,-1741,-14204,-272,7176,-609,610,98
-15524,120,2400,-3154,-23061,-620,-7816,11464,-3296,1268,-3968,-16276,-4348,15348,176,-1385,307,-10973,-16264,16,-1656,-226,896,-5814,-14924,-6340,-72,-1816,496,-1596,-14332,-408,7128,-276,256,19
-17460,324,6740,-3730,-25171,-1200,-8684,11548,-3648,1460,-3335,-17630,-4584,15324,-276,-1880,729,-12055,-15772,-20,-2104,-701,908,-6067,-14776,-6196,-100,-1566,420,-1390,-14488,-436,7400,-172,131,23
-14664,388,4176,-3242,-26083,-775,-10164,9856,-3132,1656,-2901,-19127,-5664,15076,336,-2890,156,-13742,-15968,148,-1588,-300,703,-6230,-14552,-6060,-256,-635,485,-1159,-14196,-240,7416,63,-76,29
-14252,1172,8324,-5328,-24789,-1323,-11364,9504,-2224,920,-3020,-20750,-5516,15012,448,-3538,-577,-15151,-15916,472,-2184,-373,261,-6338,-14620,-5716,-420,-646,286,-876,-14104,-392,7452,-128,-6,154
-15120,1772,10968,-4737,-26675,-2599,-12572,8940,-2308,666,-2946,-22411,-5892,15108,-212,-4630,-820,-16198,-15344,824,-3368,-1714,-308,-6098,-14192,-5560,-600,-1181,112,-260,-13560,-196,7452,-170,103,219
-17672,680,10584,-2400,-27309,-1913,-15792,10212,-2516,1521,-2446,-22970,-8092,13296,712,-4872,-1038,-17009,-15264,-1208,-2228,-732,-683,-5335,-13904,-5944,-984,-1510,349,129,-13868,-204,7248,-344,516,339
-18248,200,10328,-1562,-24916,-3053,-17780,10924,-2156,3219,-2240,-21947,-9996,11980,1212,-2348,-985,-17176,-15280,-1436,-2504,-52,-451,-5286,-14120,-6184,-740,-1522,660,393,-13932,-324,6972,-726,666,469
-19944,1984,13476,-2971,-22283,-4841,-18180,11960,-3380,5243,-2380,-20541,-10868,12836,824,-250,-1224,-16348,-15700,-2916,-2724,1196,229,-3371,-14168,-6740,-620,-984,248,568,-13984,-404,7128,-868,780,407
-18644,2800,12408,-756,-21522,-3903,-19332,12572,-3780,5366,-2456,-18772,-12496,12920,448,377,-1366,-15346,-16028,-3652,-2572,1550,-45,-1993,-14400,-6996,-836,-699,-2,640,-14028,-520,7200,-850,591,396
-20688,1028,12196,193,-18140,-2953,-19656,12984,-3916,4122,-2500,-15772,-13800,10488,1580,-127,-2424,-13247,-16168,-4572,-2268,2089,-173,-1423,-14400,-7144,-1148,-656,394,309,-14508,-520,7144,-550,627,66
-16232,1748,11864,-970,-15005,-2822,-18016,10444,-4104,4281,-2375,-12963,-12892,11664,1224,534,-2647,-11355,-16028,-3296,-1744,2256,-452,-1272,-14696,-6648,-560,-598,190,103,-14308,-428,7476,-477,348,41
-13416,-156,14748,123,-13552,-1130,-16792,7580,-3672,2435,-1994,-11656,-12408,10932,2100,-479,-1846,-10186,-15980,-2412,-1696,1408,115,-820,-14924,-6092,-560,-651,-301,117,-14464,-628,7236,-328,60,86
-11572,-1216,12088,323,-11813,-1522,-16596,6196,-3240,2636,-1421,-10828,-12968,9520,1736,-866,-1249,-9431,-16004,-2312,-1560,-574,-455,-513,-14612,-6116,-512,-963,-281,327,-14304,-560,7280,74,-122,24
-12000,216,13928,-1622,-10353,-2586,-16112,6312,-3428,3034,-1015,-9668,-12364,8792,1676,234,-642,-7793,-15172,-3108,-1720,-952,-487,-8,-14240,-6316,-392,-607,-394,618,-14172,-600,7428,-38,12,-8
-9368,1632,13160,-1519,-9218,-521,-16208,5736,-2788,1547,-1053,-9066,-12572,10160,1076,-220,-763,-7621,-15284,-2268,-2368,224,369,511,-14324,-6180,-396,415,-672,873,-13804,-492,7416,-259,4,-19
-9424,-1052,13948,35,-8650,-299,-16584,4640,-2488,337,-1414,-8859,-13504,8564,1444,-1334,-535,-6699,-15504,-1644,-2924,-305,-14,1024,-14268,-5500,-1048,-73,-909,1052,-13748,-400,7168,-200,122,-41
-10368,156,12744,-44,-6237,-647,-17196,4516,-3460,755,-1083,-7282,-14660,6236,1520,-864,-607,-5631,-15372,-3824,-2408,-1766,-166,1269,-14208,-5132,-1316,-1718,-130,1267,-13724,-336,7420,-184,241,54
-9304,144,9664,1488,-1845,-77,-17044,5072,-2956,1258,-780,-4801,-14640,6644,1776,314,-640,-3830,-15480,-4940,-1948,-797,291,1461,-14432,-6124,-1176,-2069,33,1438,-14032,-248,7620,-753,325,318
-11496,4436,13196,3553,6304,1495,-16912,5780,-2712,-113,-993,-2921,-14636,6588,2284,445,-586,-1923,-16008,-4204,-2048,-133,494,1388,-14632,-6760,-628,-900,-257,1012,-14116,-116,7204,-994,457,475
-6948,2916,13076,738,-3808,994,-17032,2896,-2264,65,-247,63,-14832,7152,2292,-303,-341,299,-16072,-3972,-1960,-367,328,995,-14748,-6404,-904,-531,-127,494,-14152,-284,7208,-760,476,491
-7492,-52,14960,1690,-3257,9,-16556,1796,-1732,-318,-40,912,-14700,6448,2580,-192,27,1227,-15940,-3688,-1864,417,174,1353,-14688,-6052,-1072,-1216,-333,466,-14156,-676,7232,-723,269,353
-12688,772,16152,-2507,-2646,-1016,-17004,5780,-2948,-174,807,2971,-15184,4972,2868,819,326,3055,-15584,-4868,-1504,-294,611,715,-14496,-6568,-768,-2534,-513,105,-14208,-640,7556,-307,153,119
-10448,4212,11672,396,-311,2511,-18220,7176,-2664,-1322,1158,6179,-15388,7324,2200,571,713,5820,-15936,-5116,-2272,-1364,648,-139,-14484,-6864,-252,-2270,-191,-535,-13768,-236,7220,39,75,-34
-11864,1892,13692,-202,4725,4724,-18676,8288,-3252,-6379,717,8266,-14836,8948,2380,-1886,1709,9107,-16184,-4616,-1564,-685,324,-252,-14588,-6976,-768,-1029,-568,-1278,-13936,-408,7284,167,190,-305
-13328,-1456,12196,820,8540,3729,-18504,6964,-3564,-7242,1159,11539,-14768,7000,2724,-2992,2263,11762,-15892,-4200,-1396,-1248,270,-460,-14572,-6792,-1196,-715,-672,-1753,-14180,-584,7704,322,10,-538
-12572,-836,13024,-770,14754,781,-19296,6796,-3388,-4823,1935,14836,-14448,8416,2108,-10,1963,13795,-15960,-3912,-2488,-1240,402,-239,-14264,-6540,-736,-687,-311,-1831,-13988,-700,7184,364,216,-725
-14528,912,13564,-971,20223,-277,-19816,9084,-3412,-4246,2228,17276,-13812,10180,1656,1546,1593,15617,-15676,-2744,-1712,-1028,632,1081,-14444,-6396,-160,-553,-326,-1673,-13992,-852,7124,246,207,-844
-16056,2656,15748,-230,22605,2236,-19176,9772,-3324,-4872,2132,19498,-11576,12396,1340,1707,882,16272,-15256,-1456,-2132,-1731,698,1771,-14264,-5964,-412,-266,-717,-1384,-13916,-840,7476,423,185,-863
-15320,388,14376,1217,23417,3445,-18496,9288,-2576,-5701,2097,20523,-10280,13164,984,1051,780,15913,-16036,-752,-2772,-2042,969,2767,-14544,-5528,-728,-69,-819,-1059,-14240,-756,7248,280,159,-676
-15188,196,10488,2110,27153,2584,-18456,7920,-2588,-4026,2086,21492,-10728,12560,1308,1509,298,15271,-15864,-1420,-2708,-2214,395,4083,-14452,-5576,-736,-936,-748,-615,-13992,-496,7232,625,167,-506
