ax,ay,az,gx,gy,gz,ax,ay,az,gx,gy,gz
32767,20314,6262,-15,-77,4,24876,3826,5302,-16,13,4
32767,20300,6144,-26,-90,14,24872,3876,5242,27,2,25
32767,20224,5924,-34,-86,30,24946,4126,5260,52,7,18
32767,20074,5806,-66,-48,16,24990,4432,5190,59,12,10
32767,19860,5832,-82,-28,15,24964,4486,5208,43,17,21
32767,19888,6020,-60,-1,-3,24826,4648,5218,31,21,19
32767,20086,6154,-43,-6,22,24776,4768,5308,-5,13,5
32767,19854,6120,-62,-11,16,24840,4776,5266,-33,14,7
32767,19632,6290,-75,-24,20,24864,4626,5304,-78,11,9
32767,19540,6178,-85,-44,-41,24920,4284,5324,-93,8,10
32767,19518,6086,-31,-52,-4,25070,4336,5166,-82,1,9
32767,19700,5812,0,-33,-29,24986,4452,5204,-99,30,7
32767,19974,5804,15,-1,-36,24896,4452,5196,-109,32,12
32767,20148,6114,-1,28,-21,24916,4332,5250,-133,42,7
32767,20222,6312,-56,10,-30,24892,4150,5186,-131,41,12
32767,20094,6436,-97,-22,-39,24636,3902,5398,-119,66,44
32767,19884,6206,-85,-47,-25,25166,3340,5038,-45,12,74
32767,19952,5930,-32,-45,-4,24782,4050,5368,-1,79,-35
32767,20044,5700,-32,-8,-8,24834,4022,5356,21,31,17
32767,19966,5976,-75,16,-24,24910,4190,5028,20,48,-7
32767,19826,6060,-116,21,-46,24654,4308,5350,7,60,-26
32767,19632,6120,-119,24,-47,24626,4228,5234,21,50,28
32767,19650,6090,-79,16,-48,24724,3874,5160,28,43,48
32767,19678,6048,-33,21,-32,24792,4048,5282,37,49,3
32767,19892,6136,-7,27,-26,24590,4436,5270,46,58,-8
32767,20040,6300,-24,22,-38,24364,4474,5302,36,47,-10
32767,20144,6420,-71,0,-42,24534,4602,5232,24,37,-36
32767,20118,6324,-86,-27,-36,24928,4782,5184,-16,39,-36
32767,20092,5990,-60,-32,-18,25108,4608,5332,-72,66,-7
32767,20062,5868,-42,-17,11,24958,4150,5276,-94,93,33
32767,19922,6044,-50,-17,17,24762,3700,5218,-58,95,19
32767,19706,6196,-71,-17,12,24732,3772,5148,-6,88,-24
32767,19594,6190,-98,-17,-12,24700,4358,5056,25,87,-39
32767,19406,6040,-98,-22,-23,24474,4688,5302,-4,91,-8
32767,19558,6102,-21,-8,-10,24308,4538,5342,-29,79,12
32767,19780,6454,-17,-58,-4,24338,4336,5338,-42,63,3
32767,19616,6326,-3,-84,4,24452,4386,5358,-44,42,-19
32767,19682,6090,30,-99,11,24542,4430,5298,-43,39,-27
32767,19708,6028,58,-103,12,24564,4484,5180,-48,46,-22
32767,19816,5950,82,-84,17,24518,4540,5240,-73,57,-14
32767,19646,6198,126,-72,35,24620,4564,5302,-117,57,-5
32767,19322,6246,218,-103,55,24620,4172,5224,-148,55,7
32767,18654,6336,492,-162,112,24528,3754,5182,-113,58,7
32767,20224,5994,696,-180,166,24580,3718,5250,-61,53,-18
32767,19774,5812,711,-161,161,24506,4032,5296,-28,52,-32
32767,20106,5682,825,-122,169,24334,4192,5214,-13,41,-19
32767,21018,5990,816,-126,183,24422,4216,5166,-21,27,-22
32767,21894,6092,594,-123,88,24504,4352,5210,-19,20,-23
32767,21376,6068,391,-125,57,24446,4426,5174,-32,20,-16
32767,19990,5994,457,-118,66,24424,4454,5174,-48,20,-6
32767,19400,6032,826,-123,141,24426,4252,5232,-71,14,-16
32767,20090,6136,1281,-156,222,24556,3884,5028,-39,10,-25
32767,22832,6054,1463,-215,238,24508,3708,5418,-15,10,-28
32767,24708,5806,1163,-231,189,24606,4048,5006,41,24,-24
32767,24278,5532,708,-214,112,24472,3998,5346,25,27,-21
32767,22984,5336,507,-196,68,24486,4046,4944,46,30,-36
32767,22284,5434,629,-187,118,24630,4138,5236,56,8,-50
32767,21836,5462,927,-176,171,24504,4326,5276,33,31,-29
32767,23908,5260,1136,-201,200,24266,4252,5220,34,33,28
32767,25492,5056,928,-177,152,24354,3780,5308,54,4,23
32767,25294,5260,583,-156,93,24578,3832,5010,135,0,-25
32767,24314,5282,411,-150,71,24506,4138,5116,173,3,-41
32767,23304,5370,530,-139,104,24570,4716,5324,160,-9,-23
32767,23708,5118,901,-141,148,24582,5014,5300,107,-10,-5
32767,25440,5036,962,-155,139,24680,4744,5270,38,-13,-3
32767,26088,5160,773,-156,139,24758,4374,5240,76,-6,-14
32767,25420,5092,624,-172,118,24790,4316,5170,105,15,1
32767,24864,4916,667,-184,116,24638,4432,5164,118,24,9
32767,24710,4870,818,-186,132,24802,4888,5306,110,16,-10
32767,25126,4664,1008,-195,172,24680,5190,5410,55,29,-17
32767,25730,4660,1117,-191,181,24528,4846,5260,10,29,14
32767,26746,4388,1154,-223,174,24628,4360,5326,16,17,20
32767,26384,4292,1148,-225,192,24680,4334,5236,52,28,-3
32767,26114,4026,1352,-230,256,24538,4852,5074,97,30,-2
32767,27158,3572,1558,-248,278,24624,4920,5334,67,16,-3
32767,29490,3370,1500,-269,244,24618,4862,5214,60,21,3
32767,30558,3206,1028,-261,200,24546,4594,5318,42,23,2
32767,28490,3138,674,-234,210,24530,4690,5326,85,20,-2
32767,26844,3076,904,-217,295,24678,4720,5228,116,21,-8
32767,27198,2944,1420,-221,346,24674,4830,5184,124,32,-24
32767,28388,2480,1771,-220,418,24548,4892,5254,140,40,-1
32767,29190,2234,1882,-211,448,24478,4998,5262,110,25,-4
32767,29406,2204,1899,-200,448,24426,4986,5396,131,23,-28
32767,29344,1698,2053,-214,494,24336,5078,5370,149,33,-29
32767,29428,1350,2333,-269,537,24330,5386,5116,153,20,-14
32767,31510,284,2481,-314,520,24454,5546,5368,91,-1,-6
32767,32767,-974,1940,-245,419,24598,5292,5396,65,0,8
32767,32478,-1186,1506,-183,402,24768,5008,5390,65,13,19
32767,30462,-1158,1566,-106,439,24618,5084,5342,111,24,8
32767,31142,-1886,1877,-71,417,24610,5226,5476,162,27,-3
32767,32767,-2250,1800,-36,289,24528,5418,5302,150,26,-6
32767,32767,-2090,1468,90,186,24482,5210,5424,142,12,-1
32767,32767,-1814,1429,85,283,24530,5100,5402,139,7,-6
32767,32580,-1980,1638,5,377,24270,5024,5428,190,-3,-35
32767,32767,-2890,1832,-92,409,24492,5354,5206,247,-22,-15
32767,32767,-3476,1723,-117,473,24830,5828,5128,238,-33,-30
32767,32767,-4122,1535,-127,504,24920,5844,5090,153,-22,-43
32767,32767,-4256,1562,-170,507,24668,5226,5330,173,25,17
32767,32767,-5126,1576,-191,482,24536,5594,4988,260,45,27
32767,32767,-5898,1619,-123,463,24322,6288,5222,303,43,51
32767,32336,-6396,1878,-44,451,24478,7420,5486,181,31,66
32767,32767,-7170,2212,-6,382,24804,6154,5542,34,-10,11
32767,32767,-8086,2074,-22,226,24702,5440,5384,16,16,-40
32767,32767,-8610,1234,-68,80,24920,5536,5204,114,13,-20
32767,32767,-8652,556,-33,144,24844,5900,5374,166,14,-25
32767,32767,-8446,570,51,300,24564,6296,5212,166,14,-14
32767,32767,-8592,756,57,305,24656,6052,5258,115,-16,-24
32767,32767,-8514,1000,86,191,24598,6074,5282,128,-3,-61
32767,32767,-8372,1113,97,206,24678,6062,5152,158,-14,-43
32767,32767,-8428,1547,148,325,24866,5892,5390,148,-21,-22
32767,32767,-9034,1899,141,418,24802,5944,5130,135,-25,-83
32767,32767,-9670,1798,40,428,24402,6052,5318,198,-30,-90
32767,32767,-10388,1338,-79,370,24294,6368,4898,332,-37,-46
32767,32767,-10630,1109,-166,348,24870,7412,4790,420,-50,-12
32767,32767,-11336,1408,-128,374,25190,7826,5558,156,3,-35
32767,32767,-12030,1413,-120,296,24810,7238,5326,26,25,0
32767,32767,-12584,1100,-121,182,24592,6660,5186,24,33,-2
32767,32767,-12560,750,-142,131,24728,6678,5142,77,24,-11
32767,32767,-12564,669,-170,123,24852,6710,5274,57,34,-28
32767,32767,-12514,860,-168,117,25004,6346,5646,-1,40,-61
32767,32767,-12840,1107,-150,108,24736,6098,5298,-4,43,-123
32767,32767,-13468,928,-129,26,24366,6040,4916,168,6,-121
32767,32767,-13888,228,-136,-132,24360,6524,5214,315,-31,-75
32767,32767,-13864,-18,-123,-96,24922,6704,5106,373,-29,-46
32767,32767,-14012,-71,-104,-33,24948,7556,5302,313,-1,-114
32767,32767,-14006,-71,-87,-55,24618,7608,5070,277,-3,-114
32767,32767,-13960,-148,-85,-80,24538,7458,4880,266,0,-86
32767,32767,-13776,-289,-56,-82,24860,7310,4932,256,0,-57
32767,32767,-13436,-198,4,-60,24990,7852,5194,271,7,-32
32767,32767,-13078,59,39,-45,24918,7884,5288,208,24,-33
32767,32767,-12444,369,2,6,24838,7774,4922,125,45,-89
32767,32767,-12624,478,-45,50,24716,7666,4902,185,38,-49
32767,32767,-13192,235,-142,30,24806,7516,4786,230,38,6
32767,32767,-13876,-180,-191,-22,24990,8344,4940,286,37,45
32767,32767,-14264,-385,-189,-43,24904,9236,5200,217,40,51
32767,32767,-14606,-345,-124,-46,24878,8930,5202,53,36,20
32767,32767,-14444,-262,-30,-85,24658,8630,4998,-9,39,-8
32767,32767,-13862,-109,32,-79,24682,8146,4970,-56,32,11
32767,32767,-12854,10,69,-35,24792,7558,5328,-117,43,-9
32767,32767,-12644,-70,21,-43,24686,7502,5110,-109,51,10
32767,32767,-12740,-192,-39,-65,24738,7184,5228,-88,43,-20
32767,32767,-12920,-229,-87,-44,24676,7188,5150,-39,48,-38
32767,32767,-12908,-57,-103,-1,24540,7562,4970,27,44,-20
32767,32767,-13166,55,-112,13,24582,7920,5008,64,38,10
32767,32767,-13390,67,-104,28,24560,8226,5112,53,36,30
32767,32767,-13488,31,-90,39,24342,8546,5046,50,27,44
32767,32767,-13430,-37,-72,0,24444,8448,5130,-15,12,28
32767,32767,-13146,-62,-94,12,24634,8022,5258,-66,18,8
32767,32767,-13270,-57,-97,27,24656,8048,5208,-87,20,20
32767,32767,-13502,-105,-100,0,24634,7468,5136,-99,17,8
32767,32767,-13758,-174,-72,-35,24702,7346,5076,-59,20,19
32767,32767,-13850,-187,-27,-59,24842,7584,5046,-28,19,22
32767,32767,-13378,-16,12,-38,24950,7864,5244,-18,25,7
32767,32767,-12774,95,-8,22,24782,7794,5198,-25,24,1
32767,32767,-12810,-37,-38,18,24792,7704,5098,-16,20,-17
32767,32767,-13150,-211,-72,-12,24734,7848,5154,-8,20,-8
32767,32767,-13452,-243,-49,-34,24734,7932,5092,-6,12,-4
32767,32767,-13394,-62,-14,-19,24818,8126,5068,2,18,4
32767,32767,-13008,-69,-35,-51,24744,8190,5094,-28,22,7
32767,32767,-13060,-238,-67,-58,24710,7744,5088,-70,20,-2
32767,32767,-13110,-340,-73,-63,24550,7770,5024,-41,19,7
32767,32767,-12996,-222,-66,-10,24658,7818,5170,-33,17,10
32767,32767,-12774,102,-25,47,24618,7928,5206,-33,29,12
32767,32767,-12812,281,-6,35,24388,7954,5224,-34,24,32
32767,32767,-13022,165,-44,-13,24546,7786,5192,-68,14,7
32767,32767,-13230,-230,-95,-68,24630,7340,4938,-49,9,18
32767,32767,-13358,-339,-107,-63,24702,7474,5132,-2,9,27
32767,32767,-13328,-193,-69,-17,24854,7888,5142,32,18,25
32767,32767,-13150,54,-18,30,24836,8236,5102,23,28,25
32767,32767,-13008,184,4,20,24624,8278,5160,-23,34,22
32767,32767,-12790,45,-23,-32,24714,8032,5052,-56,31,11
32767,32767,-12880,-189,-72,-55,24772,7796,5148,-54,25,17
32767,32767,-12948,-292,-101,-39,24862,7668,5066,-38,24,20
32767,32767,-12974,-112,-67,3,24988,7638,5278,-22,32,24
32767,32767,-13032,88,-37,27,24736,7748,5216,-36,40,21
32767,32767,-12998,191,-27,20,24660,7636,5120,-33,30,14
32767,32767,-12864,94,-49,-5,24746,7686,4940,27,18,0
32767,32767,-12916,-110,-80,-22,24832,8204,5012,48,17,13
32767,32767,-13042,-196,-98,-16,24862,8468,5092,10,21,17
32767,32767,-13266,-159,-77,-7,24702,8068,5126,-51,26,10
32767,32767,-13304,-60,-43,-2,24628,7798,5164,-79,29,-9
32767,32767,-13178,51,1,-5,24540,7700,5102,-68,28,-10
32767,32767,-13062,-8,5,-29,24486,7664,5030,-30,23,4
32767,32767,-12922,-139,-20,-55,24558,7888,5098,-1,19,14
32767,32767,-12810,-247,-45,-56,24678,7804,5096,-11,16,23
32767,32767,-12732,-191,-49,-23,24764,7718,5246,-30,21,-3
32767,32767,-12634,-41,-36,6,24674,7624,5116,-17,23,2
32767,32767,-12664,106,-40,33,24538,7734,5152,19,22,-3
32767,32767,-12720,118,-57,42,24608,8090,5110,43,18,1
32767,32767,-12922,-70,-78,-6,24748,8120,5054,22,17,15
32767,32767,-13254,-170,-73,-35,24770,8076,5122,-1,18,14
32767,32767,-13206,-86,-34,-20,24632,8046,5080,-29,14,17
32767,32767,-12984,40,-1,-11,24676,7724,5164,-32,11,13
32767,32767,-12810,122,-2,5,24592,7930,5012,-12,12,24
32767,32767,-12748,48,-33,10,24690,8064,5018,-18,11,22
32767,32767,-12798,-131,-70,-13,24612,8254,5058,-18,14,31
32767,32767,-12942,-238,-73,-34,24834,8000,5200,-44,11,25
32767,32767,-12932,-119,-24,-28,24866,7832,5112,-59,15,17
32767,32767,-12866,68,1,3,24784,7802,5170,-56,14,12
32767,32767,-12620,159,-8,41,24716,7796,5192,-46,14,8
32767,32767,-12582,60,-43,36,24678,7824,5082,-39,9,2
32767,32767,-12668,-87,-80,-1,24738,7816,5066,-25,11,1
32767,32767,-12926,-146,-92,-12,24794,7768,5044,-1,12,9
32767,32767,-12992,-65,-81,10,24744,7956,5240,4,20,6
32767,32767,-13018,82,-46,37,24600,8116,5112,-3,25,22
32767,32767,-13048,94,-24,33,24582,8258,5164,-22,19,17
32767,32767,-12940,-1,-29,-2,24694,8048,5074,-45,12,10
32767,32767,-12840,-137,-54,-36,24694,7826,5000,-45,11,8
32767,32767,-12902,-185,-74,-35,24676,7772,5148,-25,16,19
32767,32767,-12838,-103,-71,-16,24680,7798,5118,-15,11,23
32767,32767,-12898,12,-51,-5,24732,7790,5228,2,8,22
32767,32767,-12964,97,-36,6,24730,8238,5130,5,9,20
32767,32767,-12920,31,-35,2,24796,7976,5092,-22,4,4
32767,32767,-12972,-69,-59,-12,24764,7768,4950,-5,6,10
32767,32767,-12956,-153,-72,-28,24776,7886,5110,-1,7,-1
32767,32767,-12994,-92,-58,-15,24696,7978,5148,-10,12,16
32767,32767,-12862,51,-28,20,24818,8030,5178,-16,10,11
32767,32767,-12814,116,-8,19,24820,7998,5066,-11,11,6
32767,32767,-12758,56,-33,-3,24736,8020,5062,0,14,15
32767,32767,-12770,-51,-71,-24,24730,8190,5010,2,15,13
32767,32767,-12982,-117,-93,-13,24860,8106,5072,-25,19,7
32767,32767,-13190,-5,-64,7,24868,7990,5148,-43,30,7
32767,32767,-13244,71,-36,20,24772,7734,5144,-42,29,4
32767,32767,-13064,62,-12,7,24680,7680,4998,-8,21,4
32767,32767,-12894,-15,-19,-14,24724,7926,5008,35,19,9
32767,32767,-12684,-115,-61,-26,24786,8372,5094,42,19,0
32767,32767,-12624,-141,-92,-7,24750,8326,5000,-8,17,14
32767,32767,-12840,-67,-89,26,24804,7954,5100,-29,24,12
32767,32767,-12984,36,-89,39,24642,7702,5214,-17,25,22
32767,32767,-13096,69,-65,31,24858,7934,5100,14,16,-6
32767,32767,-12970,7,-55,11,24776,8170,5116,29,19,18
32767,32767,-12904,-101,-72,-19,24826,8278,5052,27,24,19
32767,32767,-12898,-157,-66,-31,24872,8298,4992,-11,26,4
32767,32767,-13044,-81,-43,-28,24814,8142,5062,-42,31,11
32767,32767,-12988,37,-22,-8,24708,8014,5084,-45,24,13
32767,32767,-12858,99,-20,18,24776,8084,5022,-25,19,-1
32767,32767,-12716,27,-31,8,24840,8192,5082,-26,15,-2
32767,32767,-12738,-87,-46,-12,24700,8076,5074,-27,20,5
32767,32767,-12900,-127,-47,-27,24694,8102,5024,-22,19,15
32767,32767,-12896,-79,-44,-36,24850,8090,5052,-33,21,14
32767,32767,-12842,30,-43,-9,24810,8084,5148,-53,26,16
32767,32767,-12782,22,-58,2,24744,8020,5152,-49,23,17
32767,32767,-12734,-24,-61,0,24798,8104,5014,-32,18,0
32767,32767,-12864,-26,-57,-16,24744,7966,5094,-15,17,-2
32767,32767,-12946,4,-53,-17,24694,8174,5020,1,21,10
32767,32767,-13034,23,-68,6,24778,8194,4998,-32,24,13
32767,32767,-12968,-38,-72,11,24798,8114,5162,-49,26,18
32767,32767,-12962,-97,-68,5,24828,8126,5130,-54,27,12
32767,32767,-12928,-79,-40,10,24772,8100,5072,-36,22,5
32767,32767,-12936,-32,-12,-16,24752,7974,5018,-34,18,-4
32767,32767,-12882,26,-6,-39,24762,7922,4962,-26,20,2
32767,32767,-12576,29,-36,-21,24712,8034,5050,-15,24,19
32767,32767,-12526,-42,-73,-8,24824,8248,5050,-14,29,21
32767,32767,-12608,-119,-94,-3,24842,8180,5098,-41,34,12
32767,32767,-12794,-96,-87,8,24772,7988,5042,-47,35,1
32767,32767,-12928,-1,-49,3,24704,7846,4994,-43,32,-5
32767,32767,-13152,111,-34,-15,24638,7882,5006,-30,29,7
32767,32767,-13064,111,-58,3,24620,8180,5108,-16,24,14
32767,32767,-12954,-5,-73,8,24706,8504,5156,-19,22,17
32767,32767,-13104,-151,-79,-11,24796,8198,5128,-61,20,14
32767,32767,-13160,-188,-52,-31,24702,7814,5108,-64,16,9
32767,32767,-13154,-80,-9,-42,24664,7764,5136,-23,13,15
32767,32767,-12924,64,15,-44,24856,7918,5080,-2,16,4
32767,32767,-12726,108,-14,-16,24856,8156,5058,19,22,19
32767,32767,-12590,-43,-53,5,24752,8224,5124,29,25,35
32767,32767,-12712,-176,-87,-1,25000,8110,5076,8,18,1
32767,32767,-12854,-163,-70,-13,24866,7642,5172,4,23,-4
32767,32767,-12952,34,-46,-1,24752,7460,5050,53,19,8
32767,32767,-13008,185,-34,12,24778,7994,4994,114,16,0
32767,32767,-13048,119,-49,7,24862,8632,5084,122,20,14
32767,32767,-12964,-104,-71,-9,24826,9020,5060,44,26,8
32767,32767,-13004,-249,-62,-20,24816,8554,5056,-32,23,-11
32767,32767,-12946,-126,-21,-30,24724,8044,4938,-50,25,-5
32767,32767,-12900,67,15,-23,24672,7966,5030,-24,26,7
32767,32767,-12876,200,24,-15,24712,8252,5064,-7,29,12
32767,32767,-12646,114,-22,-35,24692,8502,5136,-15,30,14
32767,32767,-12762,-35,-66,-28,24730,8616,5134,-45,30,12
32767,32767,-12764,-93,-89,-8,24722,8164,5000,-86,24,2
32767,32767,-12900,-12,-81,3,24746,7778,5014,-49,20,10
32767,32767,-13036,123,-69,16,24868,7868,5042,-20,23,6
32767,32767,-13102,90,-70,16,24736,8200,5046,5,29,15
32767,32767,-13128,-146,-83,-6,24692,8562,5114,-2,26,9
32767,32767,-13230,-224,-81,-22,24660,8586,5022,-29,23,3
32767,32767,-13242,-241,-67,-34,24772,8272,5040,-51,24,7
32767,32767,-13048,-398,-66,-66,24770,7932,5074,-53,22,10
32767,32767,-12770,-509,-59,-86,24748,7838,5116,-15,21,10
32767,32767,-12406,-582,-75,-96,24846,8206,5150,12,28,15
32767,32767,-12268,-825,-157,-115,24752,8474,5006,15,28,18
32767,32767,-12330,-1293,-242,-130,24838,8378,5062,14,26,8
32767,32767,-12112,-1940,-315,-139,24942,8280,5030,-2,29,3
32767,32767,-11518,-2036,-312,-51,24812,8176,5070,-16,37,3
32767,31934,-9986,-973,-221,147,24732,8198,5132,-15,34,-5
32767,32767,-10154,-481,-242,177,24694,8224,5062,0,30,-7
32767,32767,-10152,-777,-246,65,24678,8338,5000,8,29,8
32767,32767,-10916,-1851,-302,-103,24700,8640,5014,-1,33,4
32767,32767,-10962,-3129,-341,-316,24660,8622,5024,-37,26,19
32767,32767,-10422,-3715,-249,-432,24652,8440,5028,-57,31,12
32767,31886,-8802,-3413,-51,-375,24632,8358,4974,-48,25,31
32767,30670,-7442,-2590,69,-263,24762,8280,5012,-42,26,44
32767,32624,-5926,-1487,143,-240,24712,8322,5050,-48,32,52
32767,32767,-5488,-1250,124,-246,24648,8428,4804,-32,35,85
32767,32767,-5198,-1685,96,-270,24702,8770,4754,-22,49,126
32767,32767,-4868,-2416,50,-319,24706,8824,4754,-34,40,173
32767,32767,-3962,-2654,-9,-316,24908,8402,5520,-116,23,140
32767,31108,-2866,-2236,-60,-247,24920,7676,5340,-208,28,79
32767,30986,-2410,-1592,-91,-185,24572,7708,5110,-143,31,74
32767,32726,-2506,-1140,-101,-155,24500,7882,4666,-87,9,74
32767,32767,-2816,-1261,-109,-154,24782,8216,4548,-17,-11,76
32767,32767,-2524,-1478,-79,-146,25046,8546,4308,15,-6,74
32767,32767,-2122,-1642,-86,-146,25008,8270,4600,-15,32,103
32767,31414,-1952,-1473,-65,-100,24956,7846,5078,-40,67,142
32767,31050,-1590,-1073,-14,-27,24784,7736,5426,-97,108,133
32767,31650,-1382,-789,2,1,24578,8204,5444,-131,137,114
32767,32374,-1294,-731,51,-21,24470,8488,5374,-172,93,100
32767,32526,-650,-841,67,-22,24246,8204,5148,-193,76,111
32767,32046,-160,-927,50,-23,24626,7544,4930,-226,23,85
32767,31752,-118,-922,35,-22,25106,7198,4788,-184,39,65
32767,30956,-8,-829,23,20,25054,7022,5306,-128,68,53
32767,30602,174,-599,11,85,24622,7524,5370,-13,91,71
32767,30858,488,-407,-10,102,24230,8136,5380,-14,55,49
32767,31316,600,-306,-53,98,24442,8256,5144,-43,13,24
32767,32012,422,-378,-56,72,24866,8098,5106,-94,-2,16
32767,31902,382,-601,-65,44,25028,7880,4960,-108,8,29
32767,30200,516,-644,-63,80,24822,7956,5386,-100,42,36
32767,29154,716,-362,-50,116,24630,8056,5410,-95,45,37
32767,29318,604,18,-43,105,24502,8024,5154,-100,38,37
32767,32290,598,68,-4,25,24654,8052,5106,-97,37,22
32767,32767,394,-507,9,-50,24764,8038,5010,-141,44,18
32767,32550,816,-1169,41,-57,24792,7890,5326,-156,47,28
32767,29406,1006,-1232,51,-4,24654,7624,5242,-163,36,25
32767,27960,1550,-618,49,53,24572,7446,5206,-142,36,29
32767,29050,1600,-171,29,65,24488,7428,5098,-101,38,33
32767,30460,1468,-88,33,3,24476,7616,5236,-64,28,23
32767,30666,1576,-228,32,-24,24506,7790,5218,-45,8,6
32767,30292,1854,-365,26,-5,24630,7872,5136,-58,8,16
32767,30472,2066,-417,16,6,24492,7732,5086,-108,3,14
32767,31088,2018,-573,-3,-12,24622,7340,5092,-99,-4,28
32767,30314,1910,-760,-27,-10,24652,7210,5262,-70,11,26
32767,29042,1648,-665,-20,25,24612,7404,5000,-21,30,28
32767,29482,1736,-550,10,-6,24498,7706,5028,-18,24,14
32767,29866,1980,-570,44,-27,24608,7908,5142,-74,8,-14
32767,29806,2464,-672,41,-24,24760,7754,5184,-109,7,6
32767,29250,2736,-750,18,-4,24842,7210,5172,-118,12,48
32767,28666,2440,-737,8,-15,24792,7280,5160,-49,32,30
32767,28080,2580,-638,16,-1,24592,7822,5190,-22,45,18
32767,28294,2864,-492,33,25,24552,8230,5322,-38,35,16
32767,28598,3054,-446,34,3,24518,7970,5194,-94,10,21
32767,28878,3094,-485,32,-4,24736,7342,4876,-120,-6,20
32767,28848,3142,-594,32,3,24892,6938,5134,-120,10,1
32767,27958,3190,-647,13,4,24824,7040,5136,-102,21,4
32767,27346,3318,-544,13,14,24674,7236,5154,-92,35,12
32767,27554,3410,-395,14,-4,24496,7394,5178,-70,35,44
32767,27564,3512,-345,8,-7,24400,7582,5140,-68,13,31
32767,27052,3518,-249,-8,19,24536,7704,5300,-76,-1,9
32767,27076,3760,-94,-20,24,24800,7660,5170,-101,-11,-1
32767,28270,3572,-40,-10,-14,25024,7506,5280,-123,-1,5
32767,29786,3310,-307,9,-56,24886,7292,5276,-146,20,22
32767,29138,3288,-721,32,-74,24676,7164,5188,-135,32,40
32767,26828,3612,-852,62,-59,24572,7224,5176,-112,32,36
32767,25906,4066,-557,45,7,24606,7196,5180,-105,22,16
32767,26234,4212,-197,17,62,24814,7366,5200,-101,18,-8
32767,27716,4038,-93,1,27,24792,7310,5262,-129,30,13
32767,28922,3614,-333,14,-33,24644,7172,5194,-142,40,32
32767,28286,3676,-709,36,-34,24632,7114,5180,-146,33,30
32767,26528,4146,-825,39,5,24640,6970,5226,-125,27,15
32767,25764,4332,-688,41,5,24760,7030,5176,-104,28,-5
32767,26248,4194,-494,40,-26,24740,7036,5138,-100,35,-2
32767,26674,3934,-519,68,-47,24622,6986,5264,-98,43,14
32767,26744,4326,-619,107,-59,24550,6926,5186,-76,37,10
32767,26504,4500,-713,105,-77,24602,6954,5236,-64,22,-9
32767,26384,4738,-782,108,-91,24740,7028,5242,-89,14,-20
32767,26178,4742,-846,104,-85,24728,7060,5264,-100,20,2
32767,25688,4702,-900,111,-79,24742,6954,5152,-111,25,29
32767,25054,4928,-877,109,-61,24610,6836,5262,-97,39,29
32767,24524,5132,-666,71,-20,24580,6958,5248,-69,37,3
32767,24912,5146,-570,61,-39,24548,7180,5276,-64,35,2
32767,25340,5132,-598,62,-65,24576,7232,5320,-115,14,9
32767,25478,5054,-745,70,-69,24558,6936,5162,-139,4,22
32767,24628,5106,-858,80,-50,24722,6598,5092,-145,5,29
32767,23728,5276,-795,74,-51,24840,6510,5256,-119,16,22
32767,23402,5506,-658,69,-34,24708,6718,5272,-90,30,17
32767,23284,5592,-511,59,-9,24522,6936,5234,-88,32,15
32767,23116,5560,-390,54,-78,24416,7024,5220,-108,17,26
32767,23492,5344,-353,64,-129,24588,6836,5182,-120,-10,24
32767,23994,5510,-444,88,-159,24762,6700,5294,-125,-7,9
32767,23572,5456,-548,95,-191,24810,6556,5264,-121,-1,23
32767,22914,5548,-521,102,-204,24762,6578,5322,-119,13,29
32767,22680,5666,-385,119,-170,24728,6726,5256,-125,30,40
32767,23022,5704,-245,134,-135,24644,6722,5168,-119,28,38
32767,23696,5740,-248,124,-160,24634,6910,5322,-123,32,24
32767,24112,5944,-446,110,-184,24604,6854,5432,-140,25,26
32767,23486,6040,-572,81,-136,24652,6560,5298,-157,1,25
32767,22654,5852,-545,63,-109,24868,6304,5232,-167,2,7
32767,22334,5636,-425,73,-127,24638,6294,5106,-139,27,32
32767,22658,5538,-358,106,-143,24692,6352,5250,-135,28,35
32767,22976,5910,-401,118,-140,24730,6498,5364,-114,34,24
32767,22730,6174,-503,106,-127,24714,6466,5294,-94,32,19
32767,22050,6100,-544,74,-137,24720,6306,5230,-96,25,6
32767,21526,5902,-484,60,-159,24624,6234,5334,-110,14,-4
32767,21356,5844,-358,69,-150,24620,6328,5078,-111,13,-3
32767,21962,5816,-280,91,-137,24606,6190,5250,-119,16,11
32767,22146,5648,-309,123,-129,24706,5982,5340,-93,16,9
32767,21660,5886,-354,153,-157,24866,6044,5228,-57,24,3
32767,21176,6278,-295,151,-157,24830,6370,5274,-49,36,-1
32767,22542,6280,-232,19,-70,24674,6532,5358,-75,45,8
32767,21790,5980,-317,8,-53,24592,6424,5336,-95,48,28
32767,20848,6168,-237,-3,-5,24576,6146,5280,-106,39,26
32767,20784,6378,-39,-14,33,24598,6214,5232,-80,37,17
32767,21362,6332,64,-29,37,24592,6354,5228,-74,26,6
32767,21628,6132,39,-39,10,24694,6406,5192,-93,19,-6
32767,21612,5994,-5,-27,-13,24748,6142,5322,-119,37,7
32767,21806,6028,-86,-14,-18,24616,5988,5272,-119,40,31
32767,21352,6196,-135,-19,-18,24634,5982,5222,-94,39,27
32767,20824,6190,-65,-30,-7,24644,5976,5260,-82,35,5
32767,21022,6078,74,-34,3,24696,6118,5234,-87,30,1
